,Classification
443perm56Normal,0.99336857
444perm56Normal,0.99882954
445perm56Normal,0.94696265
446perm56Normal,0.98851377
447perm56Normal,0.9922098
448perm56Normal,0.9543013
449perm57Normal,0.07070486
450perm57Normal,0.9800235
451perm57Normal,0.9847895
452perm57Normal,0.99157387
453perm57Normal,0.9729382
454perm57Normal,0.9997657
455perm57Normal,0.9838929
456perm57Normal,0.8602166
457perm58Normal,0.9986493
458perm58Normal,0.1418631
459perm58Normal,0.7718863
460perm58Normal,0.99679345
461perm58Normal,0.6792394
462perm58Normal,0.998863
463perm58Normal,0.8918039
464perm58Normal,0.98761404
465perm59Normal,0.08800948
466perm59Normal,0.20269164
467perm59Normal,0.26729405
468perm59Normal,0.993937
469perm59Normal,0.5762771
470perm59Normal,0.9631323
471perm59Normal,0.9804089
472perm59Normal,0.9509384
473perm60Normal,0.6816411
474perm60Normal,0.048585083
475perm60Normal,0.97077245
476perm60Normal,0.98943675
477perm60Normal,0.9789747
478perm60Normal,0.991903
479perm60Normal,0.9894683
480perm60Normal,0.7705146
481perm61Normal,0.71068555
482perm61Normal,0.04843099
483perm61Normal,0.40891603
484perm61Normal,0.9592187
485perm61Normal,0.98990625
486perm61Normal,0.9879936
487perm61Normal,0.6512425
488perm61Normal,0.9971764
489perm62Normal,0.98422563
490perm62Normal,0.9998248
491perm62Normal,0.013534478
492perm62Normal,0.8783414
493perm62Normal,0.80589473
494perm62Normal,0.9855114
495perm62Normal,0.9926835
496perm62Normal,0.9791996
497perm63Normal,0.9948343
498perm63Normal,0.999966
499perm63Normal,0.99531305
500perm63Normal,0.99149334
501perm63Normal,0.9898873
502perm63Normal,0.99913836
503perm63Normal,0.97550356
504perm63Normal,0.8833563
505perm64Normal,0.99693835
506perm64Normal,0.9988709
507perm64Normal,0.9875386
508perm64Normal,0.98937863
509perm64Normal,0.9897574
510perm64Normal,0.9643699
511perm64Normal,0.9661913
512perm64Normal,0.99025494
513perm65Normal,0.9998299
514perm65Normal,0.029543117
515perm65Normal,0.99636465
516perm65Normal,0.9985227
517perm65Normal,0.9950766
518perm65Normal,0.9861558
519perm65Normal,0.968421
520perm65Normal,0.99724185
521perm66Normal,0.9949262
522perm66Normal,0.006161831
523perm66Normal,0.96697915
524perm66Normal,0.9930414
525perm66Normal,0.9991406
526perm66Normal,0.70019907
527perm66Normal,0.29476365
528perm66Normal,0.994852
529perm67Normal,0.99643886
530perm67Normal,0.99933285
531perm67Normal,0.9665269
532perm67Normal,0.8687442
533perm67Normal,0.9951348
534perm67Normal,0.993052
535perm67Normal,0.98160684
536perm67Normal,0.99134046
537perm68Normal,0.9760608
538perm68Normal,0.018077768
539perm68Normal,0.680379
540perm68Normal,0.9654656
541perm68Normal,0.98531854
542perm68Normal,0.700295
543perm68Normal,0.998665
544perm68Normal,0.9973717
545perm69Normal,0.99962854
546perm69Normal,0.9293963
547perm69Normal,0.6461713
548perm69Normal,0.9837503
549perm69Normal,0.99234855
550perm69Normal,0.99502844
551perm69Normal,0.9713652
552perm69Normal,0.8354656
553perm70Normal,0.999946
554perm70Normal,0.99752945
555perm70Normal,0.9959558
556perm70Normal,0.99989736
557perm70Normal,0.9341447
558perm70Normal,0.8957638
559perm70Normal,0.99323785
560perm70Normal,0.99570316
561perm71Normal,0.0047835167
562perm71Normal,0.99327314
563perm71Normal,0.98236495
564perm71Normal,0.9613274
565perm71Normal,0.9941748
566perm71Normal,0.4015303
567perm71Normal,0.96541584
568perm71Normal,0.92731863
569perm72Normal,0.8646565
570perm72Normal,0.94318914
571perm72Normal,0.6051441
572perm72Normal,0.3361946
573perm72Normal,0.9890777
574perm72Normal,0.035524722
575perm72Normal,0.9759748
576perm72Normal,0.9964636
577perm73Normal,0.9999844
578perm73Normal,0.014383181
579perm73Normal,0.99741024
580perm73Normal,0.9965677
581perm73Normal,0.9642263
582perm73Normal,0.95783633
583perm73Normal,0.89343065
584perm73Normal,0.9898728
585perm74Normal,0.99825853
586perm74Normal,0.0032790892
587perm74Normal,0.9972512
588perm74Normal,0.9977696
589perm74Normal,0.9368264
590perm74Normal,0.99696535
591perm74Normal,0.99291587
592perm74Normal,0.98468935
593perm75Normal,0.538104
594perm75Normal,0.99041337
595perm75Normal,0.97569317
596perm75Normal,0.9936651
597perm75Normal,0.9744546
598perm75Normal,0.9410215
599perm75Normal,0.53077143
600perm75Normal,0.98509556
601perm76Normal,0.99252784
602perm76Normal,0.97202456
603perm76Normal,0.937608
604perm76Normal,0.8768386
605perm76Normal,0.6562512
606perm76Normal,0.9579198
607perm76Normal,0.9426226
608perm76Normal,0.9933923
609perm77Normal,0.0028311105
610perm77Normal,0.93577814
611perm77Normal,0.99147874
612perm77Normal,0.9876725
613perm77Normal,0.9954242
614perm77Normal,0.94783384
615perm77Normal,0.9883759
616perm77Normal,0.96414644
617perm78Normal,0.012925631
618perm78Normal,0.9969464
619perm78Normal,0.94302267
620perm78Normal,0.99645597
621perm78Normal,0.9628955
622perm78Normal,0.9269309
623perm78Normal,0.9332204
624perm78Normal,0.95512086
625perm79Normal,0.9986228
626perm79Normal,0.041166015
627perm79Normal,0.82810014
628perm79Normal,0.82212037
629perm79Normal,0.99029785
630perm79Normal,0.9642269
631perm79Normal,0.9768197
632perm79Normal,0.96760243
633perm80Normal,0.046844445
634perm80Normal,0.93938255
635perm80Normal,0.98246366
636perm80Normal,0.9745131
637perm80Normal,0.95637894
638perm80Normal,0.8894927
639perm80Normal,0.99334383
640perm80Normal,0.9007288
641perm81Normal,0.9952625
642perm81Normal,0.71311283
643perm81Normal,0.98413
644perm81Normal,0.7568416
645perm81Normal,0.9687894
646perm81Normal,0.9758009
647perm81Normal,0.8291039
648perm81Normal,0.9907375
649perm82Normal,0.9754301
650perm82Normal,0.33774903
651perm82Normal,0.98714477
652perm82Normal,0.885989
653perm82Normal,0.990379
654perm82Normal,0.9975502
655perm82Normal,0.9617098
656perm82Normal,0.9779228
657perm83Normal,0.5371254
658perm83Normal,0.9830993
659perm83Normal,0.9614923
660perm83Normal,0.99736243
661perm83Normal,0.9911737
662perm83Normal,0.98422515
663perm83Normal,0.99377245
664perm83Normal,0.9575419
665perm84Normal,0.99750715
666perm84Normal,0.69172686
667perm84Normal,0.9304654
668perm84Normal,0.66481745
669perm84Normal,0.9750249
670perm84Normal,0.8504409
671perm84Normal,0.89670396
672perm84Normal,0.9957279
673perm85Normal,0.666032
674perm85Normal,0.051987536
675perm85Normal,0.93838274
676perm85Normal,0.977451
677perm85Normal,0.9749972
678perm85Normal,0.9962335
679perm85Normal,0.9134698
680perm85Normal,0.94369406
681perm86Normal,0.9999778
682perm86Normal,0.99522096
683perm86Normal,0.9725831
684perm86Normal,0.9945563
685perm86Normal,0.9888101
686perm86Normal,0.9987703
687perm86Normal,0.9975599
688perm86Normal,0.99536103
689perm87Normal,0.969703
690perm87Normal,0.9655248
691perm87Normal,0.00434425
692perm87Normal,0.9988225
693perm87Normal,0.98182374
694perm87Normal,0.98863435
695perm87Normal,0.99849916
696perm87Normal,0.98954797
697perm88Normal,0.9927209
698perm88Normal,0.99972636
699perm88Normal,0.9970348
700perm88Normal,0.9964246
701perm88Normal,0.9993387
702perm88Normal,0.5995086
703perm88Normal,0.9858358
704perm88Normal,0.9633812
705perm89Normal,0.22055219
706perm89Normal,0.58213
707perm89Normal,0.9921504
708perm89Normal,0.9795154
709perm89Normal,0.9893365
710perm89Normal,0.91305816
711perm89Normal,0.89331573
712perm89Normal,0.97581017
713perm90Normal,0.51380527
714perm90Normal,0.7676363
715perm90Normal,0.99820983
716perm90Normal,0.9974712
717perm90Normal,0.99092686
718perm90Normal,0.9898594
719perm90Normal,0.9845936
720perm90Normal,0.97274244
721perm91Normal,0.82243997
722perm91Normal,0.99963415
723perm91Normal,0.99591535
724perm91Normal,0.9708261
725perm91Normal,0.98044616
726perm91Normal,0.9790167
727perm91Normal,0.98975414
728perm91Normal,0.97596985
729perm92Normal,0.9991585
730perm92Normal,0.9865464
731perm92Normal,0.9655748
732perm92Normal,0.9318299
733perm92Normal,0.8376868
734perm92Normal,0.9778938
735perm92Normal,0.9822143
736perm92Normal,0.988677
737perm93Normal,0.99264044
738perm93Normal,0.9957867
739perm93Normal,0.812291
740perm93Normal,0.9925565
741perm93Normal,0.99440295
742perm93Normal,0.9866281
743perm93Normal,0.9979588
744perm93Normal,0.8999651
745perm94Normal,0.982803
746perm94Normal,0.8831448
747perm94Normal,0.99113643
748perm94Normal,0.984783
749perm94Normal,0.99454206
750perm94Normal,0.27410296
751perm94Normal,0.930335
752perm94Normal,0.9856089
753perm95Normal,0.99971074
754perm95Normal,0.7362687
755perm95Normal,0.99954
756perm95Normal,0.95461416
757perm95Normal,0.9818417
758perm95Normal,0.998793
759perm95Normal,0.2047377
760perm95Normal,0.60517347
761perm96Normal,0.045841563
762perm96Normal,0.9793147
763perm96Normal,0.93465656
764perm96Normal,0.942441
765perm96Normal,0.9967938
766perm96Normal,0.8932478
767perm96Normal,0.8938091
768perm96Normal,0.9790429
769perm97Normal,0.9976635
770perm97Normal,0.9996935
771perm97Normal,0.55348265
772perm97Normal,0.9464088
773perm97Normal,0.9855504
774perm97Normal,0.99549663
775perm97Normal,0.5786452
776perm97Normal,0.9723632
777perm98Normal,0.9986533
778perm98Normal,0.09626674
779perm98Normal,0.35516337
780perm98Normal,0.956047
781perm98Normal,0.91942304
782perm98Normal,0.979408
783perm98Normal,0.9700954
784perm98Normal,0.98372203
785perm99Normal,0.04592153
786perm99Normal,0.24828133
787perm99Normal,0.9994449
788perm99Normal,0.97406006
789perm99Normal,0.9970958
790perm99Normal,0.9971373
791perm99Normal,0.9959722
792perm99Normal,0.90798753
793perm100Normal,0.0007526371
794perm100Normal,0.012778784
795perm100Normal,0.99986553
796perm100Normal,0.9914725
797perm100Normal,0.98505014
798perm100Normal,0.63273597
799perm100Normal,0.013532098
800perm100Normal,0.9908935
801perm101Normal,0.5527315
802perm101Normal,0.96667886
803perm101Normal,0.9773882
804perm101Normal,0.30105644
805perm101Normal,0.9232175
806perm101Normal,0.9926076
807perm101Normal,0.7809387
808perm101Normal,0.9975635
809perm102Normal,0.99928266
810perm102Normal,0.9814829
811perm102Normal,0.9353567
812perm102Normal,0.99186885
813perm102Normal,0.9952218
814perm102Normal,0.97795606
815perm102Normal,0.9596262
816perm102Normal,0.98163617
817perm103Normal,0.9999852
818perm103Normal,0.9989261
819perm103Normal,0.9935666
820perm103Normal,0.99868256
821perm103Normal,0.9958262
822perm103Normal,0.9388911
823perm103Normal,0.9957931
824perm103Normal,0.9935097
825perm104Normal,0.99994075
826perm104Normal,0.9538023
827perm104Normal,0.1815218
828perm104Normal,0.98979634
829perm104Normal,0.99328244
830perm104Normal,0.9914546
831perm104Normal,0.9233028
832perm104Normal,0.9894761
833perm105Normal,0.9982414
834perm105Normal,0.9999808
835perm105Normal,0.99563676
836perm105Normal,0.99208915
837perm105Normal,0.8990429
838perm105Normal,0.9997396
839perm105Normal,0.98868704
840perm105Normal,0.9916392
841perm106Normal,0.9953955
842perm106Normal,0.98181206
843perm106Normal,0.94090486
844perm106Normal,0.1167264
845perm106Normal,0.99989367
846perm106Normal,0.9928543
847perm106Normal,0.96231127
848perm106Normal,0.9842014
849perm107Normal,0.9993631
850perm107Normal,0.7273242
851perm107Normal,0.9982862
852perm107Normal,0.9552055
853perm107Normal,0.9982425
854perm107Normal,0.9638927
855perm107Normal,0.94367594
856perm107Normal,0.9909931
857perm108Normal,0.67880154
858perm108Normal,0.19714995
859perm108Normal,0.9932114
860perm108Normal,0.9987006
861perm108Normal,0.9971205
862perm108Normal,0.9830519
863perm108Normal,0.9950524
864perm108Normal,0.83989936
865perm109Normal,0.00010434678
866perm109Normal,0.51216835
867perm109Normal,0.96848416
868perm109Normal,0.99797255
869perm109Normal,0.99802893
870perm109Normal,0.5773159
871perm109Normal,0.88655066
872perm109Normal,0.93826395
873perm110Normal,0.99938726
874perm110Normal,0.95737433
875perm110Normal,0.98364544
876perm110Normal,0.76062614
877perm110Normal,0.9879857
878perm110Normal,0.9786108
879perm110Normal,0.97617424
880perm110Normal,0.9566553
881perm111Normal,0.99974483
882perm111Normal,0.9250057
883perm111Normal,0.18662925
884perm111Normal,0.9669899
885perm111Normal,0.8241437
886perm111Normal,0.99870217
887perm111Normal,0.99524385
888perm111Normal,0.9949628
889perm112Normal,0.0041100583
890perm112Normal,0.355862
891perm112Normal,0.99330336
892perm112Normal,0.96329623
893perm112Normal,0.9919659
894perm112Normal,0.55709445
895perm112Normal,0.9755314
896perm112Normal,0.98030204
897perm113Normal,0.55920774
898perm113Normal,0.0058680386
899perm113Normal,0.99212295
900perm113Normal,0.92625767
901perm113Normal,0.99466187
902perm113Normal,0.9661479
903perm113Normal,0.960561
904perm113Normal,0.9875202
905perm114Normal,0.120224446
906perm114Normal,0.90816396
907perm114Normal,0.99386746
908perm114Normal,0.9883193
909perm114Normal,0.98305607
910perm114Normal,0.9958061
911perm114Normal,0.9735295
912perm114Normal,0.9972843
913perm115Normal,0.9995173
914perm115Normal,0.9949949
915perm115Normal,0.98275155
916perm115Normal,0.79216355
917perm115Normal,0.30289963
918perm115Normal,0.99489623
919perm115Normal,0.98487574
920perm115Normal,0.9956495
921perm116Normal,0.9966017
922perm116Normal,0.99368757
923perm116Normal,0.41765627
924perm116Normal,0.98839474
925perm116Normal,0.9985557
926perm116Normal,0.9537586
927perm116Normal,0.99228716
928perm116Normal,0.9850279
929perm117Normal,0.79636496
930perm117Normal,0.928002
931perm117Normal,0.27984962
932perm117Normal,0.99643683
933perm117Normal,0.99827003
934perm117Normal,0.99235415
935perm117Normal,0.9976006
936perm117Normal,0.96280897
937perm118Normal,0.3390558
938perm118Normal,0.9891411
939perm118Normal,0.99277085
940perm118Normal,0.49147043
941perm118Normal,0.14824168
942perm118Normal,0.9813286
943perm118Normal,0.9896366
944perm118Normal,0.8889464
945perm119Normal,0.99994254
946perm119Normal,0.9861583
947perm119Normal,0.19913083
948perm119Normal,0.99757993
949perm119Normal,0.9689641
950perm119Normal,0.98129714
951perm119Normal,0.9924654
952perm119Normal,0.8673818
953perm120Normal,0.9045544
954perm120Normal,0.9810922
955perm120Normal,0.9999058
956perm120Normal,0.98386335
957perm120Normal,0.9958275
958perm120Normal,0.9846746
959perm120Normal,0.98351556
960perm120Normal,0.96611303
961perm121Normal,0.4592419
962perm121Normal,0.99994195
963perm121Normal,0.97925425
964perm121Normal,0.5797711
965perm121Normal,0.9975793
966perm121Normal,0.9846793
967perm121Normal,0.99471587
968perm121Normal,0.98545134
969perm122Normal,0.98567307
970perm122Normal,0.5421794
971perm122Normal,0.9994948
972perm122Normal,0.9997634
973perm122Normal,0.95068634
974perm122Normal,0.99295384
975perm122Normal,0.36060756
976perm122Normal,0.97663045
977perm123Normal,0.050192863
978perm123Normal,0.99232364
979perm123Normal,0.58681107
980perm123Normal,0.14371042
981perm123Normal,0.9984297
982perm123Normal,0.9302059
983perm123Normal,0.9876659
984perm123Normal,0.95546097
985perm124Normal,0.99324894
986perm124Normal,0.98074293
987perm124Normal,0.9958211
988perm124Normal,0.989384
989perm124Normal,0.89394593
990perm124Normal,0.99486005
991perm124Normal,0.92101413
992perm124Normal,0.979576
993perm125Normal,0.9841331
994perm125Normal,0.09316443
995perm125Normal,0.9847276
996perm125Normal,0.17388049
997perm125Normal,0.9786452
998perm125Normal,0.6812195
999perm125Normal,0.9944455
1000perm125Normal,0.9879453
1001perm126Normal,0.006399141
1002perm126Normal,0.24883133
