chrom	MAPD	AVG_APD	STD_APD	IQR_APD
1	0.930661047856696	1.15864508424344	1.028464052435	1.19241082129473
2	0.954500697171379	1.1708383080747	1.0602325001806	1.13935792481377
3	0.866032399831474	1.06515099524173	0.847872673351002	1.09732125473998
4	0.862805669638701	1.09535725039571	0.958717149722294	1.14819029229289
5	0.87901449245136	1.09526850381694	0.934381266464859	1.11933992727839
6	0.88801178628577	1.10269746514944	0.870667070388805	1.13432794505828
7	0.950112833914456	1.18694097896248	1.04448011852822	1.22360558470437
8	0.880389513945564	1.12478411219298	0.993073709856601	1.09007535905005
9	0.931727269745152	1.19427376124634	1.1100411598638	1.22279039170148
10	0.903581709643272	1.14806661522992	1.07181255045818	1.1625242130919
11	0.939476164610972	1.17548875996175	1.0335859406401	1.14856898775661
12	0.854722997736455	1.09964750338176	1.0073249660082	1.13474544003233
13	0.852755494802086	1.11046513635274	1.02874955963887	1.14516048333845
14	0.884691781477599	1.1332718325446	1.01589765564431	1.12764864200524
15	0.891445482770688	1.1132589011826	0.924248881106546	1.1741044205496
16	0.985975236076813	1.29157941815173	1.20181840638425	1.22884180135688
17	0.886927051661136	1.15175531629463	1.03850801606854	1.16897065186307
18	0.865749322366415	1.09111738860237	0.923356616002109	1.18034194791165
19	1.01784993876614	1.35797046128804	1.38195787230883	1.30372718365906
20	0.917827017734893	1.18064826440963	1.08023672073553	1.13218777379007
21	0.938943115718765	1.2360200128031	1.18832631223886	1.2622269869627
22	0.996332701244087	1.41749959418395	1.48757773353114	1.36507512901536
X	1.14421126066432	1.36992207669251	1.11314628285887	1.4215526104663
Y	1.08544160902696	1.58727529948882	2.06952585954638	1.32117615297536
Total	0.914125462851748	1.15904628480093	1.03599653341629	1.17414840942329
