chrom	AVG_normBinCnt	STD_normBinCnt	IQR_normBinCnt	Q25	Q75	binFrac_0.1	outlierBinCnt_total	outlierBinCnt_upper	outlierBinCnt_lower	Gini	CoV
1	98.5157284571277	55.2134686995695	26.5429922205469	80.4834785729226	107.026470793469	0	114	109	5	0.156894081731649	0.560453336378641
2	104.493078203098	383.948775384622	24.2512096805901	83.827558780471	108.078768461061	0	117	95	22	0.180008922767619	3.67439434254546
3	96.3527727017696	21.4699585068021	24.2000212819326	83.7940414494736	107.994062731406	0	66	45	21	0.114422998387447	0.222826576804964
4	96.5467304809019	32.3199173070692	24.1929826729391	82.7500493233039	106.943031996243	0	74	66	8	0.121939682420407	0.334759314438539
5	97.9509616710573	37.0252214469193	24.3383906589457	83.9802756286368	108.318666287583	0	69	51	18	0.123924166517894	0.37799752871502
6	98.4739915492484	23.7886235812859	22.6317198508639	85.6980966837026	108.329816534566	0	85	65	20	0.112554725175484	0.241572654941979
7	96.5294310365209	35.4143983464658	25.6814638158345	80.5274342908955	106.20889810673	0	98	87	11	0.145670375561174	0.366876692074018
8	95.1623595942282	53.4563971022153	25.3484992069512	79.9495177506838	105.298016957635	0	66	45	21	0.145013227846374	0.561738877957136
9	102.486552608476	94.4835039328104	25.6870959442976	81.5237435453424	107.21083948964	0	61	54	7	0.186708876498007	0.921911231552115
10	97.0085871474848	31.555581932745	26.2349266857751	81.3273058900787	107.562232575854	0	59	50	9	0.134111033757167	0.325286480925345
11	99.1329285925922	28.4117817635719	27.1633811754558	83.6451318168635	110.808512992319	0	65	57	8	0.133857586738112	0.286602869167077
12	95.4732569874737	21.9289070611339	25.765158906648	82.059919454553	107.825078361201	0	46	36	10	0.121782720410319	0.229686382899988
13	96.2905794110682	21.0796116007383	21.8196210634232	84.4911536909818	106.310774754405	0	34	33	1	0.105422077428543	0.218916655499066
14	94.9326704053367	53.8764394394015	28.2468943735998	77.8431704159277	106.090064789528	0	30	24	6	0.16026256131364	0.567522636931667
15	95.5524150198747	66.0928850571969	26.6495295896417	74.8115220148525	101.461051604494	0	54	52	2	0.19048452945908	0.691692460556331
16	108.386461343512	223.639726147961	28.9536461765661	79.1591055047969	108.112751681363	0	61	58	3	0.245234972132104	2.06335480811736
17	94.8499388358232	32.5711532067119	28.1003416784008	77.4342097988562	105.534551477257	0	47	46	1	0.153420239011361	0.34339667064087
18	49.3731551603836	14.0240361053238	13.1709402998199	42.1184920246844	55.2894323245042	0	41	26	15	0.131978420503328	0.284041723883518
19	96.885854844776	37.1328904855701	27.6948148221512	79.1474802813208	106.842295103472	0	46	42	4	0.164604785841279	0.383264311855037
20	97.9819332026607	21.3248067859987	24.5978230837292	84.5340279183598	109.131851002089	0	22	22	0	0.114645166108735	0.217640192318839
21	101.849840045335	69.5796161825321	22.2681025153444	81.8821655694601	104.150268084804	0	38	32	6	0.178645831463987	0.683158816465112
22	104.286288287994	62.5763078693137	28.9104776056564	82.4248416595026	111.335319265159	0	28	27	1	0.182317788300513	0.600043485069722
X	56.6502238053949	25.8390756790697	18.1129591873301	45.404393385894	63.5173525732241	0	121	92	29	0.179190186607219	0.456116038796814
Y	173.997931909384	1135.80285498882	21.1550380752321	51.5530506208423	72.7080886960745	0.00446428571428571	43	41	2	0.683937538387063	6.52768020013212
Total	95.2257697463766	145.939835784155	28.1048871716665	78.0212891620237	106.12617633369	2e-05	1446	1033	413	0.17062069275309	1.53256661692365
