"","x"
"2593","PPP2R2B"
"2594","LINC02227"
"2595","F13A1"
"2596","RREB1"
"2597","GMPR"
"2598","ZNF204P"
"2599","DNAH8"
"2600","DNAH8"
"2601","SUPT3H"
"2602","RUNX2"
"2603","EYS"
"2604","SMAP1"
"2605","KCNQ5"
"2606","LOC101928516"
"2607","LCA5"
"2608","LINC02542"
"2609","RNGTT"
"2610","LAMA4-AS1"
"2611","NKAIN2"
"2612","EPB41L2"
"2613","WAKMAR2"
"2614","UST"
"2615","PRKN"
"2616","PRKN"
"2617","SDK1"
"2618","MMD2"
"2619","USP42"
"2620","ABCB5"
"2621","VSTM2A-OT1"
"2622","CALN1"
"2623","CALN1"
"2624","RUNDC3B"
"2625","KRIT1"
"2626","PPP1R9A"
"2627","ORC5"
"2628","LHFPL3"
"2629","LHFPL3"
"2630","FOXP2"
"2631","LINC02476"
"2632","CPED1"
"2633","CCDC136"
"2634","TSPAN33"
"2635","NUP205"
"2636","DGKI"
"2637","KDM7A"
"2638","CNTNAP2"
"2639","PTPRN2"
"2640","NRG1-IT1"
"2641","NRG1"
"2642","NRG1"
"2643","ASNSP1"
"2644","LOC102724708"
"2645","LINC01592"
"2646","EYA1"
"2647","SLC26A7"
"2648","CSMD3"
"2649","CASC8"
"2650","CASC8"
"2651","CASC8"
"2652","TRAPPC9"
"2653","PTPRD"
"2654","BNC2"
"2655","FOCAD"
"2656","MOB3B"
"2657","LINGO2"
"2658","LINGO2"
"2659","LINGO2"
"2660","PIP5K1B"
"2661","MAMDC2"
"2662","SNX30"
"2663","ASTN2"
"2664","ASTN2"
"2665","C5"
"2666","RALGPS1"
"2667","DDX31"
"2668","DDX31"
"2669","UPF2"
"2670","FRMD4A"
"2671","FAM107B"
"2672","PTER"
"2673","ST8SIA6"
"2674","SLC39A12"
"2675","MALRD1"
"2676","MYO3A"
"2677","SGMS1"
"2678","ANK3"
"2679","REEP3"
"2680","REEP3"
"2681","CTNNA3"
"2682","PBLD"
"2683","MACROH2A2"
"2684","KAT6B"
"2685","ADD3"
"2686","PTDSS2"
"2687","LINC02751"
"2688","SERGEF"
"2689","LUZP2"
"2690","CSTF3-DT"
"2691","SHANK2"
"2692","LOC283214"
"2693","ACER3"
"2694","ACER3"
"2695","ACER3"
"2696","TMEM135"
"2697","RAB38"
"2698","FAT3"
"2699","GPR83"
"2700","GRIK4"
"2701","OR10S1"
"2702","NTM"
"2703","NTM"
"2704","GRIN2B"
"2705","PIK3C2G"
"2706","MANSC4"
"2707","DIP2B"
"2708","ATF1"
"2709","TAFA2"
"2710","KCNC2"
"2711","SYT1"
"2712","MGAT4C"
"2713","C12orf42"
"2714","STAB2"
"2715","ALDH1L2"
"2716","TMEM263"
"2717","BTBD11"
"2718","KSR2"
"2719","KSR2"
"2720","PAN3"
"2721","PCDH9"
"2722","DHRS4L1"
"2723","PAX9"
"2724","LINC02315"
"2725","LINC02322"
"2726","KCNH5"
"2727","KCNH5"
"2728","KCNH5"
"2729","NRXN3"
"2730","NRXN3"
"2731","NRXN3"
"2732","LINC02328"
"2733","UNC79"
"2734","C14orf132"
"2735","C14orf132"
"2736","DNAJC17"
"2737","SORD2P"
"2738","GATM"
"2739","ATP8B4"
"2740","LOC145783"
"2741","CA12"
"2742","SNX1"
"2743","LOC102723493"
"2744","CPEB1-AS1"
"2745","AGBL1"
"2746","AGBL1"
"2747","PRC1-AS1"
"2748","RGMA"
"2749","LINC00923"
"2750","LINC02177"
"2751","LOC400499"
"2752","SHISA9"
"2753","SMG1"
"2754","ZKSCAN2"
"2755","ITFG1"
"2756","C16orf70"
"2757","ZFHX3"
"2758","DNAH9"
"2759","NCOR1"
"2760","USP32P1"
"2761","ZNF385C"
"2762","B4GALNT2"
"2763","LINC00673"
"2764","ABHD3"
"2765","SS18"
"2766","PIK3C3"
"2767","MIR4527HG"
"2768","DCC"
"2769","DCC"
"2770","CDH20"
"2771","TMX3"
"2772","CCDC102B"
"2773","LINC01909"
"2774","GATAD2A"
"2775","TEX101"
"2776","TMC4"
"2777","PLCB4"
"2778","MACROD2"
"2779","CST4"
"2780","RALY"
"2781","RIMS4"
"2782","LOC105372672"
"2783","APCDD1L-DT"
"2784","CDH4"
"2785","TAF4"
"2786","ABCC13"
"2787","MIR99AHG"
"2788","LINC01692"
"2789","LTN1"
"2790","LTN1"
"2791","LINC01671"
"2792","PDE9A"
"2793","DIP2A-IT1"
"2794","LARGE1"
"2795","TEX33"
"2796","LOC284930"
"2797","HP1BP3"
"2798","AGBL4"
"2799","SLC44A3"
"2800","LINC01787"
"2801","ANP32E"
"2802","FDPS"
"2803","SPTA1"
"2804","STYXL2"
"2805","NIBAN1"
"2806","BRINP3"
"2807","BRINP3"
"2808","SYT14"
"2809","SYT14"
"2810","KCNH1"
"2811","USH2A"
"2812","LINC02774"
"2813","PDIA6"
"2814","MIR3681HG"
"2815","UGP2"
"2816","LINC01798"
"2817","CTNNA2"
"2818","CTNNA2"
"2819","CTNNA2"
"2820","NCKAP5"
"2821","MGAT5"
"2822","PABPC1P2"
"2823","NEB"
"2824","B3GALT1-AS1"
"2825","MYO3B"
"2826","DCAF17"
"2827","CCDC141"
"2828","SPATS2L"
"2829","CNTN4"
"2830","CNTN4"
"2831","CNTN4-AS1"
"2832","FANCD2"
"2833","C3orf20"
"2834","NEK10"
"2835","RBMS3"
"2836","DOCK3"
"2837","IL17RD"
"2838","SLC25A26"
"2839","CNTN3"
"2840","NXPE3"
"2841","CIP2A"
"2842","CD200"
"2843","IFT122"
"2844","ATR"
"2845","SLC9A9"
"2846","LINC01214"
"2847","LEKR1"
"2848","VEPH1"
"2849","SOX2-OT"
"2850","ACAP2"
"2851","RBPJ"
"2852","CCSER1"
"2853","CCSER1"
"2854","GRID2"
"2855","TACR3"
"2856","GAR1"
"2857","ZNF827"
"2858","ARFIP1"
"2859","TMEM131L"
"2860","PDGFC"
"2861","SPOCK3"
"2862","LOC339975"
"2863","LINC02218"
"2864","LOC101926960"
"2865","HCN1"
"2866","GPBP1"
"2867","ERCC8"
"2868","ANKRD31"
"2869","LHFPL2"
"2870","VCAN"
"2871","KIAA0825"
"2872","LINC01950"
"2873","LINC02208"
"2874","MEIKIN"
"2875","MEIKIN"
"2876","SH3TC2-DT"
"2877","HAVCR1"
"2878","LINC01622"
"2879","C6orf132"
"2880","MCHR2"
"2881","ASCC3"
"2882","GRIK2"
"2883","CRYBG1"
"2884","FYN"
"2885","IFNGR1"
"2886","SAMD5"
"2887","QKI"
"2888","LINC02888"
"2889","HDAC9"
"2890","DNAH11"
"2891","LOC100506178"
"2892","CREB5"
"2893","BMPER"
"2894","NPSR1-AS1"
"2895","POU6F2-AS2"
"2896","LOC101929322"
"2897","SEMA3C"
"2898","KLHDC10"
"2899","IQCA1L"
"2900","NUB1"
"2901","CSMD1"
"2902","CSMD1"
"2903","SGCZ"
"2904","LZTS1"
"2905","UNC5D"
"2906","CASC9"
"2907","LINC00535"
"2908","SLC30A8"
"2909","KCNQ3"
"2910","SLC45A4"
"2911","KDM4C"
"2912","PTPRD"
"2913","PTPRD"
"2914","C9orf135"
"2915","LINC00475"
"2916","CACNA1B"
"2917","FRMD4A"
"2918","PLXDC2"
"2919","GAD2"
"2920","SVIL"
"2921","ITGB1"
"2922","PCDH15"
"2923","JMJD1C"
"2924","HK1"
"2925","ADK"
"2926","OPN4"
"2927","LBX1"
"2928","CALHM3"
"2929","NEURL1-AS1"
"2930","ATRNL1"
"2931","OR52B2"
"2932","USP47"
"2933","SPON1"
"2934","PLEKHA7"
"2935","PAMR1"
"2936","DNAJB13"
"2937","CNTN5"
"2938","CNTN5"
"2939","CLMP"
"2940","KLRD1"
"2941","SLC2A13"
"2942","PDZRN4"
"2943","COPZ1"
"2944","ACSS3"
"2945","TMTC2"
"2946","MGAT4C"
"2947","TMCC3"
"2948","HRK"
"2949","RIMBP2"
"2950","DNAJC3"
"2951","SLC25A21"
"2952","MDGA2"
"2953","MNAT1"
"2954","BBOF1"
"2955","GABRG3"
"2956","UNC13C"
"2957","MYO1E"
"2958","IL16"
"2959","SNX29"
"2960","REXO5"
"2961","ATP6V0D1"
"2962","RFWD3"
"2963","RNF135"
"2964","CCL14"
"2965","CA10"
"2966","DDX42"
"2967","LDLRAD4-AS1"
"2968","GALNT1"
"2969","GALNT1"
"2970","RPRD1A"
"2971","LOC643542"
"2972","ZNF407"
"2973","PNPLA6"
"2974","RBM42"
"2975","NLRP2"
"2976","FERMT1"
"2977","PLCB1"
"2978","CDH26"
"2979","MIR548XHG"
"2980","DSCAM"
"2981","GTPBP1"
"2982","RIBC2"
"2983","LOC339685"
"2984","OTUD3"
"2985","EPHB2"
"2986","LINC01748"
"2987","DPYD"
"2988","RBM34"
"2989","TFB2M"
"2990","DNAH6"
"2991","GTDC1"
"2992","AP1S3"
"2993","SERPINE2"
"2994","ECEL1"
"2995","LRRFIP2"
"2996","ARHGEF26-AS1"
"2997","SOX2-OT"
"2998","LOC105374297"
"2999","LINC02270"
"3000","REST"
"3001","ADGRL3"
"3002","BMP2K"
"3003","GALNTL6"
"3004","LINC02268"
"3005","GPM6A"
"3006","LINC02217"
"3007","CDH18"
"3008","NIPBL"
"3009","POLR3G"
"3010","KHDRBS2"
"3011","EYS"
"3012","TPK1"
"3013","RALYL"
"3014","PTPRD"
"3015","FAM120A"
"3016","AKNA"
"3017","GPR107"
"3018","RAPGEF1"
"3019","CPXM2"
"3020","GALNT18"
"3021","KIRREL3"
"3022","OPCML"
"3023","OPCML"
"3024","GRIP1"
"3025","MGAT4C"
"3026","KSR2"
"3027","VPS33A"
"3028","LOC101926933"
"3029","DDHD1"
"3030","BRF1"
"3031","LOC339166"
"3032","ALOX12B"
"3033","VAPA"
"3034","LDLRAD4"
"3035","KATNAL2"
"3036","ZCCHC2"
"3037","CDH7"
"3038","LSM14A"
"3039","PCSK2"
"3040","SLC24A3"
"3041","SULT4A1"
"3042","PPP6R2"
"3043","RGL1"
"3044","RGL1"
"3045","RGL1"
"3046","NFASC"
"3047","KCNH8"
"3048","ARIH2"
"3049","STXBP5L"
"3050","SORCS2"
"3051","NDST4"
"3052","LINC01098"
"3053","ANKRD31"
"3054","GLIS3"
"3055","RIC1"
"3056","MUSK"
"3057","PPFIBP2"
"3058","AAMDC"
"3059","FDX1"
"3060","LINC02343"
"3061","PCDH9"
"3062","GPC5"
"3063","LOC101927284"
"3064","FGF14"
"3065","OTX2-AS1"
"3066","NRXN3"
"3067","TECPR2"
"3068","ZNF609"
"3069","BLM"
"3070","MEF2A"
"3071","UNKL"
"3072","IL27"
"3073","ITGAX"
"3074","GNAO1"
"3075","LOC102724084"
"3076","SLC7A9"
"3077","ARFGAP3"
"3078","DAB1"
"3079","SYCP1"
"3080","CASQ2"
"3081","RGS18"
"3082","USH2A"
"3083","LINC02257"
"3084","MIR3681HG"
"3085","GFPT1"
"3086","DNAH6"
"3087","SULT1C2P1"
"3088","ZRANB3"
"3089","FIGN"
"3090","SCN9A"
"3091","LINC01266"
"3092","THRB"
"3093","ABHD5"
"3094","FLNB"
"3095","ROBO2"
"3096","RHOH"
"3097","APBB2"
"3098","CFAP299"
"3099","PDE5A"
"3100","MGST2"
"3101","NIPBL"
"3102","HCN1"
"3103","EFNA5"
"3104","LINC02147"
"3105","TCTE1"
"3106","KCNQ5"
"3107","CEP57L1"
"3108","NKAIN2"
"3109","PDE1C"
"3110","CACNA2D1"
"3111","BAIAP2L1"
"3112","ST7-AS2"
"3113","LINC02237"
"3114","COLEC10"
"3115","LOC401478"
"3116","PAPPA"
"3117","MIGA2"
"3118","FRMD4A"
"3119","PLCE1"
"3120","ATRNL1"
"3121","LHPP"
"3122","KIAA1549L"
"3123","LOC643339"
"3124","SPATA13"
"3125","OBI1-AS1"
"3126","GPC5"
"3127","GPC5"
"3128","GPC6"
"3129","GPC6"
"3130","LINC02588"
"3131","EML1"
"3132","SEMA6D"
"3133","MAP2K5"
"3134","BBS4"
"3135","SLCO3A1"
"3136","RBFOX1"
"3137","LINC02139"
"3138","LOC643542"
"3139","CRTC1"
"3140","PTPRT"
"3141","EHBP1"
"3142","EPHA5"
"3143","LINC02113"
"3144","HDAC9"
"3145","DAPK1"
"3146","GPC5"
"3147","KCNIP4"
"3148","ITFG1"
"3149","HMCN1"
"3150","HTT"
"3151","ARHGAP24"
"3152","SNX25"
"3153","MEF2C-AS1"
"3154","CCDC60"
"3155","PLD5"
"3156","GTDC1"
"3157","B3GALT1-AS1"
"3158","GPR1"
"3159","UBE2E1"
"3160","ADGRL3"
"3161","ANO3"
"3162","ZDHHC17"
"3163","ANGPT4"
"3164","CD38"
"3165","AIMP1"
"3166","MAPK4"
"3167","DCC"
"3168","SLC24A3"
"3169","SLC35F3"
"3170","ACTN2"
"3171","LINC01087"
"3172","MYO3B"
"3173","BMPR2"
"3174","NRP2"
"3175","ERBB4"
"3176","TRIP12"
"3177","PHLDB2"
"3178","IGSF11"
"3179","SEC22A"
"3180","KY"
"3181","PPP2R3A"
"3182","GOLIM4"
"3183","FNDC3B"
"3184","CLNK"
"3185","ARAP2"
"3186","RBM47"
"3187","CCDC158"
"3188","HAND2"
"3189","HAND2"
"3190","LINC02436"
"3191","ADAMTS16"
"3192","SLC1A3"
"3193","TENM2"
"3194","KCNIP1"
"3195","KCNQ5"
"3196","LCA5"
"3197","UMAD1"
"3198","GLCCI1"
"3199","GLCCI1"
"3200","KMT2C"
"3201","NCOA2"
"3202","MRPS28"
"3203","LINC01608"
"3204","UBAC1"
"3205","CAMK1D"
"3206","DCLRE1C"
"3207","CTNNA3"
"3208","CTNNA3"
"3209","NEAT1"
"3210","DISC1FP1"
"3211","LRP6"
"3212","TMCC3"
"3213","TCF12"
"3214","BNIP2"
"3215","GAS7"
"3216","MIR924HG"
"3217","SNAPC2"
"3218","CXADR"
"3219","FAF1"
"3220","CDC42BPA"
"3221","PDIA6"
"3222","PUM2"
"3223","COMMD1"
"3224","SLC35F5"
"3225","ZNF804A"
"3226","ADAMTS9-AS2"
"3227","LINC02008"
"3228","MCF2L2"
"3229","TTC29"
"3230","LOC101929710"
"3231","TMEM209"
"3232","CNGB3"
"3233","COL14A1"
"3234","RFX3"
"3235","PATE4"
"3236","KLHDC1"
"3237","IL34"
"3238","EP300"
"3239","SDC3"
"3240","LINC01461"
"3241","TRIM33"
"3242","NUCKS1"
"3243","RGS7"
"3244","PRKCE"
"3245","GMCL1"
"3246","TAFA4"
"3247","ZBTB20"
"3248","RSRC1"
"3249","FNDC3B"
"3250","SOX2-OT"
"3251","ADIPOQ-AS1"
"3252","P3H2-AS1"
"3253","CPLX1"
"3254","APBB2"
"3255","APBB2"
"3256","GALNTL6"
"3257","ANKH"
"3258","COMMD10"
"3259","HDAC3"
"3260","DAAM2"
"3261","ZNF451-AS1"
"3262","EYS"
"3263","RIMS1"
"3264","AASS"
"3265","CNTNAP2"
"3266","PRSS55"
"3267","AZIN1"
"3268","OSTF1"
"3269","LINC01508"
"3270","NEBL"
"3271","ARID5B"
"3272","CKAP5"
"3273","OR5L1"
"3274","FAT3"
"3275","SMARCD1"
"3276","MGAT4C"
"3277","DHRS12"
"3278","PCDH9"
"3279","HEATR5A"
"3280","GNG2"
"3281","RGS6"
"3282","GPR176"
"3283","LIPC-AS1"
"3284","ZC3H7A"
"3285","LOC105371335"
"3286","ZNF207"
"3287","MSI2"
"3288","RBFOX3"
"3289","RAB31"
"3290","ASXL3"
"3291","LINC-ROR"
"3292","ZNF71-SMIM17"
"3293","HLCS"
"3294","ZBED4"
"3295","EIF2B3"
"3296","RGS5-AS1"
"3297","PLA2G4A"
"3298","SLC35F3"
"3299","SNTN"
"3300","SOX2-OT"
"3301","PCDH7"
"3302","GRID2"
"3303","RGMB"
"3304","DMXL1"
"3305","MTURN"
"3306","GALNT17"
"3307","ENTPD4"
"3308","LOC101929294"
"3309","ZFPM2"
"3310","STAM"
"3311","NEBL"
"3312","PRKG1"
"3313","COL17A1"
"3314","TSPAN18"
"3315","CD6"
"3316","CEP164"
"3317","HMGA2"
"3318","CCDC38"
"3319","LINC00400"
"3320","GPC5"
"3321","TTC6"
"3322","DPF3"
"3323","CDH11"
"3324","PHLPP2"
"3325","RBFOX3"
"3326","GREB1L"
"3327","MYO5B"
"3328","NEDD4L"
"3329","LNPK"
"3330","CTDSPL"
"3331","SLC66A1L"
"3332","RADIL"
"3333","TRIM56"
"3334","SPAM1"
"3335","ZDHHC2"
"3336","ZMIZ1"
"3337","NELL2"
"3338","CFAP54"
"3339","NALCN"
"3340","NUMB"
"3341","ALOX12P2"
"3342","CDH2"
"3343","MIR155HG"
"3344","SPEN"
"3345","EIF4G3"
"3346","TMEM178A"
"3347","LOC730100"
"3348","DNAH6"
"3349","MGAT5"
"3350","ERBB4"
"3351","LOC339862"
"3352","RARB"
"3353","HES1"
"3354","DCK"
"3355","GC"
"3356","LINC02217"
"3357","DENND1A"
"3358","KIAA1549L"
"3359","CLEC6A"
"3360","SGPP1"
"3361","ZBTB25"
"3362","RBFOX1"
"3363","ZNF723"
"3364","LOC101928977"
"3365","PAX3"
"3366","HNF4G"
"3367","HNF4G"
"3368","SECISBP2"
"3369","NELL1"
"3370","MAP2K6"
"3371","XIRP2"
"3372","LINC01266"
"3373","TAFA1"
"3374","RGS12"
"3375","STIM2"
"3376","LOC101927179"
"3377","NIPBL"
"3378","LYRM4-AS1"
"3379","FOXO3"
"3380","IPCEF1"
"3381","TMEM65"
"3382","COL15A1"
"3383","CAMK1D"
"3384","ARRB1"
"3385","ARHGAP20"
"3386","GRIP1"
"3387","ICE2"
"3388","TANGO6"
"3389","PRKAR1A"
"3390","LINC01344"
"3391","FBXO11"
"3392","LOC339862"
"3393","TSBP1-AS1"
"3394","CUL2"
"3395","DHX37"
"3396","ATL1"
"3397","ESR2"
"3398","AHCY"
"3399","EVA1C"
"3400","KCNH1"
"3401","CLNS1A"
"3402","PSD3"
"3403","MGC16275"
