"","x"
"1343","GPATCH2"
"1344","TGFB2"
"1345","LINC00276"
"1346","VSNL1"
"1347","GTF3C2"
"1348","LOC730100"
"1349","LRRTM4"
"1350","CTNNA2-AS1"
"1351","CTNNA2"
"1352","LINC01935"
"1353","THSD7B"
"1354","LOC101928386"
"1355","GALNT13"
"1356","DAPL1"
"1357","XIRP2"
"1358","ATF2"
"1359","HECW2"
"1360","UNC80"
"1361","ABCA12"
"1362","PAX3"
"1363","PID1"
"1364","ATP2B2"
"1365","TMEM43"
"1366","LOC339862"
"1367","MLH1"
"1368","ADAMTS9-AS2"
"1369","SUCLG2-AS1"
"1370","ARL6IP5"
"1371","MITF"
"1372","LINC00870"
"1373","IFT57"
"1374","RASA2"
"1375","PLCH1"
"1376","MECOM"
"1377","SKIL"
"1378","NLGN1"
"1379","NAALADL2"
"1380","LINC00578"
"1381","SOX2-OT"
"1382","ST6GAL1"
"1383","ATP13A5"
"1384","LINC02495"
"1385","ACOX3"
"1386","CLNK"
"1387","LOC105374516"
"1388","DHX15"
"1389","PCDH7"
"1390","SCFD2"
"1391","ANTXR2"
"1392","BMPR1B"
"1393","MCUB"
"1394","TBC1D9"
"1395","TBC1D9"
"1396","INPP4B"
"1397","TRIM2"
"1398","MARCHF1"
"1399","GALNTL6"
"1400","GPM6A"
"1401","GPM6A"
"1402","F11-AS1"
"1403","CDH12"
"1404","ANKRD31"
"1405","MEF2C-AS1"
"1406","MEF2C-AS1"
"1407","ADGRV1"
"1408","MCC"
"1409","GRIA1"
"1410","LINC01861"
"1411","RANBP17"
"1412","LOC101928519"
"1413","CDKAL1"
"1414","HLA-G"
"1415","DAAM2"
"1416","DAAM2"
"1417","CRISP3"
"1418","LOC730101"
"1419","EYS"
"1420","COL19A1"
"1421","CEP162"
"1422","PREP"
"1423","LINC02532"
"1424","RPF2"
"1425","RNF217"
"1426","RPS6KA2"
"1427","WDR27"
"1428","CRPPA"
"1429","RAPGEF5"
"1430","CREB5"
"1431","STK17A"
"1432","MYO1G"
"1433","ABCA13"
"1434","RUNDC3B"
"1435","RELN"
"1436","CDHR3"
"1437","LAMB4"
"1438","DOCK4"
"1439","UBE2H"
"1440","CSMD1"
"1441","CSMD1"
"1442","PINX1"
"1443","VPS37A"
"1444","PSD3"
"1445","OPRK1"
"1446","CYP7B1"
"1447","KCNB2"
"1448","KCNB2"
"1449","NECAB1"
"1450","LOC105375683"
"1451","RIMS2"
"1452","SAMD12"
"1453","SNTB1"
"1454","SMILR"
"1455","EFR3A"
"1456","TRAPPC9"
"1457","BOP1"
"1458","ALDH1A1"
"1459","LOC101928438"
"1460","RBM18"
"1461","ADAMTS13"
"1462","VAV2"
"1463","PFKFB3"
"1464","PFKFB3"
"1465","PFKFB3"
"1466","ST8SIA6-AS1"
"1467","MYO3A"
"1468","APBB1IP"
"1469","PRKG1"
"1470","PCDH15"
"1471","ANK3"
"1472","LRMDA"
"1473","ABLIM1"
"1474","ATRNL1"
"1475","ATRNL1"
"1476","ATRNL1"
"1477","HSPA12A"
"1478","TACC2"
"1479","DENND5A"
"1480","PLEKHA7"
"1481","KIAA1549L"
"1482","EEF1G"
"1483","EEF1G"
"1484","C11orf72"
"1485","ZBTB16"
"1486","ZBTB16"
"1487","ARHGEF12"
"1488","ARHGEF12"
"1489","ZNF202"
"1490","ETS1"
"1491","NTM"
"1492","NTM"
"1493","NTM"
"1494","LINC02731"
"1495","CRACR2A"
"1496","TBC1D15"
"1497","CUX2"
"1498","CUX2"
"1499","RBM19"
"1500","TESC"
"1501","PITPNM2"
"1502","ZNF664-RFLNA"
"1503","KLHL1"
"1504","GPC5"
"1505","GPC5"
"1506","GPC6"
"1507","HS6ST3"
"1508","FGF14-IT1"
"1509","LOC105370473"
"1510","VASH1"
"1511","VASH1"
"1512","NRXN3"
"1513","FLRT2"
"1514","TC2N"
"1515","BEGAIN"
"1516","PWRN4"
"1517","TCF12"
"1518","APH1B"
"1519","MAP2K5"
"1520","THSD4"
"1521","MYO9A"
"1522","LINC00927"
"1523","AKAP13"
"1524","RHCG"
"1525","RHBDF1"
"1526","SHCBP1"
"1527","CHD9"
"1528","CES1P2"
"1529","CCDC113"
"1530","SLC38A7"
"1531","SLC38A7"
"1532","SLC38A7"
"1533","SLC38A7"
"1534","SLC38A7"
"1535","CDH1"
"1536","CDH1"
"1537","KIF1C"
"1538","HS3ST3B1"
"1539","MYO15A"
"1540","ASIC2"
"1541","ASIC2"
"1542","KAT7"
"1543","BCAS3"
"1544","MED13"
"1545","RBFOX3"
"1546","RPTOR"
"1547","CHST9"
"1548","KATNAL2"
"1549","RFX2"
"1550","TSPAN16"
"1551","CACNA1A"
"1552","EPHX3"
"1553","UNC13A"
"1554","MAST3"
"1555","KCTD15"
"1556","PSG9"
"1557","IGSF23"
"1558","IGSF23"
"1559","IGSF23"
"1560","IGSF23"
"1561","IGSF23"
"1562","IGSF23"
"1563","ZNF324"
"1564","MACROD2"
"1565","HM13"
"1566","ASXL1"
"1567","TRPC4AP"
"1568","NCAM2"
"1569","HDHD5"
"1570","DGCR2"
"1571","BCR"
"1572","MIAT"
"1573","IL2RB"
"1574","TCF20"
"1575","ATXN10"
"1576","AJAP1"
"1577","AJAP1"
"1578","ACOT7"
"1579","ESPN"
"1580","TNFRSF8"
"1581","TNFRSF8"
"1582","TNFRSF8"
"1583","TNFRSF8"
"1584","TNFRSF8"
"1585","PADI2"
"1586","UBXN11"
"1587","AKIRIN1"
"1588","SCMH1"
"1589","TESK2"
"1590","AGBL4"
"1591","DAB1"
"1592","DAB1"
"1593","DAB1"
"1594","ROR1"
"1595","PDE4B"
"1596","LINC01788"
"1597","MIGA1"
"1598","GIPC2"
"1599","BTBD8"
"1600","NTNG1"
"1601","NBPF19"
"1602","NBPF19"
"1603","CHRNB2"
"1604","SHC1"
"1605","CFAP45"
"1606","PAPPA2"
"1607","CRB1"
"1608","LHX9"
"1609","KCNH1"
"1610","USH2A"
"1611","CAPN8"
"1612","FMN2"
"1613","KIF26B"
"1614","SMYD3"
"1615","CNST"
"1616","MYT1L"
"1617","LDAH"
"1618","MSH2"
"1619","LOC730100"
"1620","LOC101927967"
"1621","IL18R1"
"1622","CCNT2-AS1"
"1623","R3HDM1"
"1624","LRP1B"
"1625","CACNB4"
"1626","FMNL2"
"1627","PKP4"
"1628","MYO3B"
"1629","ICOS"
"1630","LANCL1-AS1"
"1631","DIRC3"
"1632","TMBIM1"
"1633","DOCK10"
"1634","PID1"
"1635","DGKD"
"1636","LMCD1-AS1"
"1637","KCNH8"
"1638","ARIH2"
"1639","DNAH1"
"1640","ADAMTS9-AS2"
"1641","TAFA1"
"1642","CADM2"
"1643","TOMM70"
"1644","LOC105374060"
"1645","STXBP5L"
"1646","ALDH1L1-AS2"
"1647","PIK3R4"
"1648","CPNE4"
"1649","TMEM108"
"1650","WDR49"
"1651","LOC101928882"
"1652","STK32B"
"1653","PPP2R2C"
"1654","FRYL"
"1655","NMU"
"1656","SRP72"
"1657","SLC4A4"
"1658","PPBP"
"1659","FRAS1"
"1660","ANTXR2"
"1661","CCSER1"
"1662","EIF4E"
"1663","SLC9B1"
"1664","INTS12"
"1665","ANK2"
"1666","NR3C2"
"1667","CDH12"
"1668","GHR"
"1669","LINC01950"
"1670","SLC25A48"
"1671","TNIP1"
"1672","FGF18"
"1673","FGF18"
"1674","ATXN1"
"1675","ATXN1"
"1676","SH3BGRL2"
"1677","NT5E"
"1678","GRIK2"
"1679","HDAC2-AS2"
"1680","IPCEF1"
"1681","LINC02544"
"1682","LOC100505938"
"1683","DGKB"
"1684","RAPGEF5"
"1685","PDE1C"
"1686","CALN1"
"1687","GTF2IP7"
"1688","SEMA3D"
"1689","LINC01392"
"1690","CFTR"
"1691","LOC101928283"
"1692","BPGM"
"1693","CHRM2"
"1694","CNTNAP2"
"1695","UBE3C"
"1696","MSRA"
"1697","TUSC3"
"1698","PSD3"
"1699","SPIDR"
"1700","SNTG1"
"1701","XKR4"
"1702","XKR4"
"1703","NCALD"
"1704","SLC30A8"
"1705","SNTB1"
"1706","TG"
"1707","ZNF623"
"1708","PTPRD"
"1709","PTPRD"
"1710","B4GALT1-AS1"
"1711","LOC101927502"
"1712","GAS1RR"
"1713","GRIN3A"
"1714","LRRC37A5P"
"1715","RABGAP1"
"1716","USP20"
"1717","ABL1"
"1718","DBH"
"1719","ADARB2"
"1720","ADARB2"
"1721","FRMPD2"
"1722","SGMS1"
"1723","LINC01515"
"1724","SORCS3"
"1725","SORCS1"
"1726","ATRNL1"
"1727","GRK5"
"1728","MGMT"
"1729","CFAP46"
"1730","SBF2"
"1731","LUZP2"
"1732","MPPED2"
"1733","ELP4"
"1734","C11orf49"
"1735","RTN4RL2"
"1736","LOC114841035"
"1737","PAK1"
"1738","MIR4300HG"
"1739","TMEM135"
"1740","OPCML"
"1741","NINJ2"
"1742","GPRC5D-AS1"
"1743","SOX5"
"1744","DIP2B"
"1745","SCN8A"
"1746","E2F7"
"1747","METTL25"
"1748","RPH3A"
"1749","RNF10"
"1750","TMEM132D"
"1751","EP400"
"1752","MTUS2"
"1753","TNFSF11"
"1754","DNAJC15"
"1755","DNAJC15"
"1756","TMEM272"
"1757","LINC00448"
"1758","LINC00448"
"1759","LINC00351"
"1760","LINC00351"
"1761","HS6ST3"
"1762","GGACT"
"1763","NALCN-AS1"
"1764","LINC02588"
"1765","SLC25A21"
"1766","KCNH5"
"1767","RAD51B"
"1768","SIPA1L1"
"1769","ESRRB"
"1770","PTPN21"
"1771","FBLN5"
"1772","WDR25"
"1773","APBA2"
"1774","STARD9"
"1775","SEMA6D"
"1776","SECISBP2L"
"1777","SLC27A2"
"1778","LIPC"
"1779","AEN"
"1780","WDR93"
"1781","CLUAP1"
"1782","SNX29"
"1783","MIR762HG"
"1784","NUP93"
"1785","CETP"
"1786","WWOX"
"1787","WWOX"
"1788","CDH13"
"1789","CDH13"
"1790","ANKRD11"
"1791","HS3ST3B1"
"1792","MYO1D"
"1793","ASIC2"
"1794","TMEM132E"
"1795","DBF4B"
"1796","TANC2"
"1797","ARHGAP27P1-BPTFP1-KPNA2P3"
"1798","LINC00469"
"1799","RBFOX3"
"1800","SLC26A11"
"1801","GNAL"
"1802","PSMG2"
"1803","PSMG2"
"1804","GALNT1"
"1805","FHOD3"
"1806","MIR924HG"
"1807","SETBP1"
"1808","CCDC68"
"1809","WDR7"
"1810","PIGN"
"1811","DOK6"
"1812","SHD"
"1813","ARHGEF18"
"1814","ZNF563"
"1815","PODNL1"
"1816","NWD1"
"1817","MYO9B"
"1818","TSHZ3"
"1819","FXYD5"
"1820","SIPA1L3"
"1821","ETHE1"
"1822","PLCB1"
"1823","TASP1"
"1824","NDUFAF5"
"1825","ENTPD6"
"1826","EPB41L1"
"1827","OSBP2"
"1828","GTPBP1"
"1829","LOC284930"
"1830","CAMTA1"
"1831","ZBTB40"
"1832","GLIS1"
"1833","MROH7-TTC4"
"1834","ROR1"
"1835","ZRANB2-AS2"
"1836","NEGR1"
"1837","NEGR1-IT1"
"1838","LINC02238"
"1839","LINC02801"
"1840","BRDT"
"1841","NTNG1"
"1842","VAV3"
"1843","BCAS2"
"1844","SLC22A15"
"1845","PTGFRN"
"1846","NBPF19"
"1847","KCNN3"
"1848","RGS5-AS1"
"1849","FAM78B"
"1850","FMO9P"
"1851","IVNS1ABP"
"1852","USH2A"
"1853","ESRRG"
"1854","ESRRG"
"1855","MIR548F3"
"1856","FMN2"
"1857","RGS7"
"1858","CATSPERE"
"1859","PXDN"
"1860","DCDC2C"
"1861","LINC00299"
"1862","BABAM2"
"1863","ALK"
"1864","XDH"
"1865","LINC01317"
"1866","CAMKMT"
"1867","BCL11A"
"1868","ACTG2"
"1869","MIR548AU"
"1870","ACOXL"
"1871","SLC35F5"
"1872","DPP10"
"1873","RAB3GAP1"
"1874","THSD7B"
"1875","KCNH7"
"1876","STK39"
"1877","ABCB11"
"1878","METAP1D"
"1879","ZNF385B"
"1880","LINC01090"
"1881","LINC01090"
"1882","PLCL1"
"1883","DIRC3"
"1884","COL4A4"
"1885","PID1"
"1886","EGOT"
"1887","GRM7"
"1888","RBMS3"
"1889","RPL14"
"1890","PLXNB1"
"1891","DCP1A"
"1892","CHDH"
"1893","ERC2"
"1894","FLNB"
"1895","TAFA1"
"1896","EPHA6"
"1897","ZBTB20"
"1898","ZBTB20"
"1899","STXBP5L"
"1900","SEMA5B"
"1901","TMEM108"
"1902","TRIM42"
"1903","PEX5L"
"1904","LPP"
"1905","SORCS2"
"1906","LIMCH1"
"1907","LIMCH1"
"1908","GUF1"
"1909","SCFD2"
"1910","SLC4A4"
"1911","PPEF2"
"1912","WDFY3"
"1913","LOC105377621"
"1914","HSPA4L"
"1915","LINC00613"
"1916","LINC02511"
"1917","RAPGEF2"
"1918","GALNTL6"
"1919","GALNTL6"
"1920","SNX25"
"1921","SEMA5A-AS1"
"1922","LINC01194"
"1923","LINC02241"
"1924","TTC23L"
"1925","PDE4D"
"1926","PDE4D"
"1927","MAST4"
"1928","MAST4"
"1929","CCDC125"
"1930","ARHGEF28"
"1931","NR2F1-AS1"
"1932","LINC02201"
"1933","SLC25A48"
"1934","LINC01933"
"1935","GALNT10"
"1936","LINC02202"
"1937","LOC285626"
"1938","PHYKPL"
"1939","GMDS"
"1940","MBOAT1"
"1941","BTBD9"
"1942","LRFN2"
"1943","CILK1"
"1944","COL21A1"
"1945","EYS"
"1946","EYS"
"1947","ADGRB3"
"1948","ADGRB3"
"1949","LOC101928516"
"1950","FILIP1"
"1951","PHIP"
"1952","UBE3D"
"1953","GABRR2"
"1954","ASCC3"
"1955","ARMC2-AS1"
"1956","ZBTB24"
"1957","CDK19"
"1958","CDK19"
"1959","CDK19"
"1960","HDAC2-AS2"
"1961","MAN1A1"
"1962","TRDN"
"1963","PTPRK"
"1964","EPB41L2"
"1965","MAP7"
"1966","MAP3K5"
"1967","PRKN"
"1968","C6orf118"
"1969","RPS6KA2"
"1970","THBS2"
"1971","SDK1"
"1972","MGC4859"
"1973","LINC02889"
"1974","SNX10"
"1975","LINC00265"
"1976","SEPTIN14"
"1977","CACNA2D1"
"1978","VPS50"
"1979","PPP1R9A"
"1980","TRIM56"
"1981","PPP1R3A"
"1982","KCND2"
"1983","LOC101928283"
"1984","EXOC4"
"1985","HIPK2"
"1986","MKRN1"
"1987","CNTNAP2"
"1988","PTPRN2"
"1989","PTPRN2"
"1990","PTPRN2"
"1991","PTPRN2"
"1992","CSMD1"
"1993","DLC1"
"1994","SGCZ"
"1995","SGCZ"
"1996","NRG1"
"1997","NRG1"
"1998","DUSP26"
"1999","MIR1268A"
"2000","ADAM5"
"2001","LINC01414"
"2002","LINC01414"
"2003","ZFHX4-AS1"
"2004","CSMD3"
"2005","EXT1"
"2006","PVT1"
"2007","ASAP1"
"2008","KCNQ3"
"2009","KCNQ3"
"2010","GLIS3"
"2011","PTPRD"
"2012","FREM1"
"2013","BNC2"
"2014","FOCAD"
"2015","LINGO2"
"2016","DCAF12"
"2017","TRPM3"
"2018","ABHD17B"
"2019","CENPP"
"2020","LOC105376194"
"2021","PALM2AKAP2"
"2022","RGS3"
"2023","ATP6V1G1"
"2024","ASTN2-AS1"
"2025","PTGES"
"2026","DIP2C"
"2027","CCDC3"
"2028","FRMD4A"
"2029","SGMS1"
"2030","SPOCK2"
"2031","MICU1"
"2032","ADK"
"2033","MYOF"
"2034","CYP2C18"
"2035","SORBS1"
"2036","PYROXD2"
"2037","LINC02624"
"2038","VWA2"
"2039","INPP5A"
"2040","SBF2"
"2041","LUZP2"
"2042","LRRC4C"
"2043","LRRC4C"
"2044","CREB3L1"
"2045","CLP1"
"2046","MS4A15"
"2047","FAM86C2P"
"2048","SHANK2"
"2049","MIR4300HG"
"2050","DLG2"
"2051","DLG2"
"2052","GUCY1A2"
"2053","SIK3"
"2054","LOC100507283"
"2055","ARHGAP32"
"2056","GRIN2B"
"2057","GRIN2B"
"2058","SLC2A13"
"2059","TMEM117"
"2060","LOC100288798"
"2061","KIF5A"
"2062","KIF5A"
"2063","IL26"
"2064","PTPRR"
"2065","FGD6"
"2066","PAH"
"2067","TPCN1"
"2068","TBX5"
"2069","KSR2"
"2070","LINC02439"
"2071","TMEM120B"
"2072","RILPL1"
"2073","LINC00540"
"2074","HS6ST3"
"2075","LRFN5"
"2076","POLE2"
"2077","DPF3"
"2078","LINC02301"
"2079","RCOR1"
"2080","DPH6-DT"
"2081","CORO2B"
"2082","NOX5"
"2083","RASGRF1"
"2084","ADAMTSL3"
"2085","LINC02348"
"2086","ABCA17P"
"2087","RBFOX1"
"2088","MYLK3"
"2089","SLC6A2"
"2090","SLC38A7"
"2091","APOOP5"
"2092","FA2H"
"2093","CMIP"
"2094","KCNAB3"
"2095","NTN1"
"2096","DNAH9"
"2097","TEKT3"
"2098","AP2B1"
"2099","LINC02210-CRHR1"
"2100","MAPT"
"2101","MAPT"
"2102","MAPT"
"2103","MAPT"
"2104","CA10"
"2105","CA10"
"2106","TRIM37"
"2107","BRIP1"
"2108","PITPNC1"
"2109","ARHGAP28"
"2110","GALNT1"
"2111","CFAP53"
"2112","ZNF407"
"2113","SHC2"
"2114","MIR1268A"
"2115","LOC644554"
"2116","ACTN4"
"2117","CADM4"
"2118","PPP6R1"
"2119","MACROD2"
"2120","PTPRT"
"2121","PTPRT"
"2122","MYBL2"
"2123","ANKRD60"
"2124","CDH26"
"2125","MIR646HG"
"2126","CDH4"
"2127","CDH4"
"2128","LINC00320"
"2129","TIAM1"
"2130","TIAM1"
"2131","HUNK"
"2132","HUNK"
"2133","KCNE1"
"2134","KCNJ6"
"2135","DSCR4"
"2136","DSCR4"
"2137","DSCR4"
"2138","DSCR4"
"2139","DSCR4"
"2140","CRYBB2"
"2141","SEZ6L"
"2142","TTC28"
"2143","CAMTA1"
"2144","CDC42"
"2145","DNAI4"
"2146","LINC02238"
"2147","ST6GALNAC3"
"2148","ST6GALNAC3"
"2149","PTGFR"
"2150","HS2ST1"
"2151","VAV3"
"2152","OTUD7B"
"2153","DCST1-AS1"
"2154","NOS1AP"
"2155","LMX1A"
"2156","FAM78B"
"2157","DNM3"
"2158","RGL1"
"2159","LINC01350"
"2160","LGR6"
"2161","KCNH1"
"2162","EPRS1"
"2163","GALNT2"
"2164","TSNAX-DISC1"
"2165","MAP3K21"
"2166","RGS7"
"2167","AHCTF1"
"2168","OR14C36"
"2169","HPCAL1"
"2170","KCNS3"
"2171","BABAM2"
"2172","CRIM1"
"2173","EPCAM-DT"
"2174","NRXN1"
"2175","LOC730100"
"2176","LOC101927967"
"2177","VWA3B"
"2178","PANTR1"
"2179","CD8B2"
"2180","TMEM87B"
"2181","DPP10"
"2182","DPP10"
"2183","DPP10"
"2184","CNTNAP5"
"2185","LRP1B"
"2186","LRP1B"
"2187","LRP1B"
"2188","LOC101928386"
"2189","ORC4"
"2190","SLC4A10"
"2191","KCNH7"
"2192","OSBPL6"
"2193","HECW2"
"2194","FAM117B"
"2195","ERBB4"
"2196","MARCHF4"
"2197","GRM7"
"2198","SRGAP3"
"2199","IQSEC1"
"2200","UBE2E1"
"2201","TGFBR2"
"2202","FBXL2"
"2203","CDC25A"
"2204","SLC38A3"
"2205","CACNA2D3"
"2206","ADAMTS9"
"2207","TAFA1"
"2208","ROBO1"
"2209","ROBO1"
"2210","ROBO1"
"2211","CADM2"
"2212","CBLB"
"2213","BOC"
"2214","ARHGAP31"
"2215","HCLS1"
"2216","MGLL"
"2217","PPP2R3A"
"2218","LINC01322"
"2219","GOLIM4"
"2220","EGFEM1P"
"2221","FXR1"
"2222","LPP"
"2223","SPON2"
"2224","STX18"
"2225","PPP2R2C"
"2226","BOD1L1"
"2227","KCNIP4"
"2228","LINC02497"
"2229","RFC1"
"2230","LIMCH1"
"2231","GABRG1"
"2232","GABRB1"
"2233","TEC"
"2234","TECRL"
"2235","SLC4A4"
"2236","ADAMTS3"
"2237","CFAP299"
"2238","HERC6"
"2239","UNC5C"
"2240","LINC02267"
"2241","STPG2"
"2242","LOC105377621"
"2243","DKK2"
"2244","COL25A1"
"2245","ANK2"
"2246","UGT8"
"2247","UGT8"
"2248","UGT8"
"2249","QRFPR"
"2250","LINC01091"
"2251","LINC02511"
"2252","LINC00616"
"2253","INPP4B"
"2254","TTC29"
"2255","DCHS2"
"2256","MARCHF1"
"2257","GALNTL6"
"2258","CDH18"
"2259","CDH12"
"2260","CAPSL"
"2261","IL31RA"
"2262","RAB3C"
"2263","PDE4D"
"2264","PART1"
"2265","CWC27"
"2266","LINC01331"
"2267","DMGDH"
"2268","SSBP2"
"2269","EDIL3"
"2270","MCTP1"
"2271","MCTP1"
"2272","GIN1"
"2273","LINC02201"
"2274","MEGF10"
"2275","CHSY3"
"2276","FSTL4"
"2277","NRG2"
"2278","LINC01933"
"2279","FARS2"
"2280","LY86-AS1"
"2281","EEF1E1-BLOC1S5"
"2282","POLH"
"2283","LINC02537"
"2284","RHAG"
"2285","PKHD1"
"2286","KHDRBS2"
"2287","RIMS1"
"2288","SNAP91"
"2289","LOC101927314"
"2290","REV3L"
"2291","CEP85L"
"2292","FABP7"
"2293","NKAIN2"
"2294","NKAIN2"
"2295","MTHFD1L"
"2296","LINC02529"
"2297","PDE10A"
"2298","LINC00473"
"2299","MMD2"
"2300","NXPH1"
"2301","MGC4859"
"2302","BMPER"
"2303","SUGCT"
"2304","COA1"
"2305","AUTS2"
"2306","CALN1"
"2307","RSBN1L"
"2308","SEMA3E"
"2309","CDK6"
"2310","CALCR"
"2311","MBLAC1"
"2312","LOC101928211"
"2313","NRF1"
"2314","TRPV6"
"2315","ZNF282"
"2316","PAXIP1"
"2317","PTPRN2"
"2318","CSMD1"
"2319","CSMD1"
"2320","CSMD1"
"2321","DLC1"
"2322","INTS9"
"2323","NRG1"
"2324","NRG1-IT1"
"2325","ZMAT4"
"2326","ZMAT4"
"2327","LOC101929268"
"2328","PPDPFL"
"2329","SNTG1"
"2330","LYN"
"2331","TOX"
"2332","C8orf34"
"2333","EYA1"
"2334","RALYL"
"2335","RALYL"
"2336","CNGB3"
"2337","PKHD1L1"
"2338","CSMD3"
"2339","PCAT1"
"2340","ASAP1"
"2341","KHDRBS3"
"2342","FAM135B"
"2343","FAM135B"
"2344","COL22A1"
"2345","COL22A1"
"2346","GLIS3"
"2347","PTPRD"
"2348","TTC39B"
"2349","CNTLN"
"2350","SAXO1"
"2351","CAAP1"
"2352","MOB3B"
"2353","PRUNE2"
"2354","NAMA"
"2355","SHOC1"
"2356","SCAI"
"2357","FRMD4A"
"2358","LOC101929073"
"2359","MYO3A"
"2360","ZEB1"
"2361","ANK3"
"2362","LRMDA"
"2363","LRMDA"
"2364","LRMDA"
"2365","LRMDA"
"2366","TBC1D12"
"2367","PIK3AP1"
"2368","ATRNL1"
"2369","GFRA1"
"2370","PDZD8"
"2371","C10orf90"
"2372","MTG1"
"2373","STIM1"
"2374","OR51J1"
"2375","SOX6"
"2376","BBOX1-AS1"
"2377","LRRC4C"
"2378","TSPAN18"
"2379","ZDHHC5"
"2380","TMX2-CTNND1"
"2381","OR9Q1"
"2382","OR9Q1"
"2383","C2CD3"
"2384","MIR4300HG"
"2385","PICALM"
"2386","CNTN5"
"2387","ARHGAP42"
"2388","PKNOX2"
"2389","LINC02551"
"2390","NTM"
"2391","OPCML"
"2392","FAM66C"
"2393","STYK1"
"2394","GRIN2B"
"2395","LINC02389"
"2396","LINC02444"
"2397","CEP83"
"2398","TMCC3"
"2399","SLC5A8"
"2400","MYBPC1"
"2401","MVK"
"2402","RPH3A"
"2403","MED13L"
"2404","KSR2"
"2405","KDM2B"
"2406","TMEM132B"
"2407","TMEM132C"
"2408","RIMBP2"
"2409","SACS"
"2410","ENOX1"
"2411","EDNRB"
"2412","GPC5"
"2413","GPC5"
"2414","NALCN"
"2415","FGF14"
"2416","FGF14"
"2417","TEP1"
"2418","LOC728755"
"2419","SLC8A3"
"2420","C14orf132"
"2421","CDIN1"
"2422","DNAAF4-CCPG1"
"2423","VPS13C"
"2424","ANKDD1A"
"2425","THSD4"
"2426","CELF6"
"2427","TMC3-AS1"
"2428","AGBL1"
"2429","SLCO3A1"
"2430","MGRN1"
"2431","PDILT"
"2432","DNAH3"
"2433","CRYM"
"2434","RBBP6"
"2435","HS3ST4"
"2436","ITGAL"
"2437","BRD7"
"2438","GOT2"
"2439","CDH8"
"2440","CDH16"
"2441","DDX19B"
"2442","LOC102724084"
"2443","CDH13"
"2444","CTNS"
"2445","ULK2"
"2446","KSR1"
"2447","EFCAB5"
"2448","CPD"
"2449","DNAJC7"
"2450","RAB37"
"2451","SLC25A19"
"2452","ROCK1P1"
"2453","DLGAP1"
"2454","DLGAP1"
"2455","PTPRM"
"2456","ANKRD29"
"2457","DSG1"
"2458","SMAD2"
"2459","SNHG22"
"2460","DCC"
"2461","DCC"
"2462","DCC"
"2463","DCC"
"2464","NEDD4L"
"2465","RELCH"
"2466","SERPINB10"
"2467","PIP5K1C"
"2468","INSR"
"2469","MUC16"
"2470","LINC00661"
"2471","CATSPERG"
"2472","RYR1"
"2473","AKT2"
"2474","HSD17B14"
"2475","KLK13"
"2476","GPCPD1"
"2477","CFAP61"
"2478","BPIFA4P"
"2479","PTPRT"
"2480","TP53RK"
"2481","APCDD1L-DT"
"2482","SAMSN1"
"2483","CLIC6"
"2484","RUNX1"
"2485","RUNX1"
"2486","RUNX1"
"2487","KCNJ15"
"2488","PCP4"
"2489","VPREB3"
"2490","HORMAD2"
"2491","OSBP2"
"2492","KAZN"
"2493","KAZN"
"2494","FBXO42"
"2495","OTUD3"
"2496","RCAN3"
"2497","SGIP1"
"2498","ERICH3-AS1"
"2499","CCDC18-AS1"
"2500","OLFM3"
"2501","RAP1A"
"2502","VANGL1"
"2503","VANGL1"
"2504","PCP4L1"
"2505","FCGR2A"
"2506","NOS1AP"
"2507","RGS5"
"2508","C1orf21"
"2509","FCAMR"
"2510","USH2A"
"2511","USH2A"
"2512","RAB4A"
"2513","SPRTN"
"2514","MTR"
"2515","RYR2"
"2516","MYT1L"
"2517","MYT1L"
"2518","KIDINS220"
"2519","BABAM2"
"2520","ARHGEF33"
"2521","SPTBN1"
"2522","EXOC6B"
"2523","NT5DC4"
"2524","RABL2A"
"2525","STEAP3"
"2526","CLASP1"
"2527","GPR39"
"2528","NXPH2"
"2529","LYPD6"
"2530","WIPF1"
"2531","ATF2"
"2532","FTCDNL1"
"2533","PLEKHM3"
"2534","IKZF2"
"2535","CNTN4"
"2536","GRM7"
"2537","TMEM40"
"2538","THRB"
"2539","CACNA1D"
"2540","CACNA2D3"
"2541","ERC2"
"2542","ERC2"
"2543","ARHGEF3"
"2544","FHIT"
"2545","EPHA6"
"2546","LOC105374060"
"2547","ROPN1"
"2548","ZNF148"
"2549","RUVBL1"
"2550","ESYT3"
"2551","LOC100507291"
"2552","NMNAT3"
"2553","SLC9A9"
"2554","LOC440982"
"2555","RSRC1"
"2556","LOC105374194"
"2557","MECOM"
"2558","LINC00578"
"2559","LINC00578"
"2560","LINC01014"
"2561","DLG1"
"2562","ZNF718"
"2563","GAK"
"2564","PPARGC1A"
"2565","PGM2"
"2566","COX7B2"
"2567","IGFBP7-AS1"
"2568","IGFBP7-AS1"
"2569","GNRHR"
"2570","ABRAXAS1"
"2571","LOC101928978"
"2572","WDFY3"
"2573","UNC5C"
"2574","PAPSS1"
"2575","IL21-AS1"
"2576","LRBA"
"2577","GRIA2"
"2578","HPGD"
"2579","SORBS2"
"2580","SORBS2"
"2581","LINC01060"
"2582","LINC01194"
"2583","PDE4D"
"2584","ARSB"
"2585","SERINC5"
"2586","KIAA0825"
"2587","MCTP1"
"2588","FER"
"2589","LOC101927078"
"2590","LOC101927078"
"2591","COMMD10"
"2592","ZNF608"
