chrom	AVG_normBinCnt	STD_normBinCnt	IQR_normBinCnt	Q25	Q75	binFrac_0.1	outlierBinCnt_total	outlierBinCnt_upper	outlierBinCnt_lower	Gini	CoV
1	101.297979326007	85.8460200401898	31.7435800889098	78.7152459974175	110.458826086327	0	102	100	2	0.188480319223839	0.847460340387556
2	99.1443530454283	283.179240676579	28.1811491872526	76.1588802436969	104.340029430949	0	129	117	12	0.205406942354783	2.8562316660317
3	92.267969113258	26.5486240695266	28.1912312177778	76.8629688368842	105.054200054662	0	64	54	10	0.139864976574511	0.287733915947997
4	92.5083370318142	36.8667871675449	28.062368679785	76.245360764696	104.307729444481	0	69	60	9	0.148627430718862	0.39852394227848
5	98.0517670751585	51.6730320393093	28.332205125866	80.842493758219	109.174698884085	0	68	64	4	0.149100970722837	0.526997458390535
6	96.4694047957143	50.0985179136409	27.6210781797387	79.7470296330993	107.368107812838	0	70	66	4	0.148181430078887	0.519320275891933
7	97.3163866104316	50.0217565689317	28.7140803722691	78.2685845377214	106.98266490999	0	97	92	5	0.169791086546649	0.514011651184444
8	95.4552898754522	49.2186745714526	28.8952893316713	77.0781725500787	105.97346188175	0	80	72	8	0.165082623386057	0.515620188631473
9	100.919804468924	105.59666577445	32.4475655991896	73.3207533687194	105.768318967909	0	64	63	1	0.234715031803118	1.04634235401206
10	91.4793471121621	61.8937882733343	31.2506684575083	70.4125678298557	101.663236287364	0	63	63	0	0.19326321419146	0.676587560222164
11	101.486678589952	50.2227518343677	30.7170457074002	82.2648870654443	112.981932772845	0	65	62	3	0.1592845650883	0.494870386263091
12	97.7687793421015	30.2463499471494	30.3967234427681	80.1293499016709	110.526073344439	0	61	57	4	0.146572212378733	0.309366140711595
13	87.2497456447927	35.6853441969052	30.734729621488	69.486066373629	100.220795995117	0	31	29	2	0.168745151570013	0.409002271962899
14	99.9043663456966	89.0707514190567	29.4355707786183	78.4859762711417	107.92154704976	0	37	33	4	0.183752849846904	0.891560145738249
15	101.635154456219	62.2423290984599	29.8642326231631	79.4178914784154	109.282124101579	0	54	54	0	0.186865197820118	0.612409450563407
16	120.506720633794	419.328763727711	33.3977071344578	79.2291535714282	112.626860705886	0	73	70	3	0.306106636375459	3.47971267927872
17	98.5893113708865	55.9489892831918	29.9390262860689	77.7671501933226	107.706176479392	0	51	51	0	0.177482240394115	0.56749548713973
18	90.9238650065379	29.0606253612371	27.4937468966773	74.861836368812	102.355583265489	0	35	33	2	0.149446150791275	0.31961493672918
19	100.537449250267	52.5632990614605	34.0382458710777	76.0074066955233	110.045652566601	0	46	46	0	0.206019280957828	0.522823081880814
20	96.3788676325335	29.8573301348319	29.1268780054034	78.6131762103573	107.740054215761	0	32	32	0	0.149703339461245	0.309791252670345
21	105.510162232344	78.4665933794902	31.3309785975315	77.3750885266808	108.706067124212	0	36	36	0	0.23111623360279	0.743687543638678
22	115.674382202967	163.522746418598	37.8346744376685	76.7232234731828	114.557897910851	0	30	30	0	0.290990088807732	1.41364702628516
X	105.806316878034	52.772412347034	33.6886674426226	83.5166664265424	117.205333869165	0	84	82	2	0.173885242825862	0.498764288410742
Y	472.317102125533	6964.57261481673	3.33853582461849	0.867852148458359	4.20638797307685	0.00892857142857143	36	36	0	0.991642880009442	14.7455440073514
Total	99.8730239758184	481.233288261849	30.1000915046403	77.3960826910942	107.496174195735	4e-05	1691	1403	288	0.200336267618557	4.81845116032901
