chrom	AVG_normBinCnt	STD_normBinCnt	IQR_normBinCnt	Q25	Q75	binFrac_0.1	outlierBinCnt_total	outlierBinCnt_upper	outlierBinCnt_lower	Gini	CoV
1	410.859354089348	1137.46915450418	560.410794207864	7.22898875738341	567.639782965247	0	73	73	0	0.564206961168554	2.76851224922293
2	12.7538567276283	546.197743493193	2.31722344822965	0.688535530778979	3.00575897900862	0.000708382526564345	473	473	0	0.904561872534605	42.8260843098527
3	265.620516222624	576.563357410242	416.379006901005	2.25945396539004	418.638460866396	0	22	22	0	0.534232301877687	2.1706281036176
4	566.71951465763	376.655722264352	357.427898327625	365.756090365735	723.18398869336	0	42	42	0	0.281820668427953	0.664624585041684
5	6.46694732490098	147.359262625696	2.7980648374516	0.741506736832364	3.53957157428396	0.000316656111462951	327	327	0	0.797313477866976	22.7865258865322
6	3.38537331253999	12.9669409331712	2.50474599879379	0.703723551840514	3.2084695506343	0.000332005312084993	306	306	0	0.636751139556765	3.83028391141958
7	73.2414588504538	171.942765126988	21.2568287987018	0.974169295987819	22.2309980946896	0.000746547219111609	600	600	0	0.820908687576037	2.34761524177263
8	3.7107599776869	11.7498675238168	2.54335899355184	0.731595372470454	3.27495436602229	0.00116959064327485	302	302	0	0.654716972577192	3.166431565089
9	451.056384669263	869.055337948424	261.230188986255	243.975544891264	505.205733877519	0	59	59	0	0.461642976316723	1.9267110886495
10	4.07886653917489	13.4185482513045	2.47917267132184	0.796640643636486	3.27581331495832	0.000434782608695652	274	274	0	0.673674435006288	3.2897737943686
11	486.088473831082	416.043607414274	241.3259869311	334.002340451628	575.328327382728	0	92	92	0	0.30014730185346	0.855900992951441
12	3.93370376877499	13.2624566371752	2.56517233371335	0.835795431843851	3.4009677655572	0.00043010752688172	243	243	0	0.648094920954658	3.3714934872448
13	329.878019778588	390.228662983312	489.84627506801	4.990301890866	494.836576958876	0.000573065902578797	23	23	0	0.538726448519561	1.18294836147383
14	500.825326829094	780.44717587712	194.917842190802	342.202481371382	537.120323562184	0	81	60	21	0.287388102535429	1.55832210167647
15	179.123914987223	308.633929126032	369.468810581881	1.26872925731599	370.737539839197	0	12	12	0	0.714471794589868	1.72301911304276
16	576.716333445716	2034.31672330297	261.148183289747	344.686122083103	605.83430537285	0	53	53	0	0.413665384264388	3.52741305443614
17	7.06629126637715	93.6377037992549	2.40606448845502	1.19254614427684	3.59861063273186	0	114	114	0	0.764949133270112	13.2513224079514
18	454.152465157693	238.120879244571	187.743301730508	328.753279543629	516.496581274137	0	61	58	3	0.223089716969161	0.524319248519084
19	21.4884536656397	95.3562802042434	3.8996452021376	2.31886569828431	6.21851090042191	0	100	100	0	0.837751499277613	4.43755896482766
20	437.594716455639	291.428320682296	285.55587750568	309.046040770522	594.601918276202	0	20	20	0	0.350300340130721	0.6659776951668
21	31.1701363204364	248.331530631958	2.19810299711717	0.706635080561695	2.90473807767886	0	75	75	0	0.94799615270702	7.96696966862932
22	322.779165637168	1705.95567782556	383.805080893271	2.38850077552592	386.193581668797	0	29	29	0	0.763344872421288	5.28521001179862
X	505.426105023512	388.72140022755	175.685589130124	375.545472608957	551.231061739081	0	131	123	8	0.226393014627758	0.769096404724618
Y	9371.00162389736	126593.38821306	270.372437801876	385.282021453297	655.654459255172	0.00446428571428571	26	26	0	0.952256224981919	13.5090562667527
Total	277.115950965378	8501.7518488882	416.986928418995	1.40387150301692	418.390799922012	0.00028	766	766	0	0.72739814063691	30.6794026806143
