,Classification
4638_6101,0.99954563
4638_7101,0.9228678
4638_8101,0.16769326
1039_1101,0.11011353
1039_2101,0.7955665
1039_3101,0.4758319
1039_4101,0.71327746
1039_5101,0.45823628
1039_6101,0.88767594
1039_7101,0.00048722603
1039_8101,0.012791242
5919_1101,0.9071416
5919_2101,0.95677775
5919_3101,0.9220461
5919_4101,0.99294525
5919_5101,0.9682094
5919_6101,0.9914722
5919_7101,0.99862146
5919_8101,0.99735487
5828_1101,0.29596657
5828_2101,0.11011353
5828_3101,0.00021662148
5828_4101,0.9754735
5828_5101,0.99856144
5828_6101,0.99918455
5828_7101,0.005679085
5828_8101,0.9878754
5657_1101,0.9992391
5657_2101,0.0022174644
5657_3101,0.85940444
5657_4101,0.99970514
5657_5101,0.83114463
5657_6101,0.96250206
5657_7101,0.9999013
5657_8101,0.99936813
4402_1111,0.0067490092
4402_2111,0.11011353
4402_3111,0.9999895
4402_4111,0.00017896533
4402_5111,0.99986327
4402_6111,0.96842456
4402_7111,0.14027707
4402_8111,0.923953
1864_1111,4.8402546e-11
1864_2111,2.2160195e-05
1864_3111,5.134191e-21
1864_4111,1.0
1864_5111,9.4997495e-06
1864_6111,0.015822444
1864_7111,0.017881695
1864_8111,0.9592216
6032_1111,0.16291524
6032_2111,0.8250467
6032_3111,0.05764075
6032_4111,0.99853265
6032_5111,0.00020344715
6032_6111,0.05759975
6032_7111,0.0002915768
6032_8111,0.83999026
4638_1111,0.51021147
4638_2111,2.5279276e-06
4638_3111,0.39102152
4638_4111,0.6239394
4638_5111,0.9818324
4638_6111,0.9218988
4638_7111,0.21367021
4638_8111,0.8322022
1039_1111,1.4244886e-12
1039_2111,0.84472156
1039_3111,0.019317912
1039_4111,0.017846048
1039_5111,0.00054197497
1039_6111,0.06608042
1039_7111,0.8273654
1039_8111,0.0022801254
5919_1111,5.7356084e-09
5919_2111,0.7238338
5919_3111,0.99837226
5919_4111,0.25733903
5919_5111,0.94554996
5919_6111,0.9324196
5919_7111,0.9628375
5919_8111,0.85116756
5828_1111,1.4615098e-07
5828_2111,0.11011353
5828_3111,0.99991775
5828_4111,0.94743204
5828_5111,0.99647266
5828_6111,0.3609552
5828_7111,0.043921854
5828_8111,0.9906849
5657_1111,0.000930036
5657_2111,0.99411523
5657_3111,0.62151235
5657_4111,0.01934343
5657_5111,0.99837625
5657_6111,0.95095587
5657_7111,0.9999082
5657_8111,0.9971227
4402_1121,0.9987508
4402_2121,0.4463529
4402_3121,0.782669
4402_4121,7.319493e-08
4402_5121,4.747588e-05
4402_6121,0.9998423
4402_7121,0.9158671
4402_8121,0.78603244
1864_1121,0.11011353
1864_2121,0.11011353
1864_3121,0.00019537045
1864_4121,9.344155e-05
1864_5121,8.5294705e-09
1864_6121,3.94749e-06
1864_7121,2.0217325e-05
1864_8121,0.99983907
6032_1121,0.4656845
6032_2121,0.91281766
6032_3121,2.4161761e-09
6032_4121,7.392535e-07
6032_5121,0.7218153
6032_6121,0.9572341
6032_7121,0.0020622557
6032_8121,0.9943408
4638_1121,0.9254295
4638_2121,0.017981838
4638_3121,0.99963784
4638_4121,0.48891476
4638_5121,0.17783283
4638_6121,0.0015769446
4638_7121,0.39409328
4638_8121,0.9134342
1039_1121,0.0046992376
1039_2121,0.37665328
1039_3121,0.9843316
1039_4121,0.43372795
1039_5121,0.988934
1039_6121,0.6089778
1039_7121,0.99924964
1039_8121,0.047466043
5919_1121,4.3795346e-05
5919_2121,5.019534e-06
5919_3121,0.44120288
5919_4121,0.92482555
5919_5121,0.9968054
5919_6121,0.9318683
5919_7121,0.98685545
5919_8121,0.9714604
5828_1121,0.51280916
5828_2121,0.11011353
5828_3121,0.94913673
5828_4121,0.85445374
5828_5121,0.9654309
5828_6121,0.9561243
5828_7121,0.93173563
5828_8121,0.91869855
5657_1121,0.5012868
5657_2121,2.9630271e-05
5657_3121,0.31229275
5657_4121,0.9938983
5657_5121,0.9998615
5657_6121,0.099056564
5657_7121,0.25408757
5657_8121,0.9997825
4402_1131,0.11011353
4402_2131,0.040656272
4402_3131,1.5597622e-13
4402_4131,0.031046143
4402_5131,0.9758303
4402_6131,0.91283536
4402_7131,0.017485712
4402_8131,0.99567825
1864_1131,0.11011353
1864_2131,0.31948432
1864_3131,0.0113231875
1864_4131,0.49063218
1864_5131,0.9563778
1864_6131,0.00021328719
1864_7131,0.99121994
1864_8131,0.9515379
6032_1131,2.141872e-06
6032_2131,1.97368e-05
6032_3131,0.5216589
6032_4131,0.54005545
6032_5131,1.1008436e-05
6032_6131,0.000982716
6032_7131,0.999368
6032_8131,0.9884128
4638_1131,6.780647e-14
4638_2131,0.25807792
4638_3131,0.85555446
4638_4131,0.9996246
4638_5131,0.86019516
4638_6131,0.8843287
4638_7131,0.9362233
4638_8131,0.9972241
1039_1131,0.11011353
1039_2131,0.84440696
1039_3131,0.9683022
1039_4131,0.027061407
1039_5131,0.9437836
1039_6131,0.9539521
1039_7131,0.9124477
1039_8131,0.0005770059
5919_1131,0.624121
5919_2131,0.73755485
5919_3131,0.9308543
5919_4131,0.998223
5919_5131,0.98869973
5919_6131,0.44731924
5919_7131,0.94812983
5919_8131,0.99534386
5828_1131,0.0017376115
5828_2131,0.11011353
5828_3131,0.11801877
5828_4131,0.99361354
5828_5131,0.011310885
5828_6131,0.99884474
5828_7131,0.9374533
5828_8131,0.9651792
5657_1131,0.7098192
5657_2131,0.9997739
5657_3131,0.99780613
5657_4131,0.22087815
5657_5131,0.9944705
5657_6131,0.9998841
5657_7131,0.5586877
5657_8131,0.99757546
4402_1141,0.11011353
4402_2141,0.11011353
4402_3141,0.8321524
4402_4141,0.9999993
4402_5141,1.8663455e-05
4402_6141,0.8532724
4402_7141,0.9879441
4402_8141,0.9990036
1864_1141,0.9295894
1864_2141,0.11011353
1864_3141,0.02154955
1864_4141,0.48066738
1864_5141,9.344375e-13
1864_6141,6.880865e-13
1864_7141,0.0011894436
1864_8141,0.99994004
6032_1141,6.621277e-17
6032_2141,0.04858296
6032_3141,0.07417156
6032_4141,0.002946363
6032_5141,0.034726728
6032_6141,0.93307173
6032_7141,0.9054
6032_8141,0.9505517
4638_1141,0.4463525
4638_2141,0.9999995
4638_3141,0.039708894
4638_4141,0.8637537
4638_5141,0.9988084
4638_6141,0.9337726
4638_7141,0.9055596
4638_8141,0.5760287
1039_1141,0.9324548
1039_2141,1.0
1039_3141,0.76133525
1039_4141,0.07425872
1039_5141,0.996092
1039_6141,0.21215484
1039_7141,0.9919689
1039_8141,0.008243135
5919_1141,0.992262
5919_2141,0.9999994
5919_3141,0.9386937
5919_4141,0.7387528
5919_5141,0.043312185
5919_6141,0.91234815
5919_7141,0.77635956
5919_8141,0.9940737
5828_1141,0.00019700274
5828_2141,0.11011353
5828_3141,0.9482174
5828_4141,8.7554996e-05
5828_5141,0.021195395
5828_6141,0.99999404
5828_7141,0.9938856
5828_8141,0.99387264
5657_1141,4.9055675e-06
5657_2141,0.98328096
5657_3141,0.99957377
5657_4141,0.71709865
5657_5141,0.12845364
5657_6141,0.9251442
5657_7141,0.997439
5657_8141,0.9991385
4402_1151,0.11011353
4402_2151,0.009667764
4402_3151,0.45022696
4402_4151,0.999962
4402_5151,0.9999815
4402_6151,0.99079305
4402_7151,0.99999964
4402_8151,0.86684406
1864_1151,1.1127544e-11
1864_2151,0.11011353
1864_3151,0.5488427
1864_4151,0.0060682083
1864_5151,0.00051211286
1864_6151,0.49032927
1864_7151,0.9407627
1864_8151,0.6132311
6032_1151,9.303851e-08
6032_2151,0.26005915
6032_3151,0.48617333
6032_4151,0.9556931
6032_5151,0.99719596
6032_6151,0.0015650443
6032_7151,0.000102203914
6032_8151,0.6922767
4638_1151,0.996902
4638_2151,2.869367e-07
4638_3151,0.5029797
4638_4151,0.34441003
4638_5151,0.6709101
4638_6151,0.63517886
4638_7151,0.69833094
4638_8151,0.8811763
1039_1151,0.6522092
1039_2151,0.17576194
1039_3151,0.9687912
1039_4151,0.43341103
1039_5151,0.9997985
1039_6151,0.6628896
1039_7151,0.015598907
1039_8151,0.0001151396
5919_1151,0.004788345
5919_2151,0.03975221
5919_3151,0.005829616
5919_4151,0.07436373
5919_5151,0.82205087
5919_6151,0.94314915
5919_7151,0.99727136
5919_8151,0.87026834
5828_1151,5.953681e-07
5828_2151,0.11011353
5828_3151,0.8663978
5828_4151,0.9906324
5828_5151,0.9960514
5828_6151,0.98686105
5828_7151,0.48271745
5828_8151,0.9943493
5657_1151,0.6886247
5657_2151,0.99941635
5657_3151,0.97782296
5657_4151,0.948909
5657_5151,0.99993205
5657_6151,0.9996953
5657_7151,0.99703586
5657_8151,0.99942017
4402_1161,1.4373043e-24
4402_2161,0.09016811
4402_3161,0.11011353
4402_4161,0.0008419769
4402_5161,0.37419376
4402_6161,0.0002948278
4402_7161,0.5415667
4402_8161,0.00031321964
1864_1161,0.11011353
1864_2161,0.11011353
1864_3161,0.11011353
1864_4161,0.9520313
1864_5161,0.01072885
1864_6161,0.99990284
1864_7161,0.029242221
1864_8161,0.9958539
6032_1161,0.9358244
6032_2161,0.8322865
6032_3161,0.99970955
6032_4161,7.3799565e-05
6032_5161,0.0040009716
6032_6161,0.9982498
6032_7161,0.9998055
6032_8161,0.67414266
4638_1161,0.003086436
4638_2161,3.103732e-05
4638_3161,0.9945285
4638_4161,0.99622226
4638_5161,0.027058875
4638_6161,0.00037337412
4638_7161,0.95784277
4638_8161,0.17400749
1039_1161,0.0073751854
1039_2161,0.31948644
1039_3161,0.9747814
1039_4161,0.9999945
1039_5161,0.71146786
1039_6161,0.046981845
1039_7161,0.028312616
1039_8161,0.4411665
5919_1161,0.95198154
5919_2161,0.9919762
5919_3161,0.13449161
5919_4161,0.8800097
5919_5161,0.99892527
5919_6161,0.969132
5919_7161,0.8316234
5919_8161,0.9856491
5828_1161,0.98046595
5828_2161,0.11011353
5828_3161,0.31718186
5828_4161,0.9983216
5828_5161,0.9882394
5828_6161,0.99885905
5828_7161,0.99956006
5828_8161,0.52340794
5657_1161,0.99999213
5657_2161,0.8633998
5657_3161,0.0052577616
5657_4161,0.9926323
5657_5161,0.99599993
5657_6161,0.92905617
5657_7161,0.99881494
5657_8161,0.9707143
4402_1171,0.4494178
4402_2171,0.42653358
4402_3171,0.00078570825
4402_4171,0.64382124
4402_5171,0.0007553146
4402_6171,0.043559555
4402_7171,0.87324375
4402_8171,0.967772
1864_1171,6.6867855e-05
1864_2171,1.0
1864_3171,0.004132965
1864_4171,6.7074093e-09
1864_5171,0.020904906
1864_6171,0.99977416
1864_7171,0.99994946
1864_8171,0.37415302
6032_1171,0.11011353
6032_2171,0.62742
6032_3171,0.9621198
6032_4171,0.8674184
6032_5171,0.13543013
6032_6171,0.5948269
6032_7171,0.90747243
6032_8171,0.99502534
4638_1171,0.49121884
4638_2171,0.04349717
4638_3171,0.89975137
4638_4171,0.99989367
4638_5171,0.21371843
4638_6171,0.89286387
4638_7171,0.91786796
4638_8171,0.009823036
1039_1171,0.11011353
1039_2171,0.020155229
1039_3171,0.9527942
1039_4171,0.015713211
1039_5171,0.91203034
1039_6171,6.273363e-06
1039_7171,0.8617164
1039_8171,0.4162564
5919_1171,0.44680023
5919_2171,0.9994467
5919_3171,0.9978104
5919_4171,0.6665551
5919_5171,0.5091297
5919_6171,0.9953113
5919_7171,0.25257507
5919_8171,0.66872483
5828_1171,0.48674753
5828_2171,0.11011353
5828_3171,0.06193894
5828_4171,0.005625846
5828_5171,0.9954595
5828_6171,0.9999832
5828_7171,0.9976229
5828_8171,0.0059005735
5657_1171,0.4844498
5657_2171,0.90551937
5657_3171,0.7585712
5657_4171,0.019145055
5657_5171,0.8579032
5657_6171,0.45132807
5657_7171,0.9999702
5657_8171,0.99932253
4402_1181,0.11011353
4402_2181,0.4208897
4402_3181,0.4183886
4402_4181,0.9946603
4402_5181,0.9580244
4402_6181,5.625037e-20
4402_7181,0.99978334
4402_8181,0.5488517
1864_1181,0.11011353
1864_2181,0.4502314
1864_3181,2.5852695e-10
1864_4181,0.97547203
1864_5181,0.0170835
1864_6181,7.822727e-06
1864_7181,0.3852289
1864_8181,0.2726933
6032_1181,0.11011353
6032_2181,0.99991
6032_3181,5.852619e-07
6032_4181,0.88211924
6032_5181,0.00012278002
6032_6181,0.96863145
6032_7181,0.94261974
6032_8181,0.99864894
4638_1181,0.990311
4638_2181,0.47341025
4638_3181,1.4084352e-05
4638_4181,0.99536395
4638_5181,0.99711967
4638_6181,0.0006543095
4638_7181,0.8910272
4638_8181,0.15881334
1039_1181,1.2024814e-11
1039_2181,0.40648952
1039_3181,5.067066e-05
1039_4181,0.36103663
1039_5181,0.009626403
1039_6181,0.025413238
1039_7181,0.0022885099
1039_8181,0.54937625
5919_1181,0.9999999
5919_2181,0.9780833
5919_3181,0.049693022
5919_4181,0.7155276
5919_5181,0.990393
5919_6181,0.9991955
5919_7181,0.9370778
5919_8181,0.6968079
5828_1181,0.9295716
5828_2181,0.11011353
5828_3181,0.97799313
5828_4181,0.97731405
5828_5181,0.83011186
5828_6181,0.009563603
5828_7181,0.99974924
5828_8181,0.9819276
5657_1181,0.45148328
5657_2181,0.006815009
5657_3181,0.9435835
5657_4181,0.99745053
5657_5181,0.86353314
5657_6181,0.99963653
5657_7181,0.9995363
5657_8181,0.9704772
4402_1191,0.9949816
4402_2191,1.2373338e-12
4402_3191,0.11011353
4402_4191,0.51965165
4402_5191,0.8872337
4402_6191,0.0002392161
4402_7191,0.99981564
4402_8191,0.9977386
1864_1191,0.11011353
1864_2191,0.9949812
1864_3191,0.00050504314
1864_4191,2.664335e-10
1864_5191,1.6792188e-13
1864_6191,0.99992394
1864_7191,0.4674537
1864_8191,0.99662834
6032_1191,0.99988604
6032_2191,3.1973912e-05
6032_3191,0.9980867
6032_4191,0.5001843
6032_5191,0.36026445
6032_6191,0.8650329
6032_7191,0.00040382883
6032_8191,0.011133446
4638_1191,0.12447546
4638_2191,0.776167
4638_3191,5.66039e-05
4638_4191,0.00020995815
4638_5191,0.006349479
4638_6191,0.95195687
4638_7191,0.418605
4638_8191,0.24104051
1039_1191,1.1128796e-11
1039_2191,0.03180789
1039_3191,0.43557572
1039_4191,0.9681369
1039_5191,0.9960588
1039_6191,6.783823e-07
1039_7191,0.5570294
1039_8191,0.9930512
5919_1191,0.8964709
5919_2191,0.89424735
5919_3191,0.9851362
5919_4191,0.542524
5919_5191,0.9867359
5919_6191,0.99364245
5919_7191,0.9959636
5919_8191,0.82833856
5828_1191,0.0016126496
5828_2191,0.11011353
5828_3191,0.99999297
5828_4191,0.99233466
5828_5191,0.99714845
5828_6191,0.99831784
5828_7191,0.9990546
5828_8191,0.9819109
5657_1191,0.0009632711
5657_2191,0.9999764
5657_3191,0.9663907
5657_4191,0.8586371
5657_5191,0.99147296
5657_6191,0.99912506
5657_7191,0.9953519
5657_8191,0.9994267
4402_1201,0.11011353
4402_2201,0.48830608
4402_3201,0.9994747
4402_4201,7.626463e-05
4402_5201,0.4850933
4402_6201,0.96995854
4402_7201,0.9999801
4402_8201,0.92073494
1864_1201,0.11011353
1864_2201,0.11011353
1864_3201,1.0
1864_4201,3.969965e-07
1864_5201,0.9992311
1864_6201,2.879024e-11
1864_7201,0.00019686735
1864_8201,0.195219
6032_1201,0.07437391
6032_2201,9.024335e-06
6032_3201,0.00058363826
6032_4201,0.9999976
6032_5201,0.613403
6032_6201,0.429222
6032_7201,0.052310474
6032_8201,0.16578588
4638_1201,1.6988253e-09
4638_2201,0.9837046
4638_3201,0.006913797
4638_4201,0.9817718
4638_5201,0.89644724
4638_6201,0.77991974
4638_7201,0.9964296
4638_8201,0.73084676
1039_1201,0.09494238
1039_2201,0.028288174
1039_3201,0.9982223
1039_4201,0.99154836
1039_5201,0.9905778
1039_6201,0.74069715
1039_7201,0.01596223
1039_8201,0.9973308
5919_1201,0.0037832449
5919_2201,0.99352175
5919_3201,0.0872878
5919_4201,0.53922236
5919_5201,0.9799469
5919_6201,0.9999156
5919_7201,0.9979462
5919_8201,0.80008364
5828_1201,0.64318246
5828_2201,0.11011353
5828_3201,0.978221
5828_4201,0.9101791
5828_5201,0.99664104
5828_6201,0.9114654
5828_7201,0.9682511
5828_8201,0.98258764
5657_1201,0.62736195
5657_2201,1.0
5657_3201,0.91623724
5657_4201,0.9459212
5657_5201,0.99776614
5657_6201,0.99961734
5657_7201,0.97337294
5657_8201,0.9989096
4402_1211,0.11011353
4402_2211,0.11011353
4402_3211,0.71188813
4402_4211,0.9995882
4402_5211,0.9999707
4402_6211,0.048868183
4402_7211,0.9625924
4402_8211,0.56823814
1864_1211,0.11011353
1864_2211,0.11011353
1864_3211,0.44941434
1864_4211,0.9999989
1864_5211,0.04271997
1864_6211,0.6125386
1864_7211,0.0032651285
1864_8211,0.010135754
6032_1211,0.0020983645
6032_2211,1.6484839e-05
6032_3211,0.956556
6032_4211,0.0051306854
6032_5211,0.9995989
6032_6211,0.2575573
6032_7211,0.9297403
6032_8211,0.00019373302
4638_1211,0.9912185
4638_2211,0.58866155
4638_3211,0.99904054
4638_4211,0.94640946
4638_5211,0.91266215
4638_6211,0.99144346
4638_7211,0.12544559
4638_8211,0.88016075
1039_1211,0.9999603
1039_2211,0.9999995
1039_3211,0.0013728034
1039_4211,0.9359804
1039_5211,0.08941934
1039_6211,0.99207485
1039_7211,3.9085713e-05
1039_8211,0.8980481
5919_1211,0.00077817094
5919_2211,0.8017842
5919_3211,0.99997926
5919_4211,0.99851006
5919_5211,0.9461221
5919_6211,0.9892602
5919_7211,0.6985557
5919_8211,0.78195757
5828_1211,2.8400948e-06
5828_2211,0.11011353
5828_3211,0.9603173
5828_4211,0.9953033
5828_5211,4.341869e-06
5828_6211,0.97742236
5828_7211,0.12619928
5828_8211,0.9585862
5657_1211,0.9895002
5657_2211,0.99788207
5657_3211,0.9996094
5657_4211,0.9998456
5657_5211,0.9995882
5657_6211,0.8482145
5657_7211,0.26628226
5657_8211,0.99990416
4402_1221,0.11011353
4402_2221,0.11011353
4402_3221,0.0003380126
4402_4221,5.0508e-08
4402_5221,7.313478e-07
4402_6221,0.4673868
4402_7221,0.9722363
4402_8221,0.9636452
1864_1221,0.11011353
1864_2221,2.5313536e-20
1864_3221,0.50996226
1864_4221,3.215228e-11
1864_5221,0.00035753226
1864_6221,0.369671
1864_7221,8.998233e-13
1864_8221,0.9897843
6032_1221,2.8737185e-15
6032_2221,0.8827159
6032_3221,0.60912025
6032_4221,0.23583655
6032_5221,0.44101313
6032_6221,0.23255269
6032_7221,0.0058310865
6032_8221,0.06394702
4638_1221,0.017337702
4638_2221,0.9903195
4638_3221,0.29004002
4638_4221,0.0041744704
4638_5221,0.32953268
4638_6221,0.993923
4638_7221,0.99875176
4638_8221,0.532635
1039_1221,0.35463354
1039_2221,0.5819647
1039_3221,1.5312446e-07
1039_4221,0.03581176
1039_5221,3.2081026e-08
1039_6221,0.00084027625
1039_7221,0.055430077
1039_8221,0.0010153339
5919_1221,0.061805278
5919_2221,0.6156131
5919_3221,0.18110001
5919_4221,0.000963423
5919_5221,0.9994487
5919_6221,0.25639558
5919_7221,0.96394587
5919_8221,0.9413862
5828_1221,0.13972467
5828_2221,0.11011353
5828_3221,0.9794038
5828_4221,0.99984133
5828_5221,0.9919064
5828_6221,0.8268485
5828_7221,0.87998784
5828_8221,0.6650424
5657_1221,0.9997706
5657_2221,0.9885361
5657_3221,0.101533495
5657_4221,0.9969464
5657_5221,0.9978387
5657_6221,0.9999622
5657_7221,0.7302442
5657_8221,0.9987658
4402_1231,0.0007860385
4402_2231,0.11011353
4402_3231,0.95203114
4402_4231,0.38657835
4402_5231,0.0001791726
4402_6231,0.2899803
4402_7231,0.862012
4402_8231,0.9932213
1864_1231,0.0044847215
1864_2231,0.11011353
1864_3231,0.93892664
1864_4231,0.11011353
1864_5231,1.925333e-07
1864_6231,0.9999982
1864_7231,0.01411498
1864_8231,1.739103e-06
6032_1231,0.99900085
6032_2231,0.77254057
6032_3231,0.08748514
6032_4231,0.24147111
6032_5231,0.033908777
6032_6231,0.9912669
6032_7231,0.0022950245
6032_8231,0.84317845
4638_1231,8.907288e-09
4638_2231,0.7344688
4638_3231,0.00023915179
4638_4231,0.039558113
4638_5231,0.0009101844
4638_6231,0.9993523
4638_7231,0.43080044
4638_8231,0.9997019
1039_1231,2.0854915e-11
1039_2231,4.8409287e-11
1039_3231,0.8465478
1039_4231,0.9999888
1039_5231,0.7852858
1039_6231,0.0013551422
1039_7231,0.013214935
1039_8231,0.10657651
5919_1231,0.9845508
5919_2231,0.51297396
5919_3231,0.9943346
5919_4231,0.53903276
5919_5231,0.99963117
5919_6231,0.9927044
5919_7231,0.8295716
5919_8231,0.9517415
5828_1231,0.98959
5828_2231,0.11011353
5828_3231,0.16520429
5828_4231,0.98251814
5828_5231,0.030526888
5828_6231,0.00842249
5828_7231,0.32469922
5828_8231,0.8787581
5657_1231,0.12602334
5657_2231,0.9864007
5657_3231,0.99337924
5657_4231,0.998654
5657_5231,0.7872735
5657_6231,0.99677354
5657_7231,0.9801358
5657_8231,0.9953425
4402_1241,0.11011353
4402_2241,7.278289e-11
4402_3241,0.4769846
4402_4241,0.43902183
4402_5241,0.9999993
4402_6241,0.010394399
4402_7241,0.94710505
4402_8241,0.8483719
1864_1241,7.670379e-09
1864_2241,6.715666e-09
1864_3241,0.7765666
1864_4241,0.46207294
1864_5241,0.99779093
1864_6241,0.42591769
1864_7241,4.1176202e-07
1864_8241,0.94275147
6032_1241,0.11011353
6032_2241,0.47843704
6032_3241,0.99930394
6032_4241,8.628067e-05
6032_5241,0.9974245
6032_6241,0.9748492
6032_7241,0.9972894
6032_8241,0.00047532367
4638_1241,0.49142852
4638_2241,2.0749781e-10
4638_3241,0.9201724
4638_4241,0.015259781
4638_5241,0.011444075
4638_6241,0.057015967
4638_7241,0.9708868
4638_8241,0.6886867
1039_1241,0.40598577
1039_2241,0.33329263
1039_3241,0.257574
1039_4241,0.4611106
1039_5241,0.9424343
1039_6241,0.72540295
1039_7241,0.29908153
1039_8241,0.22986564
5919_1241,0.9746368
5919_2241,0.90752375
5919_3241,0.9970585
5919_4241,0.40382406
5919_5241,0.99439985
5919_6241,0.117505416
5919_7241,0.99672556
5919_8241,0.6693658
5828_1241,0.004095228
5828_2241,0.11011353
5828_3241,0.79958373
5828_4241,0.99842036
5828_5241,0.99933237
5828_6241,0.0015940829
5828_7241,0.8499609
5828_8241,0.9745745
5657_1241,0.35917813
5657_2241,0.0014440184
5657_3241,0.060247004
5657_4241,0.30511597
5657_5241,0.2906832
5657_6241,0.7549981
5657_7241,0.9962819
5657_8241,0.99926513
4402_1251,0.99904794
4402_2251,0.9999887
4402_3251,1.5422333e-05
4402_4251,0.9857232
4402_5251,0.9018198
4402_6251,0.40613323
4402_7251,0.7274511
4402_8251,0.4599636
1864_1251,0.99904794
1864_2251,0.11011353
1864_3251,5.945799e-10
1864_4251,0.9969484
1864_5251,0.10521188
1864_6251,2.624566e-09
1864_7251,0.9995003
1864_8251,0.0011966805
6032_1251,3.0175324e-05
6032_2251,0.06769406
6032_3251,1.7127265e-10
6032_4251,0.99896955
6032_5251,3.87965e-05
6032_6251,0.9998128
6032_7251,0.8803639
6032_8251,0.0030274002
4638_1251,8.381577e-05
4638_2251,0.002868233
4638_3251,0.7931689
4638_4251,0.9922305
4638_5251,0.00013872037
4638_6251,0.9595958
4638_7251,0.9615903
4638_8251,0.9796663
1039_1251,0.012573459
1039_2251,0.5849153
1039_3251,0.99993765
1039_4251,0.9563846
1039_5251,0.5546998
1039_6251,0.07169532
1039_7251,0.00021339724
1039_8251,0.9530878
5919_1251,0.00039665593
5919_2251,0.99798006
5919_3251,0.99475914
5919_4251,0.60007167
5919_5251,0.9281175
5919_6251,0.89665496
5919_7251,0.8637062
5919_8251,0.94655126
5828_1251,0.65542316
5828_2251,0.11011353
5828_3251,0.023407476
5828_4251,0.038437016
5828_5251,0.9987565
5828_6251,0.07052372
5828_7251,0.3826442
5828_8251,0.99264055
5657_1251,0.23344575
5657_2251,0.99851054
5657_3251,0.1301528
5657_4251,0.99989116
5657_5251,0.99996054
5657_6251,0.9957704
5657_7251,0.9722868
5657_8251,0.99164975
4402_1261,8.213138e-09
4402_2261,0.11011353
4402_3261,3.3052837e-15
4402_4261,0.94630575
4402_5261,1.6838417e-08
4402_6261,0.95323324
4402_7261,0.9998029
4402_8261,0.9089171
1864_1261,0.22213647
1864_2261,1.2366551e-22
1864_3261,0.49036998
1864_4261,4.6768586e-05
1864_5261,0.6007712
1864_6261,0.7837115
1864_7261,1.0
1864_8261,0.0038188903
6032_1261,0.4765126
6032_2261,0.046680767
6032_3261,2.266141e-06
6032_4261,0.00015694824
6032_5261,0.9479611
6032_6261,0.79293734
6032_7261,0.34487602
6032_8261,0.0035013983
4638_1261,0.9999825
4638_2261,0.12627438
4638_3261,0.1578816
4638_4261,0.30820438
4638_5261,0.9973571
4638_6261,3.805666e-05
4638_7261,0.0006548227
4638_8261,0.63396996
1039_1261,6.716742e-09
1039_2261,0.51273334
1039_3261,1.0
1039_4261,3.47059e-05
1039_5261,0.23852149
1039_6261,0.9569243
1039_7261,0.89179116
1039_8261,0.968453
5919_1261,0.28787008
5919_2261,0.0457855
5919_3261,0.017024111
5919_4261,0.99605286
5919_5261,0.9978999
5919_6261,0.14624612
5919_7261,0.94411576
5919_8261,0.977705
5828_1261,0.96640766
5828_2261,0.11011353
5828_3261,0.8957384
5828_4261,0.9986393
5828_5261,0.028678587
5828_6261,0.96111214
5828_7261,0.99121046
5828_8261,0.984074
5657_1261,0.00020697094
5657_2261,0.00547032
5657_3261,0.9579651
5657_4261,0.99962306
5657_5261,0.99998605
5657_6261,0.9998167
5657_7261,0.546755
5657_8261,0.5313148
4402_1271,0.11011353
4402_2271,0.9611833
4402_3271,0.0020156405
4402_4271,0.99912316
4402_5271,0.9999107
4402_6271,2.5055746e-05
4402_7271,5.47545e-05
4402_8271,0.4422565
1864_1271,0.11011353
1864_2271,0.7614012
1864_3271,0.014738603
1864_4271,0.003981858
1864_5271,3.5550855e-07
1864_6271,0.002485521
1864_7271,0.00035679762
1864_8271,0.9993606
6032_1271,6.639543e-08
6032_2271,3.822903e-13
6032_3271,2.4361555e-06
6032_4271,0.102442555
6032_5271,0.000116626165
6032_6271,0.003627232
6032_7271,0.002012606
6032_8271,0.80971056
4638_1271,0.46508995
4638_2271,1.8774332e-06
4638_3271,0.04569633
4638_4271,0.8942201
4638_5271,0.9570683
4638_6271,0.014516972
4638_7271,0.00033354005
4638_8271,0.7516596
1039_1271,9.306016e-08
1039_2271,0.00022138556
1039_3271,1.913733e-05
1039_4271,1.328325e-06
1039_5271,0.8927947
1039_6271,0.0062313033
1039_7271,0.29666072
1039_8271,0.014891317
5919_1271,0.001072319
5919_2271,0.8847993
5919_3271,0.0036241126
5919_4271,0.44991907
5919_5271,0.9943698
5919_6271,0.9092862
5919_7271,0.52586675
5919_8271,0.9393544
5828_1271,0.501202
5828_2271,0.11011353
5828_3271,0.0014401622
5828_4271,0.99841857
5828_5271,0.26745614
5828_6271,0.99995935
5828_7271,0.9790496
5828_8271,0.6544144
5657_1271,0.9996717
5657_2271,0.000742024
5657_3271,0.9998078
5657_4271,0.18693714
5657_5271,0.99819213
5657_6271,0.9981407
5657_7271,0.99962544
5657_8271,0.49875155
4402_1281,0.0007860385
4402_2281,6.622111e-17
4402_3281,0.11011353
4402_4281,0.8526362
4402_5281,0.83012974
4402_6281,1.5340437e-09
4402_7281,0.99997675
4402_8281,0.999027
1864_1281,0.42699164
1864_2281,6.6863206e-05
1864_3281,0.011580621
1864_4281,0.85945576
1864_5281,0.07799741
1864_6281,0.043136124
1864_7281,0.99606186
1864_8281,5.6679415e-05
6032_1281,9.303851e-08
