,Classification
1,0.9900141
2,0.8063302
3,0.9995815
4,0.7619233
5,0.9766995
6,0.9997124
7,0.9986228
8,0.96712065
9,0.98203826
10,0.96413934
11,0.98609936
12,0.99884367
13,0.11339094
14,0.99820435
15,0.9867503
16,0.61936367
17,0.9965875
18,0.95788306
19,0.97843355
20,0.9853719
21,0.9911499
22,0.95952415
23,0.13939635
24,0.6849706
25,0.98853916
26,0.9976234
27,0.018508872
28,0.25170156
29,0.9941246
30,0.98450005
31,0.9998703
32,0.24092747
33,0.98977965
34,0.9953707
35,0.99701995
36,0.88685155
37,0.5823697
38,0.78223616
39,0.99127567
40,0.9387469
41,0.9736959
42,0.91713196
43,0.99968314
44,0.9926449
45,0.99963033
46,0.969607
47,0.99960226
48,0.70895094
49,0.98432815
50,0.94218546
51,0.9903465
52,0.9970324
53,0.6749717
54,0.9831284
55,0.015655534
56,0.9658658
57,0.5938282
58,0.9978848
59,0.9988444
60,0.9802515
61,0.9501712
62,0.1549893
63,0.52333176
64,0.9814642
65,0.9382733
66,0.9997094
67,0.988492
68,0.96546924
69,0.9836246
70,0.96360725
71,0.9997576
72,0.24107218
73,0.99155396
74,0.084853604
75,0.97778714
76,0.52965635
77,0.79617846
78,0.9971137
79,0.95839214
80,0.99317557
81,0.051462393
82,0.32494217
83,0.99707234
84,0.999549
85,0.98611975
86,0.9724247
87,0.9776943
88,0.9932902
89,0.99750656
90,0.95896864
91,0.98049533
92,0.98802626
93,0.8135547
94,0.9927569
95,0.99438703
96,0.9893528
97,0.007916125
98,0.50967497
99,0.95803916
100,0.97032726
101,0.99616736
102,0.3602591
103,0.98920596
104,0.98651487
105,0.99916387
106,0.9936999
107,0.9980319
108,0.9971023
109,0.9953818
110,0.93623036
111,0.97108746
112,0.14976567
113,0.8646919
114,0.9981616
115,0.9934488
116,0.9692713
117,0.98362076
118,0.95100427
119,0.96792233
120,0.98773485
121,0.02280422
122,0.9992532
123,0.9832532
124,0.80404156
125,0.99862516
126,0.9108195
127,0.95289433
128,0.9431536
129,0.3039655
130,0.9968514
131,0.99895656
132,0.99257857
133,0.050127108
134,0.9394626
135,0.99501014
136,0.9326371
137,0.99263775
138,0.6848639
139,0.8909431
140,0.97685266
141,0.7597633
142,0.95450085
143,0.95858437
144,0.51400805
145,0.99574274
146,0.81373495
147,0.1632279
148,0.4602826
149,0.93542856
150,0.9575021
151,0.9552639
152,0.93777055
153,0.9995437
154,0.99075913
155,0.1801117
156,0.9585542
157,0.98920596
158,0.95690334
159,0.99958223
160,0.8725039
161,0.9929892
162,0.9936627
163,0.6570864
164,0.99518967
165,0.40472367
166,0.97964555
167,0.90473765
168,0.9963008
169,0.0945759
170,0.9990226
171,0.9885543
172,0.9767793
173,0.19056399
174,0.99900395
175,0.9648022
176,0.083482176
177,0.66956556
178,0.7630317
179,0.961381
180,0.99533623
181,0.9999739
182,0.93641347
183,0.00033049093
184,0.99864095
185,0.9798507
186,0.99965155
187,0.9908807
188,0.7043399
189,0.9970445
190,0.9946964
191,0.94891137
192,0.086190626
193,0.29862246
194,0.790767
195,0.9947706
196,0.99546355
197,0.9554983
198,0.9262701
199,0.96849203
200,0.995867
201,0.73736876
202,0.3224464
203,0.6731451
204,0.115259364
205,0.9993517
206,0.95697767
207,0.9364144
208,0.9952336
209,0.8448432
210,0.9957659
211,0.9954431
212,0.99646205
213,0.9887474
214,0.98303276
215,0.762922
216,0.96052593
217,0.9876286
218,0.9913235
219,0.94553673
220,0.9328507
221,0.10439194
222,0.55083483
223,0.020074908
224,0.9999466
225,0.122334875
226,0.75662565
227,0.9850612
228,0.6840139
229,0.93285894
230,0.9822459
231,0.96214134
232,0.9999329
233,0.99994266
234,0.87035954
235,0.970659
236,0.024772953
237,0.94089913
238,0.9804354
239,0.9646878
240,0.9690341
241,0.9986029
242,0.99243176
243,0.12853013
244,0.96178555
245,0.7821987
246,0.9890058
247,0.99868697
248,0.9473454
249,0.9933531
250,0.9920332
251,0.9999386
252,0.03486811
253,0.8852054
254,0.13516076
255,0.98323745
256,0.95183474
257,0.97273105
258,0.9500404
259,0.98688704
260,0.9916003
261,0.5021424
262,0.9930529
263,0.94468784
264,0.9997322
265,0.9933531
266,0.99739754
267,0.9767666
268,0.95452833
269,0.9873219
270,0.986842
271,0.9717829
272,0.97322774
273,0.8930994
274,0.9988286
275,0.9615947
276,0.9951875
277,0.99938416
278,0.90948427
279,0.81184137
280,0.9055704
281,0.10115871
282,0.99678504
283,0.99994457
284,0.9601428
285,0.9930636
286,0.9660779
287,0.8642167
288,0.9967817
289,0.93345153
290,0.9545467
291,0.99999595
292,0.7329757
293,0.96146685
294,0.99197394
295,0.9554394
296,0.99565
297,0.94164574
298,0.9896473
299,0.8953907
300,0.99119604
301,0.020983838
302,0.80699176
303,0.9364267
304,0.97723424
305,0.9977323
306,0.7561352
307,0.9989599
308,0.3868492
309,0.90456104
310,0.9919185
311,0.9995697
312,0.99994755
313,0.9739759
314,0.65849507
315,0.9969317
316,0.9944718
317,0.9544669
318,0.9565622
319,0.992447
320,0.9503714
321,0.7230322
322,0.9992424
323,0.99516183
324,0.973451
325,0.9504033
326,0.93532956
327,0.9918282
328,0.1835804
329,0.8993096
330,0.9987042
331,0.9938823
332,0.98178446
333,0.9963451
334,0.9949339
335,0.9134729
336,0.98016113
337,0.9884261
338,0.7011498
339,0.67156714
340,0.98657566
341,0.92442286
342,0.8183865
343,0.99250317
344,0.2927182
345,0.94592655
346,0.9904715
347,0.99658847
348,0.98833895
349,0.9878072
350,0.9777205
351,0.023508873
352,0.9638803
353,0.8920116
354,0.97135127
355,0.5808633
356,0.99986804
357,0.721448
358,0.9988722
359,0.9881058
360,0.9644346
361,0.99882776
362,0.015392742
363,0.6250587
364,0.99107516
365,0.97877926
366,0.99101466
367,0.9968947
368,0.9988809
369,0.9968078
370,0.97018784
371,0.9831071
372,0.9999852
373,0.9808154
374,0.98657274
375,0.9773716
376,0.9632855
377,0.9944247
378,0.97257555
379,0.41747552
380,0.9943975
381,0.48619848
382,0.96470016
383,0.8428541
384,0.658768
385,0.9977775
386,0.9975459
387,0.20192239
388,0.7806279
389,0.94434434
390,0.9850603
391,0.4095511
392,0.99982196
393,0.047144547
394,0.9998939
395,0.9878312
396,0.9943094
397,0.046211947
398,0.99974865
399,0.93225724
400,0.9179475
401,0.03814053
402,0.60677594
403,0.9999882
404,0.93441147
405,0.9994955
406,0.9437587
407,0.9702855
408,0.8152355
409,0.98045015
410,0.9569229
411,0.9999777
412,0.769024
413,0.057577077
414,0.18741494
415,0.15437785
416,0.99886405
417,0.9991985
418,0.97600764
419,0.9632743
420,0.9775735
421,0.9488677
422,0.723507
423,0.91227376
424,0.619865
425,0.99617505
426,0.99817455
427,0.9966537
428,0.1962392
429,0.9902198
430,0.9928456
431,0.99987936
432,0.9996531
433,0.999683
434,0.9470999
435,0.9862678
436,0.9148638
437,0.014212889
438,0.9901966
439,0.99770564
440,0.94504195
441,0.998941
442,0.9979395
443,0.4012184
444,0.9953478
445,0.99967265
446,0.92644525
447,0.97976893
448,0.9944701
449,0.9688138
450,0.9770133
451,0.65120256
452,0.99770063
453,0.16808471
454,0.98178595
455,0.99550736
456,0.9859935
457,0.99286747
458,0.8938266
459,0.87089527
460,0.9666736
461,0.0022236926
462,0.97617537
463,0.35557982
464,0.99986625
465,0.992152
466,0.9787921
467,0.42665225
468,0.99521095
469,0.99106103
470,0.99663526
471,0.05879682
472,0.9924663
473,0.9760286
474,0.9967663
475,0.996421
476,0.99166167
477,0.7101145
478,0.94627804
479,0.99331796
480,0.9430661
481,0.0068104626
482,0.8642144
483,0.87525195
484,0.9984188
485,0.9869163
486,0.6467075
487,0.99401677
488,0.99746287
489,0.74480724
490,0.959442
491,0.3654042
492,0.9983063
493,0.993634
494,0.99875116
495,0.75830567
496,0.9883599
497,0.92660165
498,0.99684745
499,0.9816434
500,0.9953609
501,0.0001997798
502,0.9989737
503,0.99808455
504,0.16000672
505,0.99855715
506,0.85840213
507,0.9982115
508,0.795908
509,0.9394551
510,0.98074406
511,0.049501453
512,0.3770379
513,0.98237777
514,0.9959097
515,0.99975044
516,0.99647325
517,0.94644284
518,0.98668647
519,0.98026675
520,0.95142764
521,0.0058883796
522,0.9998299
523,0.9998876
524,0.9433609
525,0.9890265
526,0.9905228
527,0.9553963
528,0.9219373
529,0.9988275
530,0.9550624
531,0.9957497
532,0.33608824
533,0.99979454
534,0.44217774
535,0.9325973
536,0.6176166
537,0.99040693
538,0.8670766
539,0.9963819
540,0.99730265
541,0.026009867
542,0.2688653
543,0.97353685
544,0.9880349
545,0.9971425
546,0.9816999
547,0.88650185
548,0.99310803
549,0.99226964
550,0.9888369
551,0.8752
552,0.99808806
553,0.99162626
554,0.99951637
555,0.99699306
556,0.98786294
557,0.9289461
558,0.9957705
559,0.99274045
560,0.900478
561,0.11211998
562,0.9977696
563,0.9334017
564,0.9556408
565,0.9954021
566,0.994044
567,0.99971956
568,0.985715
569,0.9603401
570,0.79662395
571,0.9345091
572,0.98920316
