chrom	MAPD	AVG_APD	STD_APD	IQR_APD
1	0.35942504456771	0.458763773331359	0.436657503315969	0.463204940675767
2	0.368608897428642	0.472643755657159	0.464591590419197	0.459337014849682
3	0.373257228653879	0.445058063969112	0.35434260704239	0.45779235143046
4	0.359077517578635	0.439688442183905	0.377512171185432	0.449654686253845
5	0.385685561822686	0.469095833912106	0.398123744493226	0.469850900166652
6	0.353592510926717	0.45339998589276	0.448997134671671	0.454947558627287
7	0.37690517210594	0.488108649283646	0.458826522468503	0.473809039313896
8	0.38401638151554	0.480293952939578	0.456670371783909	0.469825183173269
9	0.362300948489408	0.473109537946515	0.479011516817877	0.465075477382694
10	0.404029172869568	0.512611320905731	0.490329768850862	0.487878655598757
11	0.365750822802102	0.470156371026063	0.478009691896048	0.476236811916055
12	0.366411185137055	0.458685554963442	0.393021620776213	0.4581038930914
13	0.35631261309005	0.448767298971235	0.453678289296957	0.414332913918365
14	0.364411740069444	0.47106295806279	0.500096126524469	0.450982892147441
15	0.360061350829588	0.469194477525142	0.451163621457689	0.474141852835074
16	0.401599434794658	0.552513390276214	0.633827673068677	0.51152010410324
17	0.356865024117401	0.479945737504765	0.519948928957649	0.475218864333619
18	0.387792738294674	0.470497882647762	0.392340973678631	0.47331113281601
19	0.441110055594371	0.645122604696729	0.702234725383374	0.642140285967728
20	0.34107794642735	0.4466411724887	0.413179790703209	0.479100746032045
21	0.418065222309798	0.532578061414666	0.534221292232622	0.447336068544371
22	0.395299967859774	0.609417601420122	0.765873615712609	0.551756970782624
X	0.369621438655949	0.465495611677332	0.461113788306023	0.472599017912808
Y	1.0615072146197	1.45358640536872	1.833594707046	1.36330314780792
Total	0.372343338136171	0.478960115848766	0.481400499424349	0.470553564219439
