,SBS1,SBS2,SBS3,SBS4,SBS5,SBS6,SBS7a,SBS7b,SBS7c,SBS7d,SBS8,SBS9,SBS10a,SBS10b,SBS11,SBS12,SBS13,SBS14,SBS15,SBS16,SBS17a,SBS17b,SBS18,SBS19,SBS20,SBS21,SBS22,SBS23,SBS24,SBS25,SBS26,SBS27,SBS28,SBS29,SBS30,SBS31,SBS32,SBS33,SBS34,SBS35,SBS36,SBS37,SBS38,SBS39,SBS40,SBS41,SBS42,SBS43,SBS44,SBS45,SBS46,SBS47,SBS48,SBS49,SBS50,SBS51,SBS52,SBS53,SBS54,SBS55,SBS56,SBS57,SBS58,SBS59,SBS60,SBS84,SBS85,SBS86,SBS87,SBS88,SBS89,SBS92
Control,0.23642258,0.10929129,0.13000856,0.07106207,0.8905058,0.10179374,0.1102543,0.07253453,0.046925135,0.056997154,0.13269757,0.08994772,0.046737313,0.031118723,0.06417354,0.1470885,0.09547876,0.08726223,0.120982364,0.09807115,0.06377687,0.09454495,0.07728457,0.08930582,0.051823117,0.025432251,0.14488587,0.1769778,0.067629136,0.043877948,0.05068986,0.06422191,0.063837916,0.110525504,0.15587735,0.03862543,0.10644896,0.10881571,0.09336681,0.07800431,0.14748535,0.10682369,0.07537093,0.101410285,0.13816987,0.15323532,0.093819335,0.10089863,0.11431836,0.044122554,0.0722092,0.048976805,0.0756938,0.070044056,0.07260573,0.053372733,0.080149844,0.05738737,0.062438276,0.043965876,0.088735744,0.043799378,0.079169095,0.049860712,0.15300128,0.07491034,0.045675088,0.030676272,0.074113175,0.04330164,0.09194485,0.059531473
IHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
