"","ncalls","callable.sens","callable.bp","callable.burden","rate.per.gb","burden","somatic.sens","pre.genotyping.burden","unsupported.filters"
"1",0,0,426168192,NA,NA,NA,NA,431,FALSE
"2",12,0.242248062015504,1217657493,49.536,20.3406952631465,118.89138687944,0.100932458733688,431,FALSE
"4",11,0.376948945276674,904352404,29.1816707218167,16.134015121066,94.3033366786037,0.11664486525529,431,FALSE
