"","ncalls","callable.sens","callable.bp","callable.burden","rate.per.gb","burden","somatic.sens","pre.genotyping.burden","unsupported.filters"
"1",2,0.14659977703456,270528691,13.6425855513308,25.2146740903921,147.379798651782,0.0135703808683132,887,FALSE
"2",12,0.416666666666667,1156451117,28.8,12.4518881847386,72.781300560238,0.164877515345691,887,FALSE
"4",5,0.529816513761468,1174139446,9.43722943722944,4.01878561757708,23.4898064920409,0.212858288198081,887,FALSE
