"","ncalls","callable.sens","callable.bp","callable.burden","rate.per.gb","burden","somatic.sens","pre.genotyping.burden","unsupported.filters"
"1",0,0.120858895705521,326053914,0,0,0,NA,721,FALSE
"2",4,0.356438647049901,1194455236,11.2221276595745,4.69759239247643,27.4574328610945,0.145680043004594,721,FALSE
"4",6,0.4905206139031,1064190381,12.2319018404908,5.74704585705647,33.5914895516451,0.178616669879296,721,FALSE
