"","ncalls","callable.sens","callable.bp","callable.burden","rate.per.gb","burden","somatic.sens","pre.genotyping.burden","unsupported.filters"
"1",0,0,386899518,NA,NA,NA,NA,736,FALSE
"2",100,0.277134146341463,1191927985,360.836083608361,151.366562472464,884.737729301233,0.113027846205881,736,FALSE
"4",49,0.374765771392879,960672525,130.748333333333,68.0504177702664,397.754769036381,0.123191483332078,736,FALSE
