"","ncalls","callable.sens","callable.bp","callable.burden","rate.per.gb","burden","somatic.sens","pre.genotyping.burden","unsupported.filters"
"1",0,0,354638663,NA,NA,NA,NA,566,FALSE
"2",45,0.277906438165818,1180988557,161.925,68.5548556081395,400.703208770782,0.112302569620155,566,FALSE
"4",58,0.428614277144571,1030220285,135.319804058782,65.6751793907758,383.871498014738,0.151092228258565,566,FALSE
