"","ncalls","callable.sens","callable.bp","callable.burden","rate.per.gb","burden","somatic.sens","pre.genotyping.burden","unsupported.filters"
"1",0,0,313685179,NA,NA,NA,NA,484,FALSE
"2",14,0.280706965691371,1160235746,49.8740740740741,21.4930776982259,125.62706351928,0.111440955537828,484,FALSE
"4",12,0.412099430967356,1110610409,29.1191860465116,13.1095412984337,76.6252837555647,0.156606271609775,484,FALSE
