"","ncalls","callable.sens","callable.bp","callable.burden","rate.per.gb","burden","somatic.sens","pre.genotyping.burden","unsupported.filters"
"1",91,0.143694632621157,551370167,633.28739800544,574.285149894082,3356.69735237027,0.0271099805693659,1782,FALSE
"2",365,0.347057398885929,1319070638,1051.69923237962,398.651596844817,2330.11903562887,0.15664435782848,1782,FALSE
"4",182,0.450914361225969,721676855,403.624314615239,279.643383197622,1634.5158919057,0.111347953789427,1782,FALSE
