"","ncalls","callable.sens","callable.bp","callable.burden","rate.per.gb","burden","somatic.sens","pre.genotyping.burden","unsupported.filters"
"1",68,0.231082050873136,561207399,294.267770876467,262.173816133585,1532.40625260591,0.044374655796636,1015,FALSE
"2",180,0.417578866583189,1319795338,431.056297156123,163.304220262416,954.513352620806,0.188577770552684,1015,FALSE
"4",146,0.580242272347536,724206686,251.619033906846,173.720457689095,1015.39627219176,0.143786228094825,1015,FALSE
