"","ncalls","callable.sens","callable.bp","callable.burden","rate.per.gb","burden","somatic.sens","pre.genotyping.burden","unsupported.filters"
"1",54,0.230548628428928,564794639,234.223904813413,207.353158688014,1211.97944766992,0.0445552109846558,870,FALSE
"2",135,0.351070088244244,1301052139,384.538599329712,147.779857471843,863.773434505279,0.156290983963081,870,FALSE
"4",94,0.477041024386265,739362645,197.04804240041,133.255340753934,778.877617818303,0.120686482509667,870,FALSE
