"","ncalls","callable.sens","callable.bp","callable.burden","rate.per.gb","burden","somatic.sens","pre.genotyping.burden","unsupported.filters"
"1",86,0.136725293132328,602424668,628.998468606432,522.05570423822,3051.41618328357,0.0281836350187595,1665,FALSE
"2",348,0.315438340456583,1292259866,1103.22670191672,426.859461840132,2494.9940385142,0.139479291183893,1665,FALSE
"4",186,0.417114790193505,701665346,445.92041417115,317.758612929382,1857.29945291051,0.100145401813653,1665,FALSE
