"","ncalls","callable.sens","callable.bp","callable.burden","rate.per.gb","burden","somatic.sens","pre.genotyping.burden","unsupported.filters"
"1",113,0.230545336944658,577285801,490.142205856567,424.523004902875,2481.33744506639,0.0455399567780175,1257,FALSE
"2",248,0.364146576268409,1274407616,681.044436944538,267.20039506753,1561.78661217496,0.158792499606993,1257,FALSE
"4",131,0.460195725983623,744527576,284.66148771808,191.169203730125,1117.38421258846,0.117238098161897,1257,FALSE
