"","ncalls","callable.sens","callable.bp","callable.burden","rate.per.gb","burden","somatic.sens","pre.genotyping.burden","unsupported.filters"
"1",87,0.106424717999019,598021356,817.479262672811,683.486680258966,3994.98042118755,0.0217773282538737,1603,FALSE
"2",453,0.39782947595635,1275389745,1138.67882441598,446.404257553434,2609.23339162225,0.173614212302547,1603,FALSE
"4",143,0.430935889175258,722809892,331.835903186618,229.545767745676,1341.69527277838,0.10658157847115,1603,FALSE
