"","ncalls","callable.sens","callable.bp","callable.burden","rate.per.gb","burden","somatic.sens","pre.genotyping.burden","unsupported.filters"
"1",101,0.201039911694649,601857022,502.387805230458,417.364745169043,2439.49740880468,0.0414019706007758,1380,FALSE
"2",315,0.346882518841919,1253421360,908.088424437299,362.243876407731,2117.31586838774,0.148773267467107,1380,FALSE
"4",238,0.509190564152257,738981449,467.408504311627,316.251852427507,1848.49243606838,0.128753569858371,1380,FALSE
