chrom	AVG_normBinCnt	STD_normBinCnt	IQR_normBinCnt	Q25	Q75	binFrac_0.1	outlierBinCnt_total	outlierBinCnt_upper	outlierBinCnt_lower	Gini	CoV
1	5.38945842167287	6.71421044764304	1.19178385791631	3.99930049871739	5.19108435663371	0	215	213	2	0.22864641136514	1.24580429466584
2	5.77681409664756	34.2271962838347	1.07169035978616	3.94490894918157	5.01659930896774	0	232	231	1	0.291524150430915	5.92492604248727
3	4.791803635916	4.54358715560385	1.05750555167077	3.98897167534875	5.04647722701952	0	104	104	0	0.141620606916334	0.948199780464355
4	5.01098137123357	5.90055051483142	1.08246027363727	4.01884426012881	5.10130453376608	0	139	137	2	0.174679332040637	1.17752393746754
5	5.16526604209345	11.1192372483507	1.10745851440444	3.99190726843318	5.09936578283762	0	132	130	2	0.201785698543889	2.15269400602726
6	5.31052458679728	21.1690796479693	1.04230982743324	3.99227033339362	5.03458016082686	0	138	134	4	0.225836404359063	3.98625019091309
7	5.47730033207183	7.66624553943143	1.12409908822041	3.97922755605847	5.10332664427889	0	182	180	2	0.246569371437264	1.39963943451164
8	5.38520180831308	10.9765375977999	1.14409596608922	3.97285750869568	5.1169534747849	0.000779727095516569	120	117	3	0.234809400632189	2.03827785633875
9	6.24044254688785	13.8549931801659	1.14533120818866	3.99279550284269	5.13812671103135	0	124	124	0	0.333585380345139	2.22019401285498
10	5.55456594685234	11.0668970282693	1.18113659389612	3.9068344191565	5.08797101305262	0	138	138	0	0.266379588068036	1.99239636979028
11	5.68346339169097	12.2666919800604	1.19807822329786	4.0966034889031	5.29468171220096	0	125	124	1	0.249454700544188	2.158312834036
12	5.20586705622973	8.41652965094984	1.14196472537978	3.96155084348822	5.103515568868	0	104	104	0	0.210102907741438	1.61673925976999
13	5.20617095165857	8.88596174501255	0.99355981965055	3.91797566346796	4.91153548311851	0	77	76	1	0.219550460270542	1.70681328514226
14	5.7492183315652	18.7167380083014	1.18950728496475	3.99131844179522	5.18082572675998	0	55	55	0	0.277971624245087	3.25552743501495
15	5.13653283579192	4.90224537199081	1.06386420195723	3.97274768269695	5.03661188465419	0	88	88	0	0.205276082970192	0.954388013998749
16	6.7872736092413	28.0764788674903	1.24183487012851	3.9345497632835	5.17638463341201	0	124	124	0	0.390175514360718	4.13663578100968
17	5.76194785330793	12.693670380923	1.11849534973994	3.85979844514685	4.97829379488678	0	92	92	0	0.303487531465637	2.20301722682818
18	4.94214278227115	3.38067109969	1.05577964303808	3.94339967683213	4.99917931987021	0	61	61	0	0.171695012210217	0.684049661984152
19	6.71341027459864	17.0224097906927	1.50380968845242	3.95689996588449	5.46070965433691	0	76	76	0	0.378377398702024	2.53558312309616
20	5.25697044310848	5.2111666493389	1.07841308024901	3.97477956980723	5.05319265005624	0	79	79	0	0.214470303867719	0.991287036085655
21	7.37052290016736	12.4736831034663	1.27862945789767	3.89539416711807	5.17402362501574	0	63	62	1	0.428199200007602	1.69237424161358
22	11.0661752044288	78.4713693930665	1.40922050743225	3.97013489643454	5.37935540386679	0	66	66	0	0.613669550494765	7.09110130134769
X	2.91120007453786	3.71412098350796	0.8117772328771	2.18320247980203	2.99497971267913	0	134	132	2	0.211348625735803	1.27580409742108
Y	0.581784263640796	3.24490500136899	0.143914191589824	0.0348290869181248	0.178743278507949	0.633928571428571	35	35	0	0.869556819972546	5.57750562220854
Total	5.38221444101258	17.1513456060698	1.16967603372959	3.88523262860999	5.05490866233959	0.00288	3353	2580	773	0.267591846147664	3.186670801404
