chrom	AVG_normBinCnt	STD_normBinCnt	IQR_normBinCnt	Q25	Q75	binFrac_0.1	outlierBinCnt_total	outlierBinCnt_upper	outlierBinCnt_lower	Gini	CoV
1	58.0376443877471	62.1571821059749	22.1075904866667	40.5814919766831	62.6890824633498	0	152	152	0	0.25117065515427	1.0709804431535
2	60.7071993409142	162.78501203488	20.5283462534587	41.3777461144855	61.9060923679442	0	171	171	0	0.28051961263697	2.68147787745447
3	52.8529298870262	28.8986093410007	20.6696344391723	40.4785434790421	61.1481779182145	0	71	71	0	0.186292672572042	0.546774027528309
4	56.8364704350466	42.0815560088457	19.1742592781254	43.767618443546	62.9418777216714	0	106	105	1	0.20012070626742	0.740397067001847
5	58.795685442683	94.9906107709699	20.7563297003335	43.8898989984038	64.6462286987373	0	85	85	0	0.215502079044341	1.61560512571235
6	58.5293009562591	235.587827759742	19.4624155720197	41.4870655896043	60.9494811616239	0	94	94	0	0.257817962328677	4.02512628564972
7	61.3866713789745	67.9080996614494	20.5596094210282	43.2416218250438	63.801231246072	0	140	139	1	0.253320855781199	1.10623524840131
8	61.4790552242731	91.357917060106	20.973004878029	43.903966910775	64.876971788804	0	98	96	2	0.248055599807536	1.48600066684233
9	65.9448672845339	99.1078890924096	22.3586261439168	43.0080029399466	65.3666290838634	0	81	81	0	0.305763073063623	1.50289011371858
10	58.4454158578874	90.6860499080019	21.1666536617642	40.0122198119005	61.1788734736647	0	88	88	0	0.272923278817099	1.55163666092323
11	61.0641030056298	67.4206843592938	23.5005205168028	43.1252633425315	66.6257838593342	0	85	85	0	0.244451745521862	1.10409685954247
12	56.7084713818034	39.0947742801972	22.3434711650178	41.414400425358	63.7578715903758	0	79	79	0	0.223556403475451	0.68939919076609
13	56.9227106439012	49.8357755488911	18.7938321801792	43.2411489039775	62.0349810841567	0	55	55	0	0.210096723212232	0.875498987752977
14	71.07584920954	292.623266845002	22.9325154256681	43.5598128120105	66.4923282376785	0	47	47	0	0.348795748848638	4.11705621669484
15	58.0420473113586	68.904499398144	22.8747304523688	38.8815881581474	61.7563186105162	0	57	57	0	0.279156597453797	1.18714798305641
16	89.1189010031537	596.24719055685	25.3833792575252	42.8917255695832	68.2751048271084	0	90	90	0	0.476687769054459	6.69046839497886
17	56.9204480934738	64.6633246674622	22.6107680225011	38.4435838306886	61.0543518531897	0	65	65	0	0.271552708062346	1.13602978952789
18	55.9131997393378	31.47109521513	20.8474843921422	42.5064125116679	63.3538969038101	0	45	44	1	0.204834415245077	0.562856272970343
19	71.1682083535717	127.26630706537	27.1818140497201	43.0582867972753	70.2401008469954	0	54	54	0	0.341876956377119	1.78824660630905
20	59.0225618133325	29.1373871102009	25.5436725961901	42.3802113869903	67.9238839831804	0	45	45	0	0.219834315215424	0.493665239444404
21	71.9537474192278	92.1234005307945	21.4126224392106	43.3799624710759	64.7925849102865	0	51	51	0	0.348604200425769	1.28031414394654
22	88.691452563047	263.433660868216	29.8828503444921	40.8762256827097	70.7590760272018	0	44	44	0	0.483908022661172	2.97022602804878
X	34.9334180611645	45.8566044741231	15.3456527312912	22.9576991125824	38.3033518438736	0	116	116	0	0.281260139398947	1.31268587556572
Y	157.43550889945	1228.32858461804	27.1778106804866	28.7179996411345	55.8958103216211	0.00446428571428571	28	28	0	0.78342751667169	7.80210635583193
Total	59.8175056997518	170.094874769096	22.2197462044748	40.6421763054094	62.8619225098842	2e-05	1898	1891	7	0.280020575862502	2.84356348161475
