chrom	MAPD	AVG_APD	STD_APD	IQR_APD
1	0.652878589396019	0.874357992298805	0.858890045600658	0.860351795392395
2	0.592887126014596	0.833424608684547	0.920570115761931	0.823438639324321
3	0.642960881741141	0.827246188198756	0.698069088594337	0.871498586803046
4	0.610806711437114	0.798170799420851	0.762860269507163	0.822179983720309
5	0.684368393409678	0.891946131044558	0.7889799766332	0.908436194988189
6	0.626107065863534	0.810223590045164	0.738570968033496	0.816520555684218
7	0.632208948468606	0.878431677647124	0.899530077587903	0.897952609767039
8	0.644259671756463	0.874676696039725	0.874155908562711	0.876046606342972
9	0.6448738286666	0.903500358588504	0.961904537370817	0.882861017883368
10	0.656221540232907	0.893657819946688	0.84610906848867	0.918472069372456
11	0.64313365234038	0.876191902781187	0.925293208329056	0.841848521377487
12	0.619976226326649	0.856891346436012	0.897087783938371	0.871841426875186
13	0.591015674680725	0.795898282070139	0.810249914829017	0.805588657859968
14	0.682680707900902	0.884585334265214	0.831732929599042	0.915418957108515
15	0.602197294346855	0.825779169337839	0.846424403810864	0.84147939889291
16	0.726866872347635	1.04832241836364	1.12223578225491	1.01111477926967
17	0.6609200766805	0.932425593426119	1.03575262222467	0.903793197620512
18	0.62754509304164	0.829814695323571	0.722770144058509	0.850450745729086
19	0.754967514327088	1.09620226845482	1.16104307398245	1.09816817907989
20	0.742968919467882	1.01699320575113	1.05265875603074	0.958626593032541
21	0.709813232396724	1.06084109561023	1.18910004263164	0.980566304527175
22	0.656343753645376	1.05248724551215	1.24442403830364	1.04904741246853
X	0.753685546451044	1.0118526155226	0.953317192809436	1.0659686704982
Y	0.799467272333468	1.33794975228069	1.96940550214361	1.23960350057691
Total	0.647694796899509	0.883106494725494	0.893052132337133	0.886992570884948
