,SBS1,SBS2,SBS3,SBS4,SBS5,SBS6,SBS7a,SBS7b,SBS7c,SBS7d,SBS8,SBS9,SBS10a,SBS10b,SBS11,SBS12,SBS13,SBS14,SBS15,SBS16,SBS17a,SBS17b,SBS18,SBS19,SBS20,SBS21,SBS22,SBS23,SBS24,SBS25,SBS26,SBS27,SBS28,SBS29,SBS30,SBS31,SBS32,SBS33,SBS34,SBS35,SBS36,SBS37,SBS38,SBS39,SBS40,SBS41,SBS42,SBS43,SBS44,SBS45,SBS46,SBS47,SBS48,SBS49,SBS50,SBS51,SBS52,SBS53,SBS54,SBS55,SBS56,SBS57,SBS58,SBS59,SBS60,SBS84,SBS85,SBS86,SBS87,SBS88,SBS89,SBS90
decile_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decile_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decile_3,0.2903133,0.16517456,0.43256277,0.19874136,0.7710333,0.27403775,0.15503564,0.15163985,0.10639392,0.15099765,0.27223825,0.30565026,0.18852147,0.1516458,0.16750264,0.2634166,0.18382892,0.049226664,0.3024129,0.15577906,0.1152621,0.18312468,0.23467958,0.26215255,0.11978479,0.18486047,0.23989266,0.2032865,0.2306103,0.044274624,0.16915607,0.10667516,0.15130296,0.21047224,0.20476584,0.14609513,0.25030804,0.1902421,0.11939629,0.078805886,0.32787576,0.26274145,0.1902983,0.2675636,0.6706845,0.25598785,0.06905172,0.21009493,0.35051292,0.2139162,0.08896978,0.06303825,0.10457085,0.1211569,0.12335946,0.28249484,0.07148668,0.0565217,0.1267503,0.12135832,0.114344284,0.090412796,0.3152711,0.0873731,0.20491661,0.05720132,0.11372272,0.08269965,0.121935144,0.10892825,0.12935838,0.14377177
decile_4,0.37053642,0.15777381,0.4091176,0.17066777,0.7289243,0.20466797,0.13016258,0.15159453,0.09393484,0.112146996,0.27900934,0.2539496,0.14573808,0.12593365,0.14391339,0.22230543,0.17792496,0.055270992,0.30799848,0.13883753,0.10085756,0.14704007,0.20939276,0.23328215,0.11061264,0.15324417,0.21724337,0.20071691,0.19136739,0.06642485,0.1350485,0.116877854,0.15192205,0.18122683,0.18268307,0.13679115,0.2166691,0.151615,0.100957334,0.08485756,0.28506917,0.23852055,0.16328356,0.26616,0.5660866,0.26214623,0.07932802,0.1915358,0.3464507,0.20029862,0.071374185,0.06048695,0.0865174,0.10773201,0.10273764,0.24483334,0.07784583,0.033370968,0.10456968,0.09586167,0.093817614,0.08835665,0.27019694,0.09720445,0.21018189,0.07948875,0.11411845,0.06753439,0.11432528,0.09703468,0.1329048,0.12213438
decile_5,0.30058518,0.13532382,0.29652467,0.12992896,0.94664174,0.20699102,0.12313298,0.117621005,0.1007354,0.08663468,0.19516835,0.22650065,0.107992575,0.13557471,0.15086947,0.24254772,0.15401539,0.11315349,0.26959896,0.15967204,0.110494815,0.12762564,0.19621943,0.21864012,0.13195623,0.13717641,0.20576969,0.19306637,0.20285113,0.06844824,0.193985,0.10803339,0.13030654,0.13758434,0.18881658,0.051295593,0.21770537,0.18003589,0.094798505,0.082125634,0.20830368,0.22508532,0.1604095,0.21898815,0.32076478,0.25258914,0.106365494,0.2098871,0.22355932,0.10113202,0.11323565,0.068572655,0.07143275,0.10280449,0.069524445,0.18544611,0.08801783,0.073743135,0.09721327,0.11406403,0.10148216,0.092543475,0.23940049,0.08082465,0.19993609,0.065434694,0.08605117,0.07478227,0.11274146,0.05265886,0.17144412,0.0772118
decile_6,0.31365573,0.16215447,0.32550794,0.14777814,0.98038507,0.2076057,0.11891303,0.122831605,0.08501845,0.074138485,0.19587126,0.22527705,0.13869542,0.12788357,0.11000531,0.24890532,0.15173396,0.09042616,0.25643766,0.14827107,0.115764074,0.1807799,0.1941203,0.23014465,0.11321234,0.14259477,0.18501985,0.2043668,0.1932006,0.06053669,0.16883135,0.1129498,0.14678967,0.15312059,0.17507426,0.056532826,0.21162945,0.14637227,0.09717956,0.093888775,0.22905464,0.23518497,0.13657893,0.22202544,0.33440003,0.23827535,0.09447341,0.2064095,0.23832555,0.12153825,0.08631761,0.053592175,0.07519395,0.1159746,0.074609675,0.15668774,0.070254475,0.08002531,0.09104146,0.08895735,0.09958124,0.07607759,0.23329134,0.07949674,0.20359406,0.060154997,0.07476026,0.07358031,0.112348005,0.06591779,0.18067682,0.08349333
decile_7,0.2812582,0.14317898,0.32308897,0.15809403,1.0,0.21029213,0.114384755,0.11612095,0.07896612,0.08503484,0.18467607,0.21986851,0.13973841,0.13899244,0.10495126,0.25903183,0.14001532,0.11748269,0.25841057,0.1671295,0.1186389,0.17916884,0.19364142,0.23841439,0.10491315,0.14962842,0.19729508,0.20812494,0.20821775,0.06796336,0.18469784,0.10572862,0.14365916,0.16351746,0.19076152,0.063855596,0.2232939,0.14126022,0.11369574,0.10327782,0.21796753,0.25016704,0.12707435,0.22952351,0.29050553,0.24193637,0.103899784,0.21586876,0.22187999,0.11642839,0.1195706,0.05075148,0.076853916,0.121999204,0.06582695,0.13217114,0.07371066,0.08629686,0.09326826,0.09032014,0.11018774,0.077193916,0.22191629,0.06639997,0.21714252,0.06615567,0.07518611,0.06576987,0.12565263,0.05867087,0.19755763,0.07103746
decile_8,0.2782906,0.12860213,0.26759097,0.13121338,1.0,0.17837152,0.11916735,0.10388325,0.06401066,0.06442328,0.14057279,0.18225686,0.11414553,0.10607072,0.08457441,0.22213437,0.11569547,0.1150929,0.21363655,0.1457083,0.094454825,0.14287229,0.15637381,0.20530404,0.08547666,0.11310076,0.18208548,0.20454785,0.16284385,0.05937562,0.1404004,0.1002985,0.12530513,0.14064999,0.17836072,0.056965042,0.18415603,0.1209253,0.11348176,0.09174749,0.20217246,0.20309044,0.10279722,0.19358227,0.25192744,0.22301501,0.09719613,0.18404393,0.19023393,0.09155566,0.09749996,0.060192984,0.06429107,0.10661125,0.060363106,0.10956294,0.074496165,0.06506199,0.0795452,0.070089094,0.09558132,0.062931225,0.17173979,0.06085341,0.19380581,0.06431482,0.057574924,0.05336578,0.11907726,0.05284793,0.1635418,0.062449917
decile_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decile_21,0.27842784,0.17611414,0.46822676,0.25498658,0.8730775,0.2679284,0.1891088,0.16932684,0.10914372,0.1533907,0.2863729,0.3243976,0.20709604,0.16343163,0.17636624,0.31060243,0.19909863,0.05144846,0.31838596,0.15893416,0.120920114,0.2018644,0.24839446,0.2901156,0.118230484,0.20851311,0.2471532,0.22333157,0.24632101,0.049632907,0.20063207,0.12122831,0.16922818,0.24846476,0.23095329,0.138641,0.26482043,0.19851704,0.15439479,0.09525102,0.34763137,0.2802568,0.18808128,0.29806593,0.6123084,0.281514,0.073329546,0.22842771,0.3781379,0.22443579,0.08399101,0.06854491,0.105288014,0.14048918,0.12746046,0.28264162,0.07357377,0.066753216,0.12160681,0.12048324,0.12439504,0.11515623,0.32533982,0.0993944,0.2238262,0.06374158,0.12130965,0.099203184,0.12232125,0.11136555,0.15473953,0.12521453
