ctype,sig,a0,a1
EOPC-DE,SBS4,0,0
EOPC-DE,SBS5,1.84105238808177E-05,-6.36700785102463E-08
EOPC-DE,SBS6,0,0
EOPC-DE,SBS7a,0,0
EOPC-DE,SBS7b,0,0
EOPC-DE,SBS7c,0,0
EOPC-DE,SBS7d,0,0
EOPC-DE,SBS8,3.37877629345976E-06,-5.6334781280608E-08
EOPC-DE,SBS9,0,0
EOPC-DE,SBS10a,0,0
EOPC-DE,SBS10b,0,0
EOPC-DE,SBS11,0,0
EOPC-DE,SBS12,0,0
EOPC-DE,SBS13,0,0
EOPC-DE,SBS14,0,0
EOPC-DE,SBS15,7.64756807660027E-07,-1.32020193467903E-08
EOPC-DE,SBS16,0,0
EOPC-DE,SBS17a,0,0
EOPC-DE,SBS17b,0,0
EOPC-DE,SBS18,0,0
EOPC-DE,SBS19,0,0
EOPC-DE,SBS20,0,0
EOPC-DE,SBS21,0,0
EOPC-DE,SBS22,0,0
EOPC-DE,SBS23,0,0
EOPC-DE,SBS24,0,0
EOPC-DE,SBS25,0,0
EOPC-DE,SBS26,0,0
EOPC-DE,SBS27,0,0
EOPC-DE,SBS28,0,0
EOPC-DE,SBS29,0,0
EOPC-DE,SBS30,0,0
EOPC-DE,SBS31,0,0
EOPC-DE,SBS32,0,0
EOPC-DE,SBS33,0,0
EOPC-DE,SBS34,0,0
EOPC-DE,SBS35,0,0
EOPC-DE,SBS36,-2.20555069694763E-07,7.89453297872415E-09
EOPC-DE,SBS37,0,0
EOPC-DE,SBS38,0,0
EOPC-DE,SBS39,7.7922062982801E-07,-1.34517087358584E-08
EOPC-DE,SBS40,2.56562344326219E-06,1.61782506540691E-07
EOPC-DE,SBS41,7.43707205163363E-07,-1.28386394374915E-08
EOPC-DE,SBS42,0,0
EOPC-DE,SBS43,0,0
EOPC-DE,SBS44,0,0
EOPC-DE,SBS45,0,0
EOPC-DE,SBS46,0,0
EOPC-DE,SBS47,0,0
EOPC-DE,SBS48,0,0
EOPC-DE,SBS49,0,0
EOPC-DE,SBS50,0,0
EOPC-DE,SBS51,8.15675237113919E-07,-1.40810256976005E-08
EOPC-DE,SBS52,0,0
EOPC-DE,SBS53,0,0
EOPC-DE,SBS54,0,0
EOPC-DE,SBS55,0,0
EOPC-DE,SBS56,0,0
EOPC-DE,SBS57,0,0
EOPC-DE,SBS58,2.30179889576641E-05,-3.87926838680087E-07
EOPC-DE,SBS59,0,0
EOPC-DE,SBS60,0,0
EOPC-DE,SBS84,0,0
EOPC-DE,SBS85,0,0
EOPC-DE,SBS86,0,0
EOPC-DE,SBS87,0,0
EOPC-DE,SBS88,0,0
EOPC-DE,SBS89,0,0
EOPC-DE,SBS90,0,0
EOPC-DE,Unknown,7.48182041930685E-06,-1.04492433594351E-07
ESAD-UK,SBS1,6.93441430950617E-05,-5.23953826669913E-07
ESAD-UK,SBS2,8.67071145587614E-05,-8.82128019316384E-07
ESAD-UK,SBS3,0,0
ESAD-UK,SBS4,0,0
ESAD-UK,SBS5,6.12105782603347E-05,1.19180261339472E-06
ESAD-UK,SBS6,0,0
ESAD-UK,SBS7a,0,0
ESAD-UK,SBS7b,0,0
ESAD-UK,SBS7c,0,0
ESAD-UK,SBS7d,0,0
ESAD-UK,SBS8,0,0
ESAD-UK,SBS9,0,0
ESAD-UK,SBS10a,0,0
ESAD-UK,SBS10b,0,0
ESAD-UK,SBS11,0,0
ESAD-UK,SBS12,0,0
ESAD-UK,SBS13,2.23768266062809E-05,-1.22504050505819E-07
ESAD-UK,SBS14,0,0
ESAD-UK,SBS15,0,0
ESAD-UK,SBS16,0,0
ESAD-UK,SBS17a,0.000767913880824,-1.15864113802515E-05
ESAD-UK,SBS17b,0.001318298574752,-1.97197806510289E-05
ESAD-UK,SBS18,1.93038593411711E-06,3.23477125419408E-08
ESAD-UK,SBS19,0,0
ESAD-UK,SBS20,0,0
ESAD-UK,SBS21,0,0
ESAD-UK,SBS22,0,0
ESAD-UK,SBS23,0,0
ESAD-UK,SBS24,0,0
ESAD-UK,SBS25,0,0
ESAD-UK,SBS26,0,0
ESAD-UK,SBS27,0,0
ESAD-UK,SBS28,2.37823292529805E-05,-4.10555051965178E-07
ESAD-UK,SBS29,0,0
ESAD-UK,SBS30,0,0
ESAD-UK,SBS31,0,0
ESAD-UK,SBS32,0,0
ESAD-UK,SBS33,0,0
ESAD-UK,SBS34,0,0
ESAD-UK,SBS35,0,0
ESAD-UK,SBS36,0,0
ESAD-UK,SBS37,3.14380592312247E-05,-4.62264282068001E-07
ESAD-UK,SBS38,0,0
ESAD-UK,SBS39,0,0
ESAD-UK,SBS40,-3.48606525734606E-06,1.24779979794572E-07
ESAD-UK,SBS41,-2.19305285337739E-06,2.34534819903694E-07
ESAD-UK,SBS42,0,0
ESAD-UK,SBS43,0,0
ESAD-UK,SBS44,0,0
ESAD-UK,SBS45,0,0
ESAD-UK,SBS46,0,0
ESAD-UK,SBS47,0,0
ESAD-UK,SBS48,0,0
ESAD-UK,SBS49,0,0
ESAD-UK,SBS50,0,0
ESAD-UK,SBS51,0,0
ESAD-UK,SBS52,0,0
ESAD-UK,SBS53,0,0
ESAD-UK,SBS54,0,0
ESAD-UK,SBS55,0,0
ESAD-UK,SBS56,0,0
ESAD-UK,SBS57,0,0
ESAD-UK,SBS58,0,0
ESAD-UK,SBS59,0,0
ESAD-UK,SBS60,0,0
ESAD-UK,SBS84,0,0
ESAD-UK,SBS85,0,0
ESAD-UK,SBS86,0,0
ESAD-UK,SBS87,0,0
ESAD-UK,SBS88,0,0
ESAD-UK,SBS89,0,0
ESAD-UK,SBS90,0,0
ESAD-UK,Unknown,0.000154403282237,-2.02345483976896E-06
GACA-CN,SBS1,2.16178448681943E-05,-1.75132130565658E-07
GACA-CN,SBS2,4.25662967463631E-06,-7.34823237319286E-08
GACA-CN,SBS3,3.94790926834535E-06,-6.81528742444858E-08
GACA-CN,SBS4,0,0
GACA-CN,SBS5,1.71595066764067E-05,2.62333690502115E-07
GACA-CN,SBS6,3.78114561691399E-06,-3.81935310442311E-09
GACA-CN,SBS7a,0,0
GACA-CN,SBS7b,0,0
GACA-CN,SBS7c,0,0
GACA-CN,SBS7d,-3.02528649524249E-07,1.08286896509946E-08
GACA-CN,SBS8,0,0
GACA-CN,SBS9,3.15323331256041E-06,-5.4434359760381E-08
GACA-CN,SBS10a,-4.63855001707858E-07,1.66031939932133E-08
GACA-CN,SBS10b,-2.9875396960235E-07,1.06935790177691E-08
GACA-CN,SBS11,0,0
GACA-CN,SBS12,0,0
GACA-CN,SBS13,0,0
GACA-CN,SBS14,4.73192319554119E-06,-5.54854051815572E-08
GACA-CN,SBS15,0,0
GACA-CN,SBS16,0,0
GACA-CN,SBS17a,7.59410289158396E-05,-1.16110592056286E-06
GACA-CN,SBS17b,0.000120838806476,-1.8323424590971E-06
GACA-CN,SBS18,1.06114999817655E-05,-1.61086921827171E-07
GACA-CN,SBS19,0,0
GACA-CN,SBS20,1.06146892587253E-05,-1.39920264145206E-07
GACA-CN,SBS21,-9.33317248303538E-08,6.86606886749092E-09
GACA-CN,SBS22,0,0
GACA-CN,SBS23,0,0
GACA-CN,SBS24,0,0
GACA-CN,SBS25,0,0
GACA-CN,SBS26,7.24820287762554E-06,-7.21715797704305E-08
GACA-CN,SBS27,0,0
GACA-CN,SBS28,6.87658845057374E-06,-1.03269601622953E-07
GACA-CN,SBS29,0,0
GACA-CN,SBS30,0,0
GACA-CN,SBS31,0,0
GACA-CN,SBS32,0,0
GACA-CN,SBS33,0,0
GACA-CN,SBS34,9.38378343479921E-06,-1.16773820229381E-07
GACA-CN,SBS35,0,0
GACA-CN,SBS36,0,0
GACA-CN,SBS37,5.2790616047362E-05,-7.44000345334364E-07
GACA-CN,SBS38,-3.47926819894811E-07,1.24536686354276E-08
GACA-CN,SBS39,0,0
GACA-CN,SBS40,7.25377089749332E-07,4.00475334208302E-08
GACA-CN,SBS41,4.37736867017407E-06,-7.73052645439794E-09
GACA-CN,SBS42,0,0
GACA-CN,SBS43,0,0
GACA-CN,SBS44,-1.90931120282392E-07,3.01304309960355E-08
GACA-CN,SBS45,0,0
GACA-CN,SBS46,0,0
GACA-CN,SBS47,0,0
GACA-CN,SBS48,0,0
GACA-CN,SBS49,0,0
GACA-CN,SBS50,0,0
GACA-CN,SBS51,0,0
GACA-CN,SBS52,0,0
GACA-CN,SBS53,0,0
GACA-CN,SBS54,0,0
GACA-CN,SBS55,0,0
GACA-CN,SBS56,1.42721389896277E-05,-2.24192954439217E-07
GACA-CN,SBS57,0,0
GACA-CN,SBS58,0,0
GACA-CN,SBS59,0,0
GACA-CN,SBS60,0,0
GACA-CN,SBS84,0,0
GACA-CN,SBS85,0,0
GACA-CN,SBS86,0,0
GACA-CN,SBS87,0,0
GACA-CN,SBS88,0,0
GACA-CN,SBS89,0,0
GACA-CN,SBS90,0,0
GACA-CN,Unknown,2.12053417764852E-05,-2.38614278150959E-07
GBM-US,SBS1,6.37816947567988E-05,-7.41596433136897E-07
GBM-US,SBS2,0,0
GBM-US,SBS3,0,0
GBM-US,SBS4,0,0
GBM-US,SBS5,5.0186202325011E-05,-4.5628540339551E-07
GBM-US,SBS6,0,0
GBM-US,SBS7a,0,0
GBM-US,SBS7b,0,0
GBM-US,SBS7c,0,0
GBM-US,SBS7d,0,0
GBM-US,SBS8,3.68519289130176E-05,-6.12310755099909E-07
GBM-US,SBS9,0,0
GBM-US,SBS10a,0,0
GBM-US,SBS10b,0,0
GBM-US,SBS11,0,0
GBM-US,SBS12,0,0
GBM-US,SBS13,0,0
GBM-US,SBS14,0,0
GBM-US,SBS15,0,0
GBM-US,SBS16,0,0
GBM-US,SBS17a,0,0
GBM-US,SBS17b,0,0
GBM-US,SBS18,0,0
GBM-US,SBS19,0,0
GBM-US,SBS20,0,0
GBM-US,SBS21,0,0
GBM-US,SBS22,0,0
GBM-US,SBS23,0,0
GBM-US,SBS24,0,0
GBM-US,SBS25,0,0
GBM-US,SBS26,0,0
GBM-US,SBS27,0,0
GBM-US,SBS28,0,0
GBM-US,SBS29,0,0
GBM-US,SBS30,-2.59872765481852E-07,9.30186787457664E-09
GBM-US,SBS31,0,0
GBM-US,SBS32,0,0
GBM-US,SBS33,0,0
GBM-US,SBS34,0,0
GBM-US,SBS35,0,0
GBM-US,SBS36,0,0
GBM-US,SBS37,0,0
GBM-US,SBS38,0,0
GBM-US,SBS39,0,0
GBM-US,SBS40,9.12737575183712E-07,6.8234005631571E-08
GBM-US,SBS41,0,0
GBM-US,SBS42,0,0
GBM-US,SBS43,0,0
GBM-US,SBS44,0,0
GBM-US,SBS45,0,0
GBM-US,SBS46,0,0
GBM-US,SBS47,0,0
GBM-US,SBS48,0,0
GBM-US,SBS49,0,0
GBM-US,SBS50,0,0
GBM-US,SBS51,0,0
GBM-US,SBS52,0,0
GBM-US,SBS53,0,0
GBM-US,SBS54,0,0
GBM-US,SBS55,0,0
GBM-US,SBS56,0,0
GBM-US,SBS57,0,0
GBM-US,SBS58,0,0
GBM-US,SBS59,0,0
GBM-US,SBS60,0,0
GBM-US,SBS84,0,0
GBM-US,SBS85,0,0
GBM-US,SBS86,0,0
GBM-US,SBS87,0,0
GBM-US,SBS88,0,0
GBM-US,SBS89,0,0
GBM-US,SBS90,0,0
GBM-US,Unknown,8.01549202472331E-06,-1.15568058288921E-07
HNSC-US,SBS1,1.06874225727893E-05,-8.01502465934707E-08
HNSC-US,SBS2,8.15681203171584E-05,-5.21586837162531E-07
HNSC-US,SBS3,3.49630325309273E-06,-4.63419279771024E-08
HNSC-US,SBS4,0.000292565955041,-4.6918600285985E-06
HNSC-US,SBS5,4.74598049893274E-05,4.61272250891471E-07
HNSC-US,SBS6,0,0
HNSC-US,SBS7a,0,0
HNSC-US,SBS7b,0,0
HNSC-US,SBS7c,0,0
HNSC-US,SBS7d,0,0
HNSC-US,SBS8,3.56217543192316E-06,-2.0269517912181E-08
HNSC-US,SBS9,0,0
HNSC-US,SBS10a,0,0
HNSC-US,SBS10b,0,0
HNSC-US,SBS11,0,0
HNSC-US,SBS12,0,0
HNSC-US,SBS13,8.83863962673977E-05,-6.17790644731023E-07
HNSC-US,SBS14,0,0
HNSC-US,SBS15,0,0
HNSC-US,SBS16,0,0
HNSC-US,SBS17a,0,0
HNSC-US,SBS17b,0,0
HNSC-US,SBS18,0,0
HNSC-US,SBS19,0,0
HNSC-US,SBS20,0,0
HNSC-US,SBS21,0,0
HNSC-US,SBS22,0,0
HNSC-US,SBS23,0,0
HNSC-US,SBS24,0,0
HNSC-US,SBS25,0,0
HNSC-US,SBS26,0,0
HNSC-US,SBS27,0,0
HNSC-US,SBS28,0,0
HNSC-US,SBS29,0,0
HNSC-US,SBS30,0,0
HNSC-US,SBS31,0,0
HNSC-US,SBS32,0,0
HNSC-US,SBS33,0,0
HNSC-US,SBS34,0,0
HNSC-US,SBS35,0,0
HNSC-US,SBS36,0,0
HNSC-US,SBS37,0,0
HNSC-US,SBS38,0,0
HNSC-US,SBS39,0,0
HNSC-US,SBS40,2.06251911802144E-05,-3.48495495212349E-07
HNSC-US,SBS41,0,0
HNSC-US,SBS42,0,0
HNSC-US,SBS43,0,0
HNSC-US,SBS44,0,0
HNSC-US,SBS45,0,0
HNSC-US,SBS46,0,0
HNSC-US,SBS47,0,0
HNSC-US,SBS48,0,0
HNSC-US,SBS49,0,0
HNSC-US,SBS50,0,0
HNSC-US,SBS51,0,0
HNSC-US,SBS52,0,0
HNSC-US,SBS53,0,0
HNSC-US,SBS54,0,0
HNSC-US,SBS55,0,0
HNSC-US,SBS56,0,0
HNSC-US,SBS57,0,0
HNSC-US,SBS58,0,0
HNSC-US,SBS59,0,0
HNSC-US,SBS60,0,0
HNSC-US,SBS84,0,0
HNSC-US,SBS85,0,0
HNSC-US,SBS86,0,0
HNSC-US,SBS87,0,0
HNSC-US,SBS88,0,0
HNSC-US,SBS89,0,0
HNSC-US,SBS90,0,0
HNSC-US,Unknown,2.26223954411671E-05,-3.14086665828521E-07
KICH-US,SBS1,2.29285436325811E-05,-1.01826143087506E-07
KICH-US,SBS2,0,0
KICH-US,SBS3,0,0
KICH-US,SBS4,0,0
KICH-US,SBS5,2.49759173306709E-07,2.80950518853353E-07
KICH-US,SBS6,1.01401244933653E-06,7.85123817838374E-10
KICH-US,SBS7a,0,0
KICH-US,SBS7b,0,0
KICH-US,SBS7c,0,0
KICH-US,SBS7d,0,0
KICH-US,SBS8,7.85975411412376E-07,-1.20778128672955E-08
KICH-US,SBS9,0,0
KICH-US,SBS10a,0,0
KICH-US,SBS10b,0,0
KICH-US,SBS11,0,0
KICH-US,SBS12,0,0
KICH-US,SBS13,0,0
KICH-US,SBS14,0,0
KICH-US,SBS15,0,0
KICH-US,SBS16,0,0
KICH-US,SBS17a,0,0
KICH-US,SBS17b,0,0
KICH-US,SBS18,0,0
KICH-US,SBS19,0,0
KICH-US,SBS20,0,0
KICH-US,SBS21,0,0
KICH-US,SBS22,0,0
KICH-US,SBS23,0,0
KICH-US,SBS24,0,0
KICH-US,SBS25,0,0
KICH-US,SBS26,0,0
KICH-US,SBS27,0,0
KICH-US,SBS28,0,0
KICH-US,SBS29,0,0
KICH-US,SBS30,0,0
KICH-US,SBS31,0,0
KICH-US,SBS32,0,0
KICH-US,SBS33,0,0
KICH-US,SBS34,0,0
KICH-US,SBS35,0,0
KICH-US,SBS36,0,0
KICH-US,SBS37,0,0
KICH-US,SBS38,0,0
KICH-US,SBS39,0,0
KICH-US,SBS40,2.84145134858823E-05,-4.30945653622921E-07
KICH-US,SBS41,0,0
KICH-US,SBS42,0,0
KICH-US,SBS43,0,0
KICH-US,SBS44,0,0
KICH-US,SBS45,0,0
KICH-US,SBS46,0,0
KICH-US,SBS47,0,0
KICH-US,SBS48,0,0
KICH-US,SBS49,0,0
KICH-US,SBS50,0,0
KICH-US,SBS51,0,0
KICH-US,SBS52,0,0
KICH-US,SBS53,0,0
KICH-US,SBS54,0,0
KICH-US,SBS55,0,0
KICH-US,SBS56,0,0
KICH-US,SBS57,0,0
KICH-US,SBS58,0,0
KICH-US,SBS59,0,0
KICH-US,SBS60,0,0
KICH-US,SBS84,0,0
KICH-US,SBS85,0,0
KICH-US,SBS86,0,0
KICH-US,SBS87,0,0
KICH-US,SBS88,0,0
KICH-US,SBS89,0,0
KICH-US,SBS90,0,0
KICH-US,Unknown,3.59305564502086E-06,-2.6255308813166E-08
KIRC-US,SBS1,6.64811816167318E-06,-7.1069814928188E-08
KIRC-US,SBS2,0,0
KIRC-US,SBS3,0,0
KIRC-US,SBS4,8.98066882629441E-06,-1.50682961319979E-07
KIRC-US,SBS5,-1.96784763800595E-06,2.00181263538762E-07
KIRC-US,SBS6,0,0
KIRC-US,SBS7a,0,0
KIRC-US,SBS7b,0,0
KIRC-US,SBS7c,0,0
KIRC-US,SBS7d,0,0
KIRC-US,SBS8,8.47363108401184E-07,-1.46280543550806E-08
KIRC-US,SBS9,0,0
KIRC-US,SBS10a,0,0
KIRC-US,SBS10b,0,0
KIRC-US,SBS11,0,0
KIRC-US,SBS12,0,0
KIRC-US,SBS13,0,0
KIRC-US,SBS14,0,0
KIRC-US,SBS15,0,0
KIRC-US,SBS16,0,0
KIRC-US,SBS17a,0,0
KIRC-US,SBS17b,0,0
KIRC-US,SBS18,0,0
KIRC-US,SBS19,0,0
KIRC-US,SBS20,0,0
KIRC-US,SBS21,0,0
KIRC-US,SBS22,0,0
KIRC-US,SBS23,0,0
KIRC-US,SBS24,0,0
KIRC-US,SBS25,0,0
KIRC-US,SBS26,0,0
KIRC-US,SBS27,0,0
KIRC-US,SBS28,0,0
KIRC-US,SBS29,0,0
KIRC-US,SBS30,0,0
KIRC-US,SBS31,0,0
KIRC-US,SBS32,0,0
KIRC-US,SBS33,0,0
KIRC-US,SBS34,0,0
KIRC-US,SBS35,0,0
KIRC-US,SBS36,0,0
KIRC-US,SBS37,0,0
KIRC-US,SBS38,0,0
KIRC-US,SBS39,0,0
KIRC-US,SBS40,8.30007341486887E-05,-5.58703486482298E-07
KIRC-US,SBS41,0,0
KIRC-US,SBS42,0,0
KIRC-US,SBS43,0,0
KIRC-US,SBS44,0,0
KIRC-US,SBS45,0,0
KIRC-US,SBS46,0,0
KIRC-US,SBS47,0,0
KIRC-US,SBS48,0,0
KIRC-US,SBS49,0,0
KIRC-US,SBS50,0,0
KIRC-US,SBS51,0,0
KIRC-US,SBS52,0,0
KIRC-US,SBS53,0,0
KIRC-US,SBS54,0,0
KIRC-US,SBS55,0,0
KIRC-US,SBS56,0,0
KIRC-US,SBS57,0,0
KIRC-US,SBS58,0,0
KIRC-US,SBS59,0,0
KIRC-US,SBS60,0,0
KIRC-US,SBS84,0,0
KIRC-US,SBS85,0,0
KIRC-US,SBS86,0,0
KIRC-US,SBS87,0,0
KIRC-US,SBS88,0,0
KIRC-US,SBS89,0,0
KIRC-US,SBS90,0,0
KIRC-US,Unknown,2.35737811255033E-06,-1.46966040139056E-08
KIRP-US,SBS1,5.43566416517163E-06,-6.21162497110698E-08
KIRP-US,SBS2,0,0
KIRP-US,SBS3,0,0
KIRP-US,SBS4,0,0
KIRP-US,SBS5,-9.92693065171627E-07,2.23010645618167E-07
KIRP-US,SBS6,0,0
KIRP-US,SBS7a,0,0
KIRP-US,SBS7b,0,0
KIRP-US,SBS7c,0,0
KIRP-US,SBS7d,0,0
KIRP-US,SBS8,0,0
KIRP-US,SBS9,0,0
KIRP-US,SBS10a,0,0
KIRP-US,SBS10b,0,0
KIRP-US,SBS11,0,0
KIRP-US,SBS12,0,0
KIRP-US,SBS13,0,0
KIRP-US,SBS14,0,0
KIRP-US,SBS15,0,0
KIRP-US,SBS16,0,0
KIRP-US,SBS17a,0,0
KIRP-US,SBS17b,0,0
KIRP-US,SBS18,0,0
KIRP-US,SBS19,0,0
KIRP-US,SBS20,0,0
KIRP-US,SBS21,0,0
KIRP-US,SBS22,-3.40296216381878E-07,1.21805393386774E-08
KIRP-US,SBS23,0,0
KIRP-US,SBS24,0,0
KIRP-US,SBS25,0,0
KIRP-US,SBS26,0,0
KIRP-US,SBS27,0,0
KIRP-US,SBS28,0,0
KIRP-US,SBS29,0,0
KIRP-US,SBS30,0,0
KIRP-US,SBS31,0,0
KIRP-US,SBS32,0,0
KIRP-US,SBS33,0,0
KIRP-US,SBS34,0,0
KIRP-US,SBS35,0,0
KIRP-US,SBS36,0,0
KIRP-US,SBS37,0,0
KIRP-US,SBS38,0,0
KIRP-US,SBS39,0,0
KIRP-US,SBS40,6.2845936710732E-05,-2.83206046777937E-07
KIRP-US,SBS41,0,0
KIRP-US,SBS42,0,0
KIRP-US,SBS43,0,0
KIRP-US,SBS44,0,0
KIRP-US,SBS45,0,0
KIRP-US,SBS46,0,0
KIRP-US,SBS47,0,0
KIRP-US,SBS48,0,0
KIRP-US,SBS49,0,0
KIRP-US,SBS50,0,0
KIRP-US,SBS51,0,0
KIRP-US,SBS52,0,0
KIRP-US,SBS53,0,0
KIRP-US,SBS54,0,0
KIRP-US,SBS55,0,0
KIRP-US,SBS56,0,0
KIRP-US,SBS57,0,0
KIRP-US,SBS58,0,0
KIRP-US,SBS59,0,0
KIRP-US,SBS60,0,0
KIRP-US,SBS84,0,0
KIRP-US,SBS85,0,0
KIRP-US,SBS86,0,0
KIRP-US,SBS87,0,0
KIRP-US,SBS88,0,0
KIRP-US,SBS89,0,0
KIRP-US,SBS90,0,0
KIRP-US,Unknown,1.19900265007286E-06,1.95091712186821E-08
LGG-US,SBS1,7.58809395239095E-06,-7.64122756766397E-08
LGG-US,SBS2,0,0
LGG-US,SBS3,0,0
LGG-US,SBS4,0,0
LGG-US,SBS5,1.7699826249493E-05,-1.51297493952286E-07
LGG-US,SBS6,0,0
LGG-US,SBS7a,0,0
LGG-US,SBS7b,0,0
LGG-US,SBS7c,0,0
LGG-US,SBS7d,0,0
LGG-US,SBS8,7.47743338201111E-07,-1.29083153212716E-08
LGG-US,SBS9,0,0
LGG-US,SBS10a,0,0
LGG-US,SBS10b,0,0
LGG-US,SBS11,0,0
LGG-US,SBS12,0,0
LGG-US,SBS13,0,0
LGG-US,SBS14,0,0
LGG-US,SBS15,0,0
LGG-US,SBS16,0,0
LGG-US,SBS17a,0,0
LGG-US,SBS17b,0,0
LGG-US,SBS18,0,0
LGG-US,SBS19,-3.44143998921175E-07,1.32811766036485E-08
LGG-US,SBS20,0,0
LGG-US,SBS21,0,0
LGG-US,SBS22,0,0
LGG-US,SBS23,1.82172238681428E-06,-2.19795282580466E-08
LGG-US,SBS24,0,0
LGG-US,SBS25,0,0
LGG-US,SBS26,0,0
LGG-US,SBS27,0,0
LGG-US,SBS28,0,0
LGG-US,SBS29,0,0
LGG-US,SBS30,0,0
LGG-US,SBS31,0,0
LGG-US,SBS32,0,0
LGG-US,SBS33,0,0
LGG-US,SBS34,0,0
LGG-US,SBS35,0,0
LGG-US,SBS36,0,0
LGG-US,SBS37,0,0
LGG-US,SBS38,0,0
LGG-US,SBS39,0,0
LGG-US,SBS40,0,0
LGG-US,SBS41,0,0
LGG-US,SBS42,0,0
LGG-US,SBS43,0,0
LGG-US,SBS44,0,0
LGG-US,SBS45,0,0
LGG-US,SBS46,0,0
LGG-US,SBS47,0,0
LGG-US,SBS48,0,0
LGG-US,SBS49,0,0
LGG-US,SBS50,0,0
LGG-US,SBS51,0,0
LGG-US,SBS52,0,0
LGG-US,SBS53,0,0
LGG-US,SBS54,0,0
LGG-US,SBS55,0,0
LGG-US,SBS56,0,0
LGG-US,SBS57,0,0
LGG-US,SBS58,0,0
LGG-US,SBS59,0,0
LGG-US,SBS60,0,0
LGG-US,SBS84,0,0
LGG-US,SBS85,0,0
LGG-US,SBS86,0,0
LGG-US,SBS87,0,0
LGG-US,SBS88,0,0
LGG-US,SBS89,0,0
LGG-US,SBS90,0,0
LGG-US,Unknown,1.73762121724802E-06,-1.93421358021464E-08
LICA-FR,SBS1,0,0
LICA-FR,SBS2,0,0
LICA-FR,SBS3,0,0
LICA-FR,SBS4,2.61422830562369E-05,-3.76534355936288E-07
LICA-FR,SBS5,2.31227410339433E-05,-2.17773397634377E-07
LICA-FR,SBS6,0,0
LICA-FR,SBS7a,0,0
LICA-FR,SBS7b,0,0
LICA-FR,SBS7c,0,0
LICA-FR,SBS7d,0,0
LICA-FR,SBS8,0,0
LICA-FR,SBS9,0,0
LICA-FR,SBS10a,0,0
LICA-FR,SBS10b,0,0
LICA-FR,SBS11,0,0
LICA-FR,SBS12,5.66994079425327E-06,-1.23530798906209E-08
LICA-FR,SBS13,0,0
LICA-FR,SBS14,0,0
LICA-FR,SBS15,0,0
LICA-FR,SBS16,-2.24451366131317E-06,1.14122537878905E-07
LICA-FR,SBS17a,0,0
LICA-FR,SBS17b,0,0
LICA-FR,SBS18,0,0
LICA-FR,SBS19,-9.16067521062696E-08,8.56699208984388E-09
LICA-FR,SBS20,0,0
LICA-FR,SBS21,0,0
LICA-FR,SBS22,8.97437611883041E-06,-1.33745090087109E-07
LICA-FR,SBS23,0,0
LICA-FR,SBS24,0,0
LICA-FR,SBS25,0,0
LICA-FR,SBS26,0,0
LICA-FR,SBS27,0,0
LICA-FR,SBS28,0,0
LICA-FR,SBS29,0,0
LICA-FR,SBS30,0,0
LICA-FR,SBS31,0,0
LICA-FR,SBS32,0,0
LICA-FR,SBS33,0,0
LICA-FR,SBS34,0,0
LICA-FR,SBS35,6.19619021709375E-07,-1.06965014633554E-08
LICA-FR,SBS36,0,0
LICA-FR,SBS37,0,0
LICA-FR,SBS38,2.37707018152251E-07,-3.15069967260966E-09
LICA-FR,SBS39,0,0
LICA-FR,SBS40,2.24060533942902E-06,-2.11716453453014E-08
LICA-FR,SBS41,0,0
LICA-FR,SBS42,0,0
LICA-FR,SBS43,0,0
LICA-FR,SBS44,0,0
LICA-FR,SBS45,0,0
LICA-FR,SBS46,0,0
LICA-FR,SBS47,0,0
LICA-FR,SBS48,0,0
LICA-FR,SBS49,0,0
LICA-FR,SBS50,0,0
LICA-FR,SBS51,0,0
LICA-FR,SBS52,0,0
LICA-FR,SBS53,0,0
LICA-FR,SBS54,0,0
LICA-FR,SBS55,0,0
LICA-FR,SBS56,0,0
LICA-FR,SBS57,0,0
LICA-FR,SBS58,0,0
LICA-FR,SBS59,0,0
LICA-FR,SBS60,0,0
LICA-FR,SBS84,0,0
LICA-FR,SBS85,0,0
LICA-FR,SBS86,0,0
LICA-FR,SBS87,0,0
LICA-FR,SBS88,0,0
LICA-FR,SBS89,0,0
LICA-FR,SBS90,0,0
LICA-FR,Unknown,3.3010832907147E-06,-4.55336189521368E-08
LIHC-US,SBS1,4.9447365928779E-06,-4.87637193329295E-08
LIHC-US,SBS2,0,0
LIHC-US,SBS3,0,0
LIHC-US,SBS4,0.000107116832509,-1.68850569521189E-06
LIHC-US,SBS5,0.000127691507142,-1.25640573235513E-06
LIHC-US,SBS6,0,0
LIHC-US,SBS7a,5.50126975806653E-07,1.38739367465999E-09
LIHC-US,SBS7b,6.58903007615069E-07,1.6617215755311E-09
LIHC-US,SBS7c,0,0
LIHC-US,SBS7d,0,0
LIHC-US,SBS8,1.57172167984244E-05,-2.49387251986661E-07
LIHC-US,SBS9,0,0
LIHC-US,SBS10a,0,0
LIHC-US,SBS10b,0,0
LIHC-US,SBS11,0,0
LIHC-US,SBS12,1.16187656310307E-06,2.75790956299115E-07
LIHC-US,SBS13,0,0
LIHC-US,SBS14,0,0
LIHC-US,SBS15,0,0
LIHC-US,SBS16,-2.70101842842255E-06,1.05819288341951E-07
LIHC-US,SBS17a,0,0
LIHC-US,SBS17b,0,0
LIHC-US,SBS18,0,0
LIHC-US,SBS19,-7.02808621625884E-07,3.05571734326037E-08
LIHC-US,SBS20,0,0
