Signature,histone,pvalue_twosided,pvalue_greater,pvalue_lower
SBS12,H2BK12ac,0.165834164256516,0.921360985141464,0.082917082128258
SBS13,H2BK12ac,0.001207973811952,0.000603986905976,0.99940265013425
SBS14,H2BK12ac,0.362726506485098,0.853189228035547,0.181363253242549
SBS15,H2BK12ac,0.036031686218234,0.018015843109117,0.989451014137611
SBS16,H2BK12ac,0.006486098931876,0.003243049465938,0.997043373715712
SBS17a,H2BK12ac,0.178513658005411,0.089256829002705,0.915007576456148
SBS17b,H2BK12ac,0.001881674049768,0.000940837024884,0.999129148926475
SBS18,H2BK12ac,0.012650096652529,0.994069319426845,0.006325048326264
SBS19,H2BK12ac,0.02800781669697,0.014003908348485,0.988087926991741
SBS20,H2BK12ac,0.722282962716192,0.682206938860617,0.361141481358096
SBS21,H2BK12ac,0.105645429201877,0.052822714600939,0.970470885454732
SBS22,H2BK12ac,0.305036622830799,0.152518311415399,0.850748113922215
SBS23,H2BK12ac,0.23395283347059,0.116976416735295,0.908284690508911
SBS24,H2BK12ac,NA,1,1
SBS25,H2BK12ac,NA,1,1
SBS26,H2BK12ac,0.23395283347059,0.116976416735295,0.908284690508911
SBS27,H2BK12ac,NA,1,1
SBS28,H2BK12ac,0.070197451493027,0.967696452231279,0.035098725746514
SBS29,H2BK12ac,1,0.5,0.977249868051821
SBS30,H2BK12ac,0.249392168931491,0.124696084465745,0.879480815866107
SBS31,H2BK12ac,1,0.5,0.977249868051821
SBS32,H2BK12ac,1,0.977249868051821,0.5
SBS33,H2BK12ac,NA,1,1
SBS34,H2BK12ac,0.060293333436842,0.971376086828512,0.030146666718421
SBS35,H2BK12ac,0.197326044882155,0.915916585313745,0.098663022441077
SBS36,H2BK12ac,0.330446855226744,0.165223427613372,0.84326601158531
SBS37,H2BK12ac,0.962714592127714,0.526090665240069,0.481357296063857
SBS38,H2BK12ac,0.944284670241126,0.555579659595262,0.472142335120563
SBS39,H2BK12ac,0.672603817441517,0.336301908720758,0.722943434965277
SBS40,H2BK12ac,0.000796615429059,0.999603778101249,0.000398307714529
SBS41,H2BK12ac,0.004565074233668,0.997823011404357,0.002282537116834
SBS42,H2BK12ac,NA,1,1
SBS43,H2BK12ac,NA,1,1
SBS44,H2BK12ac,0.683480902201426,0.694850672011723,0.341740451100713
SBS45,H2BK12ac,NA,1,1
SBS46,H2BK12ac,NA,1,1
SBS47,H2BK12ac,NA,1,1
SBS48,H2BK12ac,NA,1,1
SBS49,H2BK12ac,NA,1,1
SBS50,H2BK12ac,NA,1,1
SBS51,H2BK12ac,1,0.5,0.977249868051821
SBS52,H2BK12ac,0.093492483689836,0.046746241844918,0.97041396608707
SBS53,H2BK12ac,NA,1,1
SBS54,H2BK12ac,NA,1,1
SBS55,H2BK12ac,NA,1,1
SBS56,H2BK12ac,0.891135694628664,0.445567847314332,0.56642601226527
SBS57,H2BK12ac,NA,1,1
SBS58,H2BK12ac,0.161520771499154,0.924684720604285,0.080760385749577
SBS59,H2BK12ac,NA,1,1
SBS60,H2BK12ac,0.964541384555568,0.553048139092139,0.482270692277784
SBS84,H2BK12ac,NA,1,1
SBS85,H2BK12ac,NA,1,1
SBS86,H2BK12ac,NA,1,1
SBS87,H2BK12ac,NA,1,1
SBS88,H2BK12ac,NA,1,1
SBS89,H2BK12ac,NA,1,1
SBS90,H2BK12ac,NA,1,1
Unknown,H2BK12ac,9.8171776537754E-10,4.9085888268877E-10,0.999999999511729
SBS1,H2BK15ac,0.070087287823697,0.965068562859687,0.035043643911849
SBS2,H2BK15ac,0.001282834954971,0.000641417477486,0.999366347739887
SBS3,H2BK15ac,0.425182854884972,0.212591427442486,0.789649070799127
SBS4,H2BK15ac,0.459532994295509,0.774610915660799,0.229766497147755
SBS5,H2BK15ac,0.005035163167281,0.002517581583641,0.997492003426687
SBS6,H2BK15ac,0.308250000572896,0.852983621677403,0.154125000286448
SBS7a,H2BK15ac,0.083131142700804,0.966727139328142,0.041565571350402
SBS7b,H2BK15ac,0.812703686128436,0.638858518641904,0.406351843064218
SBS7c,H2BK15ac,0.280712665268496,0.140356332634248,0.911235073793923
SBS7d,H2BK15ac,0.41849223344682,0.20924611672341,0.859643667365752
SBS8,H2BK15ac,0.232225694906047,0.885219654491057,0.116112847453024
SBS9,H2BK15ac,0.722844049740984,0.65246831858699,0.361422024870492
SBS10a,H2BK15ac,0.097201088306235,0.962219716237029,0.048600544153117
SBS10b,H2BK15ac,0.123534253752569,0.951399455846883,0.061767126876285
SBS11,H2BK15ac,NA,1,1
SBS12,H2BK15ac,0.257504444095549,0.88017450780864,0.128752222047774
SBS13,H2BK15ac,0.00711852360992,0.00355926180496,0.996486416595745
SBS14,H2BK15ac,0.674986713970489,0.735315946907601,0.337493356985245
SBS15,H2BK15ac,0.18144920772142,0.09072460386071,0.969315585430299
SBS16,H2BK15ac,0.006979543813141,0.00348977190657,0.99706193729292
SBS17a,H2BK15ac,0.304808803121227,0.152404401560613,0.856882594788872
SBS17b,H2BK15ac,0.466263860956851,0.233131930478426,0.77551785978091
SBS18,H2BK15ac,0.914291065207661,0.553510057247126,0.457145532603831
SBS19,H2BK15ac,0.528612125255688,0.264306062627844,0.779395740247061
SBS20,H2BK15ac,0.29450739368011,0.147253696840055,0.895793598157926
SBS21,H2BK15ac,0.18144920772142,0.09072460386071,0.969315585430299
SBS22,H2BK15ac,0.91390645625926,0.45695322812963,0.552562230214441
SBS23,H2BK15ac,0.177529852412153,0.088764926206077,0.947177285399062
SBS24,H2BK15ac,NA,1,1
SBS25,H2BK15ac,NA,1,1
SBS26,H2BK15ac,0.62406453246517,0.312032266232585,0.735693937372156
SBS27,H2BK15ac,NA,1,1
SBS28,H2BK15ac,0.346373280006178,0.842412787505216,0.173186640003089
SBS29,H2BK15ac,NA,1,1
SBS30,H2BK15ac,0.102340861591096,0.051170430795548,0.952378572189311
SBS31,H2BK15ac,NA,1,1
SBS32,H2BK15ac,1,0.977249868051821,0.5
SBS33,H2BK15ac,NA,1,1
SBS34,H2BK15ac,0.140309233576715,0.934729649669645,0.070154616788357
SBS35,H2BK15ac,0.107973208797929,0.953253758155082,0.053986604398965
SBS36,H2BK15ac,0.833935414088552,0.610085783679906,0.416967707044276
SBS37,H2BK15ac,0.050330674896503,0.976467471075536,0.025165337448252
SBS38,H2BK15ac,0.55093480568048,0.743172178744976,0.27546740284024
SBS39,H2BK15ac,0.589638551626567,0.79075388327659,0.294819275813283
SBS40,H2BK15ac,0.117692726452244,0.941387251160323,0.058846363226122
SBS41,H2BK15ac,0.007334179064539,0.996563130369605,0.003667089532269
SBS42,H2BK15ac,NA,1,1
SBS43,H2BK15ac,NA,1,1
SBS44,H2BK15ac,0.441208519505878,0.818636746757451,0.220604259752939
SBS45,H2BK15ac,NA,1,1
SBS46,H2BK15ac,NA,1,1
SBS47,H2BK15ac,NA,1,1
SBS48,H2BK15ac,NA,1,1
SBS49,H2BK15ac,NA,1,1
SBS50,H2BK15ac,NA,1,1
SBS51,H2BK15ac,1,0.977249868051821,0.5
SBS52,H2BK15ac,0.787406490666269,0.393703245333135,0.705180724186717
SBS53,H2BK15ac,NA,1,1
SBS54,H2BK15ac,NA,1,1
SBS55,H2BK15ac,NA,1,1
SBS56,H2BK15ac,0.184235113180511,0.918900382943425,0.092117556590256
SBS57,H2BK15ac,NA,1,1
SBS58,H2BK15ac,0.003857292829943,0.998551747725888,0.001928646414971
SBS59,H2BK15ac,NA,1,1
SBS60,H2BK15ac,0.583882420770365,0.819344785736911,0.291941210385183
SBS84,H2BK15ac,NA,1,1
SBS85,H2BK15ac,NA,1,1
SBS86,H2BK15ac,NA,1,1
SBS87,H2BK15ac,NA,1,1
SBS88,H2BK15ac,NA,1,1
SBS89,H2BK15ac,NA,1,1
SBS90,H2BK15ac,NA,1,1
Unknown,H2BK15ac,9.51306429644147E-08,4.75653214822073E-08,0.999999952744257
SBS1,H2BK20ac,0.60452690327051,0.699505600892018,0.302263451635255
SBS2,H2BK20ac,0.011314512674299,0.005657256337149,0.994564013344118
SBS3,H2BK20ac,0.531552605390919,0.265776302695459,0.745499922091142
SBS4,H2BK20ac,0.660281507172254,0.330140753586127,0.688369277389334
SBS5,H2BK20ac,6.27246309308718E-06,3.13623154654359E-06,0.999996926902829
SBS6,H2BK20ac,0.968712415392996,0.546835304581757,0.484356207696498
SBS7a,H2BK20ac,0.583882420770365,0.819344785736911,0.291941210385183
SBS7b,H2BK20ac,1,0.605365986932859,0.605365986932859
SBS7c,H2BK20ac,1,0.814453315238651,0.5
SBS7d,H2BK20ac,1,0.814453315238651,0.5
SBS8,H2BK20ac,0.564673648890418,0.724573309422349,0.282336824445209
SBS9,H2BK20ac,0.2634941841412,0.882594355342417,0.1317470920706
SBS10a,H2BK20ac,1,0.527908743374758,0.527908743374758
SBS10b,H2BK20ac,0.29450739368011,0.895793598157926,0.147253696840055
SBS11,H2BK20ac,NA,1,1
SBS12,H2BK20ac,0.293621543928906,0.883023583264705,0.146810771964453
SBS13,H2BK20ac,0.024166772864051,0.012083386432025,0.988401609712571
SBS14,H2BK20ac,0.422678074170635,0.90927539613929,0.211339037085318
SBS15,H2BK20ac,0.18144920772142,0.09072460386071,0.969315585430299
SBS16,H2BK20ac,0.080057919984435,0.040028959992217,0.970646295784398
SBS17a,H2BK20ac,0.635586122278767,0.317793061139383,0.72319150401711
SBS17b,H2BK20ac,0.755657737671463,0.377828868835732,0.655458126727602
SBS18,H2BK20ac,0.755657737671463,0.377828868835732,0.655458126727602
SBS19,H2BK20ac,0.142213241936393,0.071106620968196,0.953253758155082
SBS20,H2BK20ac,0.361310428526179,0.180655214263089,0.899378689521138
SBS21,H2BK20ac,1,0.5,0.977249868051821
SBS22,H2BK20ac,0.850618403625297,0.425309201812649,0.599133893671509
SBS23,H2BK20ac,0.583882420770365,0.291941210385183,0.819344785736911
SBS24,H2BK20ac,NA,1,1
SBS25,H2BK20ac,NA,1,1
SBS26,H2BK20ac,0.41849223344682,0.20924611672341,0.859643667365752
SBS27,H2BK20ac,NA,1,1
SBS28,H2BK20ac,0.726286148878805,0.363143074439402,0.687967733767415
SBS29,H2BK20ac,NA,1,1
SBS30,H2BK20ac,0.362726506485098,0.181363253242549,0.853189228035547
SBS31,H2BK20ac,NA,1,1
SBS32,H2BK20ac,NA,1,1
SBS33,H2BK20ac,NA,1,1
SBS34,H2BK20ac,0.308063229907199,0.868903698796613,0.154031614953599
SBS35,H2BK20ac,0.280712665268496,0.911235073793923,0.140356332634248
SBS36,H2BK20ac,0.107327557761612,0.959971040007783,0.053663778880806
SBS37,H2BK20ac,0.449803788345075,0.800847703302206,0.224901894172538
SBS38,H2BK20ac,0.23395283347059,0.908284690508911,0.116976416735295
SBS39,H2BK20ac,0.855132140584706,0.708058789614817,0.427566070292353
SBS40,H2BK20ac,0.000889755672184,0.999566174937908,0.000444877836092
SBS41,H2BK20ac,0.406941216918031,0.828373718781985,0.203470608459015
SBS42,H2BK20ac,NA,1,1
SBS43,H2BK20ac,NA,1,1
SBS44,H2BK20ac,0.18144920772142,0.969315585430299,0.09072460386071
SBS45,H2BK20ac,NA,1,1
SBS46,H2BK20ac,NA,1,1
SBS47,H2BK20ac,NA,1,1
SBS48,H2BK20ac,NA,1,1
SBS49,H2BK20ac,NA,1,1
SBS50,H2BK20ac,NA,1,1
SBS51,H2BK20ac,0.371093369522698,0.963180864939849,0.185546684761349
SBS52,H2BK20ac,0.100348246462291,0.050174123231145,0.97769514098753
SBS53,H2BK20ac,NA,1,1
SBS54,H2BK20ac,NA,1,1
SBS55,H2BK20ac,NA,1,1
SBS56,H2BK20ac,0.944182513250483,0.583182558487659,0.472091256625242
SBS57,H2BK20ac,NA,1,1
SBS58,H2BK20ac,1,0.5,0.583032292955724
SBS59,H2BK20ac,NA,1,1
SBS60,H2BK20ac,0.789268026134281,0.394634013067141,0.788660962914682
SBS84,H2BK20ac,NA,1,1
SBS85,H2BK20ac,NA,1,1
SBS86,H2BK20ac,NA,1,1
SBS87,H2BK20ac,NA,1,1
SBS88,H2BK20ac,NA,1,1
SBS89,H2BK20ac,NA,1,1
SBS90,H2BK20ac,NA,1,1
Unknown,H2BK20ac,4.59041190366951E-05,2.29520595183476E-05,0.999977454909091
SBS1,H2BK5ac,3.71322832160295E-07,0.999999817483613,1.85661416080148E-07
SBS2,H2BK5ac,0.055149368533583,0.027574684266791,0.972889022825253
SBS3,H2BK5ac,0.438893223547164,0.786303325309326,0.219446611773582
SBS4,H2BK5ac,0.242498966780794,0.121249483390397,0.88516881987896
SBS5,H2BK5ac,8.92679174054201E-05,4.46339587027101E-05,0.999955854405956
SBS6,H2BK5ac,0.234811289315166,0.895793598157926,0.117405644657583
SBS7a,H2BK5ac,0.352542137499713,0.864050644590176,0.176271068749856
SBS7b,H2BK5ac,1,0.583032292955724,0.5
SBS7c,H2BK5ac,0.18144920772142,0.09072460386071,0.969315585430299
SBS7d,H2BK5ac,0.855132140584706,0.427566070292353,0.708058789614817
SBS8,H2BK5ac,0.021077806523526,0.989817281164366,0.010538903261763
SBS9,H2BK5ac,0.2553403615339,0.887992307955694,0.12767018076695
SBS10a,H2BK5ac,0.059058229090537,0.984514284174577,0.029529114545268
SBS10b,H2BK5ac,0.059058229090537,0.984514284174577,0.029529114545268
SBS11,H2BK5ac,NA,1,1
SBS12,H2BK5ac,0.366985571854924,0.836600216165517,0.183492785927462
SBS13,H2BK5ac,0.003297175703979,0.00164858785199,0.998400583580147
SBS14,H2BK5ac,0.855132140584706,0.427566070292353,0.708058789614817
SBS15,H2BK5ac,0.371093369522698,0.185546684761349,0.963180864939849
SBS16,H2BK5ac,0.003857292829943,0.001928646414971,0.998551747725888
SBS17a,H2BK5ac,0.689083746544796,0.344541873272398,0.687582566436306
SBS17b,H2BK5ac,0.107801825375366,0.053900912687683,0.954159734927004
SBS18,H2BK5ac,0.244648067126581,0.887846714401364,0.122324033563291
SBS19,H2BK5ac,0.100348246462291,0.050174123231145,0.97769514098753
SBS20,H2BK5ac,1,0.605365986932859,0.605365986932859
SBS21,H2BK5ac,0.371093369522698,0.185546684761349,0.963180864939849
SBS22,H2BK5ac,0.507501253286605,0.761170132436207,0.253750626643302
SBS23,H2BK5ac,1,0.5,0.977249868051821
SBS24,H2BK5ac,NA,1,1
SBS25,H2BK5ac,NA,1,1
SBS26,H2BK5ac,0.855132140584706,0.708058789614817,0.427566070292353
SBS27,H2BK5ac,NA,1,1
SBS28,H2BK5ac,0.722282962716192,0.361141481358096,0.682206938860617
SBS29,H2BK5ac,NA,1,1
SBS30,H2BK5ac,0.127157193740094,0.063578596870047,0.942615749151751
SBS31,H2BK5ac,NA,1,1
SBS32,H2BK5ac,NA,1,1
SBS33,H2BK5ac,NA,1,1
SBS34,H2BK5ac,0.624834867127387,0.718341100139964,0.312417433563694
SBS35,H2BK5ac,0.03296938124422,0.987804879283473,0.01648469062211
SBS36,H2BK5ac,0.905695442034309,0.593648156935782,0.452847721017155
SBS37,H2BK5ac,0.066545721343716,0.033272860671858,0.973606499683888
SBS38,H2BK5ac,0.02249427122245,0.011247135611225,0.992875960163826
SBS39,H2BK5ac,0.583882420770365,0.819344785736911,0.291941210385183
SBS40,H2BK5ac,0.694171136086503,0.654449627782165,0.347085568043251
SBS41,H2BK5ac,0.01473530940234,0.993474420966243,0.00736765470117
SBS42,H2BK5ac,NA,1,1
SBS43,H2BK5ac,NA,1,1
SBS44,H2BK5ac,0.208412803684149,0.928893379031804,0.104206401842074
SBS45,H2BK5ac,NA,1,1
SBS46,H2BK5ac,NA,1,1
SBS47,H2BK5ac,NA,1,1
SBS48,H2BK5ac,NA,1,1
SBS49,H2BK5ac,NA,1,1
SBS50,H2BK5ac,NA,1,1
SBS51,H2BK5ac,1,0.814453315238651,0.5
SBS52,H2BK5ac,1,0.977249868051821,0.5
SBS53,H2BK5ac,NA,1,1
SBS54,H2BK5ac,NA,1,1
SBS55,H2BK5ac,NA,1,1
SBS56,H2BK5ac,0.672603817441517,0.336301908720758,0.722943434965277
SBS57,H2BK5ac,NA,1,1
SBS58,H2BK5ac,0.030984050098457,0.987315070088973,0.015492025049228
SBS59,H2BK5ac,NA,1,1
SBS60,H2BK5ac,0.142213241936393,0.953253758155082,0.071106620968196
SBS84,H2BK5ac,NA,1,1
SBS85,H2BK5ac,NA,1,1
SBS86,H2BK5ac,NA,1,1
SBS87,H2BK5ac,NA,1,1
SBS88,H2BK5ac,NA,1,1
SBS89,H2BK5ac,NA,1,1
SBS90,H2BK5ac,NA,1,1
Unknown,H2BK5ac,2.9160553043769E-09,1.45802765218845E-09,0.999999998564788
SBS1,H3F3A,3.0499793511815E-06,0.999998515281663,1.52498967559075E-06
SBS2,H3F3A,0.590813497888711,0.295406748944356,0.708895594564416
SBS3,H3F3A,0.866585628639051,0.433292814319526,0.58134272281955
SBS4,H3F3A,0.897142487591123,0.448571243795562,0.571808634152748
SBS5,H3F3A,0.014617154419539,0.007308577209769,0.99278121107947
SBS6,H3F3A,0.042315274905714,0.985013013206722,0.021157637452857
SBS7a,H3F3A,0.18144920772142,0.969315585430299,0.09072460386071
SBS7b,H3F3A,0.371093369522698,0.963180864939849,0.185546684761349
SBS7c,H3F3A,0.371093369522698,0.963180864939849,0.185546684761349
SBS7d,H3F3A,0.371093369522698,0.963180864939849,0.185546684761349
SBS8,H3F3A,0.492873681089704,0.761502299510195,0.246436840544852
SBS9,H3F3A,0.799846105662473,0.663698091279242,0.399923052831237
SBS10a,H3F3A,1,0.583032292955724,0.5
SBS10b,H3F3A,0.280712665268496,0.911235073793923,0.140356332634248
SBS11,H3F3A,NA,1,1
SBS12,H3F3A,0.672603817441517,0.722943434965277,0.336301908720758
SBS13,H3F3A,0.01964707585819,0.009823537929095,0.990581243574669
SBS14,H3F3A,1,0.814453315238651,0.5
SBS15,H3F3A,0.422678074170635,0.211339037085318,0.90927539613929
SBS16,H3F3A,0.029973973586556,0.014986986793278,0.989568708833617
SBS17a,H3F3A,0.932646638965876,0.600076947168763,0.466323319482938
SBS17b,H3F3A,0.722282962716192,0.682206938860617,0.361141481358096
SBS18,H3F3A,0.02249427122245,0.992875960163826,0.011247135611225
SBS19,H3F3A,0.371093369522698,0.185546684761349,0.963180864939849
SBS20,H3F3A,0.371093369522698,0.185546684761349,0.963180864939849
SBS21,H3F3A,0.371093369522698,0.185546684761349,0.963180864939849
SBS22,H3F3A,0.783652311534409,0.391826155767204,0.637959169542305
SBS23,H3F3A,0.371093369522698,0.963180864939849,0.185546684761349
SBS24,H3F3A,NA,1,1
SBS25,H3F3A,NA,1,1
SBS26,H3F3A,1,0.814453315238651,0.5
SBS27,H3F3A,NA,1,1
SBS28,H3F3A,0.29450739368011,0.147253696840055,0.895793598157926
SBS29,H3F3A,NA,1,1
SBS30,H3F3A,0.362726506485098,0.853189228035547,0.181363253242549
SBS31,H3F3A,1,0.5,0.977249868051821
SBS32,H3F3A,1,0.977249868051821,0.5
SBS33,H3F3A,1,0.977249868051821,0.5
SBS34,H3F3A,0.812703686128436,0.638858518641904,0.406351843064218
SBS35,H3F3A,1,0.605365986932859,0.605365986932859
SBS36,H3F3A,0.787406490666269,0.705180724186717,0.393703245333135
SBS37,H3F3A,0.197326044882155,0.915916585313745,0.098663022441077
SBS38,H3F3A,0.204893893816379,0.924607217486014,0.102446946908189
SBS39,H3F3A,0.789268026134281,0.788660962914682,0.394634013067141
SBS40,H3F3A,0.310464626971702,0.846607167855469,0.155232313485851
SBS41,H3F3A,0.289587424426888,0.87232981923305,0.144793712213444
SBS42,H3F3A,NA,1,1
SBS43,H3F3A,NA,1,1
SBS44,H3F3A,0.18144920772142,0.09072460386071,0.969315585430299
SBS45,H3F3A,NA,1,1
SBS46,H3F3A,NA,1,1
SBS47,H3F3A,NA,1,1
SBS48,H3F3A,NA,1,1
SBS49,H3F3A,NA,1,1
SBS50,H3F3A,NA,1,1
SBS51,H3F3A,1,0.5,0.977249868051821
SBS52,H3F3A,1,0.977249868051821,0.5
SBS53,H3F3A,NA,1,1
SBS54,H3F3A,NA,1,1
SBS55,H3F3A,NA,1,1
SBS56,H3F3A,0.280712665268496,0.911235073793923,0.140356332634248
SBS57,H3F3A,NA,1,1
SBS58,H3F3A,0.059058229090537,0.984514284174577,0.029529114545268
SBS59,H3F3A,NA,1,1
SBS60,H3F3A,0.371093369522698,0.963180864939849,0.185546684761349
SBS84,H3F3A,NA,1,1
SBS85,H3F3A,NA,1,1
SBS86,H3F3A,NA,1,1
SBS87,H3F3A,NA,1,1
SBS88,H3F3A,NA,1,1
SBS89,H3F3A,NA,1,1
SBS90,H3F3A,NA,1,1
Unknown,H3F3A,0.001316888413528,0.000658444206764,0.999351357564181
SBS1,H3K14ac,1.12084869186235E-18,1,5.60424345931174E-19
SBS2,H3K14ac,0.000147541757141,7.37708785707412E-05,0.999927275749189
SBS3,H3K14ac,0.315052523570706,0.844857465131556,0.157526261785353
SBS4,H3K14ac,0.993732451868159,0.509400548776497,0.49686622593408
SBS5,H3K14ac,1.86114462639529E-09,9.30572313197644E-10,0.999999999077458
SBS6,H3K14ac,0.001661694457984,0.999347186773398,0.000830847228992
SBS7a,H3K14ac,0.271898710819648,0.897553053091811,0.135949355409824
SBS7b,H3K14ac,0.504879873834092,0.775098105827462,0.252439936917046
SBS7c,H3K14ac,0.589638551626567,0.79075388327659,0.294819275813283
SBS7d,H3K14ac,0.41849223344682,0.859643667365752,0.20924611672341
SBS8,H3K14ac,0.365956752635065,0.819295384639125,0.182978376317532
SBS9,H3K14ac,0.066407765012488,0.970444715970926,0.033203882506244
SBS10a,H3K14ac,0.058024019946221,0.977994507993524,0.029012009973111
SBS10b,H3K14ac,0.401678166469773,0.852746303159945,0.200839083234886
SBS11,H3K14ac,NA,1,1
SBS12,H3K14ac,0.015767922944396,0.993083702746374,0.007883961472198
SBS13,H3K14ac,3.24426216309564E-07,1.62213108154782E-07,0.999999841571788
SBS14,H3K14ac,0.105645429201877,0.970470885454732,0.052822714600939
SBS15,H3K14ac,0.371093369522698,0.185546684761349,0.963180864939849
SBS16,H3K14ac,0.021434319431081,0.01071715971554,0.990789408757089
SBS17a,H3K14ac,0.448804440990439,0.22440222049522,0.789517389741627
SBS17b,H3K14ac,0.116924826159794,0.058462413079897,0.946449703875914
SBS18,H3K14ac,0.338026944134668,0.838542651334049,0.169013472067334
SBS19,H3K14ac,0.583882420770365,0.819344785736911,0.291941210385183
SBS20,H3K14ac,0.177529852412153,0.947177285399062,0.088764926206077
SBS21,H3K14ac,0.422678074170635,0.211339037085318,0.90927539613929
SBS22,H3K14ac,0.383520191046116,0.191760095523058,0.81593987465324
SBS23,H3K14ac,0.422678074170635,0.211339037085318,0.90927539613929
SBS24,H3K14ac,NA,1,1
SBS25,H3K14ac,NA,1,1
SBS26,H3K14ac,0.100348246462291,0.97769514098753,0.050174123231145
SBS27,H3K14ac,NA,1,1
SBS28,H3K14ac,0.456125851713522,0.79494150416046,0.228062925856761
SBS29,H3K14ac,NA,1,1
SBS30,H3K14ac,0.097942042583863,0.048971021291931,0.955289876849636
SBS31,H3K14ac,NA,1,1
SBS32,H3K14ac,NA,1,1
SBS33,H3K14ac,1,0.977249868051821,0.5
SBS34,H3K14ac,0.004830456232376,0.997946580695892,0.002415228116188
SBS35,H3K14ac,0.209286554781767,0.90629940399914,0.104643277390884
SBS36,H3K14ac,0.055929680325112,0.977276526963437,0.027964840162556
SBS37,H3K14ac,0.932106941814807,0.55645622885526,0.466053470907404
SBS38,H3K14ac,0.406941216918031,0.828373718781985,0.203470608459015
SBS39,H3K14ac,0.29450739368011,0.895793598157926,0.147253696840055
SBS40,H3K14ac,0.001921603738203,0.999047164885975,0.000960801869102
SBS41,H3K14ac,0.001272296598028,0.999412598039729,0.000636148299014
SBS42,H3K14ac,NA,1,1
SBS43,H3K14ac,NA,1,1
SBS44,H3K14ac,0.41849223344682,0.859643667365752,0.20924611672341
SBS45,H3K14ac,NA,1,1
SBS46,H3K14ac,NA,1,1
SBS47,H3K14ac,NA,1,1
SBS48,H3K14ac,NA,1,1
SBS49,H3K14ac,NA,1,1
SBS50,H3K14ac,NA,1,1
SBS51,H3K14ac,0.371093369522698,0.963180864939849,0.185546684761349
SBS52,H3K14ac,1,0.605365986932859,0.605365986932859
SBS53,H3K14ac,NA,1,1
SBS54,H3K14ac,NA,1,1
SBS55,H3K14ac,NA,1,1
SBS56,H3K14ac,0.833634883024682,0.416817441512341,0.636856925560598
SBS57,H3K14ac,NA,1,1
SBS58,H3K14ac,0.011873438666087,0.99514190255796,0.005936719333043
SBS59,H3K14ac,NA,1,1
SBS60,H3K14ac,0.208412803684149,0.928893379031804,0.104206401842074
SBS84,H3K14ac,NA,1,1
SBS85,H3K14ac,NA,1,1
SBS86,H3K14ac,NA,1,1
SBS87,H3K14ac,NA,1,1
SBS88,H3K14ac,NA,1,1
SBS89,H3K14ac,NA,1,1
SBS90,H3K14ac,NA,1,1
Unknown,H3K14ac,7.65793009330677E-10,3.82896504665339E-10,0.999999999620427
SBS1,H3K18ac,8.75555475768938E-25,1,4.37777737884469E-25
SBS2,H3K18ac,0.000164443126865,8.22215634322607E-05,0.999918558076468
SBS3,H3K18ac,0.285670734970856,0.859098359902509,0.142835367485428
SBS4,H3K18ac,0.040594530951148,0.980215963633147,0.020297265475574
SBS5,H3K18ac,2.85847117455098E-05,1.42923558727549E-05,0.999985767825725
SBS6,H3K18ac,4.30125211914417E-05,0.999981312684444,2.15062605957209E-05
SBS7a,H3K18ac,0.005921537024149,0.997841538352051,0.002960768512074
SBS7b,H3K18ac,0.195538859103995,0.915094747457239,0.097769429551998
SBS7c,H3K18ac,0.401678166469773,0.852746303159945,0.200839083234886
SBS7d,H3K18ac,0.204893893816379,0.924607217486014,0.102446946908189
SBS8,H3K18ac,0.054933014897956,0.972771062330286,0.027466507448978
SBS9,H3K18ac,0.445557221814621,0.783953201418475,0.22277861090731
SBS10a,H3K18ac,0.504903176723131,0.771937074143239,0.252451588361565
SBS10b,H3K18ac,0.003857292829943,0.998551747725888,0.001928646414971
SBS11,H3K18ac,NA,1,1
SBS12,H3K18ac,0.070343917998811,0.967123564138598,0.035171958999405
SBS13,H3K18ac,3.66756510900831E-06,1.83378255450415E-06,0.999998193541671
SBS14,H3K18ac,0.41849223344682,0.859643667365752,0.20924611672341
SBS15,H3K18ac,1,0.606296754666865,0.5
SBS16,H3K18ac,0.001333005741143,0.000666502870572,0.999400656830737
SBS17a,H3K18ac,0.038221410914637,0.019110705457318,0.982687396238332
SBS17b,H3K18ac,0.013457443238869,0.006728721619434,0.993790334674224
SBS18,H3K18ac,0.06905245446403,0.96788226936151,0.034526227232015
SBS19,H3K18ac,0.553616991965781,0.27680849598289,0.761401690005615
SBS20,H3K18ac,0.41849223344682,0.859643667365752,0.20924611672341
SBS21,H3K18ac,0.18144920772142,0.09072460386071,0.969315585430299
SBS22,H3K18ac,0.474439816539195,0.768790798448105,0.237219908269597
SBS23,H3K18ac,0.583882420770365,0.291941210385183,0.819344785736911
SBS24,H3K18ac,NA,1,1
SBS25,H3K18ac,NA,1,1
SBS26,H3K18ac,0.787406490666269,0.705180724186717,0.393703245333135
SBS27,H3K18ac,NA,1,1
SBS28,H3K18ac,0.762792055812661,0.381396027906331,0.633846583195631
SBS29,H3K18ac,NA,1,1
SBS30,H3K18ac,0.005581377169979,0.00279068858499,0.997431531031071
SBS31,H3K18ac,NA,1,1
SBS32,H3K18ac,0.371093369522698,0.963180864939849,0.185546684761349
SBS33,H3K18ac,NA,1,1
SBS34,H3K18ac,0.000695702169602,0.999688824990352,0.000347851084801
SBS35,H3K18ac,0.052491739146527,0.976747878767598,0.026245869573263
SBS36,H3K18ac,0.414446222764492,0.810264319794397,0.207223111382246
