Dataset,file_name,SBS1,SBS2,SBS3,SBS4,SBS5,SBS6,SBS7a,SBS7b,SBS7c,SBS7d,SBS8,SBS9,SBS10a,SBS10b,SBS11,SBS12,SBS13,SBS14,SBS15,SBS16,SBS17a,SBS17b,SBS18,SBS19,SBS20,SBS21,SBS22,SBS23,SBS24,SBS25,SBS26,SBS27,SBS28,SBS29,SBS30,SBS31,SBS32,SBS33,SBS34,SBS35,SBS36,SBS37,SBS38,SBS39,SBS40,SBS41,SBS42,SBS43,SBS44,SBS45,SBS46,SBS47,SBS48,SBS49,SBS50,SBS51,SBS52,SBS53,SBS54,SBS55,SBS56,SBS57,SBS58,SBS59,SBS60,SBS84,SBS85,SBS86,SBS87,SBS88,SBS89,SBS90,Unknown
PCAWG_WG,742ad990-6340-5d65-a8c8-9629c1277f53,751.952748664,16250.01128712,0,0,18780.83753104,0,0,0,0,0,0,0,0,0,0,0,16001.08433872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.1114840872
PCAWG_WG,8d54396b-65b9-5ce5-a779-351c7ce48350,1474.29542544,5504.00636686,0,0,6989.07829832,0,0,0,0,0,0,0,0,0,0,0,6132.03980754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.5815659128
PCAWG_WG,06b79019-d188-5743-ba1b-961e83bc4481,300.97514332,3187.517806,0,0,1654.8068814,0,0,0,0,0,0,0,0,0,0,0,4298.1104968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435.97461382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.6150983
PCAWG_WG,86646101-836c-59d2-8a0e-0b142ebec5ef,307.049967576,3583.7318457,0,0,7629.46739388,0,0,0,0,0,0,0,0,0,0,0,3352.70235726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481.047974964
PCAWG_WG,45bd80ec-df92-5f0b-9535-cf261dea9c9d,383.74392849,2700.2782092,0,0,2518.4222232,0,0,0,0,0,0,0,0,0,0,0,3342.4215825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.134069168
PCAWG_WG,1478bbbd-1d3a-56e9-b8f4-f79f19bf095b,663.631020408,455.9069907,0,0,10376.6523183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510.809430452
PCAWG_WG,99546acc-71cd-5aef-8770-c14e0e9a30ac,427.61915532,12527.3030868,0,0,5524.97293488,0,0,0,0,0,0,0,0,0,0,0,15593.26160904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.8452575084
PCAWG_WG,dbf09a61-d114-595c-b6bc-ac37c43395fa,376.127718458,12545.04905592,0,0,6029.17104406,0,0,0,0,0,0,0,0,0,0,0,12129.25587236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.3961318522
PCAWG_WG,ac758f8c-c01a-54fc-bb2a-c2fbf2fa2a3e,1171.361699448,7327.11894678,0,0,5653.5413145,0,0,0,0,0,0,0,0,0,0,0,9871.63612992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10662.25197924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.08815317
PCAWG_WG,6e905162-95ac-56a3-8bdd-258b685cbd36,481.022917662,12890.29819068,0,0,3683.357181,0,0,0,0,0,0,0,0,0,0,0,20898.96813984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.3534606064
PCAWG_WG,a2dc5145-4104-5424-8ec4-a6321affe86c,1120.23971234,9709.30812775,4264.414487725,0,19881.8170047,0,0,0,0,0,1725.408645555,0,0,0,0,0,20729.6314764,0,0,0,0,0,706.244247625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047.931799845
PCAWG_WG,ea938a62-e3c7-5583-aad4-2b2a087ed675,650.745717534,403.749459756,0,0,2414.09497014,0,0,0,0,0,0,0,0,0,0,0,618.25941045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5425.19867835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.951532866
PCAWG_WG,d7cae2bf-c7f9-5c52-a77b-9477bb46e5e8,0,264.091752294,0,1625.79863103,9818.1400011,0,0,0,0,0,0,0,0,0,0,0,329.126915496,0,0,152.471982573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341.370303984
PCAWG_WG,cfc0af76-9b98-534a-b4d8-14f2f8554ca6,1769.01943408,1665.71471557,146.921644212,0,7279.19325155,0,0,0,0,0,0,0,0,0,0,0,1718.79342517,0,0,0,0,0,272.216407124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386.018194992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.1235085336
PCAWG_WG,97d043d2-73de-5ce0-b6df-85cf4bd7024a,656.25714066,7294.726626,0,0,8518.94117184,0,0,0,0,0,0,0,0,0,0,0,8616.93567768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.140190604
PCAWG_WG,20d4d1b3-abd5-5c69-95b7-8fa486f4a2e3,416.440915448,2676.15406227,0,0,4643.50095404,0,0,0,0,0,0,0,0,0,0,0,3473.09178124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024.61398623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.198341125
PCAWG_WG,a6c5a6bc-f838-5627-af1f-9d5acf193d7b,431.092897488,0,0,0,16659.40053888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999.696193056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17037.28344384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1304.527618944
PCAWG_WG,d72165b0-184b-5eec-b4a5-555128ff80e0,1000.18525191,244.629071673,234.8130124335,0,11487.8246649,0,0,0,0,0,0,298.871774448,0,0,0,0,255.946702653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4518.19765803,1112.940414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535.590947883
PCAWG_WG,30ca456b-72e7-5855-9b42-a25f32a7f1a0,229.63093211,5001.209562,0,0,2788.4650254,0,0,0,0,0,0,0,0,0,0,0,5978.0196908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.674920169
PCAWG_WG,43974689-a3c8-5791-9c97-9c258f91c659,442.9460755,520.445360375,137.194872175,0,2675.9511975,0,0,0,0,0,0,0,0,0,0,0,462.98416195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8160.2406775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.237491525
PCAWG_WG,1b617aa7-5524-5324-8847-d46afb5e7d46,864.5850954,1123.05780288,1953.71261604,0,12109.8816036,0,0,0,0,0,1017.159472656,0,0,0,0,0,969.54194664,0,0,0,0,0,202.639646376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695.42204364
PCAWG_WG,f85ae2b7-cebf-17a2-e040-11ac0c48033a,139.66339425,337.73249175,44.10612618,0,992.74334865,0,0,0,0,0,0,0,0,0,0,0,510.37057875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465.3200826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.06399786
PCAWG_WG,f87e94a9-ef37-fcba-e040-11ac0c482332,238.76699256,0,0,0,251.16573888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1234.254216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.813176952
PCAWG_WG,fc9500f3-e7d0-9820-e040-11ac0c48617e,39.865697872,10.53669738,0,0,196.8440771,0,0,0,0,0,0,0,0,0,0,0,9.327935573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467.9172465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.508367685
PCAWG_WG,f86b7e84-7040-c751-e040-11ac0c485675,203.600999275,0,1226.09131247,0,254.03047454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4321.1873983,81.931331332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.158819801
PCAWG_WG,f82d213f-9843-28eb-e040-11ac0d483e48,45.037181728,159.51953416,203.8652196,0,476.12997544,0,0,0,0,0,0,0,0,0,0,0,299.2108364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.27155072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.965736728
PCAWG_WG,f8572359-f29a-5945-e040-11ac0d4821cf,102.70450872,39.31307694,155.529311652,0,1260.6729579,0,0,0,0,0,0,0,0,0,0,0,33.569667423,0,0,0,0,0,43.022329263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.82610376,0,0,0,565.99346583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.36844596
PCAWG_WG,f83fc777-5416-c3e9-e040-11ac0d482c8e,312.92702298,137.312177334,5926.36597083,0,776.436524274,0,0,0,0,0,208.362021228,0,0,0,0,0,142.495088442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.773858882,0,0,0,0,1313.19818298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286.12979922
PCAWG_WG,fc94ec40-2cf2-7ce8-e040-11ac0d4871fb,428.3930646,0,0,0,460.71245394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.8721344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.022303518
PCAWG_WG,f8593ac0-9480-22a0-e040-11ac0d48697a,200.19060684,0,0,0,3842.0303544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417.54639864,641.911888128,528.5253582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.007449252,0,0,183.56283036,82.540255098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.684672056
PCAWG_WG,f82d213f-bc06-5b51-e040-11ac0c48687e,223.64964465,50.245293508,0,0,1368.045091,0,0,0,0,0,0,0,0,0,0,0,23.239423683,0,0,0,0,0,21.852020706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.62011252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.348417955
PCAWG_WG,f8696c79-b165-92a6-e040-11ac0c4804bf,152.92809528,0,607.10658975,0,1529.2554907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.151954423,0,0,0,0,0,0,0,0,0,52.634151443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.92368311
PCAWG_WG,f82d213f-caa7-fd59-e040-11ac0d483e46,471.443188,190.570893,86.271162782,0,3428.85266044,0,0,0,0,0,0,0,0,0,0,0,114.32876206,0,0,0,0,0,57.277559232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312.04071967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.21483558
PCAWG_WG,f845ebba-8c56-b559-e040-11ac0c4863d5,431.72969859,0,0,0,623.89134396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.687158245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3933.4527183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.23895183
PCAWG_WG,fc9469d0-4d0e-bb59-e040-11ac0d481e59,0,0,0,0,323.1677088,0,0,0,0,0,0,0,0,0,0,3.881956896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.518842752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.43149676
PCAWG_WG,f8515e5a-7de3-6be3-e040-11ac0c480d6d,292.9384043,14.728813565,0,0,829.724589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.6081298
PCAWG_WG,f87348df-7186-4c6b-e040-11ac0c482ba9,404.26083136,327.370930968,995.42543604,0,2050.1163796,0,0,0,0,0,0,0,0,0,0,0,380.128073844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2748.3947254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.303392184
PCAWG_WG,fc8130e0-ad63-b804-e040-11ac0d485e10,233.58102996,39.443682888,0,0,1464.4943226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.92576435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.55512087
PCAWG_WG,fc8130e0-0bfa-bba4-e040-11ac0c48328d,223.46335074,39.630346224,0,0,817.85495498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,955.32712772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.72431758
PCAWG_WG,fc8130df-6bec-7627-e040-11ac0d485e04,236.35613598,297.988887868,137.291713016,0,1364.75725564,0,0,0,0,0,0,0,0,0,0,0,416.006421424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4173.7444064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.8550748588
PCAWG_WG,f7c7373c-1972-4968-e040-11ac0d486e80,0,27998.83951656,0,0,1439.696796762,0,0,0,0,0,0,0,0,0,0,0,25850.69974608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364.7633673618
PCAWG_WG,f7f6619b-fae8-3381-e040-11ac0c483f78,523.0842672,0,0,0,739.13818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587.6210494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.156423936
PCAWG_WG,f7d70fac-c76f-399e-e040-11ac0c482f9c,886.8827504,0,0,0,825.3520982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1206.0874553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.677834008
PCAWG_WG,fc8130e5-18b8-ef38-e040-11ac0c483297,987.2427231,50.542097211,0,0,2778.5447658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.59947829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.071089778
PCAWG_WG,f7f3e156-0dde-72b9-e040-11ac0d48542c,112.78604088,2695.29510616,209.854461894,0,854.54567997,0,0,0,0,0,0,0,0,0,0,0,5353.50650248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0125764476
PCAWG_WG,fc8130e0-aed2-bb2f-e040-11ac0d485e12,545.78345612,0,0,0,143.13320028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1595.1598229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.923423974
PCAWG_WG,f7b847e5-0f5d-69b4-e040-11ac0c4845fe,480.00275825,31.652759485,0,0,1451.92469839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.71477321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.80498377,0,0,0,0,0,0,0,0,0,69.90010099
PCAWG_WG,fc8130e0-096a-b991-e040-11ac0c48327d,0,20907.674131,0,0,1021.97750282,0,0,0,0,0,0,0,0,0,0,0,13915.485096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.8634254745
PCAWG_WG,fc8130e0-08dd-b996-e040-11ac0c48327b,496.29290582,216.07235071,0,0,2552.9277116,0,0,0,0,0,0,0,0,0,0,0,83.564989621,0,0,0,0,0,90.269890815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.872275579
PCAWG_WG,fc8130df-8e4e-586b-e040-11ac0d485e08,793.95403999,0,42.862908217,0,1800.9828804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.999839598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.200384049
PCAWG_WG,f7f66114-e321-1d4c-e040-11ac0d48541a,229.0763799,0,0,0,922.6440477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.34257674,0,0,0,0,0,0,0,0,0,27.61959573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.317446365
PCAWG_WG,f7d7b3db-02af-61cb-e040-11ac0c480c03,128.68763932,695.4798315,0,0,1019.18285056,0,0,0,0,0,0,0,0,0,0,0,1296.61894497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.030816044
PCAWG_WG,fc8130e0-0dcf-b558-e040-11ac0c483285,727.37045,0,0,0,1665.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.38548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.23899
PCAWG_WG,f80293b8-ddb7-f575-e040-11ac0d48309d,489.85973024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1188.8542304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.286068464
PCAWG_WG,fc8130df-35ac-2304-e040-11ac0d485dda,274.80386041,0,0,0,175.244934265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.480053179,117.860847271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3585.9658431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.644426871
PCAWG_WG,fc8130e0-0b9c-bbc9-e040-11ac0c483266,409.2902814,53.49841497,0,0,1733.61111,0,0,0,0,0,0,0,0,0,0,0,30.73508823,0,0,0,0,0,40.4923596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.3728151
PCAWG_WG,fc8130df-2d5f-3b53-e040-11ac0d485dee,211.5497964,65.110368001,3895.2754094,0,1022.44719958,0,0,0,0,0,0,0,0,0,0,0,64.638097722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.203758554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.77549567
PCAWG_WG,fc8130df-30a5-3e6a-e040-11ac0d485de2,267.77644962,0,470.62757517,0,2464.6383828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4047.8375997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348.120038304
PCAWG_WG,fc8130df-3361-3c8a-e040-11ac0d485dea,93.46837214,31.551106015,123.62626887,0,1831.16596585,0,0,0,0,0,0,0,0,0,0,0,34.791453905,0,0,0,0,0,39.13687765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.856449585,45.90748656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.496067525
PCAWG_WG,fc8130df-1bc2-c537-e040-11ac0d485de6,877.37880373,0,0,0,1243.41615255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.331478756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1064.74214847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.131633568
PCAWG_WG,fc8130e0-095f-b953-e040-11ac0c483287,468.04348341,0,0,0,1057.8015261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.45398788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.588130837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.112868047
PCAWG_WG,fc8130df-e399-e34d-e040-11ac0c483279,148.632118544,3885.60894384,0,0,1461.77367232,0,0,0,0,0,0,0,0,0,0,0,2965.4629446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.522231698
PCAWG_WG,f7c6a336-3126-7580-e040-11ac0c485971,356.00818144,32.23644485,36.983117917,0,904.93948856,0,0,0,0,0,0,0,0,0,0,0,28.354265768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1327.69782345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.780721327
PCAWG_WG,fc8130e0-0e1f-b54d-e040-11ac0c48326c,675.024666945,0,0,0,1521.98613295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3520.0078949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.98133472
PCAWG_WG,fc8130df-2e39-3814-e040-11ac0d485de0,178.5776213,0,0,0,979.12742772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1831.27651915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.01836969
