Dataset,Sample,SBS1,SBS2,SBS3,SBS4,SBS5,SBS6,SBS7a,SBS7b,SBS7c,SBS7d,SBS8,SBS9,SBS10a,SBS10b,SBS11,SBS12,SBS13,SBS14,SBS15,SBS16,SBS17a,SBS17b,SBS18,SBS19,SBS20,SBS21,SBS22,SBS23,SBS24,SBS25,SBS26,SBS27,SBS28,SBS29,SBS30,SBS31,SBS32,SBS33,SBS34,SBS35,SBS36,SBS37,SBS38,SBS39,SBS40,SBS41,SBS42,SBS43,SBS44,SBS45,SBS46,SBS47,SBS48,SBS49,SBS50,SBS51,SBS52,SBS53,SBS54,SBS55,SBS56,SBS57,SBS58,SBS59,SBS60,SBS84,SBS85,SBS86,SBS87,SBS88,SBS89,SBS90,Unknown,Classification
Clonal,0009b464-b376-4fbc-8a56-da538269a02f,0.041297004,0.042132005,0.31516442,0,0.42191583,0,0,0,0,0,0.079143494,0,0,0,0,0,0.047235444,0,0,0,0,0,0.0117165595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041395247,0.9989041
Clonal,003819bc-c415-4e76-887c-931d60ed39e7,0.444966,0,0,0,0.41340572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013183416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11840246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010042369,0.8946672
Clonal,0040b1b6-b07a-4b6e-90ef-133523eaf412,0,0,0,0.0400521,0.7127616,0,0,0,0,0,0,0,0,0,0,0.010407352,0,0,0,0.18524805,0,0,0,0,0,0,0.011642855,0,0,0,0,0,0,0.021417255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018470824,0.97930324
Clonal,00508f2b-36bf-44fc-b66b-97e1f3e40bfa,0.08817947,0,0.029065778,0,0.79332185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035857387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053575516,0.9916192
Clonal,005794f1-5a87-45b5-9811-83ddf6924568,0.023859194,0,0.016133137,0,0.118924096,0,0,0,0,0,0.012699937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79014015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038243473,0.9990031
Clonal,008aef39-0c97-48ce-9dfd-f12d67116c59,0.26860237,0,0,0,0.5756304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017551139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11679723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02141887,0.9988469
Clonal,00b9d0e6-69dc-4345-bffd-ce32880c8eef,0.11235287,0,0,0,0.4436171,0,0,0,0,0,0,0.33254313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010934128,0,0,0.011679642,0,0,0.05689069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03198248,0.98228663
Clonal,00c27940-c623-11e3-bf01-24c6515278c0,0,0,0,0.324874,0.534183,0,0,0,0,0,0,0,0,0,0,0.11609502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024847925,0.9992537
Clonal,01b0848c-ae36-4ade-a3da-d297b003c99f,0.04028237,0.041073475,0,0,0.33798158,0,0,0,0,0,0.41589674,0.049397886,0,0,0,0,0.03701309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014423489,0.016868526,0.017704869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02935797,0.9998011
Clonal,01c8e465-2b4e-4519-bdef-c3ac06b43eeb,0.029288806,0,0,0.07924698,0,0,0,0,0,0,0,0,0,0,0.029862078,0.049013488,0,0,0,0.018022869,0,0,0,0.022886634,0,0,0,0,0,0,0,0,0,0,0,0.045087613,0,0,0.02063673,0,0,0.07491368,0,0,0,0,0,0,0.06040095,0,0,0,0,0,0.026222693,0,0,0,0.02566737,0.010599782,0,0.054413874,0.10590526,0,0,0.01346817,0.13978428,0,0.01807873,0,0.07482917,0.017814556,0.083856344,0.02391187
Clonal,01dc6872-c623-11e3-bf01-24c6515278c0,0,0,0,0.017016936,0.47327504,0,0,0,0,0,0,0,0,0,0,0.45953685,0,0,0,0.0100416085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012305991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027823567,0.99851125
Clonal,01df36af-3617-40fc-9892-f54ce433cf71,0.07766941,0,0,0,0.28665945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6129464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022724748,0.9998814
Clonal,02078f77-2b35-4fa3-ab02-2c017181295e,0.23833583,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050501578,0,0,0,0,0,0,0,0,0.037894096,0,0,0,0,0,0,0,0,0,0,0,0.10384223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03514179,0,0,0,0.027477987,0,0,0.014948952,0,0,0,0.37808535,0,0,0,0.08140201,0,0.013333858,0,0,0,0.019036293,0.11397014
Clonal,0292a46f-a282-4b7f-a7d6-ac55cc7324fb,0.2131924,0,0,0,0.70637244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010831327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026570948,0,0.012390082,0,0,0,0,0,0,0,0.030642748,0.98983115
Clonal,02e5c36f-5bec-45e2-a048-875653b85ca1,0.19588014,0,0,0,0.62542397,0,0,0,0,0,0.015940715,0,0,0,0,0,0,0,0,0,0,0,0.01030551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018556425,0,0,0.01544851,0,0,0.022129249,0.03288708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011620294,0,0,0,0,0,0,0,0,0,0.05180812,0.9283906
Clonal,030695f6-c623-11e3-bf01-24c6515278c0,0,0,0,0.15424533,0.22264093,0,0,0,0,0,0,0,0,0,0,0.23631518,0,0,0,0.034433957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3338759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018488705,0.994241
Clonal,031962d6-fc7d-4c6c-9d47-ffa45997b249,0.30777252,0,0,0,0.6355811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024721313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031925082,0.923263
Clonal,0363fe2c-d765-450e-8b1a-d13a23d9af2a,0.027068565,0,0,0,0,0.028452694,0.053248554,0,0.025529798,0,0,0,0.016195,0,0,0,0,0,0,0.10579998,0.016876435,0,0,0,0,0,0,0,0,0,0.056337543,0,0,0,0,0,0.02601194,0,0,0,0,0.06322716,0,0,0,0,0,0,0.05222521,0,0,0,0,0,0,0.08334794,0,0,0,0,0,0.19312392,0.12956399,0,0,0.015829725,0,0.016228316,0,0,0,0.05218626,0.038746953,0.28618422
Clonal,03ad38a6-0902-4aaa-84a3-91ea88fa9883,0.07717469,0,0.017012283,0,0.7086601,0,0,0,0,0,0,0.049776256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028393034,0,0,0.024933424,0,0,0.026720816,0.018789468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048539877,0.74592495
Clonal,03b5268e-881e-49e7-824f-170c3fc8b11b,0.23930892,0,0,0,0.6852093,0.016948856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025394596,0,0,0,0.019348431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013789892,0.5243214
Clonal,04b570c2-3224-4e9b-81cc-089b4a7ff07a,0.15038788,0,0,0,0.76899743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011181197,0,0,0,0,0,0,0,0,0,0.014610767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054822743,0.84848076
Clonal,05070acd-3ec1-44bb-9c32-26d3a483a72a,0.38202116,0,0,0,0.23755923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03229791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3297479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018373787,0.79135305
Clonal,051cb117-16fd-459e-81e5-002eca2b7eea,0.0749581,0,0,0,0,0.031105384,0,0.015069794,0,0,0,0,0,0,0,0,0,0,0.054463647,0.050201084,0.071254976,0,0,0,0,0,0.030792221,0,0,0,0.052773707,0,0,0,0,0.13057147,0,0,0,0,0,0,0,0.014528755,0,0,0,0,0.09981868,0,0,0,0,0.015042714,0.12321403,0.07628053,0,0,0.06832448,0,0,0.031179624,0.051149573,0,0,0,0,0,0,0,0,0,0.009271264,0.051998697
Clonal,052015bc-8c24-467c-8ff7-9e0dc4ad39fd,0.23580828,0,0,0,0.29516953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44129404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277282,0.9968194
Clonal,05616329-e7ba-4efd-87b1-d79cd0f7af3d,0.037107546,0,0,0,0.58313024,0,0,0,0,0,0,0.25171438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017214334,0,0,0.024907773,0,0,0.037363645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04856205,0.9990146
Clonal,05c487aa-72d8-42e6-aa2b-b9b5ce273f5c,0.027813014,0,0,0,0.8456875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01052737,0,0,0,0,0,0,0,0,0,0,0,0.012019596,0,0,0.05461283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04933971,0.97536534
Clonal,05da3161-1444-4188-914d-19762de3a443,0.07165948,0,0,0,0.64448684,0,0,0,0,0,0,0.16658984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022592643,0,0,0.025921727,0,0,0.024862386,0.011424886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03246212,0.99573
Clonal,06018aae-1107-4899-bd24-14e6b1f94709,0.26968187,0,0,0,0.70021075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030107379,0.9972777
Clonal,0609b182-0396-4755-b463-10f949c5b8bb,0.19351923,0,0,0,0.6293462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031416453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101731546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04398656,0.99969256
Clonal,0624eb1d-3aff-4037-a3c5-fc363a9edd02,0.26142713,0,0,0,0.34075055,0,0,0,0,0,0.027222728,0,0,0,0,0,0,0,0,0,0,0,0.029854376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2885613,0.0125130955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015951568,0,0,0,0,0,0,0,0,0,0.023719251,0.97754025
Clonal,06ecd127-6c24-422d-a7fb-bf5aee1b8b7b,0.017773304,0,0,0.016122498,0.7696051,0,0,0,0,0,0.013636731,0,0,0,0,0.0579351,0,0,0,0,0,0,0,0,0,0,0.029153576,0,0,0,0,0,0,0.02133594,0,0,0,0,0,0.010428627,0,0.015788045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04822105,0.99940217
Clonal,074fd614-5d9c-4bcc-96ad-351aa14387e3,0.022359584,0,0,0,0.45427364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47217956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051187158,0.9255484
Clonal,07835447-5d7e-4828-80fd-89b063989c9a,0.07730279,0,0,0,0.34359023,0.021597367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49142852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014828687,0,0,0,0,0,0,0,0,0,0,0,0.051252365,0.9972254
Clonal,079bcb09-a075-4313-9a3e-dd67734a8c5d,0.19513126,0.016888386,0,0,0.2969054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021023585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4399232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03012824,0.9408427
Clonal,0831e45e-c623-11e3-bf01-24c6515278c0,0,0,0,0.09493994,0.45802706,0,0,0,0,0,0,0,0,0,0,0.39770845,0,0,0,0.0146752605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034649253,0.99203604
Clonal,089be98d-c3c9-4fb4-aef2-7a8578a91d51,0.22487858,0,0,0,0.2576159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044981696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45045534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220685,0.98883957
Clonal,08b5d0e4-4661-460e-a9f7-f2e687414711,0,0,0,0,0.010987526,0,0.8046788,0.15357724,0.012488374,0.016064065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022040606,0.99723166
Clonal,08e1d976-6c39-428e-a4c2-f655b675683e,0.20596515,0,0,0,0.31026754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46590337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01786393,0.9971762
Clonal,08f7812b-0d74-42ba-985b-d0a027e8a80c,0.024328945,0,0.01831036,0,0.24750811,0,0,0,0,0,0,0.6867188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023133755,0.9994367
Clonal,09508a0d-ebe0-4fa1-b7b2-1710814181cd,0.024283484,0,0,0,0.26548243,0,0,0,0,0,0,0,0,0,0,0.03558202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041290354,0,0,0.5981809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035180867,0.98315984
Clonal,0972bfcf-c6c6-48cc-b820-cdfa6279a4f3,0.22301692,0.094151326,0,0,0.41899142,0,0,0,0,0,0,0,0,0,0,0,0.020611681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22405393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019174695,0.9998074
Clonal,097a7d36-905b-72be-e050-11ac0d482c9a,0.014654152,0.5825574,0,0,0.024981052,0,0,0,0,0,0,0,0,0,0,0,0.37385216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003955245,0.9997255
Clonal,09cb8bc5-13ac-44ac-9b7d-6de143373570,0.24987413,0.011722582,0,0,0.28753877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4380702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012794375,0.99191743
Clonal,09e1fe3e-bfd8-4175-ac42-0e1bf0ba5523,0.23853597,0,0,0,0.33154207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042930845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32104784,0.03338728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032555938,0.9993327
Clonal,0a6be23a-d5a0-4e95-ada2-a61b2b5d9485,0.21360536,0,0,0,0.63305026,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013341901,0,0,0,0.011418243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049801234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027266605,0,0,0,0,0,0,0,0,0,0.051516414,0.8549142
Clonal,0a9c9db0-c623-11e3-bf01-24c6515278c0,0.014121192,0,0,0,0.7822955,0,0,0,0,0,0,0,0,0,0,0.022637052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037296236,0.9715921
Clonal,0ab4d782-9a50-48b9-96e4-6ce42b2ea034,0,0,0,0,0,0,0.759492,0.21220116,0.010891106,0.012480672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004935086,0.9996278
Clonal,0b6cd7df-6970-4d60-b7b5-85002a7d8781,0.042435423,0,0,0,0.45092517,0,0,0,0,0,0,0.42645532,0,0,0,0,0,0,0,0,0,0.011141535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014584041,0,0,0.018338213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036120296,0.9917557
Clonal,0ba8f2e2-935a-4123-86aa-6e7f5de85bf4,0.41038153,0,0,0,0.2816056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010918488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2830852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014009118,0.75370795
Clonal,0bafd9ae-64b3-492d-a6fd-12aa8edefcbe,0.22586903,0,0,0,0.7217353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015135887,0,0,0,0,0,0,0,0,0,0.037259817,0.98798674
Clonal,0bfd1043-5142-3662-e050-11ac0c486501,0.2126824,0,0,0,0.6428865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09471143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04971969,0.9988913
Clonal,0bfd1043-70fb-d2dc-e050-11ac0c4860cb,0.1971999,0,0,0,0.27675915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102708815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012400091,0.99765754
Clonal,0bfd1043-7344-fdd0-e050-11ac0c484cab,0.1455368,0,0,0,0.58897877,0,0,0,0,0,0.04445319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13050501,0.023880873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012890824,0,0,0,0,0,0,0,0,0,0.05375451,0.99963486
Clonal,0bfd1043-7346-fdd0-e050-11ac0c484cab,0.055160385,0,0,0,0,0,0,0,0.014277908,0,0.11180941,0,0.031742465,0.045829445,0,0,0,0,0.19933528,0.047296595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022856059,0,0,0,0,0,0,0,0.027696937,0,0,0,0,0,0,0.05497593,0,0.06845902,0,0,0,0,0,0,0,0,0.044583004,0,0,0,0,0.25294456,0,0,0.023033023,1.2341105E-05
Clonal,0bfd1043-7ebf-aaec-e050-11ac0c482f39,0.06864649,0,0,0,0.28487745,0,0,0,0,0,0,0.011241781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017747002,0,0,0.5243827,0.06548514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027619481,0.9980825
Clonal,0bfd1043-7ec1-aaec-e050-11ac0c482f39,0.2840493,0,0,0,0.60973835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015584066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037875593,0.016292479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03646022,0.99322295
Clonal,0bfd1043-7ed6-9ccc-e050-11ac0c481957,0.2409182,0.010163858,0,0,0.61410797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066735655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04310021,0,0,0,0,0,0,0,0,0,0.024974108,0.7647301
Clonal,0bfd1043-816e-e3e4-e050-11ac0c4860c5,0.06293829,0,0.01504085,0,0.75759006,0,0,0,0,0,0.10028763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011304239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05283892,0.99879116
Clonal,0bfd1043-8170-e3e4-e050-11ac0c4860c5,0.1085657,0,0,0,0.2577645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017339801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5679993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048330665,0.99901867
Clonal,0bfd1043-8172-e3e4-e050-11ac0c4860c5,0,0.04530257,0,0.03938248,0,0.10085804,0,0.04557245,0,0,0,0,0.050851833,0,0,0,0,0,0.09213137,0,0,0.017554501,0,0,0,0.060352497,0,0,0,0,0,0,0,0.04747509,0,0.032792658,0,0.020852838,0.055603962,0,0,0,0,0.066899516,0,0,0,0,0,0,0,0,0.011286741,0,0,0.05086022,0,0.034933355,0,0,0,0.07690044,0.05864076,0.04222436,0,0,0,0,0.04042335,0,0,0,0.009100974,0.2877596
Clonal,0bfd1043-8173-e3e4-e050-11ac0c4860c5,0.23685212,0,0,0,0.53765565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13899301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060318142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026181042,0.98574996
Clonal,0bfd1043-8175-e3e4-e050-11ac0c4860c5,0.21268916,0.010110423,0,0,0.30407098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44934988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023779571,0.9330191
Clonal,0bfd1043-8177-e3e4-e050-11ac0c4860c5,0.20969553,0,0,0,0.56681436,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07831106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039226685,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024900446,0,0.01723576,0,0,0,0,0,0,0,0.06381619,0.9934164
Clonal,0bfd1043-817c-e3e4-e050-11ac0c4860c5,0.2562694,0,0,0,0.5702769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018521775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014057239,0,0,0.07841345,0.032292645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030168593,0.9925922
