"","x"
"3856","ADGRL2"
"3857","UOX"
"3858","DNASE2B"
"3859","COL24A1"
"3860","COL24A1"
"3861","LINC01140"
"3862","PKN2-AS1"
"3863","GBP7"
"3864","GBP7"
"3865","GBP5"
"3866","RPAP2"
"3867","EVI5"
"3868","TMED5"
"3869","SLC44A3"
"3870","LINC01760"
"3871","LINC01787"
"3872","DPYD-AS1"
"3873","DPH5"
"3874","COL11A1"
"3875","RNPC3"
"3876","LINC01677"
"3877","NTNG1"
"3878","CHIA"
"3879","KCND3"
"3880","MAGI3"
"3881","MAGI3"
"3882","PHTF1"
"3883","PHTF1"
"3884","SYCP1"
"3885","MAB21L3"
"3886","IGSF3"
"3887","SPAG17"
"3888","SPAG17"
"3889","WARS2-AS1"
"3890","HSD3B2"
"3891","NOTCH2NLC"
"3892","LINC00624"
"3893","NBPF19"
"3894","SPRR2F"
"3895","PRR9"
"3896","NUP210L"
"3897","YY1AP1"
"3898","LOC105371458"
"3899","LOC105371458"
"3900","LOC105371458"
"3901","LOC105371458"
"3902","SPTA1"
"3903","IFI16"
"3904","SLAMF6"
"3905","SLAMF6"
"3906","SDHC"
"3907","NOS1AP"
"3908","UAP1"
"3909","UAP1"
"3910","DDR2"
"3911","DDR2"
"3912","LMX1A"
"3913","ILDR2"
"3914","CD247"
"3915","NME7"
"3916","NME7"
"3917","NME7"
"3918","RABGAP1L"
"3919","RABGAP1L"
"3920","PAPPA2"
"3921","PAPPA2"
"3922","PAPPA2"
"3923","PAPPA2"
"3924","PAPPA2"
"3925","PAPPA2"
"3926","ASTN1"
"3927","ASTN1"
"3928","BRINP2"
"3929","ACBD6"
"3930","ACBD6"
"3931","ACBD6"
"3932","NPL"
"3933","LINC01036"
"3934","BRINP3"
"3935","BRINP3"
"3936","BRINP3"
"3937","BRINP3"
"3938","BRINP3"
"3939","LINC01720"
"3940","KCNT2"
"3941","CFH"
"3942","CFH"
"3943","CRB1"
"3944","PTPRC"
"3945","NR5A2"
"3946","LOC107985246"
"3947","LOC107985246"
"3948","PPP1R12B"
"3949","ZC3H11A"
"3950","NFASC"
"3951","NFASC"
"3952","SYT14"
"3953","HHAT"
"3954","LINC01740"
"3955","USH2A"
"3956","ESRRG"
"3957","ESRRG"
"3958","ESRRG"
"3959","GPATCH2"
"3960","SPATA17"
"3961","LYPLAL1-DT"
"3962","LINC02257"
"3963","CAPN8"
"3964","WDR26"
"3965","DNAH14"
"3966","DNAH14"
"3967","RHOU"
"3968","GALNT2"
"3969","GNPAT"
"3970","ERO1B"
"3971","ERO1B"
"3972","ERO1B"
"3973","MTR"
"3974","MTR"
"3975","RYR2"
"3976","RYR2"
"3977","RYR2"
"3978","RYR2"
"3979","FMN2"
"3980","FMN2"
"3981","FMN2"
"3982","RGS7"
"3983","RGS7"
"3984","KMO"
"3985","WDR64"
"3986","PLD5"
"3987","PLD5"
"3988","PLD5"
"3989","PLD5"
"3990","PLD5"
"3991","OR2T4"
"3992","ZNF672"
"3993","LINC01115"
"3994","MYT1L"
"3995","MYT1L"
"3996","LINC01248"
"3997","LINC00299"
"3998","MBOAT2"
"3999","LINC00276"
"4000","SMC6"
"4001","SMC6"
"4002","SMC6"
"4003","SMC6"
"4004","KCNS3"
"4005","KCNS3"
"4006","LINC00954"
"4007","WDR35"
"4008","EFR3B"
"4009","DNMT3A"
"4010","DNMT3A"
"4011","OTOF"
"4012","TOGARAM2"
"4013","ALK"
"4014","ALK"
"4015","XDH"
"4016","MEMO1"
"4017","DPY30"
"4018","DPY30"
"4019","DPY30"
"4020","LTBP1"
"4021","LINC01317"
"4022","LINC01317"
"4023","PRKD3"
"4024","LINC01913"
"4025","LINC01121"
"4026","NRXN1"
"4027","NRXN1"
"4028","NRXN1"
"4029","NRXN1"
"4030","NRXN1"
"4031","LOC730100"
"4032","LOC730100"
"4033","LOC730100"
"4034","LOC730100"
"4035","LOC730100"
"4036","LOC730100"
"4037","LOC730100"
"4038","LOC730100"
"4039","LOC730100"
"4040","LOC730100"
"4041","MIR217HG"
"4042","EHBP1"
"4043","WDPCP"
"4044","WDPCP"
"4045","LRRTM4"
"4046","LRRTM4"
"4047","LRRTM4"
"4048","LOC101927967"
"4049","LOC101927967"
"4050","LOC101927967"
"4051","LOC101927967"
"4052","LOC101927967"
"4053","LOC101927967"
"4054","CTNNA2"
"4055","CTNNA2"
"4056","CTNNA2"
"4057","RNF103-CHMP3"
"4058","MAL"
"4059","C2orf92"
"4060","C2orf92"
"4061","C2orf92"
"4062","C2orf92"
"4063","REV1"
"4064","AFF3"
"4065","AFF3"
"4066","NPAS2"
"4067","MRPS9"
"4068","TGFBRAP1"
"4069","MIR548AU"
"4070","DPP10"
"4071","DPP10"
"4072","DPP10"
"4073","DPP10"
"4074","DPP10"
"4075","DPP10"
"4076","DPP10"
"4077","DPP10"
"4078","DPP10"
"4079","DPP10"
"4080","TFCP2L1"
"4081","CNTNAP5"
"4082","AMMECR1L"
"4083","LINC02572"
"4084","SMPD4"
"4085","POTEJ"
"4086","ARHGEF4"
"4087","LYPD1"
"4088","NCKAP5"
"4089","NCKAP5"
"4090","NCKAP5"
"4091","MGAT5"
"4092","THSD7B"
"4093","THSD7B"
"4094","THSD7B"
"4095","THSD7B"
"4096","THSD7B"
"4097","THSD7B"
"4098","THSD7B"
"4099","SPOPL"
"4100","SPOPL"
"4101","LRP1B"
"4102","LRP1B"
"4103","LRP1B"
"4104","LRP1B"
"4105","LRP1B"
"4106","LRP1B"
"4107","LRP1B"
"4108","LRP1B"
"4109","LRP1B"
"4110","LRP1B"
"4111","LRP1B"
"4112","LRP1B"
"4113","LRP1B"
"4114","LRP1B"
"4115","KYNU"
"4116","KYNU"
"4117","GTDC1"
"4118","TEX41"
"4119","MBD5"
"4120","MBD5"
"4121","LYPD6B"
"4122","LOC101929319"
"4123","NEB"
"4124","GALNT13"
"4125","ACVR1"
"4126","RBMS1"
"4127","PSMD14"
"4128","SLC4A10"
"4129","IFIH1"
"4130","KCNH7"
"4131","KCNH7"
"4132","FIGN"
"4133","SCN1A"
"4134","SCN9A"
"4135","B3GALT1"
"4136","B3GALT1"
"4137","CERS6"
"4138","GAD1"
"4139","METTL8"
"4140","DYNC1I2"
"4141","ITGA6"
"4142","ITGA6"
"4143","ITGA6"
"4144","ITGA6"
"4145","OLA1"
"4146","PDE11A"
"4147","PDE11A"
"4148","OSBPL6"
"4149","ZNF385B"
"4150","LINC01934"
"4151","LINC01934"
"4152","ITGA4"
"4153","PPP1R1C"
"4154","DNAJC10"
"4155","DNAJC10"
"4156","LINC01473"
"4157","GULP1"
"4158","LINC01821"
"4159","HECW2"
"4160","PLCL1"
"4161","PLCL1"
"4162","LINC01923"
"4163","LINC01923"
"4164","SATB2"
"4165","ICA1L"
"4166","RAPH1"
"4167","PARD3B"
"4168","PARD3B"
"4169","INO80D"
"4170","ADAM23"
"4171","ADAM23"
"4172","MYOSLID-AS1"
"4173","UNC80"
"4174","CPS1"
"4175","CPS1"
"4176","ERBB4"
"4177","ERBB4"
"4178","ERBB4"
"4179","ERBB4"
"4180","ERBB4"
"4181","ERBB4"
"4182","ERBB4"
"4183","SPAG16"
"4184","VWC2L-IT1"
"4185","LINC00607"
"4186","IGFBP5"
"4187","CATIP-AS2"
"4188","CT75"
"4189","CT75"
"4190","SGPP2"
"4191","DOCK10"
"4192","NYAP2"
"4193","PID1"
"4194","C2orf72"
"4195","EIF4E2"
"4196","GIGYF2"
"4197","AGAP1"
"4198","AGAP1"
"4199","LINC01266"
"4200","LINC01266"
"4201","CNTN6"
"4202","CNTN6"
"4203","CNTN6"
"4204","CNTN6"
"4205","CNTN6"
"4206","CNTN6"
"4207","CNTN6"
"4208","CNTN4"
"4209","CNTN4"
"4210","CNTN4"
"4211","CNTN4"
"4212","CNTN4"
"4213","CNTN4"
"4214","IL5RA"
"4215","SUMF1"
"4216","SUMF1"
"4217","GRM7"
"4218","GRM7"
"4219","LOC101927394"
"4220","LOC101927394"
"4221","SLC6A11"
"4222","ATG7"
"4223","SYN2"
"4224","LINC02022"
"4225","TBC1D5"
"4226","TBC1D5"
"4227","LOC339862"
"4228","KCNH8"
"4229","ZNF385D"
"4230","UBE2E2"
"4231","RPL15"
"4232","RPL15"
"4233","RPL15"
"4234","RPL15"
"4235","RPL15"
"4236","RPL15"
"4237","THRB"
"4238","LRRC3B"
"4239","LINC01980"
"4240","ZCWPW2"
"4241","ZCWPW2"
"4242","LOC101928135"
"4243","LOC101928135"
"4244","LOC101928135"
"4245","LOC101928135"
"4246","ARPP21"
"4247","GOLGA4"
"4248","ULK4"
"4249","ACKR2"
"4250","ACKR2"
"4251","TOPAZ1"
"4252","CCDC12"
"4253","CCDC12"
"4254","CCDC12"
"4255","COL7A1"
"4256","RBM6"
"4257","RAD54L2"
"4258","RAD54L2"
"4259","CACNA1D"
"4260","CACNA1D"
"4261","CACNA2D3"
"4262","ERC2"
"4263","ERC2"
"4264","ERC2"
"4265","SLMAP"
"4266","FHIT"
"4267","FHIT"
"4268","PTPRG"
"4269","CADPS"
"4270","SYNPR-AS1"
"4271","PRICKLE2"
"4272","ADAMTS9-AS2"
"4273","MAGI1"
"4274","SUCLG2-AS1"
"4275","TMF1"
"4276","PPP4R2"
"4277","PPP4R2"
"4278","PDZRN3"
"4279","PDZRN3"
"4280","PDZRN3"
"4281","CNTN3"
"4282","CNTN3"
"4283","ROBO2"
"4284","ROBO2"
"4285","ROBO2"
"4286","ROBO2"
"4287","ROBO2"
"4288","ROBO2"
"4289","ROBO1"
"4290","ROBO1"
"4291","ROBO1"
"4292","ROBO1"
"4293","ROBO1"
"4294","ROBO1"
"4295","LINC02027"
"4296","LINC02027"
"4297","LINC02008"
"4298","LINC02008"
"4299","LINC02008"
"4300","LINC02008"
"4301","LINC02025"
"4302","VGLL3"
"4303","HTR1F"
"4304","HTR1F"
"4305","EPHA3"
"4306","EPHA6"
"4307","EPHA6"
"4308","EPHA6"
"4309","ABI3BP"
"4310","ZPLD1"
"4311","ALCAM"
"4312","ALCAM"
"4313","ALCAM"
"4314","LINC00882"
"4315","LINC00882"
"4316","BBX"
"4317","HHLA2"
"4318","MORC1"
"4319","CCDC80"
"4320","CD200R1"
"4321","ZBTB20"
"4322","LSAMP"
"4323","LSAMP"
"4324","LOC105374060"
"4325","LOC105374060"
"4326","LOC105374060"
"4327","LOC105374060"
"4328","LOC105374060"
"4329","LOC105374060"
"4330","IGSF11"
"4331","STXBP5L"
"4332","CASR"
"4333","PARP14"
"4334","SEMA5B"
"4335","MYLK"
"4336","KALRN"
"4337","KBTBD12"
"4338","RHO"
"4339","COL6A5"
"4340","NUDT16"
"4341","CPNE4"
"4342","TMEM108"
"4343","TMEM108"
"4344","TMEM108"
"4345","EPHB1"
"4346","PPP2R3A"
"4347","NCK1-DT"
"4348","DZIP1L"
"4349","ARMC8"
"4350","FAIM"
"4351","LOC100507291"
"4352","LOC100507291"
"4353","CLSTN2"
"4354","CLSTN2"
"4355","ZBTB38"
"4356","ZBTB38"
"4357","ZBTB38"
"4358","ZBTB38"
"4359","SLC9A9"
"4360","ARHGEF26-AS1"
"4361","MME"
"4362","PLCH1"
"4363","PLCH1"
"4364","GMPS"
"4365","RSRC1"
"4366","LINC01192"
"4367","SI"
"4368","SI"
"4369","SI"
"4370","SI"
"4371","LINC01322"
"4372","LINC01322"
"4373","LINC01322"
"4374","LINC01322"
"4375","LINC01322"
"4376","LINC01327"
"4377","SERPINI2"
"4378","SERPINI2"
"4379","SERPINI2"
"4380","SERPINI1"
"4381","GOLIM4"
"4382","EGFEM1P"
"4383","EGFEM1P"
"4384","LINC02082"
"4385","LRRC31"
"4386","LOC100128164"
"4387","PLD1"
"4388","TMEM212-AS1"
"4389","FNDC3B"
"4390","SPATA16"
"4391","NLGN1"
"4392","NLGN1"
"4393","NLGN1"
"4394","NAALADL2-AS3"
"4395","NAALADL2"
"4396","NAALADL2"
"4397","NAALADL2"
"4398","KCNMB2-AS1"
"4399","SOX2-OT"
"4400","YEATS2"
"4401","ABCF3"
"4402","VPS8"
"4403","MAP3K13"
"4404","DGKG"
"4405","KNG1"
"4406","LPP"
"4407","MB21D2"
"4408","DLG1"
"4409","DLG1"
"4410","DLG1"
"4411","LMLN"
"4412","POLN"
"4413","POLN"
"4414","POLN"
"4415","POLN"
"4416","JAKMIP1"
"4417","JAKMIP1"
"4418","PPP2R2C"
"4419","CLNK"
"4420","HS3ST1"
"4421","KCNIP4"
"4422","KCNIP4"
"4423","KCNIP4"
"4424","KCNIP4"
"4425","KCNIP4"
"4426","ADGRA3"
"4427","GBA3"
"4428","PPARGC1A"
"4429","SEPSECS-AS1"
"4430","PCDH7"
"4431","PCDH7"
"4432","PCDH7"
"4433","PCDH7"
"4434","LINC02506"
"4435","LINC02506"
"4436","NWD2"
"4437","TBC1D1"
"4438","LINC01258"
"4439","KLF3"
"4440","KLF3"
"4441","KLF3"
"4442","KLF3"
"4443","KLF3"
"4444","UBE2K"
"4445","PDS5A"
"4446","GRXCR1"
"4447","KCTD8"
"4448","KCTD8"
"4449","GABRG1"
"4450","GABRG1"
"4451","GABRA2"
"4452","CORIN"
"4453","LINC02429"
"4454","LINC02429"
"4455","ADGRL3"
"4456","ADGRL3"
"4457","ADGRL3"
"4458","ADGRL3"
"4459","ADGRL3"
"4460","ADGRL3"
"4461","ADGRL3"
"4462","ADGRL3"
"4463","ADGRL3"
"4464","ADGRL3-AS1"
"4465","ADGRL3-AS1"
"4466","EPHA5"
"4467","EPHA5"
"4468","UGT2B15"
"4469","HTN1"
"4470","ADAMTS3"
"4471","SDAD1-AS1"
"4472","CXCL13"
"4473","CFAP299"
"4474","CFAP299"
"4475","CFAP299"
"4476","PLAC8"
"4477","PLAC8"
"4478","PLAC8"
"4479","PLAC8"
"4480","WDFY3"
"4481","ARHGAP24"
"4482","MAPK10"
"4483","MAPK10"
"4484","AFF1"
"4485","GPRIN3"
"4486","CCSER1"
"4487","CCSER1"
"4488","CCSER1"
"4489","CCSER1"
"4490","CCSER1"
"4491","BMPR1B"
"4492","BMPR1B"
"4493","UNC5C"
"4494","LINC02267"
"4495","LINC02267"
"4496","STPG2"
"4497","TSPAN5"
"4498","EMCN"
"4499","PPP3CA"
"4500","PPP3CA"
"4501","PPP3CA"
"4502","LOC105377621"
"4503","LOC105377621"
"4504","LOC105377621"
"4505","CXXC4-AS1"
"4506","CXXC4-AS1"
"4507","CXXC4-AS1"
"4508","CXXC4-AS1"
"4509","CXXC4-AS1"
"4510","LOC101929577"
"4511","LOC101929577"
"4512","LOC101929577"
"4513","DKK2"
"4514","DKK2"
"4515","CYP2U1-AS1"
"4516","COL25A1"
"4517","COL25A1"
"4518","COL25A1"
"4519","COL25A1"
"4520","COL25A1"
"4521","COL25A1"
"4522","ELOVL6"
"4523","ANK2"
"4524","ANK2"
"4525","NDST4"
"4526","NDST4"
"4527","LINC01378"
"4528","LINC01378"
"4529","LINC01378"
"4530","LINC02264"
"4531","NDST3"
"4532","METTL14-DT"
"4533","ADAD1"
"4534","SPATA5"
"4535","SNHG27"
"4536","LINC02485"
"4537","LINC02511"
"4538","SLC7A11-AS1"
"4539","SCOC-AS1"
"4540","RNF150"
"4541","ZNF330"
"4542","HHIP"
"4543","IQCM"
"4544","SH3D19"
"4545","SH3D19"
"4546","TRIM2"
"4547","DCHS2"
"4548","GUCY1A1"
"4549","GLRB"
"4550","RXFP1"
"4551","RXFP1"
"4552","RAPGEF2"
"4553","RAPGEF2"
"4554","FSTL5"
"4555","FSTL5"
"4556","FSTL5"
"4557","FSTL5"
"4558","FSTL5"
"4559","MARCHF1"
"4560","MARCHF1"
"4561","MARCHF1"
"4562","MARCHF1"
"4563","TMEM192"
"4564","SPOCK3"
"4565","SPOCK3"
"4566","MFAP3L"
"4567","GALNTL6"
"4568","GALNTL6"
"4569","GALNTL6-AS1"
"4570","GALNTL6"
"4571","GALNTL6"
"4572","GALNT7"
"4573","GALNT7"
"4574","ADAM29"
"4575","GPM6A"
"4576","WDR17"
"4577","LINC00290"
"4578","LINC00290"
"4579","LINC00290"
"4580","LINC00290"
"4581","ENPP6"
"4582","ENPP6"
"4583","ENPP6"
"4584","UFSP2"
"4585","SORBS2"
"4586","CYP4V2"
"4587","CYP4V2"
"4588","CYP4V2"
"4589","CYP4V2"
"4590","CYP4V2"
"4591","F11-AS1"
"4592","FAT1"
"4593","LINC02236"
"4594","ADCY2"
"4595","ADCY2"
"4596","ADCY2"
"4597","ADCY2"
"4598","ADCY2"
"4599","ADCY2"
"4600","MIR4458HG"
"4601","SEMA5A"
"4602","CTNND2"
"4603","CTNND2"
"4604","CTNND2"
"4605","LINC01194"
"4606","FBXL7"
"4607","FBXL7"
"4608","CDH18"
"4609","CDH18"
"4610","CDH18"
"4611","CDH18"
"4612","CDH18"
"4613","CDH18-AS1"
"4614","CDH18"
"4615","LINC02241"
"4616","CDH12"
"4617","CDH12"
"4618","CDH12"
"4619","CDH12"
"4620","CDH12"
"4621","CDH12"
"4622","CDH12"
"4623","C5orf17"
"4624","CDH10"
"4625","LINC02228"
"4626","LINC02228"
"4627","LINC02211"
"4628","LINC02211"
"4629","LINC02211"
"4630","LINC02211"
"4631","LINC02211"
"4632","LINC02211"
"4633","LINC02211"
"4634","LINC02109"
"4635","CDH6"
"4636","MTMR12"
"4637","UGT3A1"
"4638","SLC1A3"
"4639","EGFLAM"
"4640","EGFLAM"
"4641","EGFLAM"
"4642","C6"
"4643","C6"
"4644","C6"
"4645","C6"
"4646","TMEM267"
"4647","NNT"
"4648","FGF10"
"4649","FGF10-AS1"
"4650","HCN1"
"4651","EMB"
"4652","LINC02118"
"4653","NDUFAF2"
"4654","LRRC70"
"4655","NLN"
"4656","MAST4"
"4657","LOC101928858"
"4658","LINC02198"
"4659","MCCC2"
"4660","ANKRD31"
"4661","CERT1"
"4662","IQGAP2"
"4663","S100Z"
"4664","AP3B1"
"4665","AP3B1"
"4666","ARSB"
"4667","RASGRF2"
"4668","ZCCHC9"
"4669","EDIL3"
"4670","EDIL3"
"4671","EDIL3"
"4672","TMEM161B-AS1"
"4673","TMEM161B-AS1"
"4674","LINC00461"
"4675","LINC00461"
"4676","ADGRV1"
"4677","ADGRV1"
"4678","ADGRV1"
"4679","ADGRV1"
"4680","ADGRV1"
"4681","ADGRV1"
"4682","ADGRV1"
"4683","NR2F1-AS1"
"4684","TTC37"
"4685","TTC37"
"4686","TTC37"
"4687","LOC101929710"
"4688","LINC01846"
"4689","LINC00491"
"4690","FBXL17"
"4691","FER"
"4692","PJA2"
"4693","TMEM232"
"4694","CAMK4"
"4695","CAMK4"
"4696","CAMK4"
"4697","EPB41L4A"
"4698","KCNN2"
"4699","LOC101927078"
"4700","CCDC112"
"4701","LOC102467217"
"4702","SEMA6A-AS2"
"4703","LINC02147"
"4704","LOC105379143"
"4705","LINC02201"
"4706","LINC02201"
"4707","LINC01170"
"4708","LINC01170"
"4709","LINC01170"
"4710","LOC101927421"
"4711","LMNB1-DT"
"4712","MEGF10"
"4713","ADAMTS19"
"4714","MIR3936HG"
"4715","MIR3936HG"
"4716","SEC24A"
"4717","C5orf66"
"4718","SLC25A48"
"4719","TRPC7-AS2"
"4720","SPOCK1"
"4721","KLHL3"
"4722","KIF20A"
"4723","FAM53C"
"4724","FAM53C"
"4725","FAM53C"
"4726","FAM53C"
"4727","FAM53C"
"4728","FAM53C"
"4729","ARHGAP26"
"4730","PPP2R2B"
"4731","PPP2R2B"
"4732","STK32A"
"4733","RPS14"
"4734","GLRA1"
"4735","GRIA1"
"4736","SGCD"
"4737","SGCD"
"4738","SGCD"
"4739","TIMD4"
"4740","CYFIP2"
"4741","GABRB2"
"4742","GABRB2"
"4743","LOC102546299"
"4744","LOC102546299"
"4745","LOC102546299"
"4746","LOC102546299"
"4747","TENM2"
"4748","TENM2"
"4749","TENM2"
"4750","TENM2"
"4751","SLIT3"
"4752","SLIT3"
"4753","DOCK2"
"4754","CPEB4"
"4755","HRH2"
"4756","LOC643201"
"4757","UIMC1"
"4758","COL23A1"
"4759","GFPT2"
"4760","LINC01622"
"4761","GMDS"
"4762","GMDS"
"4763","GMDS"
"4764","GMDS"
"4765","C6orf201"
"4766","LY86-AS1"
"4767","LY86-AS1"
"4768","BMP6"
"4769","EEF1E1-BLOC1S5"
"4770","LOC100506207"
"4771","LOC101928519"
"4772","CDKAL1"
"4773","LINC00240"
"4774","PRSS16"
"4775","ZNRD1ASP"
"4776","ZNRD1ASP"
"4777","TCP11"
"4778","PPIL1"
"4779","DNAH8-AS1"
"4780","DNAH8"
"4781","KIF6"
"4782","TDRG1"
"4783","TRERF1"
"4784","LOC101926898"
"4785","LOC101926898"
"4786","LOC101926898"
"4787","LOC101926898"
"4788","PTCHD4"
"4789","MMUT"
"4790","GLYATL3"
"4791","GLYATL3"
"4792","GLYATL3"
"4793","CRISP1"
"4794","CRISP1"
"4795","HCRTR2"
"4796","KHDRBS2"
"4797","KHDRBS2"
"4798","PTP4A1"
"4799","EYS"
"4800","EYS"
"4801","EYS"
"4802","EYS"
"4803","EYS"
"4804","EYS"
"4805","ADGRB3"
"4806","LMBRD1"
"4807","COL19A1"
"4808","FAM135A"
"4809","SMAP1"
"4810","RIMS1"
"4811","KCNQ5"
"4812","KCNQ5"
"4813","KCNQ5"
"4814","LOC101928516"
"4815","FILIP1"
"4816","IMPG1"
"4817","MEI4"
"4818","MEI4"
"4819","TTK"
"4820","BCKDHB"
"4821","BCKDHB"
"4822","BCKDHB"
"4823","BCKDHB"
"4824","LINC02542"
"4825","UBE3D"
"4826","ME1"
"4827","SNAP91"
"4828","LOC101928911"
"4829","RNGTT"
"4830","MAP3K7"
"4831","CASC6"
"4832","EPHA7"
"4833","EPHA7"
"4834","GRIK2"
"4835","GRIK2"
"4836","GRIK2"
"4837","GRIK2"
"4838","GRIK2"
"4839","GRIK2"
"4840","HACE1"
"4841","LIN28B"
"4842","PREP"
"4843","PREP"
"4844","PREP"
"4845","SOBP"
"4846","METTL24"
"4847","SLC16A10"
"4848","LINC02541"
"4849","FRK"
"4850","FRK"
"4851","ZUP1"
"4852","SLC35F1"
"4853","SLC35F1"
"4854","LOC105377975"
"4855","TBC1D32"
"4856","TBC1D32"
"4857","TRDN-AS1"
"4858","TRDN"
"4859","NKAIN2"
"4860","NKAIN2"
"4861","NKAIN2"
"4862","NKAIN2"
"4863","NKAIN2"
"4864","RNF217-AS1"
"4865","LAMA2"
"4866","LAMA2"
"4867","LAMA2"
"4868","L3MBTL3"
"4869","EYA4"
"4870","PDE7B"
"4871","PDE7B"
"4872","MAP7"
"4873","PEX7"
"4874","IL20RA"
"4875","PERP"
"4876","FILNC1"
"4877","LOC100507477"
"4878","AIG1"
"4879","PHACTR2"
"4880","SF3B5"
"4881","UTRN"
"4882","STXBP5"
"4883","SASH1"
"4884","ZC3H12D"
"4885","ARMT1"
"4886","ESR1"
"4887","ESR1"
"4888","RGS17"
"4889","RGS17"
"4890","SCAF8"
"4891","SCAF8"
"4892","SCAF8"
"4893","TIAM2"
"4894","TIAM2"
"4895","TIAM2"
"4896","ZDHHC14"
"4897","ZDHHC14"
"4898","IGF2R"
"4899","IGF2R"
"4900","IGF2R"
"4901","IGF2R"
"4902","IGF2R"
"4903","PRKN"
"4904","PACRG"
"4905","PACRG"
"4906","PACRG"
"4907","PACRG"
"4908","PACRG"
"4909","PACRG"
"4910","QKI"
"4911","ADAP1"
"4912","ADAP1"
"4913","MAD1L1"
"4914","MAD1L1"
"4915","SDK1"
"4916","SDK1"
"4917","RPA3"
"4918","GLCCI1"
"4919","NXPH1"
"4920","NXPH1"
"4921","NXPH1"
"4922","THSD7A"
"4923","SCIN"
"4924","SCIN"
"4925","DGKB"
"4926","DGKB"
"4927","DGKB"
"4928","LOC101927668"
"4929","MACC1"
"4930","MACC1"
"4931","DNAH11"
"4932","STK31"
"4933","LOC441204"
"4934","ITPRID1"
"4935","PPP1R17"
"4936","PDE1C"
"4937","BBS9"
"4938","AOAH"
"4939","SUGCT"
"4940","INHBA-AS1"
"4941","LINC01448"
"4942","HECW1"
"4943","URGCP"
"4944","GCK"
"4945","ABCA13"
"4946","VWC2"
"4947","VWC2"
"4948","LINC01446"
"4949","VOPP1"
"4950","LOC100240728"
"4951","ZNF735"
"4952","ZNF735"
"4953","CCT6P3"
"4954","GALNT17"
"4955","GALNT17"
"4956","GALNT17"
"4957","GALNT17"
"4958","GALNT17"
"4959","GALNT17"
"4960","GALNT17"
"4961","CALN1"
"4962","TYW1B"
"4963","HIP1"
"4964","CCDC146"
"4965","MAGI2"
"4966","MAGI2"
"4967","MAGI2"
"4968","MAGI2"
"4969","MAGI2"
"4970","HGF"
"4971","HGF"
"4972","PCLO"
"4973","PCLO"
"4974","PCLO"
"4975","SEMA3E"
"4976","SEMA3E"
"4977","RUNDC3B"
"4978","RUNDC3B"
"4979","ADAM22"
"4980","ZNF804B"
"4981","CDK14"
"4982","VPS50"
"4983","VPS50"
"4984","VPS50"
"4985","VPS50"
"4986","PPP1R9A"
"4987","PPP1R9A"
"4988","ASB4"
"4989","DYNC1I1"
"4990","DYNC1I1"
"4991","ZSCAN21"
"4992","LOC101927870"
"4993","RELN"
"4994","RELN"
"4995","LHFPL3"
"4996","LHFPL3"
"4997","LHFPL3"
"4998","COG5"
"4999","IMMP2L"
"5000","DOCK4"
"5001","LINC02476"
"5002","LINC02476"
"5003","LINC02476"
"5004","LINC02476"
"5005","KCND2"
"5006","KCND2"
"5007","CPED1"
"5008","NDUFA5"
"5009","NDUFA5"
"5010","GRM8"
"5011","GRM8"
"5012","GRM8"
"5013","GRM8"
"5014","GRM8"
"5015","GRM8"
"5016","GRM8"
"5017","GRM8"
"5018","TNPO3"
"5019","TNPO3"
"5020","TNPO3"
"5021","CPA4"
"5022","EXOC4"
"5023","EXOC4"
"5024","EXOC4"
"5025","PTN"
"5026","SVOPL"
"5027","BRAF"
"5028","TMEM178B"
"5029","TPK1"
"5030","CNTNAP2"
"5031","CNTNAP2"
"5032","CNTNAP2"
"5033","CNTNAP2"
"5034","CNTNAP2"
"5035","CNTNAP2"
"5036","CNTNAP2"
"5037","CNTNAP2"
"5038","CNTNAP2"
"5039","PDIA4"
"5040","ZNF777"
"5041","ACTR3C"
"5042","GIMAP7"
"5043","RHEB"
"5044","DPP6"
"5045","DPP6"
"5046","DPP6"
"5047","DPP6"
"5048","DPP6"
"5049","DPP6"
"5050","DPP6"
"5051","CNPY1"
"5052","CNPY1"
"5053","CNPY1"
"5054","CNPY1"
"5055","LMBR1"
"5056","LOC101927815"
"5057","LOC105377785"
"5058","CSMD1"
"5059","CSMD1"
"5060","CSMD1"
"5061","CSMD1"
"5062","CSMD1"
"5063","AGPAT5"
"5064","TDH"
"5065","TRMT9B"
"5066","TRMT9B"
"5067","DLC1"
"5068","SGCZ"
"5069","SGCZ"
"5070","SGCZ"
"5071","SGCZ"
"5072","SGCZ"
"5073","SGCZ"
"5074","SGCZ"
"5075","CNOT7"
"5076","CSGALNACT1"
"5077","PIWIL2"
"5078","TNFRSF10B"
"5079","TNFRSF10B"
"5080","LOC101929294"
"5081","NEFL"
"5082","SCARA5"
"5083","SCARA5"
"5084","EXTL3"
"5085","HMBOX1"
"5086","NRG1"
"5087","NRG1"
"5088","LINC01288"
"5089","UNC5D"
"5090","UNC5D"
"5091","UNC5D"
"5092","LINC01605"
"5093","ADAM18"
"5094","GPAT4"
"5095","HOOK3"
"5096","SPIDR"
"5097","SNTG1"
"5098","XKR4"
"5099","FAM110B"
"5100","TOX"
"5101","NKAIN3"
"5102","NKAIN3"
"5103","NKAIN3"
"5104","NKAIN3"
"5105","LINC01414"
"5106","LINC01414"
"5107","LINC01414"
"5108","LINC01414"
"5109","LINC01414"
