"","x"
"1347","MYO16"
"1348","DHRS4L2"
"1349","TTC6"
"1350","LINC01500"
"1351","PRKCH"
"1352","PRKCH"
"1353","KCNK13"
"1354","SETD3"
"1355","FAM189A1"
"1356","ZNF106"
"1357","FAM214A"
"1358","IGDCC4"
"1359","NTRK3"
"1360","RBFOX1"
"1361","CPPED1"
"1362","CDH8"
"1363","CDYL2"
"1364","MYHAS"
"1365","B9D1"
"1366","CACNG4"
"1367","LINC00673"
"1368","MYOM1"
"1369","L3MBTL4"
"1370","LAMA1"
"1371","LAMA1"
"1372","PIEZO2"
"1373","CCDC178"
"1374","GALNT1"
"1375","HDHD2"
"1376","CCBE1"
"1377","ZNF121"
"1378","CLEC17A"
"1379","MAST3"
"1380","PAK5"
"1381","MACROD2"
"1382","MACROD2"
"1383","MACROD2"
"1384","CNBD2"
"1385","CDH22"
"1386","ATP9A"
"1387","TSHZ2"
"1388","MRAP"
"1389","TTC28"
"1390","TNRC6B"
"1391","EP300"
"1392","SLC2A5"
"1393","ACTL8"
"1394","PLA2G2C"
"1395","PUM1"
"1396","YARS1"
"1397","ZMYM6"
"1398","MED8"
"1399","SPATA6"
"1400","CC2D1B"
"1401","MROH7-TTC4"
"1402","LEXM"
"1403","DAB1"
"1404","UBE2U"
"1405","GNG12-AS1"
"1406","LRRC40"
"1407","ADGRL2"
"1408","MCOLN2"
"1409","DNAI3"
"1410","BCAR3"
"1411","MIR548N"
"1412","LINC01677"
"1413","SLC22A15"
"1414","RCSD1"
"1415","RABGAP1L"
"1416","KCNT2"
"1417","CFHR4"
"1418","PIK3C2B"
"1419","SLC45A3"
"1420","C4BPA"
"1421","PLXNA2"
"1422","KCNH1"
"1423","PACC1"
"1424","DISP1"
"1425","TTC13"
"1426","TSNAX-DISC1"
"1427","NBAS"
"1428","LDAH"
"1429","ASXL2"
"1430","LINC01317"
"1431","VIT"
"1432","HEATR5B"
"1433","SLC8A1"
"1434","MSH2"
"1435","KCNK12"
"1436","PPP1R21"
"1437","LOC730100"
"1438","RTN4"
"1439","WDPCP"
"1440","LINC01805"
"1441","PPP3R1"
"1442","EXOC6B"
"1443","LRRTM4"
"1444","LRRTM4"
"1445","CTNNA2"
"1446","CNTNAP5"
"1447","MGAT5"
"1448","MCM6"
"1449","THSD7B"
"1450","LRP1B"
"1451","PKP4-AS1"
"1452","PKP4-AS1"
"1453","ITGB6"
"1454","B3GALT1"
"1455","STK39"
"1456","CYBRD1"
"1457","MYO1B"
"1458","HECW2"
"1459","LINC01877"
"1460","TRAK2"
"1461","ADAM23"
"1462","SPAG16"
"1463","MOGAT1"
"1464","SLC19A3"
"1465","COPS7B"
"1466","USP40"
"1467","COL6A3"
"1468","CNTN4"
"1469","LMCD1-AS1"
"1470","LOC339862"
"1471","KCNH8"
"1472","THRB-AS2"
"1473","RBMS3"
"1474","ACVR2B"
"1475","ANO10"
"1476","RBM6"
"1477","RBM5"
"1478","DOCK3"
"1479","FHIT"
"1480","MAGI1"
"1481","LINC00971"
"1482","CADM2"
"1483","EPHA3"
"1484","CD96"
"1485","CFAP44"
"1486","ZBTB20"
"1487","LSAMP"
"1488","LSAMP"
"1489","STXBP5L"
"1490","UROC1"
"1491","BFSP2-AS1"
"1492","ATP1B3"
"1493","MBNL1"
"1494","FXR1"
"1495","SOX2-OT"
"1496","VPS8"
"1497","FGF12"
"1498","WDFY3"
"1499","AFF1-AS1"
"1500","DMP1"
"1501","STPG2-AS1"
"1502","SLC39A8"
"1503","LINC01378"
"1504","FSTL5"
"1505","LINC02268"
"1506","GLRA3"
"1507","STOX2"
"1508","SEMA5A"
"1509","CDH12"
"1510","CDH12"
"1511","CDH12"
"1512","C5orf17"
"1513","FYB1"
"1514","LINC02118"
"1515","ITGA1"
"1516","RAB3C"
"1517","RAB3C"
"1518","NLN"
"1519","LINC01331"
"1520","ANKDD1B"
"1521","ZFYVE16"
"1522","MSH3"
"1523","XRCC4"
"1524","LOC101929710"
"1525","FBXL17"
"1526","KCNN2"
"1527","DTWD2"
"1528","FBN2"
"1529","CHSY3"
"1530","SIL1"
"1531","SGCD"
"1532","FABP6"
"1533","ATP10B"
"1534","GABRB2"
"1535","TENM2"
"1536","COL23A1"
"1537","RASGEF1C"
"1538","LY86-AS1"
"1539","ATXN1"
"1540","FAM83B"
"1541","EYS"
"1542","EYS"
"1543","ADGRB3"
"1544","MDN1"
"1545","OSTM1"
"1546","ROS1"
"1547","DCBLD1"
"1548","NUS1"
"1549","SLC35F1"
"1550","MCM9"
"1551","NKAIN2"
"1552","THEMIS"
"1553","TAAR8"
"1554","TARID"
"1555","LOC102723831"
"1556","SYNE1"
"1557","DACT2"
"1558","LINC01624"
"1559","LOC101927668"
"1560","ABCB5"
"1561","SKAP2"
"1562","PLEKHA8"
"1563","NPSR1-AS1"
"1564","NPSR1-AS1"
"1565","NPSR1-AS1"
"1566","ELMO1"
"1567","VPS41"
"1568","TNS3"
"1569","GALNT17"
"1570","CALN1"
"1571","MAGI2"
"1572","PCLO"
"1573","SEMA3E"
"1574","PEX1"
"1575","CALCR"
"1576","CASD1"
"1577","KPNA7"
"1578","SRPK2"
"1579","SLC26A3"
"1580","NRCAM"
"1581","IMMP2L"
"1582","KCND2"
"1583","UBE2H"
"1584","PLXNA4"
"1585","SVOPL"
"1586","TMEM178B"
"1587","MGAM2"
"1588","CNTNAP2"
"1589","CNTNAP2"
"1590","LMBR1"
"1591","PTPRN2"
"1592","CSMD1"
"1593","CSMD1"
"1594","MFHAS1"
"1595","SGCZ"
"1596","SGCZ"
"1597","TUSC3"
"1598","PSD3"
"1599","PSD3"
"1600","EPHX2"
"1601","INTS9"
"1602","LSM1"
"1603","GINS4"
"1604","SMIM19"
"1605","NKAIN3"
"1606","CPA6"
"1607","C8orf34"
"1608","XKR9"
"1609","LINC00535"
"1610","C8orf37-AS1"
"1611","CPQ"
"1612","VPS13B"
"1613","GRHL2"
"1614","COL14A1"
"1615","LINC01591"
"1616","LINC02055"
"1617","MIR31HG"
"1618","LINGO2"
"1619","LINC01501"
"1620","ROR2"
"1621","LOC441455"
"1622","TRMO"
"1623","GABBR2"
"1624","LINC01492"
"1625","LPAR1"
"1626","DENND1A"
"1627","HMCN2"
"1628","CACNA1B"
"1629","ADARB2"
"1630","MANCR"
"1631","PLXDC2"
"1632","NEBL"
"1633","MKX"
"1634","SVIL"
"1635","CCNY"
"1636","FRMPD2"
"1637","PRKG1"
"1638","PHYHIPL"
"1639","ANK3"
"1640","JMJD1C"
"1641","CTNNA3"
"1642","COL13A1"
"1643","ZMIZ1-AS1"
"1644","TMEM254-AS1"
"1645","NRG3"
"1646","NRG3"
"1647","PTEN"
"1648","MYOF"
"1649","PLCE1"
"1650","GBF1"
"1651","SORCS3"
"1652","SORCS3"
"1653","MGMT"
"1654","SBF2"
"1655","SBF2"
"1656","BTBD10"
"1657","SPON1"
"1658","LRRC4C"
"1659","LRRC4C"
"1660","LRRC4C"
"1661","LINC02745"
"1662","PHF21A"
"1663","SEPTIN7P11"
"1664","FGF4"
"1665","SHANK2"
"1666","INTS4"
"1667","DLG2"
"1668","CNTN5"
"1669","AASDHPPT"
"1670","USP2-AS1"
"1671","TMEM225"
"1672","FEZ1"
"1673","NTM"
"1674","OPCML"
"1675","ADIPOR2"
"1676","KLRD1"
"1677","GRIN2B"
"1678","BCAT1"
"1679","LOC645177"
"1680","LRRK2"
"1681","TMEM117"
"1682","LOC100288798"
"1683","LOC101927267"
"1684","TFCP2"
"1685","DPY19L2"
"1686","C12orf56"
"1687","SLC35E3"
"1688","LGR5"
"1689","ACSS3"
"1690","SLC6A15"
"1691","CEP290"
"1692","STAB2"
"1693","TTC41P"
"1694","CUX2"
"1695","TESC"
"1696","LOC100996671"
"1697","TMEM132D"
"1698","STX2"
"1699","MTUS2"
"1700","BRCA2"
"1701","STARD13"
"1702","LHFPL6"
"1703","ENOX1"
"1704","RUBCNL"
"1705","LRCH1"
"1706","CAB39L"
"1707","LINC00448"
"1708","LINC00355"
"1709","LMO7"
"1710","GPC6"
"1711","GPC6"
"1712","HS6ST3"
"1713","LOC101927437"
"1714","FAM155A"
"1715","LOC101927045"
"1716","SLC25A21"
"1717","LINC00871"
"1718","FRMD6"
"1719","PELI2"
"1720","GPHN"
"1721","RAD51B"
"1722","RGS6"
"1723","DLST"
"1724","KCNK13"
"1725","DGLUCY"
"1726","CCDC88C"
"1727","EML1"
"1728","LOC283710"
"1729","FMN1"
"1730","RFX7"
"1731","TLN2"
"1732","SCAPER"
"1733","ANKRD34C-AS1"
"1734","NTRK3"
"1735","CHSY1"
"1736","RBFOX1"
"1737","RBFOX1"
"1738","ABCC1"
"1739","IQCK"
"1740","MOSMO"
"1741","CACNG3"
"1742","ANKRD26P1"
"1743","NUP93"
"1744","NLRC5"
"1745","CDH13"
"1746","MBTPS1"
"1747","VPS53"
"1748","PAFAH1B1"
"1749","ITGAE"
"1750","ASIC2"
"1751","KRT23"
"1752","EFCAB13"
"1753","PPP1R9B"
"1754","ANKRD40"
"1755","ANKFN1"
"1756","MED13"
"1757","TANC2"
"1758","LINC01483"
"1759","TRAPPC8"
"1760","FHOD3"
"1761","FHOD3"
"1762","MIR924HG"
"1763","ZBTB7C"
"1764","MYO5B"
"1765","CCDC68"
"1766","BTBD2"
"1767","PLVAP"
"1768","PLVAP"
"1769","ZNF90"
"1770","ZNF99"
"1771","LOC284395"
"1772","PCAT19"
"1773","PCAT19"
"1774","ZNF112"
"1775","CEACAM18"
"1776","LRRN4"
"1777","MACROD2"
"1778","SLC24A3-AS1"
"1779","LINC01432"
"1780","CNBD2"
"1781","PHACTR3"
"1782","LOC110091776"
"1783","LIPI"
"1784","CYYR1-AS1"
"1785","ABCG1"
"1786","KREMEN1"
"1787","ENTHD1"
"1788","XRCC6"
"1789","SHISAL1"
"1790","ICMT"
"1791","ECE1"
"1792","KHDRBS1"
"1793","KPNA6"
"1794","CSMD2"
"1795","GRIK3"
"1796","RLF"
"1797","ZNF684"
"1798","CDC20"
"1799","AGBL4"
"1800","C1orf185"
"1801","C1orf185"
"1802","PATJ"
"1803","PDE4B"
"1804","PRKACB"
"1805","EVI5"
"1806","FNBP1L"
"1807","SLC44A3-AS1"
"1808","PLPPR5"
"1809","NTNG1"
"1810","VAV3"
"1811","SPAG17"
"1812","NBPF19"
"1813","ASH1L"
"1814","LINC01133"
"1815","ADCY10"
"1816","SCYL3"
"1817","KIFAP3"
"1818","TNN"
"1819","TNN"
"1820","MR1"
"1821","USH2A"
"1822","MTARC2"
"1823","SDCCAG8"
"1824","OR2L13"
"1825","SNTG2"
"1826","MYT1L"
"1827","GRHL1"
"1828","ROCK2"
"1829","GREB1"
"1830","VSNL1"
"1831","MEMO1"
"1832","LINC01317"
"1833","RTN4"
"1834","LINC01122"
"1835","MIR4432HG"
"1836","ADD2"
"1837","LRRTM4"
"1838","LOC101927967"
"1839","CTNNA2"
"1840","GYPC"
"1841","LOC440910"
"1842","LYPD1"
"1843","THSD7B"
"1844","GTDC1"
"1845","FMNL2"
"1846","GPD2"
"1847","GALNT5"
"1848","PLA2R1"
"1849","PLA2R1"
"1850","SLC4A10"
"1851","KCNH7-AS1"
"1852","PDE1A"
"1853","MYO1B"
"1854","HECW2"
"1855","RFTN2"
"1856","FTCDNL1"
"1857","FTCDNL1"
"1858","PARD3B"
"1859","LOC101927960"
"1860","ASB18"
"1861","NDUFA10"
"1862","COPS9"
"1863","TBC1D5"
"1864","KIF15"
"1865","DOCK3"
"1866","MAGI1"
"1867","PDZRN3"
"1868","CNTN3"
"1869","ROBO2"
"1870","CFAP91"
"1871","IQCB1"
"1872","CD86"
"1873","KALRN"
"1874","NEK11"
"1875","DNAJC13"
"1876","ATR"
"1877","CLRN1-AS1"
"1878","KCNAB1-AS2"
"1879","KPNA4"
"1880","SERPINI2"
"1881","LINC01208"
"1882","TBL1XR1"
"1883","ABCC5"
"1884","PSMD2"
"1885","TRA2B"
"1886","DGKG"
"1887","IL1RAP"
"1888","CLNK"
"1889","C1QTNF7-AS1"
"1890","ADGRA3"
"1891","PDS5A"
"1892","ATP8A1"
"1893","GABRA2"
"1894","ADGRL3"
"1895","TECRL"
"1896","MUC7"
"1897","USO1"
"1898","CCSER1"
"1899","GRID2"
"1900","GRID2"
"1901","STPG2"
"1902","SCLT1"
"1903","SETD7"
"1904","DCLK2"
"1905","GLRB"
"1906","GRIA2"
"1907","TLL1"
"1908","SPOCK3"
"1909","LINC02275"
"1910","GALNTL6"
"1911","STOX2"
"1912","IRF2"
"1913","LOC442132"
"1914","SEMA5A"
"1915","CTNND2"
"1916","CDH9"
"1917","WDR70"
"1918","OSMR-AS1"
"1919","HCN1"
"1920","DDX4"
"1921","LINC01948"
"1922","LINC01331"
"1923","FAM169A"
"1924","SSBP2"
"1925","HAPLN1"
"1926","FER"
"1927","LINC01957"
"1928","DIAPH1"
"1929","ARHGAP26"
"1930","ARHGAP26"
"1931","RANBP17"
"1932","LINC01484"
"1933","NSD1"
"1934","GMDS"
"1935","GMDS"
"1936","LYRM4-AS1"
"1937","DTNBP1"
"1938","GPLD1"
"1939","DNAH8-AS1"
"1940","USP49"
"1941","LOC101927020"
"1942","DST"
"1943","DST"
"1944","DST"
"1945","PRIM2"
"1946","ME1"
"1947","C6orf163"
"1948","C6orf163"
"1949","UBE2J1"
"1950","NT5DC1"
"1951","ECHDC1"
"1952","TMEM200A"
"1953","TMEM200A"
"1954","TMEM200A"
"1955","TMEM200A"
"1956","TMEM200A"
"1957","TMEM200A"
"1958","TMEM200A"
"1959","TMEM200A"
"1960","TMEM200A"
"1961","CCDC28A-AS1"
"1962","SAMD5"
"1963","FBXO5"
"1964","MAD1L1"
"1965","HDAC9"
"1966","NT5C3A"
"1967","EEPD1"
"1968","ELMO1"
"1969","POU6F2"
"1970","HECW1"
"1971","SPATA48"
"1972","CALN1"
"1973","ADAM22"
"1974","STEAP2-AS1"
"1975","PPP1R9A"
"1976","COG5"
"1977","IMMP2L"
"1978","DOCK4"
"1979","BMT2"
"1980","BMT2"
"1981","CTTNBP2"
"1982","GRM8"
"1983","GRM8-AS1"
"1984","PODXL"
"1985","CREB3L2"
"1986","EPHA1-AS1"
"1987","PRAG1"
"1988","SGCZ"
"1989","LOC102467222"
"1990","SNTG1"
"1991","LYN"
"1992","KCNB2"
"1993","C8orf37-AS1"
"1994","FZD6"
"1995","RIMS2"
"1996","ANGPT1"
"1997","CSMD3"
"1998","SAMD12"
"1999","CCDC26"
"2000","CYRIB"
"2001","COL22A1"
"2002","GLIS3"
"2003","PTPRD"
"2004","PTPRD"
"2005","LURAP1L-AS1"
"2006","SLC24A2"
"2007","MLLT3"
"2008","UBAP2"
"2009","GNE"
"2010","IGFBPL1"
"2011","TRPM3"
"2012","PALM2AKAP2"
"2013","PALM2AKAP2"
"2014","COL27A1"
"2015","BRINP1"
"2016","BRINP1"
"2017","DENND1A"
"2018","GAPVD1"
"2019","PBX3"
"2020","TAF3"
"2021","CACNB2"
"2022","MLLT10"
"2023","GPR158"
"2024","LOC105378305"
"2025","CTNNA3"
"2026","CTNNA3"
"2027","HERC4"
"2028","DNAJC9-AS1"
"2029","LRMDA"
"2030","PDE6C"
"2031","SLIT1"
"2032","PRLHR"
"2033","ACADSB"
"2034","DOCK1"
"2035","DENND5A"
"2036","NAV2"
"2037","NAV2"
"2038","MRPL21"
"2039","UVRAG"
"2040","MIR4300HG"
"2041","RAB30"
"2042","DLG2"
"2043","SYTL2"
"2044","CNTN5"
"2045","ARHGAP20"
"2046","ZBTB16"
"2047","GRAMD1B"
"2048","MSANTD2"
"2049","OPCML"
"2050","OPCML"
"2051","KDM5A"
"2052","CRACR2A"
"2053","ATN1"
"2054","KLRF1"
"2055","LRP6"
"2056","GUCY2C"
"2057","RERG"
"2058","SLCO1B3-SLCO1B7"
"2059","CAPRIN2"
"2060","CPNE8"
"2061","CNTN1"
"2062","LRIG3"
"2063","PTPRB"
"2064","TSPAN8"
"2065","NAV3"
"2066","SYT1"
"2067","ACSS3"
"2068","LINC02426"
"2069","CCDC38"
"2070","ANKS1B"
"2071","PARPBP"
"2072","C12orf42"
"2073","RIC8B"
"2074","MED13L"
"2075","UBC"
"2076","CRYL1"
"2077","TNFRSF19"
"2078","SPATA13"
"2079","POLR1D"
"2080","FLT1"
"2081","LINC00598"
"2082","DIAPH3"
"2083","DIS3"
"2084","DOCK9"
"2085","DAOA-AS1"
"2086","PRKD1"
"2087","PRORP"
"2088","PRORP"
"2089","MDGA2"
"2090","CCDC175"
"2091","PCNX1"
"2092","LGMN"
"2093","PPP4R4"
"2094","LINC01584"
"2095","SV2B"
"2096","SLCO3A1"
"2097","PPL"
"2098","PPL"
"2099","SNX29"
"2100","ABCC6"
"2101","PRKCB"
"2102","ITFG1"
"2103","CMTM4"
"2104","CMIP"
"2105","LOC101928417"
"2106","LINC02135"
"2107","DNAH2"
"2108","DNAH9"
"2109","FAM222B"
"2110","TAOK1"
"2111","ADAP2"
"2112","ASIC2"
"2113","KRT23"
"2114","NMT1"
"2115","HLF"
"2116","ANKFN1"
"2117","USP32"
"2118","PRKCA"
"2119","HELZ"
"2120","CASC17"
"2121","HEXD"
"2122","SMCHD1"
"2123","LDLRAD4"
"2124","LAMA3"
"2125","DSC2"
"2126","B4GALT6"
"2127","NOL4"
"2128","KIAA1328"
"2129","CELF4"
"2130","LINC01902"
"2131","PSTPIP2"
"2132","PSTPIP2"
"2133","TCF4"
"2134","WDR7"
"2135","LOC100505549"
"2136","BCL2"
"2137","CCDC102B"
"2138","ZNF407"
"2139","KLF16"
"2140","THOP1"
"2141","WIZ"
"2142","TMEM38A"
"2143","ZNF728"
"2144","RYR1"
"2145","SIRT2"
"2146","NAPA-AS1"
"2147","NLRP11"
"2148","ZNF134"
"2149","SLC24A3"
"2150","RIN2"
"2151","NOL4L"
"2152","BPIFB2"
"2153","PTGIS"
"2154","KCNG1"
"2155","ATP9A"
"2156","MIR99AHG"
"2157","NCAM2"
"2158","APP"
"2159","TIAM1"
"2160","ESS2"
"2161","MIATNB"
"2162","LARGE1"
"2163","SHISAL1"
"2164","LINC01646"
"2165","RNF220"
"2166","ZYG11A"
"2167","ZYG11A"
"2168","GLIS1"
"2169","SRSF11"
"2170","NEGR1"
"2171","AK5"
"2172","GIPC2"
"2173","VAV3"
"2174","GOLPH3L"
"2175","SHCBP1L"
"2176","CRB1"
"2177","USH2A"
"2178","RHOU"
"2179","FMN2"
"2180","RGS7"
"2181","SDCCAG8"
"2182","MIR3681HG"
"2183","NCOA1"
"2184","ALK"
"2185","ALK"
"2186","NRXN1"
"2187","PNPT1"
"2188","ALMS1"
"2189","LRRTM4"
"2190","LOC101927967"
"2191","MIR548AU"
"2192","CNTNAP5"
"2193","LRP1B"
"2194","LRP1B"
"2195","TEX41"
"2196","LYPD6B"
"2197","MARCHF7"
"2198","LINC02478"
"2199","MYO3B"
"2200","CERKL"
"2201","MYO1B"
"2202","PLEKHM3"
"2203","ERBB4"
"2204","LOC646736"
"2205","NCL"
"2206","SEPTIN2"
"2207","SEPTIN2"
"2208","CNTN6"
"2209","IL5RA"
"2210","TBC1D5"
"2211","RARB"
"2212","RARB"
"2213","NEK10"
"2214","RBMS3"
"2215","TRANK1"
"2216","TRANK1"
"2217","CACNA2D3"
"2218","CACNA2D3"
"2219","CACNA2D3"
"2220","ERC2"
"2221","ASB14"
"2222","FHIT"
"2223","CADM2"
"2224","VGLL3"
"2225","COL8A1"
"2226","TMEM45A"
"2227","SENP7"
"2228","ZPLD1"
"2229","ZBTB20"
"2230","ZBTB20"
"2231","ADCY5"
"2232","MSL2"
"2233","MED12L"
"2234","IL12A-AS1"
"2235","IL12A-AS1"
"2236","PPM1L"
"2237","DGKG"
"2238","SORCS2"
"2239","KCNIP4"
"2240","SEPSECS-AS1"
"2241","PCDH7"
"2242","LOC101928622"
"2243","KLB"
"2244","KCTD8"
"2245","COX7B2"
"2246","ADGRL3"
"2247","ADGRL3"
"2248","EPHA5"
"2249","UTP3"
"2250","FRAS1"
"2251","CCSER1"
"2252","INTU"
"2253","LOC101928052"
"2254","GLRA3"
"2255","SPATA4"
"2256","ADCY2"
"2257","CTNND2"
"2258","LINC02150"
"2259","MYO10"
"2260","CDH18"
"2261","C7"
"2262","HCN1"
"2263","SLF1"
"2264","SLC25A46"
"2265","LINC02208"
"2266","LOX"
"2267","MGC32805"
"2268","SNX24"
"2269","PPP2CA"
"2270","STK32A"
"2271","GRIA1"
"2272","TENM2"
"2273","SLIT3"
"2274","RPL26L1"
"2275","GMDS"
"2276","LYRM4"
"2277","SCGN"
"2278","PTCHD4"
"2279","CRISP1"
"2280","ELOVL5"
"2281","FAM83B"
"2282","LINC02549"
"2283","RIMS1"
"2284","ANKRD6"
"2285","CEP85L"
"2286","PTPRK"
"2287","STX7"
"2288","MTHFD1L"
"2289","PRKN"
"2290","DGKB"
"2291","AGMO"
"2292","NPSR1-AS1"
"2293","HECW1"
"2294","PKD1L1"
"2295","CACNA2D1"
"2296","SLC26A5"
"2297","SRPK2"
"2298","SRPK2"
"2299","IMMP2L"
"2300","DOCK4"
"2301","POT1-AS1"
"2302","CREB3L2"
"2303","TMEM178B"
"2304","DPP6"
"2305","DLGAP2"
"2306","ARHGEF10"
"2307","MFHAS1"
"2308","SGCZ"
"2309","LOC105379331"
"2310","ADRA1A"
"2311","CHRNA2"
"2312","SNTG1"
"2313","PREX2"
"2314","ZFHX4"
"2315","NCALD"
"2316","ZFPM2"
"2317","PARP10"
"2318","UHRF2"
"2319","ADAMTSL1"
"2320","LINGO2"
"2321","VCP"
"2322","FAM201A"
"2323","TRPM6"
"2324","PRUNE2"
"2325","GABBR2"
"2326","TNC"
"2327","ASTN2"
"2328","BRINP1"
"2329","DNM1"
"2330","PHYHD1"
"2331","JCAD"
"2332","CDH23"
"2333","DNAJB12"
"2334","LINC02653"
"2335","PDLIM1"
"2336","ENTPD1-AS1"
"2337","HEAT2"
"2338","ATRNL1"
"2339","ATE1"
"2340","LUZP2"
"2341","BBOX1"
"2342","DCDC1"
"2343","TRIM44"
"2344","LDLRAD3"
"2345","LRRC4C"
"2346","LRP5"
"2347","CTTN"
"2348","FAT3"
"2349","CNTN5"
"2350","PDGFD"
"2351","GRIA4"
"2352","DDX25"
"2353","PLEKHA5"
"2354","OVOS2"
"2355","ACVR1B"
"2356","LRRIQ1"
"2357","CFAP54"
"2358","TMEM132D"
"2359","INTS6"
"2360","TBC1D4"
"2361","TBC1D4"
"2362","LINC00333"
"2363","GPC6"
"2364","GPC6"
"2365","GPC6"
"2366","STRN3"
"2367","MIPOL1"
"2368","FANCM"
"2369","ARMH4"
"2370","KCNH5"
"2371","NOXRED1"
"2372","GABRB3"
"2373","FAM189A1"
"2374","MTMR10"
"2375","RYR3"
"2376","GPR176"
"2377","GNB5"
"2378","PYGO1"
"2379","MEGF11"
"2380","SMAD6"
"2381","LINGO1"
"2382","TBC1D2B"
"2383","LINC01583"
"2384","ADAMTSL3"
"2385","RBFOX1"
"2386","RBFOX1"
"2387","ITFG1"
"2388","LOC102724084"
"2389","PLCG2"
"2390","CDH13"
"2391","NLRP1"
"2392","MYO1D"
"2393","CAVIN1"
"2394","KANSL1"
"2395","USP32"
"2396","BRIP1"
"2397","CEP112"
"2398","DLGAP1"
"2399","MC2R"
"2400","PCAT18"
"2401","GALNT1"
"2402","SLC14A2"
"2403","KATNAL2"
"2404","CTIF"
"2405","CTIF"
"2406","SERPINB7"
"2407","GTSCR1"
"2408","ONECUT3"
"2409","ARHGEF18"
"2410","HNRNPM"
"2411","ZNF737"
"2412","LSR"
"2413","ZNF569"
"2414","SIPA1L3"
"2415","MACROD2"
"2416","LINC01597"
"2417","ZNF341"
"2418","ZNF341"
"2419","PTPRT"
"2420","LOC105372653"
"2421","LINC01425"
"2422","TIAM1"
"2423","KCNJ6"
"2424","WDR4"
"2425","HSF2BP"
"2426","TSPEAR"
"2427","TPTEP1"
"2428","DGCR5"
"2429","LARGE1"
"2430","CACNG2"
"2431","NOL12"
"2432","TRIOBP"
"2433","ATXN10"
"2434","ATXN10"
"2435","ATXN10"
"2436","ELAVL4"
"2437","NEGR1"
"2438","COL24A1"
"2439","ZNF644"
"2440","COL11A1"
"2441","KCNN3"
"2442","PEA15"
"2443","NOS1AP"
"2444","NOS1AP"
"2445","DCAF6"
"2446","PAPPA2"
"2447","NAV1"
"2448","RCOR3"
"2449","CNIH3"
"2450","RYR2"
"2451","RYR2"
"2452","FMN2"
"2453","EIPR1"
"2454","MIR3681HG"
"2455","MIR3681HG"
"2456","KCNK3"
"2457","DPYSL5"
"2458","CAPN13"
"2459","CDC42EP3"
"2460","LOC730100"
"2461","PSME4"
"2462","LOC101927967"
"2463","CTNNA2"
"2464","DPP10"
"2465","LRP1B"
"2466","LRP1B"
"2467","GALNT13"
"2468","ICA1L"
"2469","SPAG16"
"2470","WNT10A"
"2471","GIGYF2"
"2472","TRPM8"
"2473","RBM44"
"2474","CNTN4-AS1"
"2475","RAD18"
"2476","SYN2"
"2477","CACNA1D"
"2478","CFAP20DC"
"2479","ATXN7"
"2480","MAGI1"
"2481","TAFA4"
"2482","ROBO2"
"2483","ROBO2"
"2484","ROBO1"
"2485","CADM2"
"2486","IGSF11"
"2487","GSK3B"
"2488","MYLK"
"2489","PCOLCE2"
"2490","JAKMIP1"
"2491","HMX1"
"2492","SEPSECS"
"2493","SEL1L3"
"2494","UBE2K"
"2495","KCTD8"
"2496","UGT2B10"
"2497","NAA11"
"2498","LOC101928978"
"2499","CCSER1"
"2500","CCSER1"
"2501","COL25A1"
"2502","ALPK1"
"2503","LINC01378"
"2504","ZNF827"
"2505","MARCHF1"
"2506","LINC02107"
"2507","LINC01033"
"2508","PDE4D"
"2509","NUDT12"
"2510","LINC01950"
"2511","FBXL17"
"2512","KCNN2"
"2513","LINC01170"
"2514","MEGF10"
"2515","NRG2"
"2516","STK32A"
"2517","NDST1"
"2518","LINC01470"
"2519","SGCD"
"2520","LINC01202"
"2521","GMDS"
"2522","PHACTR1"
"2523","RUNX2"
"2524","DST"
"2525","RIMS1"
"2526","PHIP"
"2527","MDN1"
"2528","FUT9"
"2529","REV3L"
"2530","HDAC2-AS2"
"2531","TMEM244"
"2532","AHI1"
"2533","AIG1"
"2534","ZC2HC1B"
"2535","ARID1B"
"2536","RSPH3"
"2537","LPA"
"2538","ABCB5"
"2539","POU6F2"
"2540","SUGCT"
"2541","SUGCT"
"2542","ADCY1"
"2543","ZPBP"
"2544","LINC01446"
"2545","GSAP"
"2546","MAGI2"
"2547","ZNF804B"
"2548","GTPBP10"
"2549","SGCE"
"2550","ATXN7L1"
"2551","CADPS2"
"2552","GRM8"
"2553","TPK1"
"2554","CNTNAP2"
"2555","CUL1"
"2556","DPP6"
"2557","SGCZ"
"2558","CCAR2"
"2559","LOC101929294"
"2560","SCARA5"
"2561","UNC5D"
"2562","MIR1268A"
"2563","LINC01414"
"2564","LINC00251"
"2565","SULF1"
"2566","ZFHX4"
"2567","RAD54B"
"2568","NDUFAF6"
"2569","EIF3E"
"2570","COL14A1"
"2571","SNTB1"
"2572","LINC00824"
"2573","TRAPPC9"
"2574","PTPRD"
"2575","PTPRD"
"2576","LINGO2"
"2577","APTX"
"2578","FAM219A"
"2579","AOPEP"
"2580","LOC340512"
"2581","ASTN2-AS1"
"2582","TTLL11"
"2583","CACNB2"
"2584","PIP4K2A"
"2585","MYO3A"
"2586","PARD3"
"2587","PRKG1"
"2588","PALD1"
"2589","KCNMA1"
"2590","TNKS2"
"2591","HPSE2"
"2592","SORCS1"
"2593","SORCS1"
"2594","VTI1A"
"2595","PNLIPRP2"
"2596","CPXM2"
"2597","STK33"
"2598","SBF2"
"2599","BDNF-AS"
"2600","DCDC1"
