,Classification
1,0.97268337
2,0.9927205
3,0.9819051
4,0.9986368
5,0.99031246
6,0.9671039
7,0.9798876
8,0.8962519
9,0.9849132
10,0.9784127
11,0.9877214
12,0.9674975
13,0.99250424
14,0.060469225
15,0.9841302
16,0.9517335
17,0.6675125
18,0.9886966
19,0.99832255
20,0.85882336
21,0.99820733
22,0.7533046
23,0.8700246
24,0.9607116
25,0.9657123
26,0.99692565
27,0.9994281
28,0.9983346
29,0.60844153
30,0.9458543
31,0.9982664
32,0.9807359
33,0.06564678
34,0.9321548
35,0.9971752
36,0.9870662
37,0.9468638
38,0.9927291
39,0.7912163
40,0.9983236
41,0.9672153
42,0.9667199
43,0.99119556
44,0.5624905
45,0.96003836
46,0.79749614
47,0.9883996
48,0.989762
49,0.07159201
50,0.99347126
51,0.99410313
52,0.9918001
53,0.9805401
54,0.970688
55,0.9965802
56,0.72461575
57,0.9963503
58,0.9558968
59,0.050806243
60,0.98252606
61,0.79162854
62,0.9572162
63,0.99549484
64,0.9984925
65,0.99280256
66,0.9589076
67,0.9871618
68,0.3657902
69,0.9956226
70,0.97749305
71,0.9687479
72,0.97363687
73,0.99604625
74,0.9837445
75,0.9923259
76,0.958948
77,0.3834615
78,0.99159724
79,0.99987817
80,0.002416051
81,0.99576193
82,0.9751133
83,0.9596586
84,0.90684843
85,0.73127085
86,0.6608097
87,0.9958377
88,0.5287217
89,0.632914
90,0.9595653
91,0.5326682
92,0.9870165
93,0.8617695
94,0.90221584
95,0.99164164
96,0.9560879
97,0.9956846
98,0.023991523
99,0.9931798
100,0.8464689
101,0.98597926
102,0.99220145
103,0.9907726
104,0.9137593
105,0.9669189
106,0.121161394
107,0.9739984
108,0.98919
109,0.9920914
110,0.026487807
111,0.995736
112,0.9991229
113,0.7996291
114,0.99693704
115,0.6722085
116,0.038080025
117,0.9884852
118,0.99194443
119,0.9510909
120,0.9933634
121,0.016495917
122,0.48246825
123,0.9912367
124,0.95369405
125,0.9927978
126,0.99094874
127,0.97336775
128,0.9785442
129,0.9334745
130,0.9614118
131,0.96712977
132,0.9296929
133,0.24844567
134,0.98313177
135,0.818368
136,0.9505089
137,0.48984808
138,0.9814889
139,0.9990864
140,0.99793434
141,0.9811286
142,0.11105833
143,0.93417746
144,0.97451085
145,0.99480814
146,0.15575871
147,0.92914456
148,0.9911437
149,0.9863427
150,0.98698425
151,0.98979527
152,0.04451928
153,0.97835404
154,0.9553625
155,0.79640234
156,0.99531376
157,0.92122585
158,0.9974963
159,0.9962658
160,0.99243927
161,0.9845509
162,0.983969
163,0.91392183
164,0.67249244
165,0.99284804
166,0.99659246
167,0.53554595
168,0.9034922
169,0.99676645
170,0.9935608
171,0.9892462
172,0.9708585
173,0.9957896
174,0.92660826
175,0.9998796
176,0.8497647
177,0.987467
178,0.9726553
179,0.9956234
180,0.97684723
181,0.86990315
182,0.45788145
183,0.9792523
184,0.9715848
185,0.94165
186,0.9832449
187,0.9999441
188,0.978868
189,0.99007577
190,0.9885971
191,0.96063876
192,0.96356356
193,0.91419554
194,0.9965199
195,0.9865841
196,0.98867244
197,0.4395652
198,0.9974298
199,0.99483806
200,0.99242824
201,0.93467355
202,0.9839998
203,0.8924773
204,0.9608595
205,0.87535256
206,0.98656845
207,0.62912095
208,0.9924672
209,0.9821385
210,0.9841046
211,0.11954993
212,0.95248353
213,0.54126537
214,0.9963085
215,0.99486816
216,0.9605785
217,0.836988
218,0.6754812
219,0.99035174
220,0.9891605
221,0.9973611
222,0.9792707
223,0.9988606
224,0.99424803
225,0.9596439
226,0.98422676
227,0.96250075
228,0.98558724
