#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
1	1	249250621	87843185	224513948	90.0756	50.8436	30.8	57.2
2	1	243199373	89642277	237297094	97.5731	53.0013	30.8	57.5
3	1	198022430	74430340	194364800	98.1529	54.3099	30.8	58.8
4	1	191154276	71864138	187072241	97.8645	54.2886	30.8	58.4
5	1	180915260	66892174	177098579	97.8903	53.4076	30.8	58
6	1	171115067	66261800	167071700	97.637	55.8749	30.8	58.5
7	1	159138663	58562246	154691145	97.2053	53.0071	30.8	57.6
8	1	146364022	56393387	142346647	97.2552	55.5671	30.8	57.8
9	1	141213431	44653704	119514851	84.6342	45.4505	30.8	54.3
10	1	135534747	47291912	130740574	96.4628	50.2423	30.8	57.9
11	1	135006516	48470179	130340460	96.5438	51.7753	30.8	58.5
12	1	133851895	47746072	130057946	97.1656	51.446	30.8	58.7
13	1	115169878	36027897	95326489	82.7703	45.0956	30.8	58.8
14	1	107349540	33242431	87951129	81.9297	44.6432	30.8	58.2
15	1	102531392	29163137	81333062	79.325	41.0309	30.8	56.8
16	1	90354753	31583483	78246294	86.599	49.7326	30.7	51.3
17	1	81195210	23346829	77112850	94.9722	41.3844	30.7	57.6
18	1	78077248	27782351	74397031	95.2864	51.3602	30.8	58.7
19	1	59128983	15941484	55211031	93.3739	38.4747	30.6	57.5
20	1	63025520	22288504	59185407	93.9071	50.992	30.7	58.9
21	1	48129895	13323426	34911641	72.5363	39.5786	30.8	56.4
22	1	51304566	11121017	34554784	67.3523	30.8625	30.6	56
X	1	155270560	32022175	147701041	95.1249	29.6851	30.8	56.3
Y	1	59373566	5968261	22300282	37.5593	14.1043	30.7	29.5
MT	1	16569	4892016	16569	100	40871	30.5	52.9
GL000207.1	1	4262	17598	4247	99.6481	540.391	30.5	55.1
GL000226.1	1	15008	286086	15008	100	2701.61	30.9	3.86
GL000229.1	1	19913	12260	19850	99.6836	86.9393	30.3	51.3
GL000231.1	1	27386	20225	27376	99.9635	106.714	30.6	48.8
GL000210.1	1	27682	3384	26354	95.2027	16.1477	30.4	18.4
GL000239.1	1	33824	39836	33824	100	165.662	30.6	5.6
GL000235.1	1	34474	31128	34451	99.9333	131.046	30.9	43.7
GL000201.1	1	36148	1610	30224	83.6118	6.42066	30.4	2.31
GL000247.1	1	36422	14864	36377	99.8764	58.6744	30.8	9.74
GL000245.1	1	36651	28436	36392	99.2933	112.423	30.9	2.5
GL000197.1	1	37175	13621	36439	98.0202	43.2351	29.8	8.47
GL000203.1	1	37498	7566	37101	98.9413	29.0996	30.9	19.7
GL000246.1	1	38154	9826	37974	99.5282	37.4649	30.8	18.9
GL000249.1	1	38502	7553	38389	99.7065	28.5498	30.7	0.965
GL000196.1	1	38914	9574	38787	99.6736	35.5244	30.8	5.15
GL000248.1	1	39786	8964	39519	99.3289	32.3585	30.6	10.2
