#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
GL000244.1	1	39929	7260	39330	98.4998	26.0673	30.8	1.73
GL000238.1	1	39939	7590	39482	98.8558	27.6549	30.8	13.3
GL000202.1	1	40103	4227	38383	95.711	15.1771	30.5	28.2
GL000234.1	1	40531	33631	40520	99.9729	120.248	30.8	49.2
GL000232.1	1	40652	37588	40652	100	134.547	30.8	45.3
GL000206.1	1	41001	3069	37334	91.0563	10.734	30.4	14.1
GL000240.1	1	41933	26806	41930	99.9928	92.4782	30.8	30
GL000236.1	1	41934	8930	41870	99.8474	30.6079	30.8	6.36
GL000241.1	1	42152	46328	42152	100	158.842	30.8	46.6
GL000243.1	1	43341	31196	43316	99.9423	101.738	30.6	11.3
GL000242.1	1	43523	8269	43325	99.5451	27.4278	30.6	10.4
GL000230.1	1	43691	16205	43677	99.968	53.1007	30.8	33.3
GL000237.1	1	45867	63320	45867	100	195.504	30.5	25.9
GL000233.1	1	45941	12503	45933	99.9826	38.8611	30.8	28.2
GL000204.1	1	81310	15026	78864	96.9918	26.4208	30.4	49.3
GL000198.1	1	90085	32698	89889	99.7824	51.9037	30.9	31.2
GL000208.1	1	92689	61225	92686	99.9968	93.1928	30.9	35.3
GL000191.1	1	106433	21504	105968	99.5631	29.2972	30.6	16.6
GL000227.1	1	128374	28043	122453	95.3877	31.4117	30.7	6.27
GL000228.1	1	129120	43634	105966	82.0678	46.821	30.7	8.31
GL000214.1	1	137718	449893	137548	99.8766	469.058	30.6	26.9
GL000221.1	1	155397	111933	154762	99.5914	104.155	30.9	9.43
GL000209.1	1	159169	18210	115112	72.3206	16.3834	30.7	10.5
GL000218.1	1	161147	86973	160872	99.8293	78.1441	30.8	31.6
GL000220.1	1	161802	1697992	160528	99.2126	1458.09	30.1	52.6
GL000213.1	1	164239	22620	158892	96.7444	19.7503	30.8	12.8
GL000211.1	1	166566	59166	165979	99.6476	51.2443	30.9	43.6
GL000199.1	1	169874	89158	167459	98.5784	73.9079	30.8	8.97
GL000217.1	1	172149	75937	169991	98.7464	63.5452	30.9	10.5
GL000216.1	1	172294	67329	171136	99.3279	52.6663	30.6	28
GL000215.1	1	172545	25933	167580	97.1225	21.7121	30.8	6.93
GL000205.1	1	174588	195572	174446	99.9187	160.01	30.8	43.3
GL000219.1	1	179198	182638	177856	99.2511	140.99	30.8	48.7
GL000224.1	1	179693	487592	179692	99.9994	388.428	30.5	25.7
GL000223.1	1	180455	30424	178079	98.6833	23.6558	30.6	0.894
GL000195.1	1	182896	229398	182602	99.8393	181.515	30.8	45.4
GL000212.1	1	186858	88199	183759	98.3415	68.0353	30.8	39.3
GL000222.1	1	186861	47098	184193	98.5722	36.3709	30.8	16.9
GL000200.1	1	187035	32540	183990	98.372	25.0684	30.8	0.0176
GL000193.1	1	189789	145477	188331	99.2318	110.998	30.8	45.7
GL000194.1	1	191469	148051	191362	99.9441	112.306	30.8	29.5
GL000225.1	1	211173	111262	207472	98.2474	70.1538	30.6	25.6
GL000192.1	1	547496	212667	545642	99.6614	55.9761	30.8	24.3
NC_007605	1	171823	115	196	0.114071	0.0279532	19.4	9.38
hs37d5	1	35477943	21491831	32365666	91.2276	79.3624	30.5	32.8
