,Classification
1,0.028249713
2,0.43850437
3,0.9989945
4,0.8752537
5,0.9995371
6,0.9933837
7,0.37430727
8,0.37063783
9,0.6059192
10,0.68479854
11,0.058726337
12,0.00900888
