,Classification
A1,0.3440402
A2,0.11338482
A3,0.5787121
A6,0.04906464
A7,0.91729844
A8,0.021690963
A9,0.069402784
A11,0.15471412
A2n,0.44277534
B3,0.27087593
B4,0.35393572
B7,0.0015596946
B8,0.0051549776
B9,0.0017056032
B10,0.010959649
B11,0.11020818
B12,0.21188445
B2n,0.13878126
