"","ncalls","callable.sens","callable.bp","callable.burden","rate.per.gb","burden","somatic.sens","pre.genotyping.burden","unsupported.filters"
"1",297,0.343681648204332,351667784,864.171833299117,1228.67642789127,7181.61511434354,0.0413555997183439,1465,FALSE
"2",315,0.462537710736468,744077092,681.025552486188,457.631043750899,2674.85396967761,0.117763438143117,1465,FALSE
"4",145,0.458858518623424,405895166,316.001543209877,389.264974899795,2275.25421971578,0.0637291423277144,1465,FALSE
