"","ncalls","callable.sens","callable.bp","callable.burden","rate.per.gb","burden","somatic.sens","pre.genotyping.burden","unsupported.filters"
"1",68,0.0918038210239021,573068697,740.70990990991,646.266245030925,3777.42693507168,0.0180016718175674,2511,FALSE
"2",413,0.292847903988465,1269804200,1410.28839330968,555.317265964973,3245.83004929505,0.127240180085737,2511,FALSE
"4",407,0.414921355875179,705305192,980.908777620109,695.378957043116,4064.49079247675,0.100135544839552,2511,FALSE
