"","ncalls","callable.sens","callable.bp","callable.burden","rate.per.gb","burden","somatic.sens","pre.genotyping.burden","unsupported.filters"
"1",0,0,622327855,NA,NA,NA,NA,2806,FALSE
"2",659,0.251061059129932,1116838440,2624.8594755547,1175.12944645543,6868.63294712881,0.0959434002475663,2806,FALSE
"4",440,0.419099249374479,623923979,1049.87064676617,841.345005243154,4917.66250973147,0.0894734030912638,2806,FALSE
