"","ncalls","callable.sens","callable.bp","callable.burden","rate.per.gb","burden","somatic.sens","pre.genotyping.burden","unsupported.filters"
"1",48,0.294046515377484,573995860,163.239479095271,142.19569379409,831.133991476373,0.0577524207796337,737,FALSE
"2",58,0.450324554512755,1298643341,128.795997062064,49.5886718838779,289.84584339482,0.200106371444471,737,FALSE
"4",37,0.545339793965552,717543952,67.8476069588591,47.2776662459132,276.338012820236,0.133893993165788,737,FALSE
