"","ncalls","callable.sens","callable.bp","callable.burden","rate.per.gb","burden","somatic.sens","pre.genotyping.burden","unsupported.filters"
"1",82,0.111700039261877,601641098,734.108963093146,610.088776791929,3565.9695921895,0.0229951484105764,2055,FALSE
"2",287,0.260977683315622,1271153477,1099.71088850884,432.564166486104,2528.33804363904,0.113513302037302,2055,FALSE
"4",159,0.339733742959549,697744309,468.013564431047,335.376124458686,1960.27382777754,0.0811111171036068,2055,FALSE
