chrom	AVG_normBinCnt	STD_normBinCnt	IQR_normBinCnt	Q25	Q75	binFrac_0.1	outlierBinCnt_total	outlierBinCnt_upper	outlierBinCnt_lower	Gini	CoV
1	5.71391477144507	3.19096260288281	1.42717482847294	4.69281071331557	6.11998554178851	0	129	125	4	0.152013997429374	0.558454707590223
2	5.75107763051921	7.10583570872568	1.31992068172583	4.78102501024196	6.10094569196779	0	128	122	6	0.146927366465218	1.2355659521995
3	5.44113131618039	1.19651451653064	1.33280079357314	4.71665427913588	6.04945507270902	0	63	52	11	0.110144550903732	0.219901790087761
4	5.55633133070155	1.79712018304488	1.2415999892293	4.82186259610078	6.06346258533008	0	86	79	7	0.111748235381749	0.323436468432844
5	5.61816447944493	2.43066828635821	1.25922828779043	4.87226454880786	6.1314928365983	0	71	64	7	0.117146549617972	0.432644557711198
6	5.44975405426911	1.8627941341431	1.3144945697557	4.67198396997355	5.98647853972925	0	73	63	10	0.120723258753937	0.341812514031504
7	5.60529811774024	2.25861669461809	1.36491314407801	4.69335047174377	6.05826361582178	0	102	95	7	0.141879859346341	0.402943188243597
8	5.60960442554834	2.96922434110036	1.33417850806119	4.72401534584058	6.05819385390177	0	66	61	5	0.13629747202714	0.529310824053358
9	6.18136983594065	6.93812680079837	1.32931403050208	4.83365416188457	6.16296819238665	0	78	75	3	0.195783192244068	1.12242544693858
10	5.68649740916977	2.52558423746378	1.3653541975465	4.76699618512124	6.13235038266774	0	77	73	4	0.139963846826872	0.444137059377033
11	5.75276847673568	1.76827075955202	1.46098433800978	4.87883566794085	6.33982000595062	0	74	67	7	0.129402633743639	0.307377355216527
12	5.57557714228076	1.33748245350151	1.41527864791572	4.77719550662313	6.19247415453885	0	58	53	5	0.117713234760858	0.239882333141641
13	5.39111057236295	1.39565238689985	1.15734862733129	4.72200062594861	5.8793492532799	0	53	40	13	0.110368487823463	0.258880311981457
14	5.63724029257425	2.66049041176016	1.38745087648076	4.7152765009623	6.10272737744307	0	42	39	3	0.136067499736588	0.471949087439954
15	5.6645828019473	2.87512636157045	1.37977959681657	4.60559291874254	5.98537251555911	0	59	58	1	0.158280125132277	0.507561891509835
16	6.71458549562971	22.545645727713	1.51325411469601	4.66892602575505	6.18218014045106	0	71	68	3	0.279237285232575	3.35771221356659
17	5.53714339693522	2.23993760536303	1.45791983764461	4.5203051778352	5.97822501547981	0	61	58	3	0.149855821200864	0.404529455856755
18	5.54227709739562	1.35888281393736	1.16431548121499	4.83287961605155	5.99719509726654	0	43	38	5	0.107498360115716	0.245184928515377
19	5.80547048121906	2.25685396473476	1.57226986564903	4.63573785173581	6.20800771738484	0	57	54	3	0.163946810994128	0.388746092506332
20	5.57176828995744	1.41354084185179	1.41615160843024	4.72360604578791	6.13975765421815	0	39	37	2	0.122508011362366	0.253696989589383
21	5.99075436411318	4.50213794297751	1.21230970313159	4.73183482379216	5.94414452692375	0	38	38	0	0.189848925636287	0.751514361855157
22	5.95283488760997	4.58359357363361	1.60083877378483	4.51164511868572	6.11248389247055	0	37	37	0	0.208919364888466	0.769985000453102
X	3.281924793841	1.70621834896551	0.88081817207934	2.64060242499175	3.52142059707109	0	156	133	23	0.172021265494361	0.519883439184065
Y	9.81397394445482	59.2000995147184	1.45084588784286	2.73510836247603	4.18595425031889	0.00446428571428571	40	39	1	0.687300320307783	6.03222505478203
Total	5.56811349029373	6.32489883709995	1.42649268795147	4.62324389161621	6.04973657956768	2e-05	1933	1407	526	0.158216217943049	1.13591413826702
