GO:0060538	GO:0007519	GO:0003810	GO:0016755	GO:0140013	GO:0018149	GO:1903046	GO:0007052	GO:0051445	GO:2000241	GO:0051321	GO:0009994	GO:1902850	GO:0001954
0	0	0	0	0	0	0.469879518072289	0	0	0.433734939759036	0.228915662650602	0	0	0
