GO:0008528	GO:0016339	GO:0001653	GO:0071805	GO:0005249	GO:0006813	GO:0022890	GO:0098797	GO:0005267	GO:0005244	GO:0022832	GO:0008324	GO:0031256	GO:0032589	GO:0043025	GO:1901379	GO:0007189	GO:0097060	GO:0035254	GO:0004222	GO:0008237	GO:0042734	GO:0045296	GO:0052652	GO:0009187	GO:0045824	GO:0045211	GO:0034702	GO:0099095	GO:0098660	GO:0034220	GO:1902495	GO:0060079	GO:0007188	GO:0098655	GO:0004114	GO:0030594	GO:0046928	GO:0031348
0	0	0	0.0314465408805031	0	0.0272536687631028	0.0370370370370371	-0.354647099930119	0	0.309573724668064	0.308874912648498	-0.01659678546471	0	0	0.0593990216631726	0	0.461215932914046	0.786163522012579	0	0	0.293501048218029	0	0.0293501048218029	0	0	0	0.924528301886792	0.440251572327044	0	-0.108315863032844	-0.0114867225716282	0.465408805031447	0	0.305380852550664	-0.21187106918239	0	0	0	0.0880503144654088
0.764820846905537	0	0.721172638436482	0.0501628664495114	0	0.0332247557003257	0.585667752442997	0.478835545807212	0	0.368078175895766	0.36742671009772	0.484885338745846	0.471009771986971	0	0.56742671009772	0	0.535504885993485	0.451465798045603	0	0.738110749185668	0.706840390879479	0.452768729641694	0.034527687296417	0	0	0	0.516612377850163	0.655374592833876	0	0.459934853420195	0.6797587284959	0.654071661237785	0.695765472312704	0.824104234527687	0.492508143322476	0	0.945276872964169	0	0.284039087947883
0.560823456019963	0	0.506550218340611	0.0253741939876095	0	-0.0267538454484701	-0.00751375135985283	-0.614966092251861	0.611353711790393	0.191515907673113	0.19089207735496	-0.106609683680516	0.851528384279476	0	0.173751332065295	0	0	0.144206228021791	0	0.643792888334373	0.845913911416095	0.36930754834685	0.662507797878977	0	0	0	0.640049906425452	-0.6128486815506	0	0.00217715391658457	0.0309330917669681	-0.559625812959276	0	0.289457267623206	0.161669308798786	0	0	0	0.0979413599500936
0.878467635402906	0	0.846763540290621	0	0	0.0640686922060766	-0.774272276717539	0.220607661822986	0	0.198811096433289	0.198150594451783	-0.845364462807336	0.799867899603699	0	-0.11788789267077	0	0.583223249669749	0.76552179656539	0	0	0.389035667107001	0.583883751651255	0.28665785997358	0	0	0	0.651915455746367	0.0237780713342141	0	-0.574650777143821	-0.564880656816911	0.0138705416116248	0.693527080581242	0.850066050198151	-0.698867309367886	0	0	0	0.422060766182299
0	0	0	0.307898259705489	0	0.248995983935743	-0.0159814174188504	-0.0174857847230506	0	0.127844712182062	0.127175368139224	0.0282549339271276	0.187416331994645	0	-0.689765663313319	0	0.891566265060241	0.181392235609103	0	0	0	0	0.035475234270415	0	0	0.971218206157965	0.186077643908969	0.304551539491299	0	0.366853552825162	0.16826050074887	0.34805890227577	0	0.51338688085676	0.196525375429109	0	0	0	0.850066934404284
0.510373443983402	0	0.587828492392808	0.605117565698479	0	0.421853388658368	-0.631859657502214	0.0230454640437028	0	0.159059474412171	0.158367911479945	-0.58811208294775	0	0	0.00345781466113415	0	0.521438450899032	0.233056708160443	0	0	0	0	0.793914246196404	0	0	0	0.237206085753804	0.206085753803596	0	-0.337144392369922	-0.51999064648696	0.418395573997234	0	0.76210235131397	-0.688537966307452	0	0	0	0.494467496542185
0.510302197802198	0	0.457417582417582	0.583104395604396	0.897664835164835	0.520604395604396	0.251624367695796	0.30540293040293	0.90521978021978	0.761675824175824	0.760989010989011	0.247492586778301	0	0	-0.65068463282749	0	0	-0.493480725623583	0	0.696428571428571	0.580357142857143	0.313186813186813	0.548763736263736	0	0	0	0.0707417582417582	0.703983516483516	0	0.658195970695971	0.436715070643642	0.646291208791209	0	0.0885989010989011	0.681787458573173	0	0	0	0.589972527472527
0.576354679802956	0	0.520935960591133	0.308497536945813	0	0.342364532019704	-0.325588362821733	0.405788177339901	0.754926108374384	0.310960591133005	0.310344827586207	-0.120299721777253	0	0	0.672413793103448	0	0.596674876847291	-0.255061606465367	0	0.668103448275862	0.184729064039409	0.400862068965517	0.203817733990148	0	0	0	0.255541871921182	0.0541871921182266	0	0.292233249424886	0.401857227167066	0.0283251231527094	0	0.59051724137931	0.420456598455924	0	0	0	0.919334975369458
0.655516014234875	0	0.718861209964413	0.238434163701068	0	0.200711743772242	-0.448417812830624	0.345195729537367	0	0	0	-0.631085890160623	0.683274021352313	0	-0.660719438299509	0	0	0.0640569395017794	0	0	0.298220640569395	0	0.259074733096085	0	0	0	0.0120996441281139	0.00427046263345199	0	-0.116245070693469	-0.185649706646148	0.00854092526690386	0	0.244839857651246	-0.0467442531499471	0	0	0	0.0540925266903914
0	0	0	0.409360580092287	0	0.340145023071852	0.800922874093606	0.215166855410758	0	0.179960448253131	0.179301252471984	0.950560316413975	0.615688859591299	0	0.519446275543836	0	0	0.453526697429136	0	0	0	0.478576137112723	0.479235332893869	0	0	0	0.518787079762689	0.737640079103494	0	0.695405067356287	0.92364597242646	0.508899143045485	0.58668424522083	0	0.832154387032436	0	0	0	0.243243243243243
0.500685871056241	0	0.438271604938272	0.851851851851852	0	0.800411522633745	0.0506636811103043	-0.107752360203341	0	0.578875171467764	0.578189300411523	-0.0069091422577261	0.312071330589849	0	0.478052126200274	0.98559670781893	0	-0.152152424755911	0	0.724279835390947	0.696159122085048	0.676954732510288	0.637860082304527	0	0	0	0.366941015089163	0.902606310013717	0	0.56657992415073	0.607268215928347	0.20759703058178	0	0.0637860082304527	0.58238521746147	0	0	0	0.771604938271605
0.415855354659249	0	0.372739916550765	0.850486787204451	0	0.860222531293463	0.582753824756606	-0.179848049601601	0.72461752433936	0.386648122392211	0.385952712100139	0.701668984700974	0	0	-0.26115256131959	0	0	0.000695410292072318	0	0	0	0	0.632127955493741	0	0	0	0.00695410292072318	-0.0703241781810146	0	0.475823118817672	0.52421912573278	0.0722609283402441	0	0.205146036161335	0.594536804752187	0	0	0	0.0201668984700973
0	0	0	0	0	0.0141223940820444	0.732926795171574	0.132145994681845	0	0.0948217888365838	0.0941492938802959	0.700564630885618	0.369872225958305	0	0.469940064070964	0	0.611297915265635	0.898453261600538	0	0	0	0.60995292535306	0.375252185608608	0	0	0	0.956287827841291	0.0369872225958305	0	0.0638369883998299	0.114596377945109	0.104909213180901	0.90719569603228	0.395427034297243	-0.351494130752444	0	0.997310020174849	0	0.5635507733692
0.95757180156658	0	0.940600522193211	0.963446475195822	0	0.98041775456919	0.656782295163496	0.732375979112271	0	0.403394255874674	0.402741514360313	0.784964841753353	0.866840731070496	0	-0.43406274607319	0.977154046997389	0.868798955613577	0.514360313315927	0	0.851827676240209	0.62532637075718	0.475195822454308	-0.0983153052343653	0	0	0	0.68864229765013	0.652088772845953	0	0.943760620000829	0.957399118626273	0.643603133159269	0.590731070496084	0.836814621409922	0.876044731788857	0	0.898825065274151	0	0.158616187989556
0.858856739590685	0	0.819336626676076	0.120677487649965	0	0.0973888496824277	-0.247381375347209	-0.451623668959955	0	0.276640790402258	0.275935074100212	-0.226792189145875	0.374735356386732	0	0.0254057868736768	0	0	0.459421312632322	0	0	0.625970359915314	0.743824982357092	0.306986591390261	0	0	0	0.128440366972477	-0.88350292542004	0	-0.77900128975738	-0.641098066754505	-0.889425032417756	0	0.388143966125618	-0.549673041289618	0	0	0	0.962597035991531
0	0	0	0.731132075471698	0.993935309973046	0.811320754716981	0.690275275749818	0.102425876010782	0.960242587601078	0.964285714285714	0.963611859838275	0.608873207005377	0.299865229110512	0	-0.0424460577821723	0	0	-0.165927345622994	0	0	0.316711590296496	0.267520215633423	0.175202156334232	0	0	0	0.0559299191374663	0.494609164420485	0	0.715032936470312	0.910703562737316	0.293126684636119	0	0.108490566037736	0.881189415180123	0	0	0	0.0956873315363881
0.603238866396761	0	0.541160593792173	0.300944669365722	0	0.547908232118758	0.0964912280701754	0.16147079069876	0	0.402834008097166	0.402159244264507	0.0553306342780027	0.883265856950067	0	0.0836707152496626	0	0	0.259784075573549	0	0	0.388663967611336	0.477058029689609	0.895411605937922	0	0	0	0.392712550607287	0.645748987854251	0	-0.477641398997383	-0.346665266580328	0.125173552369063	0	0.298920377867746	-0.522035803318982	0	0	0	0.073549257759784
0	0	0	0.242763157894737	0	0.197368421052632	-0.0944510898458267	0.0682017543859649	0	0.230263157894737	0.229605263157895	0.210792131844763	0.208552631578947	0	-0.0103535353535353	0	0.886184210526316	0.53421052631579	0	0	0.338815789473684	0.425	0.790131578947368	0	0	0	0.64671052631579	0.851315789473684	0	-0.293992557150452	-0.412453482190324	0.45713716108453	0.694736842105263	0.993421052631579	-0.0764486975013291	0	0	0	0.948684210526316
0.378196500672948	0	0.327052489905787	0.477792732166891	0	0.318304172274563	0.845222072678331	-0.116012463356625	0	0.601615074024226	0.600942126514132	0.770524899057873	0.709959623149394	0	0.515547853020889	0	0	0.684387617765814	0	0	0.187079407806191	0.967025572005384	0.160161507402423	0	0	0	0.687752355316285	0.647375504710633	0	0.357296410332049	0.638149670901012	0.471736204576043	0	0.0733512786002691	0.503272552960047	0	0	0	0.994616419919246
0.727729885057471	0	0.677442528735632	0.818247126436782	0.99066091954023	0.885775862068966	-0.130156162278758	0.562163889135124	0.972701149425287	0.954741379310345	0.954022988505747	0.00191509322459593	0	0	-0.327399683834176	0	0	0.755028735632184	0	0	0	0.700431034482759	0.251436781609195	0	0	0	0.883620689655172	0.819683908045977	0	0.135834958484768	-0.153048636350205	0.903735632183908	0.691810344827586	0.246408045977011	0.0211398959903082	0	0	0	0.420977011494253
0.569381598793363	0	0.662141779788839	0.675716440422323	0	0.704374057315234	0.585388191755687	-0.704119046508373	0.782051282051282	0.68552036199095	0.684766214177979	0.492772620547029	0.440422322775264	0	0.152540000932966	0	0.722473604826546	0.272247360482655	0	0.80920060331825	0.793363499245852	0	-0.527511623205983	0	0	0	0.420060331825038	0.479638009049774	0	-0.251431325900701	-0.0499074808353159	-0.192079115547884	0	0.755656108597285	-0.00083189501018488	0	0	0	-0.0101895476668066
0.520336605890603	0	0.46984572230014	0.197054698457223	0	0.23562412342216	0.0343618513323983	-0.295356472350004	0	0	0	0.0357643758765779	0.813464235624123	0	0.0745190100646174	0	0	-0.501858424170278	0	0.746143057503506	0.255960729312763	-0.997742663656885	-0.461574626653032	0	0	0	-0.557672885686335	0.152173913043478	0	0.063129434336207	-0.0218515223564946	0.0315568022440392	0	0.105189340813464	0.0244112087988628	0	0	0	0.213884992987377
0	0	0.455114822546973	0.743910925539318	0	0.764787752261656	0.0096168497512531	0.0177586550862328	0	0.13848295059151	0.137787056367432	-0.0788732482865764	0.30410577592206	0	-0.2120513799284	0	0.892832289491997	0.175365344467641	0	0	0	0	0.117606123869172	0	0	0	0.114126652748782	0.0626304801670147	0	0.437384443072554	0.674480160731145	0.297842727905358	0.732776617954071	0.352818371607516	0.531149513580933	0	0	0	0.219206680584551
0.663008392511298	0	0.723692704970949	0.360877985797289	0	0.296965784377017	0.992898644286637	0.191736604260813	0	0.693996126533247	0.693350548741123	0.995480955455132	0.579728857327308	0	-0.41129174247315	0	0	0.172369270497095	0	0.615881213686249	0.850871530019367	0	0.00645577792123952	0	0	0	0.187217559715946	0.691413815364751	0	0.927220885419723	0.973759545095891	0.683666881859264	0	0.175597159457715	0.905103325051679	0	0	0	0.586184635248547
0.865047233468286	0	0.895411605937922	0.321187584345479	0	-0.522956909731041	-0.300611022304555	-0.446713576447505	0	0	0	-0.145176310062696	0.735492577597841	0	0.539811066126856	0	0.800269905533063	0.508097165991903	0	0	0.141025641025641	0.393387314439946	0.50472334682861	0	0	0	0.55668016194332	0.02834008097166	0	0.214913525653475	0.0596033085836931	0.0080971659919028	0	0.611336032388664	0.228809676760735	0	0	0	0.43859649122807
0	0	0	0.494125777470629	0	0.43054595715273	-0.402085968366562	0.238424326192122	0	0.38217000691085	0.381478921907395	-0.470064935911645	0.850725639253628	0	0.335176226675881	0	0	0.14651002073255	0	0	0.595715272978576	0	0.0331720801658604	0	0	0	0.124395300621976	0.572218382861092	0	0.375027708596837	0.127585049093114	0.16309606081548	0	0.765722183828611	0.260054960816784	0	0	0	0.60884588804423
0.703429724277068	0	0.648957632817754	0.185608607935441	0	0.0928043039677202	-0.185334682188159	0.509078681909886	0	0.856758574310693	0.856086079354405	-0.0882838044662941	0.232683254875588	0	0.572965702757229	0	0	0.00672494956287828	0	0	0.326832548755884	0	0.0161398789509078	0	0	0	0.0107599193006053	0.860121049092132	0	-0.0400917143983489	0.240879287155346	0.839273705447209	0	0.176193678547411	0.179317011803446	0	0	0	0
0	0	0	0	0	0.0859205776173285	-0.165945215323284	0.179081903262785	0	0	0	-0.192733587694835	0.807942238267148	0	-0.412946772289425	0	0.763898916967509	0.184837545126354	0	0	0.322743682310469	0.6014440433213	0.0382671480144404	0	0	0	0.0649819494584838	0	0	-0.181020411655004	-0.400769928311119	0.00216606498194949	0	0.882310469314079	-0.274436669119031	0	0	0	0.755956678700361
0	0	0	-0.219246420948341	0.90530557421088	-0.406869850853453	-0.233890111643804	-0.34331965768773	0.776359973136333	0.552048354600403	0.55137676292814	-0.178015014396	0.292813969106783	0	0.20987239758227	0	0.596373404969778	-0.334362885583387	0	0	0.114170584284755	0	0.00268636668905309	0	0	0	0.279382135661518	-0.87696573552587	0	-0.440374628463518	-0.463288538390441	-0.669136373006004	0	0.297515110812626	-0.130217303127223	0	0	0	0.51242444593687
0.610576923076923	0	0.554258241758242	0.34478021978022	0	0.287087912087912	0.448489010989011	0.359984094852516	0	0.660714285714286	0.660027472527473	0.443681318681319	0.18956043956044	0	0.0521978021978022	0	0.809065934065934	-0.153448525159051	0	0	0.213598901098901	0.638736263736264	0.684065934065934	0	0	0	0.460164835164835	0.620879120879121	0	0.209644303065356	0.136336032388664	0.690247252747253	0	0.641483516483516	0.389936379410064	0	0	0	0.125686813186813
0	0	0	0.135895676046671	0	0.0549073438572409	0.601235415236788	0.154463027851028	0	0.118737131091283	0.118050789293068	0.493606906765885	0.183939601921757	0	-0.138229238160604	0	0	0.0936531445291334	0	0	0	0.685655456417296	0.99382292381606	0	0	0	0.728208647906658	-0.766237763248203	0	0.508283061806885	0.371416392732002	-0.645526857638262	0.652024708304736	0.0693205216197667	0.708129899216125	0	0	0	0.407000686341798
0	0	0	0.567620286085826	0	0.475292587776333	-0.445552538310513	0.0695708712613784	0	0	0	-0.361368214385884	0.118335500650195	0	0.11963589076723	0	0	0.081924577373212	0	0.964239271781534	0.840052015604681	0	-0.839886279609373	0	0	0	0.358257477243173	0.0663198959687906	0	0.399187893622989	0.0700170835564394	0.183355006501951	0	0.0546163849154746	0.288049159845993	0	0	0	0.237321196358908
0.766595289079229	0	0.713062098501071	0.780157030692363	0	0.714489650249821	0.67237687366167	0.635974304068523	0.944325481798715	0.957173447537473	0.956459671663098	0.594575303354747	0.788722341184868	0	0.433261955745896	0	0	0.310492505353319	0	0	0.196288365453248	0	0.386152748037116	0	0	0	0.334047109207709	0.985724482512491	0	0.246602077437195	0.469874165805643	0.970021413276231	0	0.473947180585296	0.222104091483107	0	0	0	0.831548893647395
0	0	0	0.268191268191268	0	0.421344421344421	0.232155232155232	-0.533203338081387	0	0	0	0.12959112959113	0	0	0.195314024582317	0	0	0.0156224790371132	0	0.728343728343728	0.348579348579349	0.697158697158697	-0.396717543059006	0	0	0	0.723492723492724	-0.675984529643066	0	0.400287034433376	0.218733145562414	-0.629405970869386	0.796257796257796	0.594594594594595	0.135708282049745	0	0	0	0.0519750519750519
0	0	0	0.961992136304063	0.876802096985583	0.932503276539974	0.0301668764517343	-0.0367329327952455	0.815203145478375	0.608125819134993	0.607470511140236	0.0631528749205196	0	0	-0.54043444973593	0.980996068152031	0.768020969855832	0.25478180190234	0	0	0	0.588466579292267	0.916120576671035	0	0	0	0.671035386631717	0.782437745740498	0	0.124920519574893	0.231138808507325	0.935779816513761	0.787680209698558	0.815858453473132	0.173315988217433	0	0	0.927260812581914	0.146788990825688
0.692511597084162	0	0.635520212060968	0.540092776673294	0.964877402253148	0.571239231278993	0.0854870775347912	-0.221291299820127	0.927766732935719	0.399602385685885	0.398939695162359	0.0324718356527501	0.903247183565275	0	0.365142478462558	0	0	0.628893306825712	0	0	-0.95	0.524850894632207	0.28959575878065	0	0	0	0.605699138502319	0.313452617627568	0	-0.328992710404241	-0.176119473634384	0.43870112657389	0	0.271703114645461	-0.030266022910158	0	0	0	0.591782637508284
0	0	0	0.288313505948216	0	0.331700489853044	-0.575749025955343	-0.189024990115697	0.726382085374388	-0.258369173598053	-0.256416443767135	-0.538713982622189	0.827851644506648	0	0.620815877252739	0	0	-0.602292786964971	0	0	0.26592022393282	0.31630510846746	0.98740377886634	0	0	0	-0.874284664202861	-0.909613853244557	0	-0.830977497201768	-0.700384049241461	-0.601106670651325	0	0.384184744576627	-0.691013915984356	0	0	0	0.327501749475157
0	0	0	0	0	0.0510067114093959	-0.166656497864552	-0.439002440512508	0	0	0	-0.126510067114094	0	0	0.173154362416107	0	0.836241610738255	-0.63369432580842	0	0.668456375838926	0.420134228187919	0	0.025503355704698	0	0	0	0.204026845637584	0.202684563758389	0	-0.149832214765101	-0.109289200732154	-0.309136668700427	0	0.731543624161074	-0.152196461256864	0	0	0	0.667785234899329
0	0	0	0.929232804232804	0	0.880291005291005	-0.318497068497068	0.0338975338975339	0	0.260582010582011	0.259920634920635	-0.222981097981098	0	0	0.461389961389961	0.994708994708995	0.740740740740741	0.587301587301587	0	0	0.183862433862434	0.67526455026455	-0.703677703677704	0	0	0	0.486772486772487	0.831349206349206	0	0.108246233246233	0.112965237965238	0.898148148148148	0.919312169312169	0.718915343915344	0.0946677196677196	0	0	0.919973544973545	0.518518518518519
0	0	0	0.352112676056338	0	0.283702213279678	0.150092424465492	-0.0605535652942043	0.825620389000671	0.351441985244802	0.350771294433266	0.270631921610967	0.451374916163649	0	-0.0548641442148828	0	0.464788732394366	0.7981220657277	0	0	0.435949027498323	0.971830985915493	0.142857142857143	0	0	0	0.908115358819584	0.21327967806841	0	0.435571150480117	0.783177111449183	0.0824949698189135	0.939637826961771	0.764587525150905	0.322162241743142	0	0.994634473507713	0	0.386988598256204
0	0	0	0.429439567859554	0	0.576637407157326	-0.053618481415431	0.352986554403268	0	0.861580013504389	0.860904794058069	-0.451693304281675	0.181634031060095	0	0.0386923903302874	0	0.604321404456448	0.478730587440918	0	0.815665091154625	0.652261985145172	0	-0.582808806001792	0	0	0	0.821742066171506	0.781228899392302	0	0.0096134145972111	0.163834248769372	0.105184580767113	0.918298446995274	0.223497636731938	0.243185895574373	0	0	0	0.268737339635381
0	0	0	0.628472222222222	0	0.755555555555556	-0.0906682876510463	-0.268388962569997	0	0.888194444444444	0.8875	0.13285072207486	0	0	-0.685405614500442	0	0	-0.0271091217211907	0	0	0.26875	0	0.767361111111111	0	0	0	0.83125	0.852777777777778	0	0.121885131152373	0.399045829649278	0.845138888888889	0	0.0826388888888889	0.0116066165635131	0	0	0	0.301388888888889
0	0	0	0.396988364134155	0	0.347022587268994	0.282345377348438	0.209375152378734	0	0.279260780287474	0.278576317590691	0.351918572416695	0	0	0.138261464750171	0	0	0.383983572895277	0	0	0.69678302532512	0	-0.000859641803875238	0	0	0	0.38466803559206	0.338124572210814	0	0.482665395263663	0.195144107390211	-0.451145797778295	0	0.0485968514715948	0.52315885855461	0	0	0	-0.292585228247541
0.428288169200264	0	0.502313284864508	0.153998678122935	0	0.117647058823529	0.225209578623543	0.166620835162573	0	0.303370786516854	0.302709847984137	0.234739315229085	0	0	-0.394091434654728	0	0.848645076007931	-0.818898017666839	0	0.904163912756114	0.940515532055519	0	0.248512888301388	0	0	0	0.0508922670191673	0.252478519497687	0	0.137825785608265	0.218270528091496	0.280237937871778	0	0.403833443489755	0.346339831758177	0	0	0	0.171183079973562
0.492160872528971	0	0.423994546693933	0.683708248125426	0	0.794137695978187	0.130856025544434	0.0877587629605712	0.684389911383776	0.860259032038173	0.859577368779823	0.11991891794927	0.294478527607362	0	-0.175253829871202	0	0	-0.441253184084957	0	0	0.312883435582822	0	0.426039536468984	0	0	0	0.275391956373552	0.633946830265849	0	0.297343307143113	0.0729325870914506	0.569870483980913	0.640081799591002	0.441036128152693	0.248136189143616	0	0	0	0.829584185412406
0.33782129742962	0	0.297429620563035	0.717870257037944	0	0.728886168910649	0.372517911576453	0.719908941365412	0	0.746634026927785	0.746022031823745	0.340388818290728	0.2203182374541	0	0.0122399020807834	0.940024479804162	0.707466340269278	0.200122399020808	0	0	0	0.206854345165239	0.55875152998776	0	0	0	0.300489596083231	0.41921664626683	0	0.353513579534676	0.500170215198788	-0.484927509114959	0	0.680538555691554	0.393994911734974	0	0	0	-0.705000168915846
0.949473684210526	0	0.936842105263158	0.190175438596491	0	0.249122807017544	0.471578947368421	-0.175518662427882	0	0.621052631578947	0.620350877192982	0.468771929824561	0.486315789473684	0	0.107368421052632	0	0.859649122807018	0.926315789473684	0	0	0.153684210526316	0.584561403508772	0.419649122807017	0	0	0	0.856842105263158	0.778245614035088	0	0.735876604262334	0.67324149299423	0.715087719298246	0.934736842105263	0.391578947368421	0.757367243612387	0	0	0	0.096140350877193
0.797993311036789	0	0.846822742474916	0.426086956521739	0	-0.253919569296027	-0.226347989232401	0.512097234684721	0	0.917056856187291	0.916387959866221	-0.492030345052614	0	0	0.0824047638469696	0	0	0.0207357859531773	0	0.786622073578595	0.40133779264214	0	0.405351170568562	0	0	0	0.108361204013378	0.431438127090301	0	-0.222440655844686	-0.195089322130679	-0.0100742311770944	0	0.151170568561873	-0.382037686597602	0	0	0	0.688963210702341
0	0	0	0.0330411328388401	0	0.0579905596763317	-0.2580101363844	0.337043844575439	0	0.111935266351989	0.111260957518543	-0.307691471080852	0.461227242076871	0	0.0296695886716116	0	0.565070802427512	0.519217801753203	0	0	0.175320296695887	0.307484828051247	-0.287581841515672	0	0	0	0.43155765340526	0.127444369521241	0	0.185014392505746	0.18221746097347	0.0465273095077545	0	0.750505731625084	0.250830197434726	0	0	0	0.180040458530007
0.843728100911002	0	0.805886475122635	0.247372109320252	0	0.141555711282411	0.100299600815958	0.189445029208242	0	0.345480028030834	0.344779257182901	0.134634535235723	0.56552207428171	0	-0.0402446739996992	0	0.515066573230554	0.262789067974772	0	0	0	0.297827610371409	0.259985984583041	0	0	0	0.29292221443588	0.0217238962859145	0	0.28422073997997	0.320109002493836	0.0392431674842326	0.646110721793973	0.245269796776454	0.409577863585166	0	0	0	0.574632095304835
0	0	0	0.585334198572356	0	0.705386112913692	0.324484389983693	0.140664157068238	0	0.153796236210253	0.153147306943543	0.366526495918736	0.209604153147307	0	0.26995457495133	0	0	-0.328504104059683	0	0	0.230369889682025	0.18624269954575	0.0538611291369241	0	0	0	0.386112913692408	0.349772874756652	0	0.769035891715438	0.699883131942365	0.481505515898767	0.786502271252433	0.099935107073329	0.759751795953538	0	0	0	0.110966904607398
