"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ATP2B4",5.59963566683246e-21,0.784983451737168,0.844,0.465,1.68397843408653e-16,"14","ATP2B4"
"GIPC2",1.9477478051948e-16,0.780991086123089,0.327,0.118,5.85746197456233e-12,"14","GIPC2"
"CDC37L11",6.37663756365363e-17,0.780217260943774,0.322,0.113,1.91764621451756e-12,"14","CDC37L1"
"SSBP21",5.94930296802723e-19,0.78004147230273,0.825,0.459,1.78913388157483e-14,"14","SSBP2"
"CGGBP11",1.25476040145681e-12,0.780019797182245,0.246,0.091,3.77344095530107e-08,"14","CGGBP1"
"MIR181A2HG",5.39270361628741e-13,0.779182457004048,0.284,0.112,1.62174775852611e-08,"14","MIR181A2HG"
"GNL3",1.1372180508417e-08,0.779041390563715,0.104,0.031,0.000341995584429625,"14","GNL3"
"DSC21",1.48216810877583e-22,0.778486388899728,0.346,0.108,4.45732415352155e-18,"14","DSC2"
"ARRDC4",9.44480744252302e-11,0.776787659666089,0.109,0.029,2.84033694218995e-06,"14","ARRDC4"
"ZNF335",1.83938105032243e-09,0.776482277577933,0.114,0.034,5.53157063263465e-05,"14","ZNF335"
"SLC35A3",2.2539842605279e-14,0.7761110719678,0.227,0.075,6.77840686668555e-10,"14","SLC35A3"
"RASA1",1.83470882669544e-17,0.774810706944128,0.536,0.24,5.51751985452119e-13,"14","RASA1"
"ANKRD101",1.91030901678573e-18,0.774709414812647,0.512,0.206,5.74487230617973e-14,"14","ANKRD10"
"UCK21",1.90120886052792e-09,0.773898139553329,0.19,0.073,5.71750540626561e-05,"14","UCK2"
"AZIN11",7.95316877501587e-17,0.772473112346126,0.341,0.125,2.39175644571052e-12,"14","AZIN1"
"SCHIP1",1.09497023238283e-20,0.771719611106563,0.251,0.07,3.29290397984489e-16,"14","SCHIP1"
"ADAMTS9-AS21",7.72190490352467e-16,0.77171556055846,0.597,0.303,2.32220846163697e-11,"14","ADAMTS9-AS2"
"SLIT21",5.87747311355823e-07,0.769810952677942,0.142,0.058,0.0176753248944037,"14","SLIT2"
"CCZ11",1.34049218275183e-07,0.766727900231073,0.109,0.036,0.00403126214118958,"14","CCZ1"
"RPL36A",8.61486233856913e-11,0.765464386363995,0.109,0.029,2.59074755107789e-06,"14","RPL36A"
"NFATC2",2.04345236687684e-14,0.765042954006431,0.237,0.08,6.14527430290873e-10,"14","NFATC2"
"VPS4B1",7.80167512829273e-21,0.764644473108054,0.327,0.103,2.34619776133147e-16,"14","VPS4B"
"NAAA",5.09622849784346e-08,0.764375795237074,0.104,0.033,0.00153258879615646,"14","NAAA"
"PKN2-AS11",8.16859593631949e-07,0.764091662448952,0.19,0.089,0.0245654185592936,"14","PKN2-AS1"
"TRAF3IP2-AS11",7.8898721031418e-11,0.763773123670163,0.45,0.224,2.37272123757783e-06,"14","TRAF3IP2-AS1"
"DYNLT11",2.08781303512829e-19,0.763628110596828,0.275,0.083,6.2786801405413e-15,"14","DYNLT1"
"SGCE1",1.78895797506942e-11,0.762394347411421,0.156,0.049,5.37993331842626e-07,"14","SGCE"
"MSANTD21",5.04659927794387e-16,0.760768205127135,0.242,0.076,1.51766380085606e-11,"14","MSANTD2"
"GLI31",2.57697483789684e-11,0.760070718716643,0.313,0.138,7.74973643000717e-07,"14","GLI3"
"THUMPD3-AS1",1.19062962649478e-17,0.759557598523862,0.355,0.127,3.58058047575775e-13,"14","THUMPD3-AS1"
"EML42",8.33060141310586e-07,0.758881438348944,0.209,0.096,0.0250526176296332,"14","EML4"
"LNX22",1.48412716776601e-20,0.758047556082354,0.46,0.174,4.46321563162273e-16,"14","LNX2"
"LRP11",3.5953172291723e-09,0.755953267957466,0.19,0.073,0.000108121975032899,"14","LRP11"
"YIPF1",4.35789027177699e-08,0.754241778612563,0.1,0.031,0.00131054834143149,"14","YIPF1"
"RUNX1T1",2.03229954996602e-18,0.750108705919115,0.796,0.471,6.11173443661281e-14,"14","RUNX1T1"
"FTL2",7.01945531323822e-09,0.748394254056725,0.161,0.058,0.000211096079635013,"14","FTL"
"PLPP11",1.5036904035846e-18,0.748370525264151,0.754,0.397,4.52204815069997e-14,"14","PLPP1"
"MTFR1",1.85975371260066e-16,0.747958148519415,0.322,0.115,5.59283733990398e-12,"14","MTFR1"
"CST31",1.43706219540845e-07,0.747783538202058,0.19,0.08,0.00432167714025183,"14","CST3"
"AC090241.2",7.66804071054003e-15,0.744748766638029,0.308,0.114,2.3060098828807e-10,"14","AC090241.2"
"ZKSCAN81",4.99516954293927e-15,0.741549569077882,0.223,0.07,1.50219733664813e-10,"14","ZKSCAN8"
"ZNF98",6.48018493215721e-07,0.741417247637285,0.123,0.047,0.0194878601464764,"14","ZNF98"
"ACTR21",7.28214920710649e-10,0.74049294407857,0.299,0.13,2.18996073105313e-05,"14","ACTR2"
"NAV21",1.25420090598693e-17,0.74033885181146,0.863,0.602,3.7717583845745e-13,"14","NAV2"
"ARHGAP322",1.34357167344331e-10,0.737512359150035,0.341,0.155,4.04052309354606e-06,"14","ARHGAP32"
"SDC21",4.65492071706122e-08,0.737083863491724,0.156,0.06,0.00139987430724182,"14","SDC2"
"RPS22",7.01889276260247e-09,0.736393376290512,0.171,0.064,0.000211079162049744,"14","RPS2"
"H1FX1",3.3374274860508e-09,0.735639431574346,0.128,0.041,0.000100366456788006,"14","H1FX"
"EIF4E22",1.46133733507678e-20,0.735173199838078,0.398,0.137,4.39467976777639e-16,"14","EIF4E2"
"IL1RAP1",1.92615798010122e-17,0.73474738708278,0.436,0.174,5.79253489355838e-13,"14","IL1RAP"
"ZNF480",3.28109161249987e-11,0.733981474804094,0.199,0.07,9.86722680627086e-07,"14","ZNF480"
"AGPS1",1.38724821612597e-14,0.733408775006617,0.441,0.187,4.17187156035562e-10,"14","AGPS"
"TRDN",6.8737283179525e-25,0.732832575687004,0.981,0.846,2.06713631705786e-20,"14","TRDN"
"GLRB1",7.4893128484605e-14,0.732205488458207,0.28,0.104,2.25226105291753e-09,"14","GLRB"
"CEP85L",5.9037144654855e-24,0.731991094396001,0.72,0.309,1.77542405120545e-19,"14","CEP85L"
"DPH52",1.84860523149815e-13,0.730892537495059,0.28,0.105,5.55931051268439e-09,"14","DPH5"
"NRG2",3.10895707865519e-16,0.730307071219798,0.564,0.271,9.34956662263974e-12,"14","NRG2"
"RASAL2",1.48677827995381e-18,0.729365879453695,0.91,0.723,4.47118832130511e-14,"14","RASAL2"
"AC002057.1",1.62565416149017e-11,0.727626531056742,0.161,0.051,4.88882975984938e-07,"14","AC002057.1"
"HADHA1",8.72791454445518e-26,0.727119829129681,0.806,0.352,2.62474574095401e-21,"14","HADHA"
"RTCA",1.30316629937867e-10,0.726736129542728,0.175,0.061,3.91901201212147e-06,"14","RTCA"
"AL513487.11",6.24376058051522e-26,0.72665548679305,0.725,0.314,1.87768611937834e-21,"14","AL513487.1"
"ADGRL3-AS11",3.38243360070801e-10,0.725783714552878,0.185,0.067,1.01719925674092e-05,"14","ADGRL3-AS1"
"PARP1",3.2190532729492e-14,0.724891715950431,0.313,0.12,9.68065890774012e-10,"14","PARP1"
"ACVR2A",1.29366520921953e-19,0.72482031828526,0.408,0.148,3.89043938368588e-15,"14","ACVR2A"
"AC117464.11",2.37992521949668e-11,0.724263831680689,0.517,0.277,7.15714911259235e-07,"14","AC117464.1"
"EIF2S11",1.90380198789837e-13,0.723630460222893,0.213,0.07,5.72530371820677e-09,"14","EIF2S1"
"ZNF3181",1.49848412787976e-15,0.723548476940918,0.436,0.179,4.5063913177728e-11,"14","ZNF318"
"TWSG11",2.09931412740931e-11,0.723268500547767,0.19,0.065,6.31326737535802e-07,"14","TWSG1"
"RPP382",2.79969910042031e-16,0.723158853456716,0.294,0.1,8.419535104694e-12,"14","RPP38"
"MCAM",4.2695553001512e-11,0.722805642030017,0.147,0.045,1.28398336541447e-06,"14","MCAM"
"CD471",7.50511611914988e-22,0.721369108076855,0.488,0.183,2.25701357051194e-17,"14","CD47"
"FAM3C1",4.2631903761836e-09,0.720202583864076,0.175,0.065,0.00012820692418297,"14","FAM3C"
"NAALADL21",1.1807291439909e-12,0.719571917233003,0.763,0.512,3.55080675472383e-08,"14","NAALADL2"
"LGALS11",3.73993696923663e-15,0.718909568451132,0.18,0.051,1.12471124475853e-10,"14","LGALS1"
"AL353151.2",1.32823974485051e-07,0.717627382456889,0.147,0.056,0.00399441538468894,"14","AL353151.2"
"NUP541",2.55019903830586e-16,0.713578882206086,0.284,0.096,7.66921356789721e-12,"14","NUP54"
"LPGAT11",1.06587891743028e-19,0.713381250354716,0.569,0.243,3.20541766838809e-15,"14","LPGAT1"
"MAP3K20",2.14193957243146e-15,0.712854460255021,0.967,0.728,6.44145487617314e-11,"14","MAP3K20"
"USP122",7.90478579172279e-11,0.712746335878917,0.318,0.134,2.37720623114479e-06,"14","USP12"
"GPC62",5.99910765269632e-10,0.712153981336079,0.322,0.153,1.80411164439536e-05,"14","GPC6"
"PCDHGB5",7.97364537319622e-09,0.710029947539126,0.114,0.035,0.00023979143730813,"14","PCDHGB5"
"LINC022691",8.96474026288645e-10,0.7099924655664,0.573,0.358,2.69596633925784e-05,"14","LINC02269"
"LINS1",4.19388243842464e-12,0.709567928275224,0.152,0.045,1.26122626570744e-07,"14","LINS1"
"FIGN2",7.51910439505523e-20,0.709067867015956,0.796,0.431,2.26122026472496e-15,"14","FIGN"
"ILK1",5.26938727562633e-11,0.708186511540329,0.213,0.078,1.58466283539911e-06,"14","ILK"
"TBL1XR1",4.71803526565473e-18,0.70730113882848,0.863,0.532,1.41885474544035e-13,"14","TBL1XR1"
"FAM198B-AS11",2.47875401478493e-12,0.706425576440532,0.303,0.125,7.45435694866271e-08,"14","FAM198B-AS1"
"FBXO30",1.67806025511285e-07,0.706154983763961,0.152,0.059,0.00504643060520087,"14","FBXO30"
"GPR89A",3.86258033027754e-08,0.705273727684187,0.133,0.047,0.00116159378272437,"14","GPR89A"
"KARS",1.95463551561021e-07,0.703306457725787,0.123,0.044,0.00587817538609459,"14","KARS"
"NT5C3A1",2.41276931927478e-15,0.701737610549748,0.327,0.122,7.25592117385503e-11,"14","NT5C3A"
"EIF2S31",1.29361347448471e-09,0.701513600686279,0.242,0.097,3.89028380181787e-05,"14","EIF2S3"
"TRMT13",1.78066245685669e-08,0.701046327556893,0.209,0.088,0.000535498620650512,"14","TRMT13"
"TRAM2",2.49831804896662e-15,0.700432804792202,0.27,0.092,7.51319186865731e-11,"14","TRAM2"
"CRIP3",6.95864248441973e-17,0.699743149256323,0.213,0.062,2.09267255433955e-12,"14","CRIP3"
"TMEM126B",1.616437137521e-10,0.699709693341203,0.147,0.047,4.86111140366689e-06,"14","TMEM126B"
"HEXB",8.68988750967965e-13,0.699661780893771,0.242,0.088,2.61330987078596e-08,"14","HEXB"
"KRR1",8.65252388817567e-07,0.699390626412301,0.128,0.049,0.0260207350889107,"14","KRR1"
"TRNT1",4.2834577937758e-12,0.698457237298737,0.166,0.051,1.2881642623222e-07,"14","TRNT1"
"MUS81",3.97136945644758e-07,0.696776892499876,0.1,0.033,0.0119430993663748,"14","MUS81"
"CD151",1.55956377663569e-08,0.696629134401052,0.142,0.05,0.000469007614547651,"14","CD151"
"ZCCHC172",6.75163048261866e-11,0.69632459020322,0.242,0.093,2.03041783503791e-06,"14","ZCCHC17"
"NECTIN31",4.94123202041179e-11,0.695934309410562,0.204,0.074,1.48597670549844e-06,"14","NECTIN3"
"WRN1",1.83725247049179e-09,0.69464216562879,0.346,0.17,5.52516935450997e-05,"14","WRN"
"WEE12",2.78400646030675e-24,0.69373431124525,0.336,0.098,8.37234262808048e-20,"14","WEE1"
"SUGT11",1.59721359049958e-17,0.692663325873072,0.351,0.126,4.8033004307094e-13,"14","SUGT1"
"CCNT21",2.60796581005882e-26,0.692408297488387,0.621,0.232,7.84293558058989e-22,"14","CCNT2"
"PHF1",1.20992874120448e-10,0.692217234255275,0.142,0.044,3.63861870342422e-06,"14","PHF1"
"C2orf88",3.37106446528333e-09,0.690916816239268,0.185,0.07,0.000101378021664466,"14","C2orf88"
"SP2",2.63847815399819e-08,0.690759024368946,0.114,0.037,0.000793469535251876,"14","SP2"
"URI11",4.453577408214e-15,0.690714133470294,0.436,0.187,1.3393243339722e-10,"14","URI1"
"CALM22",1.26670063002821e-17,0.689836348990356,0.564,0.251,3.80934880468383e-13,"14","CALM2"
"C1orf521",5.98805949165525e-07,0.689611713698608,0.152,0.061,0.0180078913092548,"14","C1orf52"
"TSTD2",3.56036537651149e-10,0.689048136600211,0.332,0.147,1.0707086796783e-05,"14","TSTD2"
"NUP1071",3.8771816961604e-09,0.688500481764713,0.194,0.076,0.000116598485148632,"14","NUP107"
"FBXO9",6.53455829219182e-18,0.687706283556917,0.445,0.171,1.96513771521085e-13,"14","FBXO9"
"NUP1331",1.61733233695245e-13,0.687651542014766,0.27,0.097,4.86380353691709e-09,"14","NUP133"
"TLE41",2.93492038594261e-14,0.687255873719179,0.237,0.08,8.8261860766452e-10,"14","TLE4"
"CHN12",1.18456642184711e-16,0.686724785270928,0.379,0.146,3.5623466004208e-12,"14","CHN1"
"VANGL1",1.03887281155238e-07,0.686326023505526,0.1,0.031,0.00312420220618146,"14","VANGL1"
"RPL82",3.01431143624493e-08,0.68599412671175,0.171,0.066,0.000906493878221938,"14","RPL8"
"GEN1",4.57995017818491e-15,0.683268295101012,0.242,0.079,1.37732841708555e-10,"14","GEN1"
"RAE1",3.75036051981935e-07,0.682704014379594,0.114,0.04,0.0112784591912527,"14","RAE1"
"BACH2",6.95033232569166e-18,0.682531993531089,0.573,0.265,2.09017344030525e-13,"14","BACH2"
"EEF1A12",1.6653177297178e-07,0.681623318054857,0.175,0.073,0.00500811000858035,"14","EEF1A1"
"INPP5F1",6.55969076722735e-11,0.679529885629276,0.275,0.114,1.97269580442828e-06,"14","INPP5F"
"NAA501",1.14824614548179e-15,0.679348530457174,0.417,0.17,3.45312063330739e-11,"14","NAA50"
"MMD",9.73354844346783e-13,0.678942007698367,0.175,0.055,2.92717002340408e-08,"14","MMD"
"SH3GLB11",1.03972626994863e-21,0.678540624396905,0.564,0.228,3.12676881161651e-17,"14","SH3GLB1"
"MRPL31",1.51789357110517e-15,0.678199789107789,0.246,0.08,4.56476133638456e-11,"14","MRPL3"
"NPIPA1",8.90175402894153e-16,0.676826061894282,0.199,0.058,2.67702448912359e-11,"14","NPIPA1"
"CD36",8.41033659153898e-26,0.674620707319354,0.962,0.886,2.52924052317352e-21,"14","CD36"
"UQCRFS11",2.24428753156848e-11,0.673803607488502,0.175,0.058,6.74924589368588e-07,"14","UQCRFS1"
"NAMPT1",4.95319860404155e-16,0.673039211350458,0.493,0.222,1.48957541619341e-11,"14","NAMPT"
"TAF1D1",1.93549735335701e-16,0.672740685519872,0.474,0.198,5.82062119075055e-12,"14","TAF1D"
"UBE2A2",1.2382933217669e-08,0.671417477076556,0.194,0.077,0.00037239195065496,"14","UBE2A"
"FADS31",2.21125275354362e-19,0.670984382135151,0.341,0.114,6.64990040573172e-15,"14","FADS3"
"AC090644.1",1.04157149989571e-10,0.669919979965489,0.147,0.046,3.13231797163636e-06,"14","AC090644.1"
"HOMER1",1.55307128368486e-19,0.668918152199037,0.91,0.579,4.67055127142548e-15,"14","HOMER1"
"RPL182",8.92665247696655e-07,0.66846233742397,0.161,0.067,0.0268451219939815,"14","RPL18"
"RICTOR",1.75701212862891e-18,0.667657273465699,0.929,0.633,5.28386257442572e-14,"14","RICTOR"
"JAK21",8.86096978136177e-16,0.667480241611334,0.758,0.433,2.66475944234893e-11,"14","JAK2"
"NDUFA51",1.69876644479091e-15,0.667277804332846,0.374,0.144,5.10870032941972e-11,"14","NDUFA5"
"PNO11",2.02361875417184e-07,0.666408224983416,0.1,0.032,0.00608562867942098,"14","PNO1"
"USP46",6.7951268693945e-20,0.665580530956972,0.445,0.166,2.04349850343301e-15,"14","USP46"
"GATM",3.04971204289328e-09,0.665570096640076,0.109,0.032,9.17139902659297e-05,"14","GATM"
"EIF51",4.2433019377437e-18,0.665204393649837,0.336,0.115,1.27608819173766e-13,"14","EIF5"
"KLHL9",4.68982499855358e-10,0.664050915034256,0.142,0.046,1.41037107181502e-05,"14","KLHL9"
"COLGALT2",1.52793886252721e-07,0.662835664243429,0.104,0.034,0.00459497054127808,"14","COLGALT2"
"COL21A11",2.31517898423369e-20,0.662803973794431,0.716,0.335,6.96243775928597e-16,"14","COL21A1"
"ZNF790-AS11",9.53577976203442e-10,0.662551523879284,0.18,0.065,2.86769504783661e-05,"14","ZNF790-AS1"
"RCHY11",2.3342569757664e-14,0.66238398581955,0.336,0.13,7.01981100322228e-10,"14","RCHY1"
"TRIQK1",1.22072753669917e-15,0.662142166153993,0.697,0.395,3.67109392111542e-11,"14","TRIQK"
"TEFM",2.52733690275052e-08,0.661897561939293,0.147,0.053,0.000760046026764162,"14","TEFM"
"GUCY1A11",4.81169422579078e-15,0.661712298772153,0.436,0.189,1.44702080452206e-10,"14","GUCY1A1"
"TRPS12",8.77334178123045e-15,0.660767016305207,0.313,0.118,2.63840707386943e-10,"14","TRPS1"
"NOC3L1",2.12912228123318e-07,0.660353023644397,0.147,0.057,0.00640290943635254,"14","NOC3L"
"PLEKHA72",2.49691981647653e-18,0.659954506043041,0.692,0.352,7.50898696408988e-14,"14","PLEKHA7"
"RALA2",1.00315529941785e-18,0.658679495983432,0.54,0.226,3.01678893193931e-14,"14","RALA"
"SRGAP12",3.58122510176604e-08,0.658668086225778,0.327,0.162,0.0010769818248541,"14","SRGAP1"
"SIVA1",1.05396941505771e-06,0.65852504874404,0.104,0.036,0.0316960222190306,"14","SIVA1"
"RABGAP1L",2.21211559363527e-28,0.65818574734406,0.981,0.924,6.65249522473933e-24,"14","RABGAP1L"
"YPEL2",7.62647713782149e-18,0.657928247514878,0.602,0.271,2.29351046965706e-13,"14","YPEL2"
"DAPK32",5.97452400693465e-20,0.657708321999007,0.493,0.192,1.79671860460546e-15,"14","DAPK3"
"MAGOH",3.15703023749245e-11,0.656447035488392,0.128,0.036,9.49413703321103e-07,"14","MAGOH"
"NUDT51",4.45085235292132e-13,0.654696629970426,0.242,0.086,1.33850482809403e-08,"14","NUDT5"
"MED23",2.08605414920687e-10,0.654492592463192,0.185,0.066,6.27339064290981e-06,"14","MED23"
"DUSP111",2.41813008331228e-08,0.653918376973377,0.114,0.036,0.0007272042599545,"14","DUSP11"
"NT5C21",3.2056083622853e-18,0.653859448712254,0.839,0.488,9.64022602790058e-14,"14","NT5C2"
"PLK2",3.41009130483868e-18,0.653075016255975,0.242,0.071,1.02551675810414e-13,"14","PLK2"
"JKAMP1",5.02162712502733e-11,0.652973097696735,0.18,0.061,1.51015392530947e-06,"14","JKAMP"
"LINC02018",2.49798800446002e-12,0.652835061726321,0.142,0.04,7.51219932581261e-08,"14","LINC02018"
"TPST2",7.72677407507209e-12,0.652334193940516,0.185,0.061,2.32367276759643e-07,"14","TPST2"
"AHR1",4.32480893372302e-13,0.651629105561161,0.199,0.064,1.30059979063852e-08,"14","AHR"
"WDR432",5.19924611355687e-15,0.651600475655606,0.308,0.111,1.56356928372996e-10,"14","WDR43"
"KIFAP32",1.13243097598516e-15,0.651095824198279,0.588,0.279,3.40555967408016e-11,"14","KIFAP3"
"JPH1",1.57103946271104e-12,0.650650850582117,0.37,0.165,4.72458697621093e-08,"14","JPH1"
"PIK3CA2",1.78030378035768e-16,0.650092952397539,0.398,0.156,5.35390755866965e-12,"14","PIK3CA"
"NCOA2",9.4006160437339e-18,0.649749143076533,0.929,0.673,2.8270472628321e-13,"14","NCOA2"
"ZNF7181",5.65027121257755e-19,0.648549988439891,0.431,0.161,1.69920606175845e-14,"14","ZNF718"
"GPHN",1.15425162378669e-21,0.647513605970875,0.962,0.82,3.47118090821371e-17,"14","GPHN"
"KLF72",2.51382781392366e-12,0.646794397710788,0.412,0.192,7.55983438481261e-08,"14","KLF7"
"CXADR",3.4222265833149e-16,0.645560052342837,0.37,0.139,1.02916620040029e-11,"14","CXADR"
"HPF1",2.43813217748306e-08,0.644875068672393,0.104,0.032,0.00073321948973448,"14","HPF1"
"NCK21",1.65410696395961e-10,0.644632214050271,0.28,0.116,4.97439587271573e-06,"14","NCK2"
"MAIP11",8.30246887172832e-10,0.644460435996086,0.152,0.05,2.49680146379486e-05,"14","MAIP1"
"MORC21",8.66011664780970e-10,0.644137338400033,0.185,0.068,2.60435687949581e-05,"14","MORC2"
"SDR39U1",8.21827334838357e-10,0.64411674854624,0.166,0.057,2.47148134405939e-05,"14","SDR39U1"
"RPS252",6.71721932191404e-18,0.642313491821529,0.204,0.055,2.02006936667921e-13,"14","RPS25"
"DYRK1A1",1.7319087063167e-18,0.642167625866824,0.882,0.558,5.20836905250621e-14,"14","DYRK1A"
"EIF1AX1",5.14680860079679e-12,0.641603653987376,0.185,0.061,1.54779975051762e-07,"14","EIF1AX"
"SYNDIG11",2.36576914166395e-20,0.641098887088789,0.929,0.641,7.11457753972599e-16,"14","SYNDIG1"
"OSBPL3",2.04681681865815e-13,0.640810744984651,0.218,0.073,6.15539221875065e-09,"14","OSBPL3"
"XPO4",1.97234961090276e-19,0.640406436225728,0.801,0.409,5.93144698486788e-15,"14","XPO4"
"EIF3E2",5.1406710667174e-10,0.640258440862637,0.28,0.119,1.54595400989392e-05,"14","EIF3E"
"LPCAT32",3.84334458582584e-21,0.640131290780767,0.517,0.202,1.1558090172954e-16,"14","LPCAT3"
"FAM133B",4.03397992258388e-16,0.639607161773967,0.512,0.227,1.21313878211865e-11,"14","FAM133B"
"PPP1R15A",5.25544459704067e-09,0.63948177539664,0.303,0.136,0.000158046985366804,"14","PPP1R15A"
"IKZF21",8.04807380679563e-19,0.638266745338411,0.498,0.201,2.42029723591765e-14,"14","IKZF2"
"RPL35A2",3.78068872285113e-10,0.637419822971982,0.209,0.08,1.13696651962302e-05,"14","RPL35A"
"YWHAQ",4.3712824673452e-19,0.637067460683895,0.611,0.267,1.31457577640472e-14,"14","YWHAQ"
"CCNK1",4.6618976960244e-08,0.636766016801997,0.194,0.081,0.00140197249412542,"14","CCNK"
"AMOTL12",1.36484206009895e-22,0.636460094614713,0.592,0.237,4.10448952733556e-18,"14","AMOTL1"
"NAF1",2.81102271992068e-09,0.636349191495331,0.194,0.076,8.45358862561746e-05,"14","NAF1"
"DDX3X2",3.46701519392343e-12,0.636084823037904,0.284,0.111,1.04263547926859e-07,"14","DDX3X"
"DUSP26",2.6649134947771e-11,0.63598603608793,0.194,0.067,8.01419435284316e-07,"14","DUSP26"
"ASXL31",8.6595703420725e-16,0.635717386473566,0.374,0.146,2.60419258897146e-11,"14","ASXL3"
"PLA2G12A",8.02430000942004e-13,0.635391519561239,0.284,0.109,2.41314774183289e-08,"14","PLA2G12A"
"PUS7",3.52279746185292e-11,0.633955489478397,0.237,0.091,1.05941088070303e-06,"14","PUS7"
"FGF15",3.0497769946189e-30,0.633935078168574,0.664,0.241,9.17159435591742e-26,"14","FGF1"
"PCGF51",6.09517954159805e-18,0.633909422080104,0.872,0.477,1.83300334354478e-13,"14","PCGF5"
"COX5B1",3.17076602156393e-12,0.633825106730329,0.227,0.081,9.5354446566492e-08,"14","COX5B"
"DDHD21",2.6013582141863e-07,0.633387628469689,0.194,0.084,0.00782306455752246,"14","DDHD2"
"FRRS1",1.40123918664517e-09,0.63329870373051,0.156,0.054,4.21394660599801e-05,"14","FRRS1"
"SLC35B31",5.78889842162169e-08,0.633190476331242,0.161,0.062,0.00174089542233429,"14","SLC35B3"
"CD302",1.40992376466607e-07,0.633081732792827,0.1,0.032,0.00424006373748028,"14","CD302"
"DIPK1A1",1.39399834473352e-12,0.63244929878105,0.322,0.132,4.19217122211711e-08,"14","DIPK1A"
"ZBTB26",2.49139589120269e-08,0.632139855654964,0.109,0.034,0.000749237486361386,"14","ZBTB26"
"VAMP7",1.01500519192117e-10,0.631359300453635,0.137,0.042,3.05242511366454e-06,"14","VAMP7"
"ZNF236-DT",1.48229964597731e-12,0.630582674372259,0.152,0.044,4.45771972534756e-08,"14","ZNF236-DT"
"LINC00863",1.66386925364583e-08,0.630526479007012,0.109,0.034,0.000500375400648912,"14","LINC00863"
"GPR89B",4.75889609285807e-08,0.629498769756307,0.137,0.049,0.00143114282200521,"14","GPR89B"
"MPP6",5.45523631184228e-10,0.629400475804709,0.1,0.027,1.64055321606033e-05,"14","MPP6"
"NEXN1",2.20601700021886e-33,0.629364702594946,0.995,0.951,6.63415492475818e-29,"14","NEXN"
"PARM11",1.00307088444111e-12,0.628432852496655,0.512,0.261,3.01653507077976e-08,"14","PARM1"
"CDC14A",1.47968597206366e-07,0.627461470199493,0.18,0.076,0.00444985962378705,"14","CDC14A"
"KIF1BP",1.16910060945498e-10,0.627143745166628,0.18,0.062,3.51583626281398e-06,"14","KIF1BP"
"SET1",1.40444600446267e-06,0.626938335015363,0.142,0.057,0.0422359046922058,"14","SET"
"MRPL1",3.75237757142231e-16,0.626808088628602,0.412,0.164,1.12845250705383e-11,"14","MRPL1"
"VPS26C",1.78862544373832e-12,0.62660312693675,0.379,0.164,5.37893329695425e-08,"14","VPS26C"
"THUMPD21",7.67991832410869e-14,0.626044114657349,0.275,0.1,2.30958183760921e-09,"14","THUMPD2"
"DELE1",2.616692119864e-11,0.625163519423771,0.303,0.125,7.86917821206701e-07,"14","DELE1"
"ATP8A12",2.84758465592824e-19,0.624675392738097,0.777,0.403,8.56354133577301e-15,"14","ATP8A1"
"ANO6",1.4110469395586e-11,0.623488231838162,0.697,0.403,4.24344146133456e-07,"14","ANO6"
"MRPS281",4.90918130337683e-11,0.623353874844742,0.389,0.183,1.47633809336451e-06,"14","MRPS28"
"ENPP4",6.39777695693412e-10,0.623007729757151,0.137,0.043,1.9240034642588e-05,"14","ENPP4"
"IL13RA1",6.7720434444335e-10,0.622769644270403,0.1,0.027,2.03655662504449e-05,"14","IL13RA1"
"HSPA81",1.05452545803304e-06,0.62241687558308,0.171,0.073,0.0317127440994278,"14","HSPA8"
"FBXL31",1.12735401515123e-06,0.622340129403691,0.147,0.06,0.0339029172976428,"14","FBXL3"
"SENP3",9.66406547577965e-08,0.621705533859567,0.128,0.045,0.00290627441053121,"14","SENP3"
"ASAH11",1.07786421826027e-17,0.621627334182377,0.834,0.447,3.24146106357412e-13,"14","ASAH1"
"SLC25A322",1.4369650770882e-12,0.621487091809271,0.261,0.096,4.32138507632735e-08,"14","SLC25A32"
"CFD1",4.4999988697483e-18,0.620340679720215,0.232,0.067,1.35328466009941e-13,"14","CFD"
"TMEM192",3.73836601289349e-13,0.620306939585513,0.218,0.073,1.12423881105746e-08,"14","TMEM192"
"ACER31",1.08825868612016e-13,0.619696521157482,0.37,0.154,3.27272034676917e-09,"14","ACER3"
"RPL10A1",7.27285182578573e-13,0.61783463514323,0.171,0.051,2.18716472956854e-08,"14","RPL10A"
"FAM20A2",7.61895041360889e-12,0.616777044780236,0.251,0.096,2.2912469578846e-07,"14","FAM20A"
"PPP4R3B1",6.31391513340855e-15,0.616055142024109,0.488,0.211,1.89878369806995e-10,"14","PPP4R3B"
"RFWD3",2.36010798559382e-08,0.614792211524586,0.123,0.041,0.00070975527450763,"14","RFWD3"
"GORASP21",3.58925289441101e-12,0.614538233114168,0.209,0.072,1.07939602293622e-07,"14","GORASP2"
"DENR",2.0717666111715e-13,0.6138631403878,0.213,0.07,6.23042372977605e-09,"14","DENR"
"LINC01535",1.7814625755747e-07,0.613551236489568,0.128,0.046,0.0053573924035258,"14","LINC01535"
"ATF7IP22",3.16661118202125e-11,0.61280640705343,0.801,0.543,9.5229498076925e-07,"14","ATF7IP2"
"DDHD11",2.01867942547521e-12,0.612151839371599,0.242,0.088,6.07077463623159e-08,"14","DDHD1"
