"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"RPL29",3.4477610018008e-18,2.93854358736368,0.157,0.041,1.03684516607155e-13,"9","RPL29"
"LTBP2",5.7794226090984e-13,2.91070022278558,0.112,0.029,1.73804576123416e-08,"9","LTBP2"
"GADD45B",1.96747493272401e-14,2.90417266120784,0.126,0.033,5.91678736518093e-10,"9","GADD45B"
"EIF1",2.35919879320427e-26,2.90251235022426,0.341,0.12,7.09481853080319e-22,"9","EIF1"
"RAB23",3.79964147682852e-14,2.89691958942601,0.112,0.027,1.14266618132664e-09,"9","RAB23"
"ANOS1",4.70614324982765e-11,2.89250857064338,0.103,0.029,1.41527845952067e-06,"9","ANOS1"
"RPS8",7.39399039106557e-46,2.87894358630905,0.372,0.095,2.22359473030515e-41,"9","RPS8"
"PAPPA",8.59557215556945e-11,2.87461009468773,0.112,0.033,2.5849464143444e-06,"9","PAPPA"
"LGALS1",9.45255291446217e-28,2.87141415076059,0.211,0.05,2.84266623796621e-23,"9","LGALS1"
"SPOCK1",1.80445171568745e-17,2.86305432419465,0.126,0.028,5.42652764458688e-13,"9","SPOCK1"
"MIF",4.45376107417053e-19,2.85186099284684,0.148,0.036,1.3393795678353e-14,"9","MIF"
"NORAD",1.28322034367281e-27,2.84620112759615,0.224,0.054,3.85902853952726e-23,"9","NORAD"
"RAB8B",2.43042977963991e-15,2.84027788759373,0.135,0.035,7.3090314763111e-11,"9","RAB8B"
"LDHA",2.3955530251856e-17,2.84025628489961,0.166,0.046,7.20414661264066e-13,"9","LDHA"
"RPL18",1.23373865664356e-25,2.83559508246218,0.238,0.066,3.71022226212417e-21,"9","RPL18"
"RPL18A",9.30801586259842e-28,2.83377295814106,0.206,0.048,2.79919961035922e-23,"9","RPL18A"
"GABARAP",1.15046446295671e-15,2.8177224901434,0.135,0.035,3.45979177944971e-11,"9","GABARAP"
"PLXDC2",5.99285242578497e-18,2.81726439000177,0.166,0.046,1.80223051000631e-13,"9","PLXDC2"
"LGALS3",4.22144209800243e-30,2.81703938625449,0.283,0.078,1.26951428213227e-25,"9","LGALS3"
"HLA-B",2.85717412927355e-19,2.81656460438492,0.161,0.041,8.59237975896434e-15,"9","HLA-B"
"IER2",4.00623570581928e-15,2.81632757924481,0.117,0.028,1.20479526381103e-10,"9","IER2"
"SRI",4.41304733834631e-11,2.80746560350697,0.103,0.029,1.32713572606089e-06,"9","SRI"
"GASK1B",5.79105145872356e-21,2.7930445414293,0.233,0.072,1.74154290518194e-16,"9","GASK1B"
"PDGFD",1.5392844074214e-17,2.78887750796517,0.247,0.09,4.62908999843836e-13,"9","PDGFD"
"FOS1",1.80779913643621e-15,2.78489844224478,0.22,0.075,5.43659434300461e-11,"9","FOS"
"RPL14",5.60746457161886e-28,2.77246538247499,0.278,0.08,1.68633282062294e-23,"9","RPL14"
"PPA1",2.02054243498137e-15,2.75787844058308,0.139,0.037,6.07637726471948e-11,"9","PPA1"
"PLA2G5",3.73951261328815e-26,2.75161678140099,0.309,0.1,1.12458362819414e-21,"9","PLA2G5"
"YWHAB",4.23500767548388e-22,2.74541253476888,0.22,0.062,1.27359385824827e-17,"9","YWHAB"
"EFEMP1",2.7149888032031e-11,2.73185832153143,0.103,0.028,8.1647858278727e-07,"9","EFEMP1"
"ALDOA",1.0264270580297e-10,2.69451896287091,0.112,0.034,3.08677409161271e-06,"9","ALDOA"
"SPRY2",1.12843417908601e-08,2.68958824353003,0.117,0.041,0.000339354010676535,"9","SPRY2"
"IL6ST",6.84667677635503e-34,2.66366379145623,0.493,0.184,2.05900110695325e-29,"9","IL6ST"
"TMBIM6",8.4217200909565e-16,2.65995063178543,0.242,0.092,2.53266388295335e-11,"9","TMBIM6"
"PGAM1",1.967297658141e-13,2.65207802244654,0.108,0.026,5.91625424732744e-09,"9","PGAM1"
"SELENOP",3.88077410334918e-11,2.6412724442369,0.139,0.047,1.1670651961002e-06,"9","SELENOP"
"SKIL",3.20608916613418e-11,2.64044422578067,0.175,0.068,9.64167194931532e-07,"9","SKIL"
"OAZ1",1.23053093194505e-21,2.63350119502539,0.238,0.072,3.70057567163836e-17,"9","OAZ1"
"RPL4",7.20849423632246e-15,2.62536864777402,0.161,0.048,2.16781047168925e-10,"9","RPL4"
"TMSB4X",4.35676922485352e-20,2.61978808010587,0.166,0.042,1.3102112089902e-15,"9","TMSB4X"
"MYL12B",2.90779747756799e-19,2.61821123140237,0.17,0.044,8.74461935429022e-15,"9","MYL12B"
"DAD1",2.29006641690401e-17,2.61533533357452,0.17,0.047,6.88691673555543e-13,"9","DAD1"
"SOAT1",1.14129912497497e-17,2.61260499701116,0.143,0.035,3.43222885853724e-13,"9","SOAT1"
"MAML2",9.05242544914243e-23,2.60800045385841,0.274,0.091,2.7223359053206e-18,"9","MAML2"
"TMED2",9.29847310969726e-25,2.60578808628616,0.206,0.051,2.79632981827926e-20,"9","TMED2"
"EID1",3.95515134963998e-13,2.60352775131434,0.135,0.039,1.18943266537723e-08,"9","EID1"
"RPS26",1.85900340167484e-17,2.60129861622301,0.193,0.059,5.59058092985674e-13,"9","RPS26"
"SDC2",7.31845348190261e-09,2.60129560002935,0.148,0.06,0.000220087851561257,"9","SDC2"
"CD63",2.10213810571575e-14,2.59872451522364,0.175,0.058,6.32175992531898e-10,"9","CD63"
"PLCB1",3.52735664523473e-26,2.59260471671673,0.265,0.077,1.06078196392144e-21,"9","PLCB1"
"PDIA6",1.30834597664458e-10,2.58022331355584,0.184,0.074,3.93458885556325e-06,"9","PDIA6"
"RPS23",3.12876408141139e-13,2.57371734689821,0.166,0.056,9.40913222202846e-09,"9","RPS23"
"GPX4",5.93012766324673e-13,2.57165102097977,0.152,0.049,1.78336729216819e-08,"9","GPX4"
"CTSL",1.04488950401904e-09,2.57009524213311,0.103,0.031,3.14229620543645e-05,"9","CTSL"
"RPL10A",2.86753565961712e-11,2.56584087049967,0.148,0.052,8.62353998916657e-07,"9","RPL10A"
"TMSB10",6.48239942603058e-17,2.55154697951527,0.202,0.066,1.94945197939018e-12,"9","TMSB10"
"DPYSL2",4.03413528295669e-18,2.54834429709311,0.265,0.096,1.21318550364356e-13,"9","DPYSL2"
"SPATA6",1.28464592589206e-19,2.54632037205431,0.305,0.118,3.8633156929352e-15,"9","SPATA6"
"EIF1AX",2.58755651850067e-18,2.54082756804423,0.202,0.06,7.78155871808706e-14,"9","EIF1AX"
"ANTXR1",3.64173559731961e-11,2.53915615717847,0.108,0.03,1.09517914618193e-06,"9","ANTXR1"
"PLAGL1",5.71936688936537e-16,2.52175353104772,0.184,0.057,1.71998520463885e-11,"9","PLAGL1"
"SAP18",3.59428569017506e-11,2.52128704842809,0.108,0.03,1.08090953560635e-06,"9","SAP18"
"SPCS1",2.04922660644365e-15,2.52106415564339,0.126,0.031,6.16263917355799e-11,"9","SPCS1"
"PRICKLE2",1.49247372729745e-15,2.51340576501857,0.188,0.061,4.48831624010161e-11,"9","PRICKLE2"
"PSMC3",2.73768931307582e-08,2.50979670082586,0.108,0.037,0.000823305307121291,"9","PSMC3"
"ACTG1",7.94238638408025e-37,2.50552084228938,0.556,0.207,2.38851385728445e-32,"9","ACTG1"
"SRPRA",7.2239320649036e-09,2.50460219288989,0.103,0.034,0.000217245308987846,"9","SRPRA"
"RHOB",5.81404395985626e-21,2.49656572725622,0.22,0.062,1.74845744004757e-16,"9","RHOB"
"PDIA3",8.78636778673987e-19,2.49317454897099,0.345,0.141,2.64232438450628e-14,"9","PDIA3"
"UBB",4.45163327278851e-14,2.48866221412451,0.139,0.039,1.33873967412569e-09,"9","UBB"
"RPL3",1.41164387435221e-11,2.48793235215448,0.117,0.033,4.2452366233394e-07,"9","RPL3"
"SELENOS",5.12033261795983e-17,2.47667071287515,0.22,0.074,1.53983762819906e-12,"9","SELENOS"
"MYADM",2.07543122819918e-13,2.47017494869936,0.152,0.047,6.24144433256339e-09,"9","MYADM"
"PARP14",9.57661656685189e-21,2.45636957797037,0.17,0.041,2.87997590014937e-16,"9","PARP14"
"ZFP36L1",5.68264561536563e-13,2.45280534876813,0.206,0.079,1.70894201590891e-08,"9","ZFP36L1"
"FGF7",4.45640216660552e-18,2.44403081810704,0.327,0.128,1.34017382356328e-13,"9","FGF7"
"ARF1",2.87211072960711e-13,2.44325608005452,0.215,0.083,8.63729859714747e-09,"9","ARF1"
"RPS12",2.06342381020046e-12,2.44104059448056,0.166,0.058,6.20533442441584e-08,"9","RPS12"
"GOLT1B",1.24217684252811e-08,2.4407337810687,0.103,0.034,0.000373559841853477,"9","GOLT1B"
"PCOLCE2",7.62565100793365e-13,2.44042267679009,0.278,0.125,2.29326202761589e-08,"9","PCOLCE2"
"CCN1",4.5044829588593e-08,2.43922105551208,0.17,0.074,0.00135463316021776,"9","CCN1"
"ARF4",3.17187988024015e-08,2.43216334485735,0.161,0.07,0.00095387943638462,"9","ARF4"
"RTL8C",1.52332028377623e-09,2.43123898483228,0.126,0.043,4.58108108940025e-05,"9","RTL8C"
"ATXN7L3B",9.38063181147241e-19,2.43071286194941,0.152,0.036,2.8210374046641e-14,"9","ATXN7L3B"
"TIMP2",9.66960995851912e-16,2.42780258462772,0.26,0.102,2.90794180282545e-11,"9","TIMP2"
"RPSA",5.80778378824172e-13,2.4122119403675,0.175,0.06,1.74657481863793e-08,"9","RPSA"
"RPL11",6.75543296710176e-16,2.40494712518372,0.251,0.097,2.03156135619651e-11,"9","RPL11"
"PRRC1",8.14098783549128e-09,2.39428266485467,0.117,0.04,0.000244823927176729,"9","PRRC1"
"TCF4",1.24348808932094e-20,2.39132176098075,0.287,0.105,3.73954173101487e-16,"9","TCF4"
"FAU",1.48569612969558e-15,2.38727114419422,0.166,0.049,4.46793397083353e-11,"9","FAU"
"IGFBP7",1.16465077506566e-22,2.37026656134515,0.664,0.377,3.50245427585494e-18,"9","IGFBP7"
"KHDRBS31",4.95387056995862e-17,2.37002548719739,0.233,0.08,1.48977749650365e-12,"9","KHDRBS3"
"RAB31",4.86269311287978e-09,2.36242849493794,0.103,0.033,0.000146235769983634,"9","RAB31"
"GPX3",2.6349227978592e-09,2.36205287073913,0.233,0.112,7.92400333000199e-05,"9","GPX3"
"GABARAPL2",3.47443045025161e-17,2.35777752911859,0.166,0.046,1.04486546930417e-12,"9","GABARAPL2"
"LAMC1",9.55437007561578e-22,2.35709547813037,0.502,0.244,2.87328571283993e-17,"9","LAMC1"
"EIF4A1",2.15258233451593e-08,2.35188197556726,0.184,0.085,0.000647346085458976,"9","EIF4A1"
"ARPC4",2.45053737058545e-11,2.34918186725348,0.108,0.03,7.36950103456161e-07,"9","ARPC4"
"DDX21",1.10461861310356e-15,2.33710428073877,0.265,0.103,3.32191955518632e-11,"9","DDX21"
"BTG1",1.24610217665886e-13,2.32402970894616,0.148,0.044,3.7474030758662e-09,"9","BTG1"
"TPI1",3.0462342789234e-16,2.31051863652579,0.184,0.056,9.16094034700633e-12,"9","TPI1"
"SRPX",3.02610449927022e-11,2.3093312120477,0.197,0.079,9.10040406065533e-07,"9","SRPX"
"COX6A1",1.72198378341554e-08,2.30927899659298,0.103,0.034,0.000517852183186556,"9","COX6A1"
"PNO1",4.63312901104289e-09,2.30690020131459,0.103,0.032,0.000139332088749093,"9","PNO1"
"FAM3C",4.80619211825994e-12,2.3058021407694,0.179,0.065,1.44536615572431e-07,"9","FAM3C"
"SET",4.47680222725095e-15,2.29968992918907,0.179,0.057,1.34630873380118e-10,"9","SET"
"CDKL1",5.00137826328772e-14,2.29759800911773,0.13,0.034,1.50406448511852e-09,"9","CDKL1"
"RPL6",9.4214976844024e-22,2.29590696636009,0.274,0.089,2.83332699863033e-17,"9","RPL6"
"RPS7",6.9584663006541e-16,2.28948258619047,0.197,0.064,2.09261957059571e-11,"9","RPS7"
"CD164",8.4352594817014e-10,2.28249725587281,0.161,0.063,2.53673558393206e-05,"9","CD164"
"PARK7",1.07188894446128e-15,2.27876832966576,0.206,0.069,3.2234916226784e-11,"9","PARK7"
"RPL30",2.71242679186426e-07,2.27655108057441,0.13,0.055,0.00815708109117338,"9","RPL30"
"CNIH1",1.43551236053325e-12,2.27305663483341,0.157,0.051,4.31701632183164e-08,"9","CNIH1"
"NFYB",1.23381290493148e-08,2.27088085986762,0.108,0.036,0.000371044554900045,"9","NFYB"
"TUBB4B",3.01992146569603e-07,2.26936721086485,0.108,0.04,0.00908180982378767,"9","TUBB4B"
"H1FX",1.08753949977318e-07,2.26838197790156,0.112,0.042,0.00327055753766788,"9","H1FX"
"TGOLN2",6.54753913208682e-10,2.26596434529447,0.148,0.054,1.96904144319247e-05,"9","TGOLN2"
"RPS15",3.5688814500147e-17,2.26494314591824,0.197,0.061,1.07326971846292e-12,"9","RPS15"
"SESTD1",5.66132276834432e-19,2.26250711932536,0.359,0.146,1.70252959612419e-14,"9","SESTD1"
"HERPUD1",2.18402850978631e-12,2.26238522077804,0.202,0.076,6.56802893748036e-08,"9","HERPUD1"
"CMTM6",8.983888484748e-10,2.25746074449668,0.112,0.035,2.70172478401826e-05,"9","CMTM6"
"CCT2",1.00879004170277e-07,2.23762517444461,0.135,0.055,0.00303373429241274,"9","CCT2"
"CNN3",2.81047326879639e-19,2.23037865052228,0.274,0.096,8.45193626125137e-15,"9","CNN3"
"B2M",1.0311540201532e-12,2.22652566637357,0.296,0.145,3.10098948480671e-08,"9","B2M"
"ERAP1",2.248646874042e-07,2.22631986924852,0.103,0.037,0.00676235574430651,"9","ERAP1"
"RPL12",2.87686695402539e-13,2.22478136016031,0.161,0.051,8.65160199084056e-09,"9","RPL12"
"TXNDC15",8.44138857443911e-15,2.21980222109815,0.188,0.061,2.53857878599107e-10,"9","TXNDC15"
"SLC4A7",4.1184163427119e-12,2.21967411641473,0.256,0.115,1.23853134674375e-07,"9","SLC4A7"
"SLIT2",3.93445135855095e-09,2.21787449460625,0.148,0.058,0.000118320755705703,"9","SLIT2"
"TMED10",2.84102506833394e-19,2.21564213938061,0.314,0.117,8.54381468800065e-15,"9","TMED10"
"TIMP3",6.74839967854078e-22,2.21324456604746,0.475,0.219,2.02944623532757e-17,"9","TIMP3"
"SERPINH1",1.64791379110941e-09,2.20965514242509,0.135,0.047,4.95577114400332e-05,"9","SERPINH1"
"MT-ND4L",4.13913081404564e-12,2.20408648223376,0.251,0.111,1.24476080970795e-07,"9","MT-ND4L"
"PRKD3",2.05017403896762e-12,2.20049846002213,0.135,0.04,6.16548838738734e-08,"9","PRKD3"
"RPL35",9.41088422842738e-10,2.19873622710505,0.166,0.065,2.83013521401497e-05,"9","RPL35"
"ZBTB21",6.9997541357188e-10,2.1962525146742,0.117,0.037,2.10503606123471e-05,"9","ZBTB21"
"HMGN2",3.42799674373976e-10,2.1877366636029,0.157,0.059,1.03090146074486e-05,"9","HMGN2"
"SRSF7",1.62619783576165e-14,2.18570437068853,0.193,0.064,4.89046475148601e-10,"9","SRSF7"
"RPL5",7.3431887600621e-17,2.18440550319977,0.291,0.114,2.20831715581348e-12,"9","RPL5"
"CNIH4",2.90724779486207e-08,2.18383779596529,0.103,0.034,0.000874296629348869,"9","CNIH4"
"COL1A1",7.77188040735213e-09,2.18343876026736,0.126,0.045,0.0002337237594903,"9","COL1A1"
"FAM114A1",8.87825092237858e-10,2.16456387296385,0.112,0.035,2.66995639988691e-05,"9","FAM114A1"
"RPS3",7.82812845861428e-11,2.16425352047279,0.202,0.084,2.35415307135907e-06,"9","RPS3"
"SEC61B",4.65613613400663e-08,2.15456345461315,0.121,0.045,0.00140023981957982,"9","SEC61B"
"PTBP3",8.5684821630642e-12,2.15300291214998,0.184,0.068,2.5767996408983e-07,"9","PTBP3"
"RPS13",1.05356382716653e-06,2.14793611988633,0.121,0.051,0.0316838249743789,"9","RPS13"
"KLF3",1.50173083946025e-09,2.14608693840704,0.166,0.065,4.51615515350881e-05,"9","KLF3"
"CHIC2",7.34446119401835e-14,2.14066597374195,0.256,0.104,2.20869981487714e-09,"9","CHIC2"
"RPL28",9.28080805368978e-13,2.13971279777956,0.22,0.088,2.79101740598613e-08,"9","RPL28"
"SEC22B",3.33199497804858e-07,2.13940546691894,0.13,0.053,0.0100203084974855,"9","SEC22B"
"RPS15A",9.33513270188489e-12,2.13701420402739,0.188,0.07,2.80735445743784e-07,"9","RPS15A"
"SCARB2",2.1400747014309e-17,2.13497052768385,0.283,0.108,6.43584664961316e-13,"9","SCARB2"
"RPL13",5.08153095179147e-20,2.13240404984106,0.368,0.152,1.52816880313225e-15,"9","RPL13"
"TRPS1",1.22499249444053e-12,2.12804499332157,0.265,0.119,3.68391992853101e-08,"9","TRPS1"
"RPL17",7.32242878058003e-10,2.12028730394027,0.161,0.063,2.20207400718383e-05,"9","RPL17"
"PNRC1",5.94973625868165e-12,2.11307278110214,0.197,0.076,1.78926418507333e-07,"9","PNRC1"
"ARMCX3",5.96659376292179e-10,2.10882508831773,0.112,0.034,1.79433374232347e-05,"9","ARMCX3"
"JUND",7.10312013826491e-11,2.10346625754026,0.274,0.13,2.13612131918041e-06,"9","JUND"
"LTV1",2.33125734801545e-10,2.09787150270155,0.117,0.036,7.01079022268685e-06,"9","LTV1"
"RPL26",2.77685215131525e-08,2.09544379517994,0.13,0.049,0.000835082747465035,"9","RPL26"
"DPY19L3",1.86390549764638e-07,2.09157314326589,0.108,0.039,0.00560532300307196,"9","DPY19L3"
"AP001528.1",1.43698683113568e-13,2.09092438785012,0.117,0.029,4.32145049727433e-09,"9","AP001528.1"
"RNH1",1.02336474728736e-07,2.08550433284872,0.103,0.036,0.00307756480451729,"9","RNH1"
"SPCS3",4.92491666546974e-11,2.08335514552311,0.202,0.082,1.48107018880671e-06,"9","SPCS3"
"TRAM1",2.10086929359358e-09,2.08325464919739,0.179,0.075,6.31794422662398e-05,"9","TRAM1"
"PTPN12",9.9260829757339e-11,2.08005670684185,0.291,0.145,2.98507093329246e-06,"9","PTPN12"
"BTBD3",1.41543272895193e-14,2.07375557640717,0.269,0.107,4.25663084577714e-10,"9","BTBD3"
"GNAQ",1.22923174388468e-09,2.06216309563708,0.121,0.041,3.69666862338441e-05,"9","GNAQ"
"HSP90AB1",9.02742132272949e-11,2.0612138172265,0.372,0.209,2.71481641438444e-06,"9","HSP90AB1"
"RPS3A",5.09163135885162e-08,2.05997176943677,0.13,0.051,0.00153120629854745,"9","RPS3A"
"SKP1",5.59202379834052e-16,2.05693606600499,0.318,0.134,1.68168931687495e-11,"9","SKP1"
"RECQL",2.1735417736785e-12,2.05463640884554,0.175,0.061,6.53649217598337e-08,"9","RECQL"
"RPS9",2.24012521283585e-11,2.04487631005732,0.193,0.074,6.73672855256126e-07,"9","RPS9"
"PHF11",6.28963790840663e-09,2.04380991703448,0.135,0.049,0.000189148280819513,"9","PHF11"
"SURF4",1.72462342259158e-10,2.03827691704218,0.143,0.049,5.18646001875965e-06,"9","SURF4"
"RHOA",2.31137255986826e-15,2.0349557551931,0.327,0.14,6.95099069929182e-11,"9","RHOA"
"PGAP1",1.5726437301463e-08,2.03283986889618,0.157,0.063,0.000472941148966898,"9","PGAP1"
"ARHGAP22",1.68459673917207e-08,2.03258077741974,0.108,0.036,0.000506608777371217,"9","ARHGAP22"
"LRRK2",7.26317590998658e-08,2.01509381715123,0.139,0.056,0.00218425489141027,"9","LRRK2"
"COL18A1",1.23993069396353e-14,2.0101822897569,0.211,0.074,3.72884357595653e-10,"9","COL18A1"
"TMEM43",6.84504949915366e-16,2.0055762663671,0.175,0.051,2.05851173588048e-11,"9","TMEM43"
"RPS14",1.96884271536503e-14,2.00148706903937,0.184,0.059,5.92090069791725e-10,"9","RPS14"
"SEC24D",2.53114777345561e-13,1.99975515648787,0.287,0.129,7.61192069911307e-09,"9","SEC24D"
"GAS7",3.10613343536631e-31,1.99925535378014,0.601,0.259,9.3410750801771e-27,"9","GAS7"
"SERINC1",8.29700861005815e-14,1.99667278096289,0.229,0.087,2.49515939930279e-09,"9","SERINC1"
"SOD1",1.10782959820953e-09,1.99381588936506,0.135,0.047,3.33157595069551e-05,"9","SOD1"
"MOB1A",1.95028859496656e-08,1.99144895425992,0.143,0.056,0.000586510289164294,"9","MOB1A"
"ATL3",2.00159564100267e-07,1.99009908121415,0.121,0.047,0.00601939857118734,"9","ATL3"
"NME3",6.82948960298337e-07,1.98965995946482,0.126,0.051,0.0205383240830519,"9","NME3"
"SGCE",3.54006303625267e-08,1.98667403441059,0.13,0.049,0.00106460315689226,"9","SGCE"
"RPL41",8.38071216763724e-13,1.98593816465057,0.283,0.127,2.52033157017355e-08,"9","RPL41"
"PSMA5",4.63409116105718e-07,1.98223358161065,0.121,0.048,0.0139361023486472,"9","PSMA5"
"SELENOK",2.59857387965416e-07,1.98096707033691,0.103,0.037,0.00781469122828395,"9","SELENOK"
"TMEM263",2.14307918627045e-12,1.98026299721245,0.179,0.062,6.44488203687114e-08,"9","TMEM263"
"ACTB",3.51191871567787e-24,1.97444576994391,0.753,0.425,1.0561393153658e-19,"9","ACTB"
"NCL",1.00984068435314e-13,1.97389805451809,0.341,0.161,3.0368938900552e-09,"9","NCL"
"ENY2",6.15099869492164e-08,1.94438531041098,0.13,0.049,0.00184978983752379,"9","ENY2"
"RPL32",2.28913198665943e-08,1.94375433448355,0.166,0.071,0.00068841066234809,"9","RPL32"
"RPLP2",2.93351343499851e-09,1.94247209616142,0.175,0.073,8.82195495307103e-05,"9","RPLP2"
"NOTCH2",8.8250442479216e-11,1.94087626480721,0.22,0.094,2.65395555667746e-06,"9","NOTCH2"
"MESD",2.5923563378661e-11,1.94030345066012,0.188,0.071,7.79599321486473e-07,"9","MESD"
"TNS2",1.77819861777244e-16,1.93992167834616,0.283,0.108,5.34757670322707e-12,"9","TNS2"
"UBA52",1.80360978075319e-10,1.93803179031029,0.117,0.036,5.42399569365906e-06,"9","UBA52"
"IMPAD1",4.65401165740795e-09,1.9353517868219,0.143,0.053,0.000139960092573229,"9","IMPAD1"
"THAP12",2.4236694282215e-15,1.92189451675234,0.143,0.037,7.28870107149052e-11,"9","THAP12"
"TOMM20",9.51030269099308e-13,1.9167569795404,0.17,0.056,2.86003332826235e-08,"9","TOMM20"
"ITGA11",1.29800864570579e-06,1.9143202076871,0.103,0.039,0.0390350140023102,"9","ITGA11"
"CD55",7.11794975963818e-08,1.91365707660924,0.215,0.107,0.00214058103121599,"9","CD55"
"MMADHC",2.81786290913115e-08,1.90973828688502,0.117,0.041,0.000847415912663012,"9","MMADHC"
"RPS6",6.09671882931314e-08,1.90220071197695,0.157,0.067,0.00183346625353934,"9","RPS6"
"PEA15",2.49707254172871e-08,1.90177303506021,0.121,0.043,0.000750944625474074,"9","PEA15"
"PPID",8.91749906526182e-07,1.90093546816148,0.103,0.038,0.0268175949389619,"9","PPID"
"RPS27A",6.7495624403943e-08,1.8940149046563,0.143,0.06,0.00202979591269978,"9","RPS27A"
"LOXL1",2.43984942775107e-09,1.89325105430446,0.13,0.045,7.33735918407578e-05,"9","LOXL1"
"ALDH1A2",3.45569541423153e-07,1.89200281531574,0.148,0.065,0.0103923128192185,"9","ALDH1A2"
"RFTN1",2.39022829713671e-11,1.88660522554616,0.175,0.064,7.18813355797922e-07,"9","RFTN1"
"EIF2B4",1.53756642107276e-06,1.87845464955163,0.108,0.042,0.0462392349809212,"9","EIF2B4"
"CALU",6.60403661168888e-18,1.87800751259594,0.35,0.145,1.9860319302332e-13,"9","CALU"
"EVC",3.91829346711432e-08,1.87679269241139,0.112,0.039,0.00117834839436529,"9","EVC"
"TMEM30A",3.32585525147228e-14,1.87406421345137,0.247,0.093,1.00018444977526e-09,"9","TMEM30A"
"ZNF841",9.27145764646925e-09,1.87336766141021,0.103,0.033,0.00027882054580227,"9","ZNF841"
"PLRG1",5.53148385521678e-08,1.86048869789297,0.103,0.035,0.00166348313977934,"9","PLRG1"
"MCFD2",2.40161320335988e-07,1.85782508746971,0.112,0.041,0.00722237138646416,"9","MCFD2"
"SSU72",3.50058810056442e-07,1.85684350505693,0.148,0.064,0.0105273185948274,"9","SSU72"
"RPS28",8.03209089462534e-14,1.85616436032359,0.283,0.124,2.41549069474068e-09,"9","RPS28"
"AC007319.1",1.47529555993722e-06,1.85539311374922,0.202,0.102,0.044366563373992,"9","AC007319.1"
"HSPD1",5.66459625297925e-15,1.85110443169995,0.265,0.102,1.70351403115845e-10,"9","HSPD1"
"BLOC1S2",2.88606572196921e-08,1.84573895006953,0.103,0.034,0.000867926544567801,"9","BLOC1S2"
"TUBB6",4.81882498195484e-08,1.84126756874497,0.179,0.08,0.00144916523682328,"9","TUBB6"
"ANKRD36B1",2.42258266483714e-08,1.83865455675232,0.148,0.058,0.000728543284796472,"9","ANKRD36B"
"RPGRIP1L",3.582029948937e-09,1.83853255153783,0.121,0.041,0.000107722386654382,"9","RPGRIP1L"
"MCL1",2.85792929101146e-10,1.83539620178341,0.256,0.122,8.59465075685877e-06,"9","MCL1"
"TBRG1",4.34788689971336e-08,1.82943737027667,0.161,0.067,0.0013075400273508,"9","TBRG1"
"PCDHGC3",8.31664622618315e-11,1.82644546658495,0.121,0.036,2.50106501960006e-06,"9","PCDHGC3"
"DYNC2H1",1.54714563284794e-07,1.82599073589808,0.17,0.078,0.00465273106166362,"9","DYNC2H1"
"PTRH2",7.69512927651255e-12,1.82345320786744,0.135,0.04,2.31415622732562e-07,"9","PTRH2"
"CCNL1",1.49159850633709e-11,1.82116611759057,0.283,0.131,4.48568418810752e-07,"9","CCNL1"
"MTRNR2L8",1.78788388449568e-11,1.82074224605794,0.161,0.056,5.37670320584386e-07,"9","MTRNR2L8"
"TMED7",2.84878613358003e-08,1.82029831539832,0.13,0.048,0.000856715453951522,"9","TMED7"
"PRMT1",1.09920020311628e-06,1.81693723628237,0.117,0.047,0.0330562477083158,"9","PRMT1"
"SLC20A11",4.05285801179573e-08,1.81466741307227,0.184,0.083,0.00121881598988733,"9","SLC20A1"
"DHX9",6.68961875098354e-15,1.81198418450087,0.296,0.125,2.01176904698328e-10,"9","DHX9"
"RPL9",9.114560973968e-09,1.80694020372592,0.152,0.06,0.00027410219217014,"9","RPL9"
"OSTM1",1.50963378927796e-12,1.80635338609975,0.161,0.052,4.53992169449562e-08,"9","OSTM1"
"AUP1",1.85789067061415e-08,1.8056183766428,0.143,0.056,0.000558723461373793,"9","AUP1"
"ARNTL",1.6286774982015e-06,1.80559779886886,0.139,0.061,0.0489792184034138,"9","ARNTL"
"ARPC2",3.24676806475348e-07,1.80498711806361,0.202,0.102,0.00976400560113315,"9","ARPC2"
"GHITM",2.32864658798288e-11,1.80328695490276,0.175,0.063,7.00293888404091e-07,"9","GHITM"
"PMP22",7.52825677874609e-21,1.79796479052488,0.475,0.214,2.26397266107231e-16,"9","PMP22"
"MTRNR2L12",5.67538914219002e-21,1.79358161589828,0.556,0.284,1.7067597767308e-16,"9","MTRNR2L12"
"CYTOR",1.59570755919009e-09,1.79272092222518,0.175,0.069,4.79877134275235e-05,"9","CYTOR"
"DEK",3.06129316616646e-08,1.79181024832204,0.197,0.091,0.00092062269386124,"9","DEK"
"RPL36",6.73668639272736e-10,1.77262469532029,0.152,0.056,2.0259236988849e-05,"9","RPL36"
"HNRNPK",2.12843946562883e-10,1.77162584487824,0.26,0.12,6.40085600498557e-06,"9","HNRNPK"
"RPL22",5.34879474248518e-07,1.77058897971421,0.161,0.074,0.0160854304290757,"9","RPL22"
"PCYOX11",1.85700373117034e-08,1.76470721003329,0.148,0.057,0.000558456732074855,"9","PCYOX1"
"GLCE",2.69956040050172e-07,1.76042645902803,0.148,0.062,0.00811838799242882,"9","GLCE"
"P3H1",1.00368667848057e-06,1.75602715397328,0.108,0.04,0.0301838694819462,"9","P3H1"
