"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"EEF1A1",7.99277341697784e-148,4.12334969473692,0.606,0.092,2.40366674968774e-143,"9","EEF1A1"
"HEYL",1.03524578059278e-64,4.11804236093365,0.155,0.009,3.11329463597666e-60,"9","HEYL"
"EMP3",1.13126352843126e-60,4.11215645001325,0.189,0.017,3.40204880905134e-56,"9","EMP3"
"IGFBP6",3.08690050914371e-46,4.1058236540308,0.148,0.013,9.28323590114789e-42,"9","IGFBP6"
"AC004160.1",1.02607895977699e-45,4.10525956543338,0.106,0.006,3.08572725573734e-41,"9","AC004160.1"
"RFK",6.57617553392712e-32,4.10263951994997,0.11,0.011,1.9776532683179e-27,"9","RFK"
"LINC02802",2.67460485422866e-39,4.09627832800431,0.155,0.019,8.04333917812186e-35,"9","LINC02802"
"CHSY3",4.60678390246784e-62,4.09094248469173,0.144,0.008,1.38539812298915e-57,"9","CHSY3"
"ADAMTS12",4.19913169202361e-63,4.08501309389957,0.167,0.011,1.26280487374226e-58,"9","ADAMTS12"
"SLC66A3",1.23470685578844e-35,4.08321870990057,0.11,0.01,3.71313392741259e-31,"9","SLC66A3"
"ARHGAP6",2.44114766286942e-120,4.0776307088307,0.337,0.026,7.3412633665472e-116,"9","ARHGAP6"
"HSD17B11",5.60254988893992e-39,4.06349805276994,0.152,0.018,1.6848548281009e-34,"9","HSD17B11"
"LINC00632",5.32441845115278e-59,4.05416042161793,0.144,0.008,1.60121236081518e-54,"9","LINC00632"
"TNFAIP2",4.16174313756382e-42,4.05235151262193,0.155,0.017,1.25156101375957e-37,"9","TNFAIP2"
"ESR1",4.51555312601034e-56,4.0302031799589,0.197,0.021,1.35796229158509e-51,"9","ESR1"
"ABI3BP",1.68142125331207e-116,4.02852534917358,0.534,0.09,5.05653813508538e-112,"9","ABI3BP"
"COL6A2",2.39193931900862e-171,4.02680639856886,0.595,0.07,7.19327911405462e-167,"9","COL6A2"
"ABCA8",4.8057132127808e-91,4.02278425266096,0.746,0.291,1.44522213447957e-86,"9","ABCA8"
"EBF3",2.67134041406793e-74,4.00571596936708,0.193,0.013,8.0335220272265e-70,"9","EBF3"
"MSC-AS1",2.0234166694008e-118,3.99893507726833,0.284,0.016,6.08502094988901e-114,"9","MSC-AS1"
"TNKS1BP1",1.99563027083612e-40,3.9820021109666,0.117,0.009,6.00145891348545e-36,"9","TNKS1BP1"
"RHOJ",9.0106365078058e-70,3.97682473353625,0.205,0.016,2.70976871699244e-65,"9","RHOJ"
"DDIT4",1.56332747303653e-40,3.97638671358934,0.152,0.017,4.70139470966274e-36,"9","DDIT4"
"APCDD1",2.20937315296155e-48,3.97626256264628,0.155,0.014,6.64424788290127e-44,"9","APCDD1"
"PXDN",5.95090533347867e-58,3.97489047673914,0.17,0.014,1.78961576093704e-53,"9","PXDN"
"MATN2",1.53586582316864e-65,3.96181594612287,0.242,0.027,4.61880929001506e-61,"9","MATN2"
"SHFL",1.08957985970524e-37,3.95434156369433,0.136,0.015,3.27669351209157e-33,"9","SHFL"
"PLSCR1",1.02509808465923e-56,3.94044457970571,0.186,0.018,3.08277746999569e-52,"9","PLSCR1"
"NTRK2",3.80877529714895e-28,3.9403216316305,0.102,0.011,1.1454129951116e-23,"9","NTRK2"
"LTBP4",7.25641495482157e-100,3.93975606814393,0.47,0.078,2.18222166936349e-95,"9","LTBP4"
"TAGLN2",1.80602495939072e-117,3.92405152230449,0.333,0.026,5.43125886037573e-113,"9","TAGLN2"
"BCHE",1.4756227289448e-30,3.90602243761975,0.114,0.013,4.4376402327557e-26,"9","BCHE"
"LAMB1",2.01266616497733e-117,3.89633601601016,0.496,0.073,6.05269095793634e-113,"9","LAMB1"
"F2R",3.20279499142604e-38,3.89068293324206,0.102,0.007,9.63176537771553e-34,"9","F2R"
"RAN",6.19277566187789e-33,3.87948756346853,0.136,0.018,1.86235342479654e-28,"9","RAN"
"MRC2",4.48540075515543e-89,3.87899870321303,0.22,0.013,1.34889456909789e-84,"9","MRC2"
"EPHX1",1.88365799238752e-58,3.85516054233469,0.216,0.024,5.66472468050698e-54,"9","EPHX1"
"PREX2",2.77253108732422e-141,3.8536750575165,0.383,0.028,8.33783273891014e-137,"9","PREX2"
"TUBA1B",3.08734783193181e-51,3.85147086871877,0.197,0.023,9.28458113496853e-47,"9","TUBA1B"
"RTN4",1.27830676512369e-85,3.85102690272701,0.405,0.066,3.84425193475647e-81,"9","RTN4"
"RAPH1",6.7967050266878e-54,3.84780495485582,0.242,0.035,2.04397310267582e-49,"9","RAPH1"
"ST8SIA1",5.27720868880858e-35,3.84361456968254,0.148,0.019,1.58701496898541e-30,"9","ST8SIA1"
"COL6A1",5.93142074312768e-101,3.8405803010534,0.523,0.101,1.78375616008079e-96,"9","COL6A1"
"HES1",4.11683331724975e-44,3.83769566285346,0.17,0.02,1.23805528349652e-39,"9","HES1"
"S100A6",5.01505786973634e-121,3.83749297237883,0.523,0.079,1.50817835316581e-116,"9","S100A6"
"TMOD2",4.23402531987395e-45,3.8369179696143,0.182,0.023,1.27329843444569e-40,"9","TMOD2"
"RPS4X",3.62269138751504e-79,3.82562299853954,0.333,0.046,1.0894519809674e-74,"9","RPS4X"
"IGFBP5",5.55074610624428e-44,3.81666791039583,0.258,0.049,1.66927587653084e-39,"9","IGFBP5"
"AKT3",7.21488278844543e-140,3.81358074748588,0.534,0.069,2.16973170096919e-135,"9","AKT3"
"PRR13",2.38526776841173e-36,3.81227240199775,0.14,0.016,7.17321575994459e-32,"9","PRR13"
"LY6E",2.03166049890755e-47,3.80816019676032,0.152,0.014,6.10981261836468e-43,"9","LY6E"
"RABAC1",5.04970359271104e-64,3.80530175673171,0.227,0.024,1.51859736143599e-59,"9","RABAC1"
"EPB41L3",7.81236646660655e-41,3.80257927962114,0.129,0.012,2.34941296750259e-36,"9","EPB41L3"
"ADAMTSL3",2.89290991840688e-94,3.79645765884596,0.405,0.059,8.699847997625e-90,"9","ADAMTSL3"
"CLIC1",3.591392066405e-47,3.79386537034662,0.182,0.021,1.08003933612998e-42,"9","CLIC1"
"NPC2",1.11617780507704e-35,3.79067096567999,0.163,0.023,3.35668151320818e-31,"9","NPC2"
"SPRY2",3.33577749322353e-61,3.77792588397294,0.295,0.047,1.00316836553711e-56,"9","SPRY2"
"RPLP0",2.41435363528312e-100,3.77772960857292,0.439,0.066,7.26068568738691e-96,"9","RPLP0"
"RNF24",2.64526559373708e-51,3.77706027882265,0.216,0.028,7.95510722004552e-47,"9","RNF24"
"CYBA",9.54335121444118e-51,3.77678118938252,0.174,0.018,2.8699720107189e-46,"9","CYBA"
"CD81",1.85224863339327e-94,3.76630712523769,0.519,0.106,5.57026731520358e-90,"9","CD81"
"SH3PXD2B",2.58163404061035e-53,3.76597789263806,0.197,0.022,7.76374805032751e-49,"9","SH3PXD2B"
"H2AFJ",5.23901729437446e-54,3.76170517449737,0.242,0.035,1.57552967093723e-49,"9","H2AFJ"
"FMNL3",1.69906007630528e-39,3.76033733821331,0.121,0.01,5.10958336747286e-35,"9","FMNL3"
"TMED9",2.85461616404326e-31,3.7467253665526,0.133,0.018,8.58468719012728e-27,"9","TMED9"
"FZD4",6.03576758302915e-50,3.73413358401047,0.231,0.034,1.81513638524436e-45,"9","FZD4"
"GLIS3",8.46162710329121e-112,3.73321243813731,0.436,0.055,2.54466511877277e-107,"9","GLIS3"
"DDAH2",3.14786821339189e-44,3.72831526310241,0.189,0.025,9.46658407813343e-40,"9","DDAH2"
"PRDX1",6.19773080292697e-56,3.72764562317068,0.231,0.03,1.86384358436423e-51,"9","PRDX1"
"PDIA4",6.19603755881442e-27,3.72677264629176,0.129,0.019,1.86333437506226e-22,"9","PDIA4"
"SPECC1",2.43706548044948e-66,3.70973703268551,0.208,0.018,7.32898701935573e-62,"9","SPECC1"
"CDKN1C",6.057729256023e-49,3.70617575768924,0.159,0.015,1.8217409191638e-44,"9","CDKN1C"
"CSTB",2.48090086548433e-28,3.7049886752186,0.163,0.03,7.46081317277103e-24,"9","CSTB"
"RCN1",1.81446999746557e-58,3.7040704327906,0.174,0.014,5.4566556233782e-54,"9","RCN1"
"IRF9",2.37953150939838e-28,3.70266638202585,0.121,0.016,7.15596510821376e-24,"9","IRF9"
"PLP2",9.18248934055347e-27,3.69313955402954,0.136,0.022,2.76145001938464e-22,"9","PLP2"
"GPX3",1.36572928980488e-35,3.69216045150375,0.345,0.107,4.10715769323022e-31,"9","GPX3"
"PTMS",1.98262555371817e-58,3.69022814965788,0.201,0.02,5.96234982769666e-54,"9","PTMS"
"KIAA0040",1.16316100739519e-45,3.68717255416649,0.182,0.022,3.49797409753954e-41,"9","KIAA0040"
"SEPTIN11",3.85734359037844e-67,3.68673968065603,0.277,0.036,1.16001893793451e-62,"9","SEPTIN11"
"AXL",1.97476754418633e-30,3.68565967157689,0.114,0.013,5.93871843563155e-26,"9","AXL"
"HTRA3",1.01143619707201e-54,3.67833121611012,0.208,0.024,3.04169207545465e-50,"9","HTRA3"
"IRAK3",5.73250806647825e-59,3.65540789696662,0.182,0.016,1.723937150832e-54,"9","IRAK3"
"PGRMC1",1.72809353679673e-27,3.64736184679227,0.133,0.02,5.19689569320879e-23,"9","PGRMC1"
"COL4A3",1.08293619866142e-61,3.64287518059072,0.311,0.051,3.25671403023447e-57,"9","COL4A3"
"ECM2",6.89098365244076e-30,3.63424781391887,0.106,0.011,2.07232551379851e-25,"9","ECM2"
"RAB8B",6.33481777324323e-61,3.63270564275729,0.258,0.034,1.90506974894744e-56,"9","RAB8B"
"CFL1",1.84532974631152e-56,3.62786934213758,0.231,0.029,5.54946014608262e-52,"9","CFL1"
"AKAP12",5.45175173564049e-145,3.62013650909921,0.375,0.025,1.63950529945916e-140,"9","AKAP12"
"FAM49A",7.18905497412725e-33,3.61880530476084,0.11,0.011,2.16196450236929e-28,"9","FAM49A"
"BGN",5.48883344889923e-54,3.61874023439287,0.136,0.008,1.65065688308746e-49,"9","BGN"
"GSTM3",2.10870431081177e-30,3.61245631980542,0.136,0.019,6.34150647390424e-26,"9","GSTM3"
"S100A111",7.95182213989819e-69,3.60964114746892,0.261,0.03,2.39135147213158e-64,"9","S100A11"
"KAZN",5.25918724615597e-41,3.60947427510922,0.205,0.032,1.58159538053649e-36,"9","KAZN"
"PRDX4",4.13176164100576e-52,3.60846772163287,0.182,0.019,1.24254467829966e-47,"9","PRDX4"
"TRMT112",3.25228623746579e-33,3.60574559656402,0.136,0.017,9.78060040193087e-29,"9","TRMT112"
"PAK1",4.25904013527494e-25,3.59711803503518,0.11,0.015,1.28082113988123e-20,"9","PAK1"
"C12orf57",1.15096722676291e-47,3.58353387650832,0.178,0.02,3.46130374104411e-43,"9","C12orf57"
"LAMC1",4.20218688798124e-95,3.57047113942689,0.652,0.181,1.2637236628226e-90,"9","LAMC1"
"CAVIN3",5.36408292670835e-28,3.5700055736234,0.114,0.014,1.613140658549e-23,"9","CAVIN3"
"CACYBP",9.4810070624837e-25,3.56254694259408,0.106,0.014,2.85122325390072e-20,"9","CACYBP"
"WDR83OS",1.23699722189304e-21,3.55954940818549,0.121,0.022,3.72002174539894e-17,"9","WDR83OS"
"IFITM3",8.06625170605924e-125,3.55098285889155,0.545,0.082,2.42576387556319e-120,"9","IFITM3"
"CEP126",5.88524195150603e-38,3.54696738782951,0.136,0.015,1.76986881207641e-33,"9","CEP126"
"EPS8",1.38717503095229e-104,3.54288270982375,0.439,0.061,4.17165147058283e-100,"9","EPS8"
"RPL3",3.61572434649315e-62,3.53424488599026,0.269,0.037,1.08735678272088e-57,"9","RPL3"
"ALDH1A2",1.15050390476503e-67,3.53249964281105,0.269,0.033,3.45991039279988e-63,"9","ALDH1A2"
"GABARAP",6.93355579569549e-63,3.52767310260965,0.307,0.049,2.0851282344395e-58,"9","GABARAP"
"NFKBIZ",3.70202772767774e-40,3.52699723979636,0.273,0.06,1.11331079854453e-35,"9","NFKBIZ"
"MECOM",2.21474655890473e-99,3.51854221115376,0.303,0.026,6.66040732659419e-95,"9","MECOM"
"ARHGDIB",1.41951276083337e-44,3.51720062881743,0.14,0.012,4.2689007256542e-40,"9","ARHGDIB"
"EID1",8.61768721198502e-55,3.51656608715669,0.292,0.05,2.59159707526026e-50,"9","EID1"
"TMEM179B",3.8771941677131e-27,3.51188652958149,0.136,0.022,1.16598860205636e-22,"9","TMEM179B"
"BZW1",6.13973772248679e-62,3.5069746327568,0.337,0.062,1.84640332528345e-57,"9","BZW1"
"PFN1",4.22187330582369e-47,3.50300148432894,0.242,0.04,1.26964395926036e-42,"9","PFN1"
"ZC3HAV1",8.77594168710265e-33,3.49604919788749,0.133,0.016,2.63918894356238e-28,"9","ZC3HAV1"
"DHRS7",1.11010903668525e-41,3.49319055584753,0.201,0.03,3.33843090602355e-37,"9","DHRS7"
"POGLUT3",8.51044068982731e-23,3.49147059970922,0.102,0.015,2.55934482865177e-18,"9","POGLUT3"
"PLAC9",7.63735111901308e-80,3.49045857939146,0.261,0.025,2.2967806020208e-75,"9","PLAC9"
"TSHZ2",4.30253075148161e-102,3.48322473187551,0.307,0.026,1.29390007289306e-97,"9","TSHZ2"
"LTBP2",2.27448030073974e-25,3.4782722253523,0.133,0.022,6.84004460841463e-21,"9","LTBP2"
"CD63",1.24785150365351e-83,3.47808587199283,0.443,0.081,3.7526638269372e-79,"9","CD63"
"ITM2B",3.43924293355527e-86,3.47690087137779,0.78,0.333,1.03428352740808e-81,"9","ITM2B"
"GLT8D2",1.1457982027878e-28,3.47634619352458,0.133,0.019,3.44575893524374e-24,"9","GLT8D2"
"ITM2A",1.87860303759489e-45,3.47531259901545,0.152,0.015,5.6495229149591e-41,"9","ITM2A"
"TTLL7",2.48574875179324e-35,3.4719538925186,0.182,0.03,7.4753922212678e-31,"9","TTLL7"
"CDK2AP1",3.37599747541002e-28,3.46805735636357,0.152,0.026,1.01526372078005e-23,"9","CDK2AP1"
"BDH2",2.88268114024859e-44,3.45934197593231,0.216,0.033,8.66908699306957e-40,"9","BDH2"
"ANKS1B",1.40032643057445e-45,3.45732576867132,0.174,0.02,4.21120167466655e-41,"9","ANKS1B"
"IFITM1",3.67843554091178e-75,3.45023074851672,0.269,0.029,1.1062159202184e-70,"9","IFITM1"
"FEZ1",9.35075170761477e-21,3.44995653736193,0.106,0.017,2.81205156103099e-16,"9","FEZ1"
"ANXA2",4.44357214764934e-80,3.4499152261648,0.345,0.048,1.33631545196259e-75,"9","ANXA2"
"SLC2A3",5.52135452631326e-29,3.44164716158313,0.125,0.017,1.66043694669819e-24,"9","SLC2A3"
"TIMP2",7.82430071956083e-87,3.43773806877796,0.481,0.095,2.35300195539353e-82,"9","TIMP2"
"SSR2",3.17618876992931e-43,3.43743685898187,0.193,0.027,9.55175248780843e-39,"9","SSR2"
"IGFBP4",4.34074585801362e-68,3.41731867632421,0.246,0.026,1.30539250188044e-63,"9","IGFBP4"
"ASAP2",8.40528181196022e-68,3.41466332176105,0.288,0.038,2.5277203993108e-63,"9","ASAP2"
"RPL10",1.2208364303037e-93,3.4143387173898,0.652,0.187,3.67142139685233e-89,"9","RPL10"
"C9orf78",1.06295752301832e-18,3.40652639410128,0.102,0.018,3.19663215897298e-14,"9","C9orf78"
"PDE5A",6.40644061052834e-59,3.40457409697945,0.318,0.056,1.92660888480419e-54,"9","PDE5A"
"ZFP36L1",3.18633287750087e-65,3.40423581873747,0.379,0.074,9.58225886250838e-61,"9","ZFP36L1"
"DYNLL1",7.23591533771741e-41,3.39599629611211,0.216,0.036,2.17605681951176e-36,"9","DYNLL1"
"ATRAID",1.17538110925773e-20,3.38956015433036,0.11,0.019,3.53472360987076e-16,"9","ATRAID"
"PRDX5",1.27730680356177e-22,3.3888590182952,0.14,0.028,3.8412447503513e-18,"9","PRDX5"
"JTB",1.8639474191069e-36,3.38832094772883,0.167,0.024,5.60544907348018e-32,"9","JTB"
"PPIB",2.46212350668925e-51,3.38406868558726,0.364,0.087,7.40434402166658e-47,"9","PPIB"
"H3F3B",1.69651492661323e-73,3.37409176926508,0.477,0.112,5.10192933880397e-69,"9","H3F3B"
"CACHD1",2.36350282397793e-31,3.36298994782323,0.136,0.018,7.10776204254884e-27,"9","CACHD1"
"SDC2",2.70671663702925e-58,3.36187150954493,0.345,0.067,8.13990894253806e-54,"9","SDC2"
"CYP7B1",3.59935525952745e-37,3.34537117253429,0.22,0.042,1.08243410719769e-32,"9","CYP7B1"
"RPS5",8.31732405912714e-59,3.33880711607452,0.326,0.059,2.5012688643013e-54,"9","RPS5"
"PPA1",3.09580605538173e-22,3.33671756460497,0.129,0.024,9.31001755034949e-18,"9","PPA1"
"SEC61G",3.7811264401173e-24,3.33063586994816,0.129,0.022,1.13709815433647e-19,"9","SEC61G"
"FTH1",3.88940588058247e-78,3.32826724943827,0.644,0.214,1.16966103046757e-73,"9","FTH1"
"PLBD1",4.29930617294583e-31,3.31927548746901,0.148,0.022,1.29293034539e-26,"9","PLBD1"
"LAPTM4A",2.02679730464577e-56,3.3138593142234,0.439,0.12,6.09518753426123e-52,"9","LAPTM4A"
"IL32",5.31018392796407e-34,3.31220626039299,0.163,0.024,1.59693161265664e-29,"9","IL32"
"PLCB1",3.84015006950222e-114,3.31207504513804,0.439,0.055,1.1548483304014e-109,"9","PLCB1"
"NCOA7",1.89263860417944e-51,3.31060556270222,0.292,0.053,5.69173207434884e-47,"9","NCOA7"
"ARHGAP22",6.55684606041001e-32,3.31014129410282,0.148,0.021,1.9718403157471e-27,"9","ARHGAP22"
"YWHAH",3.64111855797796e-34,3.30777946422646,0.155,0.022,1.09499358394071e-29,"9","YWHAH"
"IER2",6.57188186441803e-34,3.30002376466862,0.208,0.041,1.97636203308643e-29,"9","IER2"
"PRICKLE2",3.47337984509582e-51,3.29436274836292,0.299,0.057,1.04454952081566e-46,"9","PRICKLE2"
"ZFP36",1.99565663691068e-42,3.29159529302064,0.39,0.119,6.00153820418148e-38,"9","ZFP36"
"SHISA5",2.88728148177622e-30,3.287142981218,0.114,0.013,8.68292160014562e-26,"9","SHISA5"
"ARL2",9.27782229750316e-25,3.27228837181323,0.121,0.019,2.79011949952813e-20,"9","ARL2"
"SPOCK1",3.58193244425463e-47,3.27078982246944,0.208,0.028,1.0771945439607e-42,"9","SPOCK1"
"KDELR2",1.38175033690961e-27,3.26520997645924,0.186,0.039,4.15533778818826e-23,"9","KDELR2"
"GALNT7",5.64899474495935e-39,3.26149377110673,0.208,0.035,1.69882218965163e-34,"9","GALNT7"
"SFT2D2",7.52641898452128e-21,3.2613518189698,0.129,0.025,2.26341998121508e-16,"9","SFT2D2"
"GNB2",1.20146129449471e-30,3.25321557949559,0.163,0.027,3.61315455093395e-26,"9","GNB2"
"MTRNR2L8",1.03853744231781e-35,3.25143680630554,0.284,0.071,3.12319365028236e-31,"9","MTRNR2L8"
"HLA-C",8.44270272175003e-67,3.24165227751588,0.33,0.053,2.53897398951189e-62,"9","HLA-C"
"TUBB",3.54155256265689e-41,3.23472570693027,0.186,0.026,1.06505110216781e-36,"9","TUBB"
"TMBIM1",3.47776115105459e-18,3.23270138259874,0.117,0.024,1.04586711095665e-13,"9","TMBIM1"
"ARL6IP1",7.67497537710674e-25,3.23261921152465,0.144,0.027,2.30809534515731e-20,"9","ARL6IP1"
"IFITM2",1.56071352246364e-76,3.23060054658214,0.326,0.044,4.69353377610489e-72,"9","IFITM2"
"IFI16",2.03150999238368e-37,3.22590239017634,0.148,0.018,6.10936000009544e-33,"9","IFI16"
"FGD5-AS1",1.04081046640315e-24,3.21958527200652,0.167,0.036,3.13002931561418e-20,"9","FGD5-AS1"
"CD302",1.70724207177064e-28,3.21103629278113,0.197,0.043,5.13418908243584e-24,"9","CD302"
"RRBP1",1.14774636405627e-74,3.19429422846296,0.432,0.086,3.45161764062642e-70,"9","RRBP1"
"RNH1",1.51095426994725e-26,3.18766811783292,0.174,0.036,4.54389277601237e-22,"9","RNH1"
"ATP6AP2",3.60342640097836e-26,3.17753839575098,0.148,0.026,1.08365842156622e-21,"9","ATP6AP2"
"FCGRT",9.43316692156826e-28,3.17209487780126,0.125,0.018,2.83683628832322e-23,"9","FCGRT"
"CRTAP",3.49019261382138e-27,3.16255613250702,0.17,0.034,1.0496056247545e-22,"9","CRTAP"
"TCF4",6.65144842890222e-102,3.1600053873374,0.633,0.151,2.00029008602376e-97,"9","TCF4"
"ANXA5",4.45112759963561e-60,3.1594157402018,0.477,0.135,1.33858760303842e-55,"9","ANXA5"
"ERRFI1",6.40192199930186e-20,3.15672678473721,0.144,0.032,1.92525000285005e-15,"9","ERRFI1"
"METTL7A",3.79786420002619e-22,3.15588231929184,0.114,0.018,1.14213170087388e-17,"9","METTL7A"
"MYO1B",2.16084918902904e-66,3.15205754787157,0.288,0.039,6.49832176616704e-62,"9","MYO1B"
"SLC25A5",8.75602397604485e-13,3.13990817605086,0.102,0.025,2.63319909031597e-08,"9","SLC25A5"
"CTSL",7.05301366955379e-32,3.13930764247794,0.193,0.037,2.12105280084491e-27,"9","CTSL"
"AKR1A1",3.25452602561971e-22,3.13334277308383,0.121,0.021,9.78733611684616e-18,"9","AKR1A1"
"ARL1",7.03881803600794e-23,3.13059308958566,0.159,0.035,2.11678374796867e-18,"9","ARL1"
"RPS3",7.23327883589908e-63,3.126545039336,0.409,0.091,2.17526394431993e-58,"9","RPS3"
"CEBPD",2.18286950001955e-48,3.12317061332914,0.523,0.199,6.56454344740879e-44,"9","CEBPD"
"TNFRSF1A",2.7438567406949e-27,3.12201629792778,0.148,0.025,8.25160037629178e-23,"9","TNFRSF1A"
"GSTM2",1.1031006671183e-29,3.11602624651552,0.186,0.037,3.31735463622485e-25,"9","GSTM2"
"ID3",9.49463631982702e-37,3.11350796207663,0.178,0.027,2.85532198046158e-32,"9","ID3"
"NUPR1",1.46036676423303e-35,3.10650319282938,0.22,0.043,4.39176097007799e-31,"9","NUPR1"
"PLAGL1",2.78845891347824e-45,3.10390650152348,0.326,0.076,8.38573249050312e-41,"9","PLAGL1"
"RNASEK",1.36964197417171e-28,3.10085598003035,0.216,0.051,4.11892430892658e-24,"9","RNASEK"
"MAML2",6.23768376394985e-90,3.1006942841234,0.545,0.118,1.87585863833264e-85,"9","MAML2"
"MYDGF",8.88729323219501e-34,3.09958069233775,0.17,0.027,2.672675693718e-29,"9","MYDGF"
"PTBP3",1.29946673007659e-57,3.09342923060786,0.375,0.082,3.90788629735932e-53,"9","PTBP3"
"RPSA",1.10857854881463e-43,3.08662198912996,0.288,0.062,3.33382826985024e-39,"9","RPSA"
"SRPX",7.14719356467106e-38,3.08580510520452,0.288,0.07,2.14937552070353e-33,"9","SRPX"
"HLA-A",3.12835233645531e-59,3.08355847181579,0.322,0.057,9.40789398142207e-55,"9","HLA-A"
"RPL18A",6.83093306610906e-63,3.0797757507237,0.345,0.062,2.05426650097098e-58,"9","RPL18A"
"TMBIM6",3.64612582851296e-58,3.07517501117537,0.455,0.123,1.0964994204087e-53,"9","TMBIM6"
"KRTCAP2",1.9128521512513e-29,3.07341698282264,0.193,0.04,5.75252027445805e-25,"9","KRTCAP2"
"GSTP1",1.73498890880513e-51,3.06918097323224,0.318,0.065,5.21763214544967e-47,"9","GSTP1"
"AMPH",1.08113761294888e-29,3.0664501619519,0.148,0.023,3.25130514342117e-25,"9","AMPH"
"DSCAML1",5.27966010551224e-22,3.06596658424964,0.11,0.017,1.5877521835307e-17,"9","DSCAML1"
"HSP90B1",2.76259361510116e-48,3.06591723604618,0.473,0.154,8.30794777869372e-44,"9","HSP90B1"
"CEBPB",5.47659807837851e-20,3.0649116212775,0.178,0.048,1.64697734011077e-15,"9","CEBPB"
"OSTF1",7.80458730661311e-25,3.06339375994119,0.14,0.025,2.34707354071776e-20,"9","OSTF1"
"KDELR1",4.00298105478273e-30,3.05819396051191,0.189,0.037,1.20381649260481e-25,"9","KDELR1"
"UAP1",4.01188603913474e-26,3.05347217782716,0.182,0.039,1.20649448854899e-21,"9","UAP1"
"CNN3",1.16399869464827e-53,3.05204923293418,0.364,0.081,3.50049327441573e-49,"9","CNN3"
"RPL7A",5.31888770937573e-66,3.04525244896966,0.455,0.11,1.59954910084056e-61,"9","RPL7A"
"HLA-E",5.1314623030807e-58,3.04514683113836,0.25,0.033,1.54318465840546e-53,"9","HLA-E"
"SRPRA",4.26355223592721e-19,3.04277889563637,0.186,0.054,1.28217806391039e-14,"9","SRPRA"
"SPARC",9.54349125308558e-64,3.04251323407631,0.277,0.037,2.87001412454043e-59,"9","SPARC"
"STAT6",8.99978756080886e-18,3.04064538065052,0.125,0.027,2.70650611316205e-13,"9","STAT6"
"TMSB4X",4.34905352769041e-59,3.03982224646255,0.322,0.057,1.30789086738234e-54,"9","TMSB4X"
"LPAR6",2.34459834969304e-31,3.03409910574705,0.125,0.015,7.05091061703187e-27,"9","LPAR6"
"TMTC2",6.49186781274561e-27,3.03068960981562,0.163,0.031,1.95229940732699e-22,"9","TMTC2"
"ANTXR1",7.81531264371808e-34,3.02708432940028,0.235,0.051,2.35029897134534e-29,"9","ANTXR1"
"RAB23",1.33526576540147e-18,3.01139535744904,0.114,0.022,4.01554473629183e-14,"9","RAB23"
"TBC1D2B",2.85162099367184e-22,3.01076555324152,0.148,0.031,8.57567981426931e-18,"9","TBC1D2B"
"TXNDC5",7.87822532488802e-20,3.00894790359255,0.129,0.026,2.36921870195357e-15,"9","TXNDC5"
"CTSF",1.14426047529402e-18,3.00859740451262,0.11,0.021,3.4411345273517e-14,"9","CTSF"
"EIF3G",4.43098294958176e-17,3.00619198300607,0.102,0.019,1.33252950242772e-12,"9","EIF3G"
"RHOC",5.07531126640516e-30,3.00066600548903,0.17,0.03,1.52629835714602e-25,"9","RHOC"
"DYNLT3",8.3868002671347e-20,2.99827385014254,0.136,0.029,2.52216244433542e-15,"9","DYNLT3"
"GUCY1B1",2.40139652034518e-28,2.99416321550177,0.178,0.035,7.22171975563406e-24,"9","GUCY1B1"
"N4BP2L1",3.60711205575161e-23,2.99195458039376,0.121,0.02,1.08476680852618e-18,"9","N4BP2L1"
"SPCS1",1.34564825572772e-22,2.98981576176967,0.152,0.032,4.04676799944998e-18,"9","SPCS1"
"EFEMP2",1.26155240039777e-12,2.98948195693897,0.121,0.035,3.7938665337162e-08,"9","EFEMP2"
"GABARAPL2",6.95116040271537e-26,2.98718508147857,0.22,0.058,2.09042246790859e-21,"9","GABARAPL2"
"RPL8",6.30296163526495e-42,2.98453089521173,0.371,0.108,1.89548965257323e-37,"9","RPL8"
"RPL14",1.57677774487959e-44,2.98249885524804,0.379,0.105,4.7418437121764e-40,"9","RPL14"
"HNRNPH2",1.43446767793309e-14,2.98056291176744,0.102,0.022,4.31387464784817e-10,"9","HNRNPH2"
"MRFAP1",1.01389727870805e-18,2.98011618043192,0.117,0.023,3.04909328625872e-14,"9","MRFAP1"
"TPM4",3.30065229030069e-42,2.9790079364011,0.227,0.039,9.92605163262125e-38,"9","TPM4"
"RACK1",2.19407549740637e-53,2.97724841786882,0.375,0.087,6.59824324335017e-49,"9","RACK1"
"CYBRD1",5.70004632983722e-46,2.97552535067957,0.322,0.074,1.71417493277195e-41,"9","CYBRD1"
"EIF1",3.25078595913291e-57,2.97176958913763,0.496,0.154,9.7760886149004e-53,"9","EIF1"
"KCNQ1OT1",9.67827909878823e-17,2.97115231994184,0.117,0.026,2.91054887337858e-12,"9","KCNQ1OT1"
"ATL3",4.82451176769673e-26,2.96817626634435,0.167,0.033,1.45087542389944e-21,"9","ATL3"
"RPS15",1.31235893220868e-55,2.96489304314983,0.379,0.085,3.94665701683117e-51,"9","RPS15"
"PLA2G5",1.13159631405979e-55,2.96395476276355,0.409,0.098,3.403049595272e-51,"9","PLA2G5"
