"","ncalls","callable.sens","callable.bp","callable.burden","rate.per.gb","burden","somatic.sens","pre.genotyping.burden","unsupported.filters"
"1",3,0.0792590343152141,327154551,37.8505747126437,57.8481555536173,338.122534810702,0.00887252309781586,717,FALSE
"2",24,0.33033608490566,1202688492,72.6532797858099,30.2045293810835,176.545508484369,0.135942285963763,717,FALSE
"4",16,0.463717837525296,1067001305,34.5037406483791,16.1685559739681,94.5052280029861,0.16930280300995,717,FALSE
