"","ncalls","callable.sens","callable.bp","callable.burden","rate.per.gb","burden","somatic.sens","pre.genotyping.burden","unsupported.filters"
"1",0,0,373217122,NA,NA,NA,NA,445,FALSE
"2",25,0.248891516405557,1161850209,100.445368171021,43.2264707588573,252.658770604339,0.0989476832338023,445,FALSE
"4",21,0.436500754147813,1066861482,48.1098825155494,22.5473893880581,131.789516541939,0.159344996104582,445,FALSE
