"","ncalls","callable.sens","callable.bp","callable.burden","rate.per.gb","burden","somatic.sens","pre.genotyping.burden","unsupported.filters"
"1",0,0,472042929,NA,NA,NA,NA,426,FALSE
"2",12,0.243027888446215,1207941961,49.3770491803279,20.438502334769,119.463069323986,0.100449453273762,426,FALSE
"4",6,0.402777777777778,912132770,14.8965517241379,8.16578036338829,47.7289954839995,0.125709748113417,426,FALSE
