"","ncalls","callable.sens","callable.bp","callable.burden","rate.per.gb","burden","somatic.sens","pre.genotyping.burden","unsupported.filters"
"1",0,0,489766091,NA,NA,NA,NA,636,FALSE
"2",23,0.0792217898832685,1218667262,290.32416502947,119.115436215546,696.22985975677,0.0330350669074078,636,FALSE
"4",26,0.369189511323004,884583310,70.4245359160613,39.8066157929553,232.669714450526,0.111746387196983,636,FALSE
