"","ncalls","callable.sens","callable.bp","callable.burden","rate.per.gb","burden","somatic.sens","pre.genotyping.burden","unsupported.filters"
"1",0,0,439692795,NA,NA,NA,NA,736,FALSE
"2",100,0.275577043044292,1155832205,362.87492925863,156.975609300759,917.52261437328,0.108989139268579,736,FALSE
"4",49,0.373432835820896,996768305,131.215027977618,65.820224880454,384.719289066389,0.127365591985029,736,FALSE
