"","ncalls","callable.sens","callable.bp","callable.burden","rate.per.gb","burden","somatic.sens","pre.genotyping.burden","unsupported.filters"
"1",0,0,452618361,NA,NA,NA,NA,783,FALSE
"2",93,0.240617283950617,1185781476,386.505900461775,162.975180623321,952.590115557163,0.0976285586856052,783,FALSE
"4",69,0.366690838772057,955859994,188.169413315755,98.4293800854243,575.319838218222,0.11993328826222,783,FALSE
