"","ncalls","callable.sens","callable.bp","callable.burden","rate.per.gb","burden","somatic.sens","pre.genotyping.burden","unsupported.filters"
"1",1,0.202143569292124,308621579,4.94697903822441,8.01463568142851,46.8455546465465,0.021346742664167,748,FALSE
"2",0,0.420267366913344,1195267473,0,0,0,NA,748,FALSE
"4",1,0.589332074581072,1088145571,1.69683620344413,0.779691729060088,4.55729904052663,0.219428216385915,748,FALSE
