chrom	AVG_normBinCnt	STD_normBinCnt	IQR_normBinCnt	Q25	Q75	binFrac_0.1	outlierBinCnt_total	outlierBinCnt_upper	outlierBinCnt_lower	Gini	CoV
1	48.8593749678104	51.9624133104176	13.7193634041519	36.6449781468733	50.3643415510253	0	182	180	2	0.217946780970154	1.0635095791678
2	48.5986414085013	125.480712307592	13.7976490879226	35.5895911514519	49.3872402393745	0	186	185	1	0.232984762675588	2.58197983875414
3	45.7244779557645	29.3663390578783	12.9910657166119	37.5082183216277	50.4992840382397	0	76	72	4	0.149930859516543	0.642245474869901
4	46.6209324028561	37.7760813152123	13.089685300893	37.2631992572368	50.3528845581298	0	99	97	2	0.169858321392623	0.810281548828441
5	45.9754596398613	72.5691540958808	13.2610433113778	35.562689815195	48.8237331265727	0	103	101	2	0.192173803415371	1.5784323781499
6	46.3061694402887	77.7745603859798	14.0458057785032	35.3725643899203	49.4183701684235	0	88	86	2	0.20035539326944	1.6795723188952
7	47.8861248291683	55.9102252925907	14.1528137319429	35.0913564028453	49.2441701347882	0	139	138	1	0.229095175425725	1.16756629382829
8	47.8651133779366	45.4216389134944	12.8246255316128	36.9077434712996	49.7323690029124	0	111	108	3	0.199987591740909	0.948950826771288
9	55.0990067870441	122.076310514655	14.2855583084745	36.7223440473442	51.0079023558187	0	92	92	0	0.299806569339642	2.21558096294686
10	48.8068907430786	62.3205185770323	14.4278559002966	35.8640940059502	50.2919499062468	0	115	113	2	0.230674014393893	1.27687950672969
11	51.9580361057267	101.968305047925	14.4379795998347	37.981194148776	52.4191737486106	0	110	110	0	0.235229040955804	1.96251268697753
12	45.5713688436583	45.5464308982113	14.0315779812777	34.8627902089926	48.8943681902703	0	81	79	2	0.200037662326301	0.999452771639744
13	45.56224380085	47.2293214115786	12.0199088008512	35.5724407989646	47.5923495998158	0	63	62	1	0.187890512376093	1.03658901475562
14	52.6775443159941	171.555662590285	14.3605186758176	35.821006301739	50.1815249775566	0	59	59	0	0.287179406860041	3.25671336463946
15	48.0405523642623	34.3921824007217	13.8032611161669	37.011934673266	50.8151957894329	0	67	67	0	0.19908471089055	0.715898979261243
16	59.3594933856213	239.774992239439	15.2418624965043	35.6866443240332	50.9285068205375	0	93	93	0	0.361660427488751	4.03937059707993
17	47.9702352983347	45.6485653067825	14.1823748143179	35.2645325986631	49.446907412981	0	76	76	0	0.225941535234904	0.951601863590759
18	45.3202134369282	19.2792785878733	12.5993771415493	36.6246578110664	49.2240349526157	0	53	51	2	0.158273341172421	0.425401319318677
19	59.6500623844038	97.2409466850392	18.0243929816997	38.1546475180678	56.1790404997675	0	57	57	0	0.319895614135684	1.63019019256657
20	47.4594636324635	30.9375098486589	13.2130546922976	36.894811301357	50.1078659936546	0	62	62	0	0.184693466957455	0.651872302819219
21	56.31451405629	60.5580438375948	13.5892152604003	36.2294937820089	49.8187090424092	0	60	60	0	0.316375910160518	1.0753541045753
22	90.5529617869943	536.138753683175	17.1644244320954	35.9393238910916	53.103748323187	0	48	48	0	0.577720907196146	5.92072024043037
X	54.0335737608168	42.6326308552187	16.2236693165074	41.4631124815295	57.6867817980369	0	120	120	0	0.19451500032604	0.789002612411589
Y	9.88867535330583	94.8781257542956	1.08375616818381	0.264931453603074	1.34868762178689	0.0714285714285714	38	38	0	0.933262072482831	9.59462439249534
Total	49.2265706013845	101.703230417473	14.0997216220587	36.3186318059408	50.4183534279995	0.00032	2404	2174	230	0.232094711465039	2.06602306792854
